iucn_sid,sens,stressor,code,score_num
161465,TRUE,nutrient,2.4.2,3
161476,FALSE,direct_human,1.1,NA
161476,FALSE,direct_human,1.2,NA
161476,FALSE,direct_human,1.3,NA
161505,FALSE,direct_human,1.1,NA
161505,FALSE,direct_human,1.2,NA
161506,TRUE,direct_human,1.2,3
161506,TRUE,organic,9.2.1,3
161515,TRUE,direct_human,1.1,3
161540,TRUE,direct_human,1.1,3
161540,TRUE,nutrient,2.4.2,3
161540,TRUE,organic,9.2.2,3
161560,TRUE,direct_human,1.1,3
161570,TRUE,direct_human,1.1,3
161596,FALSE,direct_human,1.1,NA
161596,FALSE,direct_human,1.2,NA
161598,TRUE,direct_human,1.1,3
161598,TRUE,direct_human,1.2,3
161618,TRUE,direct_human,1.1,3
161621,TRUE,direct_human,1.1,NA
161621,TRUE,direct_human,1.2,NA
161621,TRUE,nutrient,9.3.1,NA
161629,TRUE,direct_human,6.1,3
161648,TRUE,direct_human,6.1,3
161660,TRUE,direct_human,1.1,3
161667,FALSE,direct_human,1.2,NA
161667,FALSE,direct_human,1.3,NA
161692,FALSE,nutrient,2.4.2,NA
161716,TRUE,nutrient,2.4.3,3
161728,TRUE,direct_human,1.1,3
161741,TRUE,direct_human,1.2,3
161747,TRUE,nutrient,9.1.1,3
161749,TRUE,direct_human,6.1,3
161750,TRUE,direct_human,6.1,3
161751,TRUE,direct_human,6.1,3
162497,FALSE,nutrient,2.4.3,NA
162526,TRUE,direct_human,1.1,3
162547,FALSE,direct_human,1.1,NA
162547,FALSE,direct_human,1.3,NA
162547,FALSE,nutrient,9.1.2,NA
162547,FALSE,organic,9.1.2,NA
162657,TRUE,direct_human,1.1,3
162704,FALSE,organic,9.2.1,NA
163339,TRUE,nutrient,2.4.1,3
164508,FALSE,direct_human,1.1,0
164508,TRUE,direct_human,1.2,3
164508,TRUE,nutrient,2.4.3,3
166009,FALSE,nutrient,9.1.1,NA
166009,FALSE,nutrient,9.1.2,NA
166009,FALSE,organic,9.1.2,NA
166009,FALSE,organic,9.3.3,NA
166184,FALSE,direct_human,1.1,NA
166184,FALSE,direct_human,1.2,NA
166184,FALSE,nutrient,2.4.2,NA
166184,FALSE,nutrient,9.1.1,NA
166184,FALSE,organic,9.3.3,NA
166189,FALSE,nutrient,9.1.1,NA
166189,FALSE,organic,9.2.1,NA
166189,FALSE,organic,9.2.2,NA
166189,FALSE,organic,9.3.3,NA
166216,FALSE,nutrient,9.1.1,NA
166263,FALSE,direct_human,1.3,NA
166263,FALSE,nutrient,2.4.3,NA
166410,TRUE,direct_human,1.1,3
166433,TRUE,nutrient,9.1.1,3
166533,TRUE,direct_human,1.1,3
166709,FALSE,nutrient,9.1.2,NA
166709,FALSE,organic,9.1.2,NA
166709,FALSE,nutrient,9.3.1,NA
166777,TRUE,nutrient,2.4.2,NA
166777,FALSE,direct_human,6.1,NA
166777,FALSE,nutrient,9.1.1,NA
166777,FALSE,nutrient,9.1.2,NA
166777,FALSE,organic,9.1.2,NA
166868,FALSE,direct_human,1.1,NA
166868,FALSE,direct_human,1.2,NA
166868,FALSE,direct_human,1.3,NA
166879,FALSE,nutrient,9.1.1,0
166894,FALSE,direct_human,1.1,NA
166894,FALSE,nutrient,2.4.2,NA
166894,TRUE,nutrient,9.3.1,3
166894,TRUE,organic,9.3.3,3
166904,FALSE,direct_human,1.3,NA
166904,FALSE,nutrient,9.1.1,NA
166947,FALSE,direct_human,1.1,NA
166947,FALSE,direct_human,1.2,NA
166947,FALSE,direct_human,1.3,NA
166947,FALSE,nutrient,2.4.1,NA
166947,FALSE,nutrient,2.4.2,NA
166947,FALSE,nutrient,9.1.1,NA
166947,FALSE,nutrient,9.1.2,NA
166947,FALSE,organic,9.1.2,NA
166947,FALSE,organic,9.3.3,NA
166990,FALSE,nutrient,9.1.1,NA
167006,FALSE,direct_human,1.1,NA
167006,FALSE,direct_human,1.2,NA
167006,FALSE,direct_human,1.3,NA
167006,FALSE,nutrient,2.4.3,NA
167006,FALSE,nutrient,9.1.1,NA
167006,FALSE,nutrient,9.1.2,NA
167006,FALSE,organic,9.1.2,NA
167006,FALSE,organic,9.2.1,NA
167006,FALSE,organic,9.2.2,NA
167006,FALSE,nutrient,9.3.1,NA
167006,FALSE,organic,9.3.3,NA
167997,TRUE,nutrient,2.4.1,3
168000,FALSE,nutrient,9.1.1,NA
168000,FALSE,nutrient,9.1.2,NA
168000,FALSE,organic,9.1.2,NA
168000,FALSE,nutrient,9.3.1,NA
168780,TRUE,direct_human,1.3,7
168780,TRUE,direct_human,6.1,7
168780,TRUE,direct_human,6.3,7
169015,TRUE,direct_human,1.2,3
169015,TRUE,nutrient,9.1.1,3
169015,TRUE,organic,9.2.1,3
169015,TRUE,nutrient,9.3.1,3
169361,FALSE,nutrient,9.1.1,NA
169361,FALSE,nutrient,9.1.2,NA
169361,FALSE,organic,9.1.2,NA
169361,FALSE,nutrient,9.3.1,NA
169374,FALSE,direct_human,1.1,NA
169374,FALSE,direct_human,1.2,NA
169374,FALSE,direct_human,1.3,NA
169374,FALSE,nutrient,9.1.2,NA
169374,FALSE,organic,9.1.2,NA
169376,TRUE,direct_human,1.1,3
169376,TRUE,direct_human,1.2,3
169376,TRUE,direct_human,1.3,3
169599,FALSE,direct_human,1.1,NA
169599,FALSE,direct_human,1.2,NA
169599,FALSE,direct_human,1.3,NA
169599,FALSE,nutrient,2.4.1,NA
169599,FALSE,nutrient,2.4.2,NA
169599,FALSE,nutrient,9.1.1,NA
169599,FALSE,nutrient,9.1.2,NA
169599,FALSE,organic,9.1.2,NA
169599,FALSE,organic,9.2.1,NA
169599,FALSE,organic,9.2.2,NA
169599,FALSE,nutrient,9.3.1,NA
169599,FALSE,organic,9.3.3,NA
169636,TRUE,nutrient,2.4.3,3
169636,TRUE,nutrient,9.1.1,3
170075,FALSE,direct_human,1.3,NA
170153,FALSE,nutrient,9.3.1,NA
170156,FALSE,direct_human,1.1,NA
170156,FALSE,direct_human,1.2,NA
170156,FALSE,direct_human,1.3,NA
170167,FALSE,nutrient,2.4.1,NA
170167,FALSE,nutrient,2.4.2,NA
170167,FALSE,nutrient,9.1.2,NA
170167,FALSE,organic,9.1.2,NA
170181,FALSE,direct_human,6.3,NA
170189,FALSE,direct_human,1.1,NA
170189,FALSE,direct_human,1.2,NA
170189,FALSE,direct_human,1.3,NA
170190,FALSE,direct_human,1.1,NA
170190,FALSE,direct_human,1.2,NA
170198,TRUE,nutrient,9.1.1,3
170198,TRUE,nutrient,9.1.2,3
170198,TRUE,organic,9.1.2,3
170199,FALSE,direct_human,1.3,NA
170203,FALSE,direct_human,6.1,NA
170225,FALSE,direct_human,1.2,NA
170225,FALSE,nutrient,9.1.1,NA
170230,FALSE,organic,9.2.2,NA
170239,FALSE,direct_human,1.2,NA
170243,FALSE,direct_human,1.1,NA
170243,FALSE,direct_human,1.3,NA
170245,FALSE,direct_human,6.1,NA
170245,FALSE,nutrient,9.1.1,NA
170249,FALSE,direct_human,1.1,NA
170249,FALSE,direct_human,1.3,NA
170250,FALSE,direct_human,1.1,NA
170250,FALSE,direct_human,1.2,NA
170250,FALSE,direct_human,1.3,NA
170252,FALSE,nutrient,9.3.1,NA
170253,FALSE,nutrient,2.4.3,NA
170256,FALSE,direct_human,1.3,NA
170256,FALSE,direct_human,6.1,NA
170257,FALSE,direct_human,6.1,NA
170258,FALSE,direct_human,1.2,NA
170258,FALSE,direct_human,6.1,NA
170258,FALSE,direct_human,6.3,NA
170264,FALSE,direct_human,1.2,NA
170264,FALSE,direct_human,1.3,NA
170501,FALSE,direct_human,1.2,0
170501,TRUE,nutrient,2.4.1,6
170501,TRUE,nutrient,2.4.2,6
170501,TRUE,nutrient,9.1.1,5
170501,TRUE,nutrient,9.1.2,5
170501,TRUE,organic,9.1.2,5
170501,TRUE,nutrient,9.3.1,7
170501,FALSE,organic,9.3.3,NA
170600,TRUE,direct_human,1.2,5
170600,TRUE,direct_human,1.3,5
170603,FALSE,direct_human,1.2,NA
170603,FALSE,direct_human,1.3,NA
170603,FALSE,organic,9.2.1,NA
170605,FALSE,direct_human,1.2,NA
170605,FALSE,direct_human,1.3,NA
170605,FALSE,organic,9.2.1,NA
172284,FALSE,direct_human,1.1,NA
172284,FALSE,direct_human,1.2,NA
172284,FALSE,direct_human,1.3,NA
172284,FALSE,nutrient,9.1.1,NA
172284,FALSE,nutrient,9.1.2,NA
172284,FALSE,organic,9.1.2,NA
172284,FALSE,nutrient,9.3.1,NA
172363,FALSE,direct_human,6.1,NA
172416,FALSE,direct_human,1.1,NA
172416,FALSE,direct_human,1.2,NA
172416,FALSE,direct_human,1.3,NA
172416,FALSE,nutrient,2.4.1,NA
172416,FALSE,nutrient,2.4.2,NA
172416,FALSE,nutrient,2.4.3,NA
172468,FALSE,direct_human,1.1,NA
172468,FALSE,direct_human,1.2,NA
172468,FALSE,direct_human,1.3,NA
172468,FALSE,nutrient,2.4.2,NA
172468,FALSE,nutrient,9.1.1,NA
172468,FALSE,nutrient,9.1.2,NA
172468,FALSE,organic,9.1.2,NA
172468,FALSE,nutrient,9.3.1,NA
172469,FALSE,direct_human,1.1,NA
172469,FALSE,direct_human,1.2,NA
172469,FALSE,direct_human,1.3,NA
172469,FALSE,nutrient,2.4.2,NA
172469,FALSE,nutrient,9.1.1,NA
172469,FALSE,nutrient,9.1.2,NA
172469,FALSE,organic,9.1.2,NA
172469,FALSE,nutrient,9.3.1,NA
172470,TRUE,nutrient,9.1.1,5
172470,TRUE,organic,9.3.3,5
172487,TRUE,direct_human,1.1,3
172487,TRUE,direct_human,1.2,3
172487,TRUE,direct_human,1.3,3
172491,TRUE,nutrient,9.1.1,6
172495,TRUE,nutrient,2.4.2,3
172498,FALSE,direct_human,1.1,NA
173319,TRUE,direct_human,1.1,3
173319,TRUE,direct_human,1.2,3
173319,TRUE,direct_human,1.3,3
173319,TRUE,nutrient,2.4.3,3
173319,TRUE,nutrient,9.1.1,3
173320,TRUE,direct_human,1.2,3
173321,TRUE,direct_human,1.2,3
173321,TRUE,nutrient,9.3.1,3
173322,TRUE,direct_human,1.1,3
173322,TRUE,direct_human,1.2,3
173322,TRUE,direct_human,1.3,3
173324,TRUE,direct_human,1.2,3
173324,TRUE,nutrient,9.1.1,3
173325,TRUE,direct_human,1.2,3
173325,TRUE,nutrient,9.3.1,3
173326,TRUE,direct_human,1.2,3
173327,TRUE,direct_human,1.2,3
173327,TRUE,nutrient,2.4.3,3
173328,TRUE,direct_human,1.2,3
173328,TRUE,direct_human,1.3,3
173328,TRUE,organic,9.2.1,3
173328,TRUE,nutrient,9.3.1,3
173329,TRUE,direct_human,1.1,3
173329,TRUE,direct_human,1.2,3
173329,FALSE,direct_human,6.1,NA
173330,TRUE,nutrient,9.3.1,3
173331,TRUE,nutrient,2.4.3,3
173331,TRUE,direct_human,6.1,3
173331,TRUE,direct_human,6.3,3
173331,TRUE,nutrient,9.1.1,3
173331,TRUE,nutrient,9.3.1,3
173332,TRUE,direct_human,1.2,3
173332,TRUE,nutrient,9.3.1,3
173333,TRUE,direct_human,1.1,3
173333,TRUE,direct_human,1.2,3
173333,TRUE,nutrient,2.4.3,3
173335,TRUE,direct_human,1.2,3
173336,TRUE,direct_human,1.2,3
173336,TRUE,direct_human,6.1,3
173336,TRUE,nutrient,9.3.1,3
173337,TRUE,direct_human,1.1,3
173337,TRUE,direct_human,1.2,3
173337,TRUE,direct_human,1.3,3
173337,TRUE,nutrient,9.3.1,3
173338,TRUE,direct_human,1.1,3
173338,TRUE,direct_human,1.2,3
173338,TRUE,direct_human,1.3,3
173338,TRUE,nutrient,9.3.1,3
173339,TRUE,direct_human,1.2,3
173341,TRUE,direct_human,1.1,3
173341,TRUE,direct_human,1.2,3
173341,TRUE,nutrient,2.4.3,3
173342,TRUE,direct_human,1.1,3
173342,TRUE,direct_human,1.2,3
173342,TRUE,nutrient,2.4.3,3
173342,TRUE,nutrient,9.1.1,3
173343,TRUE,direct_human,1.2,3
173343,TRUE,nutrient,9.3.1,3
173344,TRUE,direct_human,1.2,3
173344,TRUE,nutrient,9.3.1,3
173345,TRUE,direct_human,1.2,3
173346,TRUE,direct_human,1.1,3
173346,TRUE,direct_human,1.2,3
173346,TRUE,direct_human,1.3,3
173346,TRUE,direct_human,6.1,3
173346,TRUE,nutrient,9.1.1,3
173347,TRUE,direct_human,1.1,3
173348,TRUE,direct_human,1.2,3
173348,TRUE,nutrient,2.4.3,3
173349,TRUE,direct_human,1.2,3
173350,TRUE,direct_human,1.2,3
173350,TRUE,nutrient,2.4.3,3
173350,TRUE,nutrient,9.3.1,3
173351,TRUE,direct_human,1.2,3
173352,TRUE,direct_human,1.2,3
173353,TRUE,direct_human,1.1,3
173353,TRUE,direct_human,1.2,3
173354,TRUE,direct_human,1.2,3
173354,TRUE,direct_human,1.3,3
173356,TRUE,direct_human,1.2,3
173357,TRUE,direct_human,1.2,3
173357,TRUE,nutrient,2.4.3,3
173358,TRUE,direct_human,1.2,3
173358,TRUE,nutrient,9.3.1,3
173359,TRUE,direct_human,1.1,3
173359,TRUE,direct_human,1.2,3
173360,TRUE,direct_human,1.2,3
173361,TRUE,direct_human,1.2,3
173361,TRUE,nutrient,9.3.1,3
173363,TRUE,direct_human,1.1,3
173363,TRUE,direct_human,1.2,3
173364,TRUE,direct_human,1.1,3
173364,TRUE,direct_human,1.2,3
173364,TRUE,direct_human,1.3,3
173364,TRUE,nutrient,9.1.1,3
173364,TRUE,organic,9.2.1,3
173364,TRUE,nutrient,9.3.1,3
173365,TRUE,direct_human,1.2,3
173366,TRUE,direct_human,1.2,3
173367,TRUE,direct_human,1.2,3
173368,TRUE,direct_human,1.2,3
173369,TRUE,direct_human,1.2,3
173369,TRUE,organic,9.2.2,3
173369,TRUE,nutrient,9.3.1,3
173370,TRUE,direct_human,1.2,3
173370,TRUE,nutrient,2.4.3,3
173371,TRUE,direct_human,1.2,3
173371,TRUE,nutrient,2.4.3,3
173371,TRUE,direct_human,6.1,3
173371,TRUE,direct_human,6.3,3
173371,TRUE,nutrient,9.3.1,3
173372,TRUE,direct_human,1.1,3
173372,TRUE,direct_human,1.2,3
173372,TRUE,direct_human,1.3,3
173372,TRUE,direct_human,6.1,3
173372,TRUE,nutrient,9.1.1,3
173372,TRUE,organic,9.2.1,3
173373,TRUE,direct_human,1.2,3
173373,TRUE,nutrient,9.3.1,3
173374,TRUE,direct_human,1.2,3
173375,TRUE,direct_human,1.2,3
173375,TRUE,nutrient,9.3.1,3
173376,TRUE,direct_human,1.2,3
173378,TRUE,direct_human,1.1,3
173378,TRUE,direct_human,1.2,3
173378,TRUE,direct_human,1.3,3
173378,TRUE,direct_human,6.1,3
173379,TRUE,direct_human,1.2,3
173379,TRUE,nutrient,9.3.1,3
173380,TRUE,direct_human,1.2,3
173381,TRUE,direct_human,1.2,3
173381,TRUE,nutrient,9.3.1,3
173382,TRUE,direct_human,1.1,3
173382,TRUE,nutrient,2.4.2,5
173382,TRUE,direct_human,6.3,3
173382,TRUE,nutrient,9.1.1,3
173383,TRUE,direct_human,1.2,3
173384,TRUE,direct_human,1.2,3
173384,TRUE,nutrient,9.3.1,3
176683,TRUE,direct_human,1.1,3
176683,TRUE,direct_human,1.2,3
176683,TRUE,direct_human,1.3,3
176703,FALSE,direct_human,1.1,NA
176703,FALSE,direct_human,1.2,NA
176703,FALSE,direct_human,1.3,NA
176706,TRUE,direct_human,1.1,3
176706,TRUE,direct_human,1.2,3
176706,TRUE,direct_human,1.3,3
176709,TRUE,direct_human,1.1,3
176709,TRUE,direct_human,1.2,3
176709,TRUE,direct_human,1.3,3
176723,TRUE,direct_human,1.1,3
176723,TRUE,direct_human,1.2,3
176723,TRUE,direct_human,1.3,3
176725,TRUE,direct_human,1.1,3
176725,TRUE,direct_human,1.2,3
176725,TRUE,direct_human,1.3,3
176726,TRUE,direct_human,1.1,3
176731,TRUE,direct_human,1.1,3
176731,TRUE,direct_human,1.2,3
176731,TRUE,direct_human,1.3,3
176736,TRUE,direct_human,1.1,3
176736,TRUE,direct_human,1.2,3
176736,TRUE,direct_human,1.3,3
176738,FALSE,organic,9.2.1,NA
176739,TRUE,direct_human,1.1,3
176739,TRUE,direct_human,1.2,3
176739,TRUE,direct_human,1.3,3
176740,TRUE,direct_human,1.1,3
176740,TRUE,direct_human,1.2,3
176740,TRUE,direct_human,1.3,3
176742,TRUE,direct_human,1.1,3
176742,TRUE,direct_human,1.2,3
176742,TRUE,direct_human,1.3,3
176744,TRUE,direct_human,1.1,3
176744,TRUE,direct_human,1.2,3
176744,TRUE,direct_human,1.3,3
176750,TRUE,direct_human,1.1,3
176750,TRUE,direct_human,1.2,3
176750,TRUE,direct_human,1.3,3
176753,TRUE,direct_human,1.1,3
176753,TRUE,direct_human,1.2,3
176753,TRUE,direct_human,1.3,3
176755,TRUE,direct_human,1.2,3
176767,TRUE,direct_human,1.1,3
176767,TRUE,direct_human,1.2,3
176767,TRUE,direct_human,1.3,3
176771,TRUE,direct_human,1.1,3
176771,TRUE,direct_human,1.2,3
176771,TRUE,direct_human,1.3,3
176772,TRUE,direct_human,1.1,3
176772,TRUE,direct_human,1.2,3
176772,TRUE,direct_human,1.3,3
177950,FALSE,nutrient,9.1.1,NA
177950,FALSE,nutrient,9.1.2,NA
177950,FALSE,organic,9.1.2,NA
177972,FALSE,direct_human,1.1,NA
177972,FALSE,direct_human,1.3,NA
178010,FALSE,direct_human,1.1,NA
178010,FALSE,direct_human,1.2,NA
178010,FALSE,direct_human,1.3,NA
178062,FALSE,direct_human,1.1,NA
178062,FALSE,direct_human,1.2,NA
178062,FALSE,direct_human,1.3,NA
178062,FALSE,nutrient,2.4.3,NA
178062,FALSE,organic,9.2.2,NA
178062,FALSE,organic,9.3.3,NA
178063,TRUE,direct_human,1.1,3
178063,TRUE,direct_human,1.2,3
178063,TRUE,direct_human,1.3,3
178063,FALSE,nutrient,2.4.1,NA
178063,FALSE,nutrient,9.3.1,NA
178064,TRUE,direct_human,1.1,3
178064,TRUE,direct_human,1.2,3
178064,TRUE,direct_human,1.3,3
178064,FALSE,nutrient,2.4.1,NA
178064,FALSE,nutrient,9.3.1,NA
178064,FALSE,organic,9.3.3,NA
178065,FALSE,direct_human,1.1,NA
178065,FALSE,direct_human,1.2,NA
178065,FALSE,direct_human,1.3,NA
178065,FALSE,nutrient,2.4.1,NA
178065,FALSE,nutrient,9.3.1,NA
178066,TRUE,direct_human,1.1,3
178066,TRUE,direct_human,1.2,3
178066,TRUE,direct_human,1.3,3
178067,TRUE,direct_human,1.1,3
178067,TRUE,direct_human,1.2,3
178067,TRUE,direct_human,1.3,3
178067,FALSE,nutrient,2.4.1,NA
178077,TRUE,direct_human,1.1,3
178077,TRUE,direct_human,1.2,3
178077,TRUE,direct_human,1.3,3
178081,TRUE,direct_human,1.1,3
178081,TRUE,direct_human,1.2,3
178081,TRUE,direct_human,1.3,3
178082,TRUE,direct_human,1.1,3
178082,TRUE,direct_human,1.2,3
178082,TRUE,direct_human,1.3,3
178084,TRUE,direct_human,1.1,3
178084,TRUE,direct_human,1.2,3
178084,TRUE,direct_human,1.3,3
178086,TRUE,direct_human,1.1,3
178086,TRUE,direct_human,1.2,3
178086,TRUE,direct_human,1.3,3
178087,TRUE,direct_human,1.1,3
178087,TRUE,direct_human,1.2,3
178087,TRUE,direct_human,1.3,3
178088,TRUE,direct_human,1.1,3
178088,TRUE,direct_human,1.2,3
178088,TRUE,direct_human,1.3,3
178089,TRUE,direct_human,1.1,3
178089,TRUE,direct_human,1.2,3
178089,TRUE,direct_human,1.3,3
178090,FALSE,direct_human,1.1,0
178091,TRUE,direct_human,1.1,3
178091,TRUE,direct_human,1.2,3
178091,TRUE,direct_human,1.3,3
178092,TRUE,direct_human,1.1,3
178092,TRUE,direct_human,1.2,3
178092,TRUE,direct_human,1.3,3
178093,TRUE,direct_human,1.1,3
178093,TRUE,direct_human,1.2,3
178093,TRUE,direct_human,1.3,3
178094,TRUE,direct_human,1.1,3
178094,TRUE,direct_human,1.2,3
178094,TRUE,direct_human,1.3,3
178796,TRUE,direct_human,1.1,3
178796,TRUE,nutrient,2.4.3,3
178797,TRUE,direct_human,1.1,3
178797,TRUE,nutrient,2.4.3,3
178798,TRUE,direct_human,1.1,3
178798,TRUE,direct_human,1.2,3
178798,TRUE,nutrient,2.4.3,3
178798,TRUE,direct_human,6.3,3
178798,TRUE,nutrient,9.1.1,3
178798,TRUE,organic,9.2.1,3
178799,TRUE,direct_human,1.1,3
178799,TRUE,nutrient,2.4.3,3
178800,TRUE,direct_human,1.1,3
178800,TRUE,nutrient,2.4.3,3
178801,TRUE,direct_human,1.1,3
178801,TRUE,nutrient,2.4.3,3
178802,TRUE,direct_human,1.1,3
178802,TRUE,nutrient,2.4.3,3
178803,TRUE,direct_human,1.1,3
178803,TRUE,nutrient,2.4.3,3
178804,TRUE,direct_human,1.1,3
178804,TRUE,nutrient,2.4.3,3
178805,TRUE,direct_human,1.1,3
178805,TRUE,nutrient,2.4.3,3
178806,TRUE,direct_human,1.1,3
178806,TRUE,nutrient,2.4.3,3
178807,TRUE,direct_human,1.1,3
178807,TRUE,nutrient,2.4.3,3
178808,TRUE,direct_human,1.1,3
178808,TRUE,nutrient,2.4.3,3
178809,TRUE,direct_human,1.1,3
178809,TRUE,nutrient,2.4.3,3
178811,TRUE,direct_human,1.1,3
178811,TRUE,nutrient,2.4.3,3
178812,TRUE,direct_human,1.1,3
178812,TRUE,nutrient,2.4.3,3
178814,TRUE,direct_human,1.1,3
178814,TRUE,nutrient,2.4.3,3
178815,TRUE,direct_human,1.1,3
178815,TRUE,nutrient,2.4.3,3
178816,TRUE,direct_human,1.1,3
178816,TRUE,nutrient,2.4.3,3
178817,TRUE,direct_human,1.1,3
178817,TRUE,nutrient,2.4.3,3
178818,TRUE,direct_human,1.1,3
178818,TRUE,nutrient,2.4.3,3
178819,TRUE,direct_human,1.1,3
178819,TRUE,nutrient,2.4.3,3
178820,TRUE,direct_human,1.1,3
178820,TRUE,nutrient,2.4.3,3
178821,TRUE,direct_human,1.1,3
178821,TRUE,nutrient,2.4.3,3
178822,TRUE,direct_human,1.1,3
178822,TRUE,nutrient,2.4.3,3
178823,TRUE,direct_human,1.1,3
178823,TRUE,nutrient,2.4.3,3
178824,TRUE,direct_human,1.1,3
178824,TRUE,nutrient,2.4.3,3
178825,TRUE,direct_human,1.1,3
178825,TRUE,nutrient,2.4.3,3
178826,TRUE,direct_human,1.1,3
178826,TRUE,nutrient,2.4.3,3
178827,TRUE,direct_human,1.1,3
178827,TRUE,nutrient,2.4.3,3
178828,TRUE,direct_human,1.1,3
178828,TRUE,nutrient,2.4.3,3
178829,TRUE,direct_human,1.1,3
178829,TRUE,nutrient,2.4.3,3
178830,TRUE,direct_human,1.1,3
178830,TRUE,nutrient,2.4.3,3
178831,TRUE,direct_human,1.1,3
178831,TRUE,nutrient,2.4.3,3
178832,TRUE,direct_human,1.1,3
178832,TRUE,nutrient,2.4.3,3
178833,TRUE,direct_human,1.1,3
178833,TRUE,nutrient,2.4.3,3
178834,TRUE,direct_human,1.1,3
178834,TRUE,nutrient,2.4.3,3
178835,TRUE,direct_human,1.1,3
178835,TRUE,nutrient,2.4.3,3
178836,TRUE,direct_human,1.1,3
178836,TRUE,nutrient,2.4.3,3
178837,TRUE,direct_human,1.1,3
178837,TRUE,nutrient,2.4.3,3
178838,TRUE,direct_human,1.1,3
178838,TRUE,nutrient,2.4.3,3
178839,TRUE,direct_human,1.1,3
178839,TRUE,nutrient,2.4.3,3
178840,TRUE,direct_human,1.1,3
178840,TRUE,nutrient,2.4.3,3
178841,TRUE,direct_human,1.1,3
178841,TRUE,nutrient,2.4.3,3
178842,TRUE,direct_human,1.1,3
178842,TRUE,nutrient,2.4.3,3
178843,TRUE,direct_human,1.1,3
178843,TRUE,nutrient,2.4.3,3
178844,TRUE,direct_human,1.1,3
178845,TRUE,direct_human,1.1,3
178845,TRUE,nutrient,2.4.3,3
178846,TRUE,direct_human,1.1,3
178846,TRUE,nutrient,2.4.3,3
178847,TRUE,direct_human,1.1,3
178848,TRUE,direct_human,1.1,3
178848,TRUE,nutrient,2.4.3,3
178849,TRUE,direct_human,1.1,3
178849,TRUE,nutrient,2.4.3,3
178850,TRUE,direct_human,1.1,3
178850,TRUE,nutrient,2.4.3,3
178851,TRUE,direct_human,1.1,3
178851,TRUE,nutrient,2.4.3,3
178852,TRUE,direct_human,1.1,3
178852,TRUE,nutrient,2.4.3,3
178853,TRUE,direct_human,1.1,3
178853,TRUE,nutrient,2.4.3,3
178854,TRUE,direct_human,1.1,3
178854,TRUE,nutrient,2.4.3,3
178855,TRUE,direct_human,1.1,3
178855,TRUE,nutrient,2.4.3,3
178856,TRUE,direct_human,1.1,3
178856,TRUE,nutrient,2.4.3,3
178857,TRUE,direct_human,1.1,3
178857,TRUE,nutrient,2.4.3,3
178858,TRUE,direct_human,1.1,3
178858,TRUE,nutrient,2.4.3,3
178921,FALSE,direct_human,1.1,NA
178921,FALSE,direct_human,1.2,NA
178921,FALSE,direct_human,1.3,NA
178923,FALSE,direct_human,1.1,NA
178923,FALSE,direct_human,1.2,NA
178923,FALSE,direct_human,1.3,NA
178926,FALSE,direct_human,1.1,NA
178926,FALSE,direct_human,1.2,NA
178926,FALSE,direct_human,1.3,NA
178929,FALSE,direct_human,1.2,NA
178929,FALSE,direct_human,1.3,NA
178938,FALSE,organic,9.2.1,1
178942,FALSE,direct_human,1.2,NA
178942,FALSE,direct_human,1.3,NA
178942,FALSE,nutrient,9.1.1,NA
178942,FALSE,nutrient,9.1.2,NA
178942,FALSE,organic,9.1.2,NA
178954,FALSE,direct_human,1.1,NA
178954,FALSE,direct_human,1.2,NA
178954,FALSE,direct_human,1.3,NA
178958,TRUE,direct_human,1.1,3
178958,TRUE,direct_human,1.2,3
178958,TRUE,direct_human,1.3,3
178984,FALSE,direct_human,1.1,NA
178984,FALSE,direct_human,1.2,NA
178984,FALSE,direct_human,1.3,NA
178984,FALSE,nutrient,9.1.1,NA
178984,FALSE,nutrient,9.1.2,NA
178984,FALSE,organic,9.1.2,NA
178999,FALSE,direct_human,1.2,NA
178999,FALSE,direct_human,1.3,NA
179018,FALSE,direct_human,1.1,NA
179018,FALSE,direct_human,1.2,NA
179018,FALSE,direct_human,1.3,NA
179018,FALSE,nutrient,9.1.1,NA
179018,FALSE,nutrient,9.1.2,NA
179018,FALSE,organic,9.1.2,NA
179020,TRUE,direct_human,1.1,3
179020,TRUE,direct_human,1.2,3
179020,TRUE,direct_human,1.3,3
179027,FALSE,direct_human,1.1,NA
179027,FALSE,direct_human,1.2,NA
179027,FALSE,direct_human,1.3,NA
179045,TRUE,direct_human,1.1,3
179045,TRUE,direct_human,1.2,3
179045,TRUE,direct_human,1.3,3
179054,FALSE,direct_human,1.2,NA
179054,FALSE,direct_human,1.3,NA
179067,FALSE,direct_human,1.2,NA
179067,FALSE,direct_human,1.3,NA
179067,FALSE,nutrient,9.1.2,NA
179067,FALSE,organic,9.1.2,NA
179081,FALSE,direct_human,1.1,NA
179081,FALSE,direct_human,1.2,NA
179081,FALSE,direct_human,1.3,NA
179092,FALSE,direct_human,1.2,NA
179092,FALSE,direct_human,1.3,NA
180107,FALSE,nutrient,9.1.1,NA
180127,FALSE,nutrient,9.1.1,NA
180141,FALSE,nutrient,9.1.1,NA
180254,FALSE,direct_human,1.1,NA
180254,FALSE,direct_human,1.2,NA
180254,FALSE,direct_human,1.3,NA
180258,FALSE,direct_human,1.1,NA
180258,FALSE,direct_human,1.2,NA
180258,FALSE,direct_human,1.3,NA
180353,FALSE,direct_human,1.1,NA
180353,FALSE,direct_human,1.2,NA
180353,FALSE,direct_human,1.3,NA
