iucn_sid,sens,stressor,code,score_num
133231,TRUE,direct_human,1.1,3
133231,TRUE,direct_human,1.2,3
133231,TRUE,direct_human,1.3,3
133231,TRUE,direct_human,6.1,3
133232,TRUE,direct_human,1.1,3
133232,TRUE,direct_human,1.2,3
133232,TRUE,direct_human,1.3,3
133232,TRUE,direct_human,6.1,3
133233,TRUE,direct_human,1.1,3
133233,TRUE,direct_human,1.2,3
133233,TRUE,direct_human,1.3,3
133233,TRUE,direct_human,6.1,3
133234,TRUE,direct_human,1.1,3
133234,TRUE,direct_human,1.2,3
133234,TRUE,direct_human,1.3,3
133234,TRUE,direct_human,6.1,3
133235,TRUE,direct_human,1.1,3
133235,TRUE,direct_human,1.2,3
133235,TRUE,direct_human,1.3,3
133235,TRUE,direct_human,6.1,3
133236,TRUE,direct_human,1.1,3
133236,TRUE,direct_human,1.2,3
133236,TRUE,direct_human,1.3,3
133236,TRUE,direct_human,6.1,3
133237,TRUE,direct_human,1.1,3
133237,TRUE,direct_human,1.2,3
133237,TRUE,direct_human,1.3,3
133237,TRUE,direct_human,6.1,3
133238,TRUE,direct_human,1.1,3
133238,TRUE,direct_human,1.2,3
133238,TRUE,direct_human,1.3,3
133238,TRUE,direct_human,6.1,3
133239,TRUE,direct_human,1.1,3
133239,TRUE,direct_human,1.2,3
133239,TRUE,direct_human,1.3,3
133239,TRUE,direct_human,6.1,3
133240,TRUE,direct_human,1.1,3
133240,TRUE,direct_human,1.2,3
133240,TRUE,direct_human,1.3,3
133240,TRUE,direct_human,6.1,3
133241,TRUE,direct_human,1.1,3
133241,TRUE,direct_human,1.2,3
133241,TRUE,direct_human,1.3,3
133241,TRUE,direct_human,6.1,3
133242,TRUE,direct_human,1.1,3
133242,TRUE,direct_human,1.2,3
133242,TRUE,direct_human,1.3,3
133242,TRUE,direct_human,6.1,3
133243,TRUE,direct_human,1.1,3
133243,TRUE,direct_human,1.2,3
133243,TRUE,direct_human,1.3,3
133243,TRUE,direct_human,6.1,3
133244,TRUE,direct_human,1.1,3
133244,TRUE,direct_human,1.2,3
133244,TRUE,direct_human,1.3,3
133244,TRUE,direct_human,6.1,3
133245,TRUE,direct_human,1.1,3
133245,TRUE,direct_human,1.2,3
133245,TRUE,direct_human,1.3,3
133245,TRUE,direct_human,6.1,3
133246,TRUE,direct_human,1.1,3
133246,TRUE,direct_human,1.2,3
133246,TRUE,direct_human,1.3,3
133246,TRUE,direct_human,6.1,3
133247,TRUE,direct_human,1.1,3
133247,TRUE,direct_human,1.2,3
133247,TRUE,direct_human,1.3,3
133247,TRUE,direct_human,6.1,3
133248,TRUE,direct_human,1.1,3
133248,TRUE,direct_human,1.2,3
133248,TRUE,direct_human,1.3,3
133248,TRUE,direct_human,6.1,3
133249,TRUE,direct_human,1.1,3
133249,TRUE,direct_human,1.2,3
133249,TRUE,direct_human,1.3,3
133249,TRUE,direct_human,6.1,3
133250,TRUE,direct_human,1.1,3
133250,TRUE,direct_human,1.2,3
133250,TRUE,direct_human,1.3,3
133250,TRUE,direct_human,6.1,3
133251,TRUE,direct_human,1.1,3
133251,TRUE,direct_human,1.2,3
133251,TRUE,direct_human,1.3,3
133251,TRUE,direct_human,6.1,3
133252,TRUE,direct_human,1.1,3
133252,TRUE,direct_human,1.2,3
133252,TRUE,direct_human,1.3,3
133252,TRUE,direct_human,6.1,3
133253,TRUE,direct_human,1.1,3
133253,TRUE,direct_human,1.2,3
133253,TRUE,direct_human,1.3,3
133253,TRUE,direct_human,6.1,3
133254,TRUE,direct_human,1.1,3
133254,TRUE,direct_human,1.2,3
133254,TRUE,direct_human,1.3,3
133254,TRUE,direct_human,6.1,3
133255,TRUE,direct_human,1.1,3
133255,TRUE,direct_human,1.2,3
133255,TRUE,direct_human,1.3,3
133255,TRUE,direct_human,6.1,3
133256,TRUE,direct_human,1.1,3
133256,TRUE,direct_human,1.2,3
133256,TRUE,direct_human,1.3,3
133256,TRUE,direct_human,6.1,3
133257,TRUE,direct_human,1.1,3
133257,TRUE,direct_human,1.2,3
133257,TRUE,direct_human,1.3,3
133257,TRUE,direct_human,6.1,3
133258,TRUE,direct_human,1.1,3
133258,TRUE,direct_human,1.2,3
133258,TRUE,direct_human,1.3,3
133258,TRUE,direct_human,6.1,3
133259,TRUE,direct_human,1.1,3
133259,TRUE,direct_human,1.2,3
133259,TRUE,direct_human,1.3,3
133259,TRUE,direct_human,6.1,3
133260,TRUE,direct_human,1.1,3
133260,TRUE,direct_human,1.2,3
133260,TRUE,direct_human,1.3,3
133260,TRUE,direct_human,6.1,3
133261,TRUE,direct_human,1.1,3
133261,TRUE,direct_human,1.2,3
133261,TRUE,direct_human,1.3,3
133261,TRUE,direct_human,6.1,3
133262,TRUE,direct_human,1.1,3
133262,TRUE,direct_human,1.2,3
133262,TRUE,direct_human,1.3,3
133262,TRUE,direct_human,6.1,3
133263,TRUE,direct_human,1.1,3
133263,TRUE,direct_human,1.2,3
133263,TRUE,direct_human,1.3,3
133263,TRUE,direct_human,6.1,3
133264,TRUE,direct_human,1.1,3
133264,TRUE,direct_human,1.2,3
133264,TRUE,direct_human,1.3,3
133264,TRUE,direct_human,6.1,3
133265,TRUE,direct_human,1.1,3
133265,TRUE,direct_human,1.2,3
133265,TRUE,direct_human,1.3,3
133265,TRUE,direct_human,6.1,3
133266,TRUE,direct_human,1.1,3
133266,TRUE,direct_human,1.2,3
133266,TRUE,direct_human,1.3,3
133266,TRUE,direct_human,6.1,3
133267,TRUE,direct_human,1.1,3
133267,TRUE,direct_human,1.2,3
133267,TRUE,direct_human,1.3,3
133267,TRUE,direct_human,6.1,3
133268,TRUE,direct_human,1.1,3
133268,TRUE,direct_human,1.2,3
133268,TRUE,direct_human,1.3,3
133268,TRUE,direct_human,6.1,3
133269,TRUE,direct_human,1.1,3
133269,TRUE,direct_human,1.2,3
133269,TRUE,direct_human,1.3,3
133269,TRUE,direct_human,6.1,3
133270,TRUE,direct_human,1.1,3
133270,TRUE,direct_human,1.2,3
133270,TRUE,direct_human,1.3,3
133270,TRUE,direct_human,6.1,3
133271,TRUE,direct_human,1.1,3
133271,TRUE,direct_human,1.2,3
133271,TRUE,direct_human,1.3,3
133271,TRUE,direct_human,6.1,3
133272,TRUE,direct_human,1.1,3
133272,TRUE,direct_human,1.2,3
133272,TRUE,direct_human,1.3,3
133272,TRUE,direct_human,6.1,3
133273,TRUE,direct_human,1.1,3
133273,TRUE,direct_human,1.2,3
133273,TRUE,direct_human,1.3,3
133273,TRUE,direct_human,6.1,3
133274,TRUE,direct_human,1.1,3
133274,TRUE,direct_human,1.2,3
133274,TRUE,direct_human,1.3,3
133274,TRUE,direct_human,6.1,3
133275,TRUE,direct_human,1.1,3
133275,TRUE,direct_human,1.2,3
133275,TRUE,direct_human,1.3,3
133275,TRUE,direct_human,6.1,3
133276,TRUE,direct_human,1.1,3
133276,TRUE,direct_human,1.2,3
133276,TRUE,direct_human,1.3,3
133276,TRUE,direct_human,6.1,3
133277,TRUE,direct_human,1.1,3
133277,TRUE,direct_human,1.2,3
133277,TRUE,direct_human,1.3,3
133277,TRUE,direct_human,6.1,3
133278,TRUE,direct_human,1.1,3
133278,TRUE,direct_human,1.2,3
133278,TRUE,direct_human,1.3,3
133278,TRUE,direct_human,6.1,3
133279,TRUE,direct_human,1.1,3
133279,TRUE,direct_human,1.2,3
133279,TRUE,direct_human,1.3,3
133279,TRUE,direct_human,6.1,3
133280,TRUE,direct_human,1.1,3
133280,TRUE,direct_human,1.2,3
133280,TRUE,direct_human,1.3,3
133280,TRUE,direct_human,6.1,3
133281,TRUE,direct_human,1.1,3
133281,TRUE,direct_human,1.2,3
133281,TRUE,direct_human,1.3,3
133281,TRUE,direct_human,6.1,3
133282,TRUE,direct_human,1.1,3
133282,TRUE,direct_human,1.2,3
133282,TRUE,direct_human,1.3,3
133282,TRUE,direct_human,6.1,3
133283,TRUE,direct_human,1.1,3
133283,TRUE,direct_human,1.2,3
133283,TRUE,direct_human,1.3,3
133283,TRUE,direct_human,6.1,3
133284,TRUE,direct_human,1.1,3
133284,TRUE,direct_human,1.2,3
133284,TRUE,direct_human,1.3,3
133284,TRUE,direct_human,6.1,3
133285,TRUE,direct_human,1.1,3
133285,TRUE,direct_human,1.2,3
133285,TRUE,direct_human,1.3,3
133285,TRUE,direct_human,6.1,3
133286,TRUE,direct_human,1.1,3
133286,TRUE,direct_human,1.2,3
133286,TRUE,direct_human,1.3,3
133286,TRUE,direct_human,6.1,3
133287,TRUE,direct_human,1.1,3
133287,TRUE,direct_human,1.2,3
133287,TRUE,direct_human,1.3,3
133287,TRUE,direct_human,6.1,3
133288,TRUE,direct_human,1.1,3
133288,TRUE,direct_human,1.2,3
133288,TRUE,direct_human,1.3,3
133288,TRUE,direct_human,6.1,3
133289,TRUE,direct_human,1.1,3
133289,TRUE,direct_human,1.2,3
133289,TRUE,direct_human,1.3,3
133289,TRUE,direct_human,6.1,3
133290,TRUE,direct_human,1.1,3
133290,TRUE,direct_human,1.2,3
133290,TRUE,direct_human,1.3,3
133290,TRUE,direct_human,6.1,3
133291,TRUE,direct_human,1.1,3
133291,TRUE,direct_human,1.2,3
133291,TRUE,direct_human,1.3,3
133291,TRUE,direct_human,6.1,3
133292,TRUE,direct_human,1.1,3
133292,TRUE,direct_human,1.2,3
133292,TRUE,direct_human,1.3,3
133292,TRUE,direct_human,6.1,3
133293,TRUE,direct_human,1.1,3
133293,TRUE,direct_human,1.2,3
133293,TRUE,direct_human,1.3,3
133293,TRUE,direct_human,6.1,3
133294,TRUE,direct_human,1.1,3
133294,TRUE,direct_human,1.2,3
133294,TRUE,direct_human,1.3,3
133294,TRUE,direct_human,6.1,3
133295,TRUE,direct_human,1.1,3
133295,TRUE,direct_human,1.2,3
133295,TRUE,direct_human,1.3,3
133295,TRUE,direct_human,6.1,3
133296,TRUE,direct_human,1.1,3
133296,TRUE,direct_human,1.2,3
133296,TRUE,direct_human,1.3,3
133296,TRUE,direct_human,6.1,3
133297,TRUE,direct_human,1.1,3
133297,TRUE,direct_human,1.2,3
133297,TRUE,direct_human,1.3,3
133297,TRUE,direct_human,6.1,3
133298,TRUE,direct_human,1.1,3
133298,TRUE,direct_human,1.2,3
133298,TRUE,direct_human,1.3,3
133298,TRUE,direct_human,6.1,3
133299,TRUE,direct_human,1.1,3
133299,TRUE,direct_human,1.2,3
133299,TRUE,direct_human,1.3,3
133299,TRUE,direct_human,6.1,3
133300,TRUE,direct_human,1.1,3
133300,TRUE,direct_human,1.2,3
133300,TRUE,direct_human,1.3,3
133300,TRUE,direct_human,6.1,3
133301,TRUE,direct_human,1.1,3
133301,TRUE,direct_human,1.2,3
133301,TRUE,direct_human,1.3,3
133301,TRUE,direct_human,6.1,3
133302,TRUE,direct_human,1.1,3
133302,TRUE,direct_human,1.2,3
133302,TRUE,direct_human,1.3,3
133302,TRUE,direct_human,6.1,3
133303,TRUE,direct_human,1.1,3
133303,TRUE,direct_human,1.2,3
133303,TRUE,direct_human,1.3,3
133303,TRUE,direct_human,6.1,3
133304,TRUE,direct_human,1.1,3
133304,TRUE,direct_human,1.2,3
133304,TRUE,direct_human,1.3,3
133304,TRUE,direct_human,6.1,3
133305,TRUE,direct_human,1.1,3
133305,TRUE,direct_human,1.2,3
133305,TRUE,direct_human,1.3,3
133305,TRUE,direct_human,6.1,3
133306,TRUE,direct_human,1.1,3
133306,TRUE,direct_human,1.2,3
133306,TRUE,direct_human,1.3,3
133306,TRUE,direct_human,6.1,3
133307,TRUE,direct_human,1.1,3
133307,TRUE,direct_human,1.2,3
133307,TRUE,direct_human,1.3,3
133307,TRUE,direct_human,6.1,3
133308,TRUE,direct_human,1.1,3
133308,TRUE,direct_human,1.2,3
133308,TRUE,direct_human,1.3,3
133308,TRUE,direct_human,6.1,3
133309,TRUE,direct_human,1.1,3
133309,TRUE,direct_human,1.2,3
133309,TRUE,direct_human,1.3,3
133309,TRUE,direct_human,6.1,3
133310,TRUE,direct_human,1.1,3
133310,TRUE,direct_human,1.2,3
133310,TRUE,direct_human,1.3,3
133310,TRUE,direct_human,6.1,3
133311,TRUE,direct_human,1.1,3
133311,TRUE,direct_human,1.2,3
133311,TRUE,direct_human,1.3,3
133311,TRUE,direct_human,6.1,3
133312,TRUE,direct_human,1.1,3
133312,TRUE,direct_human,1.2,3
133312,TRUE,direct_human,1.3,3
133312,TRUE,direct_human,6.1,3
133313,TRUE,direct_human,1.1,3
133313,TRUE,direct_human,1.2,3
133313,TRUE,direct_human,1.3,3
133313,TRUE,direct_human,6.1,3
133314,TRUE,direct_human,1.1,3
133314,TRUE,direct_human,1.2,3
133314,TRUE,direct_human,1.3,3
133314,TRUE,direct_human,6.1,3
133315,TRUE,direct_human,1.1,3
133315,TRUE,direct_human,1.2,3
133315,TRUE,direct_human,1.3,3
133315,TRUE,direct_human,6.1,3
133316,TRUE,direct_human,1.1,3
133316,TRUE,direct_human,1.2,3
133316,TRUE,direct_human,1.3,3
133316,TRUE,direct_human,6.1,3
133317,TRUE,direct_human,1.1,3
133317,TRUE,direct_human,1.2,3
133317,TRUE,direct_human,1.3,3
133317,TRUE,direct_human,6.1,3
133318,TRUE,direct_human,1.1,3
133318,TRUE,direct_human,1.2,3
133318,TRUE,direct_human,1.3,3
133318,TRUE,direct_human,6.1,3
133319,TRUE,direct_human,1.1,3
133319,TRUE,direct_human,1.2,3
133319,TRUE,direct_human,1.3,3
133319,TRUE,direct_human,6.1,3
133320,TRUE,direct_human,1.1,3
133320,TRUE,direct_human,1.2,3
133320,TRUE,direct_human,1.3,3
133320,TRUE,direct_human,6.1,3
133321,TRUE,direct_human,1.1,3
133321,TRUE,direct_human,1.2,3
133321,TRUE,direct_human,1.3,3
133321,TRUE,direct_human,6.1,3
133322,TRUE,direct_human,1.1,3
133322,TRUE,direct_human,1.2,3
133322,TRUE,direct_human,1.3,3
133322,TRUE,direct_human,6.1,3
133323,TRUE,direct_human,1.1,3
133323,TRUE,direct_human,1.2,3
133323,TRUE,direct_human,1.3,3
133323,TRUE,direct_human,6.1,3
133324,TRUE,direct_human,1.1,3
133324,TRUE,direct_human,1.2,3
133324,TRUE,direct_human,1.3,3
133324,TRUE,direct_human,6.1,3
133325,TRUE,direct_human,1.1,3
133325,TRUE,direct_human,1.2,3
133325,TRUE,direct_human,1.3,3
133325,TRUE,direct_human,6.1,3
133326,TRUE,direct_human,1.1,3
133326,TRUE,direct_human,1.2,3
133326,TRUE,direct_human,1.3,3
133326,TRUE,direct_human,6.1,3
133327,TRUE,direct_human,1.1,3
133327,TRUE,direct_human,1.2,3
133327,TRUE,direct_human,1.3,3
133327,TRUE,direct_human,6.1,3
133328,TRUE,direct_human,1.1,3
133328,TRUE,direct_human,1.2,3
133328,TRUE,direct_human,1.3,3
133328,TRUE,direct_human,6.1,3
133329,TRUE,direct_human,1.1,3
133329,TRUE,direct_human,1.2,3
133329,TRUE,direct_human,1.3,3
133329,TRUE,direct_human,6.1,3
133330,TRUE,direct_human,1.1,3
133330,TRUE,direct_human,1.2,3
133330,TRUE,direct_human,1.3,3
133330,TRUE,direct_human,6.1,3
133331,TRUE,direct_human,1.1,3
133331,TRUE,direct_human,1.2,3
133331,TRUE,direct_human,1.3,3
133331,TRUE,direct_human,6.1,3
133332,TRUE,direct_human,1.1,3
133332,TRUE,direct_human,1.2,3
133332,TRUE,direct_human,1.3,3
133332,TRUE,direct_human,6.1,3
133333,TRUE,direct_human,1.1,3
133333,TRUE,direct_human,1.2,3
133333,TRUE,direct_human,1.3,3
133333,TRUE,direct_human,6.1,3
133334,TRUE,direct_human,1.1,3
133334,TRUE,direct_human,1.2,3
133334,TRUE,direct_human,1.3,3
133334,TRUE,direct_human,6.1,3
133335,TRUE,direct_human,1.1,3
133335,TRUE,direct_human,1.2,3
133335,TRUE,direct_human,1.3,3
133335,TRUE,direct_human,6.1,3
133336,TRUE,direct_human,1.1,3
133336,TRUE,direct_human,1.2,3
133336,TRUE,direct_human,1.3,3
133336,TRUE,direct_human,6.1,3
133337,TRUE,direct_human,1.1,3
133337,TRUE,direct_human,1.2,3
133337,TRUE,direct_human,1.3,3
133337,TRUE,direct_human,6.1,3
133338,TRUE,direct_human,1.1,3
133338,TRUE,direct_human,1.2,3
133338,TRUE,direct_human,1.3,3
133338,TRUE,direct_human,6.1,3
133339,TRUE,direct_human,1.1,3
133339,TRUE,direct_human,1.2,3
133339,TRUE,direct_human,1.3,3
133339,TRUE,direct_human,6.1,3
133340,TRUE,direct_human,1.1,3
133340,TRUE,direct_human,1.2,3
133340,TRUE,direct_human,1.3,3
133340,TRUE,direct_human,6.1,3
133341,TRUE,direct_human,1.1,3
133341,TRUE,direct_human,1.2,3
133341,TRUE,direct_human,1.3,3
133341,TRUE,direct_human,6.1,3
133342,TRUE,direct_human,1.1,3
133342,TRUE,direct_human,1.2,3
133342,TRUE,direct_human,1.3,3
133342,TRUE,direct_human,6.1,3
133343,TRUE,direct_human,1.1,3
133343,TRUE,direct_human,1.2,3
133343,TRUE,direct_human,1.3,3
133343,TRUE,direct_human,6.1,3
133344,TRUE,direct_human,1.1,3
133344,TRUE,direct_human,1.2,3
133344,TRUE,direct_human,1.3,3
133344,TRUE,direct_human,6.1,3
133345,TRUE,direct_human,1.1,3
133345,TRUE,direct_human,1.2,3
133345,TRUE,direct_human,1.3,3
133345,TRUE,direct_human,6.1,3
133346,TRUE,direct_human,1.1,3
133346,TRUE,direct_human,1.2,3
133346,TRUE,direct_human,1.3,3
133346,TRUE,direct_human,6.1,3
133347,TRUE,direct_human,1.1,3
133347,TRUE,direct_human,1.2,3
133347,TRUE,direct_human,1.3,3
133347,TRUE,direct_human,6.1,3
133348,TRUE,direct_human,1.1,3
133348,TRUE,direct_human,1.2,3
133348,TRUE,direct_human,1.3,3
133348,TRUE,direct_human,6.1,3
133349,TRUE,direct_human,1.1,3
133349,TRUE,direct_human,1.2,3
133349,TRUE,direct_human,1.3,3
133349,TRUE,direct_human,6.1,3
133350,TRUE,direct_human,1.1,3
133350,TRUE,direct_human,1.2,3
133350,TRUE,direct_human,1.3,3
133350,TRUE,direct_human,6.1,3
133351,TRUE,direct_human,1.1,3
133351,TRUE,direct_human,1.2,3
133351,TRUE,direct_human,1.3,3
133351,TRUE,direct_human,6.1,3
133352,TRUE,direct_human,1.1,3
133352,TRUE,direct_human,1.2,3
133352,TRUE,direct_human,1.3,3
133352,TRUE,direct_human,6.1,3
133353,TRUE,direct_human,1.1,3
133353,TRUE,direct_human,1.2,3
133353,TRUE,direct_human,1.3,3
133353,TRUE,direct_human,6.1,3
133354,TRUE,direct_human,1.1,3
133354,TRUE,direct_human,1.2,3
133354,TRUE,direct_human,1.3,3
133354,TRUE,direct_human,6.1,3
133355,TRUE,direct_human,1.1,3
133355,TRUE,direct_human,1.2,3
133355,TRUE,direct_human,1.3,3
133355,TRUE,direct_human,6.1,3
133356,TRUE,direct_human,1.1,3
133356,TRUE,direct_human,1.2,3
133356,TRUE,direct_human,1.3,3
133356,TRUE,direct_human,6.1,3
133357,TRUE,direct_human,1.1,3
133357,TRUE,direct_human,1.2,3
133357,TRUE,direct_human,1.3,3
133357,TRUE,direct_human,6.1,3
133358,TRUE,direct_human,1.1,3
133358,TRUE,direct_human,1.2,3
133358,TRUE,direct_human,1.3,3
133358,TRUE,direct_human,6.1,3
133359,TRUE,direct_human,1.1,3
133359,TRUE,direct_human,1.2,3
133359,TRUE,direct_human,1.3,3
133359,TRUE,direct_human,6.1,3
133360,TRUE,direct_human,1.1,3
133360,TRUE,direct_human,1.2,3
133360,TRUE,direct_human,1.3,3
133360,TRUE,direct_human,6.1,3
133361,TRUE,direct_human,1.1,3
133361,TRUE,direct_human,1.2,3
133361,TRUE,direct_human,1.3,3
133361,TRUE,direct_human,6.1,3
133362,TRUE,direct_human,1.1,3
133362,TRUE,direct_human,1.2,3
133362,TRUE,direct_human,1.3,3
133362,TRUE,direct_human,6.1,3
133363,TRUE,direct_human,1.1,3
133363,TRUE,direct_human,1.2,3
133363,TRUE,direct_human,1.3,3
133363,TRUE,direct_human,6.1,3
133364,TRUE,direct_human,1.1,3
133364,TRUE,direct_human,1.2,3
133364,TRUE,direct_human,1.3,3
133364,TRUE,direct_human,6.1,3
133365,TRUE,direct_human,1.1,3
133365,TRUE,direct_human,1.2,3
133365,TRUE,direct_human,1.3,3
133365,TRUE,direct_human,6.1,3
133366,TRUE,direct_human,1.1,3
133366,TRUE,direct_human,1.2,3
133366,TRUE,direct_human,1.3,3
133366,TRUE,direct_human,6.1,3
133367,TRUE,direct_human,1.1,3
133367,TRUE,direct_human,1.2,3
133367,TRUE,direct_human,1.3,3
133367,TRUE,direct_human,6.1,3
133368,TRUE,direct_human,1.1,3
133368,TRUE,direct_human,1.2,3
133368,TRUE,direct_human,1.3,3
133368,TRUE,direct_human,6.1,3
133369,TRUE,direct_human,1.1,3
133369,TRUE,direct_human,1.2,3
133369,TRUE,direct_human,1.3,3
133369,TRUE,direct_human,6.1,3
133370,TRUE,direct_human,1.1,3
133370,TRUE,direct_human,1.2,3
133370,TRUE,direct_human,1.3,3
133370,TRUE,direct_human,6.1,3
133371,TRUE,direct_human,1.1,3
133371,TRUE,direct_human,1.2,3
133371,TRUE,direct_human,1.3,3
133371,TRUE,direct_human,6.1,3
133372,TRUE,direct_human,1.1,3
133372,TRUE,direct_human,1.2,3
133372,TRUE,direct_human,1.3,3
133372,TRUE,direct_human,6.1,3
133373,TRUE,direct_human,1.1,3
133373,TRUE,direct_human,1.2,3
133373,TRUE,direct_human,1.3,3
133373,TRUE,direct_human,6.1,3
133374,TRUE,direct_human,1.1,3
133374,TRUE,direct_human,1.2,3
133374,TRUE,direct_human,1.3,3
133374,TRUE,direct_human,6.1,3
133375,TRUE,direct_human,1.1,3
133375,TRUE,direct_human,1.2,3
133375,TRUE,direct_human,1.3,3
133375,TRUE,direct_human,6.1,3
133376,TRUE,direct_human,1.1,3
133376,TRUE,direct_human,1.2,3
133376,TRUE,direct_human,1.3,3
133376,TRUE,direct_human,6.1,3
133377,TRUE,direct_human,1.1,3
133377,TRUE,direct_human,1.2,3
133377,TRUE,direct_human,1.3,3
133377,TRUE,direct_human,6.1,3
133378,TRUE,direct_human,1.1,3
133378,TRUE,direct_human,1.2,3
133378,TRUE,direct_human,1.3,3
133378,TRUE,direct_human,6.1,3
133379,TRUE,direct_human,1.1,3
133379,TRUE,direct_human,1.2,3
133379,TRUE,direct_human,1.3,3
133379,TRUE,direct_human,6.1,3
133380,TRUE,direct_human,1.1,3
133380,TRUE,direct_human,1.2,3
133380,TRUE,direct_human,1.3,3
133380,TRUE,direct_human,6.1,3
133381,TRUE,direct_human,1.1,3
133381,TRUE,direct_human,1.2,3
133381,TRUE,direct_human,1.3,3
133381,TRUE,direct_human,6.1,3
133382,TRUE,direct_human,1.1,3
133382,TRUE,direct_human,1.2,3
133382,TRUE,direct_human,1.3,3
133382,TRUE,direct_human,6.1,3
133383,TRUE,direct_human,1.1,3
133383,TRUE,direct_human,1.2,3
133383,TRUE,direct_human,1.3,3
133383,TRUE,direct_human,6.1,3
133384,TRUE,direct_human,1.1,3
133384,TRUE,direct_human,1.2,3
133384,TRUE,direct_human,1.3,3
133384,TRUE,direct_human,6.1,3
133385,TRUE,direct_human,1.1,3
133385,TRUE,direct_human,1.2,3
133385,TRUE,direct_human,1.3,3
133385,TRUE,direct_human,6.1,3
133386,TRUE,direct_human,1.1,3
133386,TRUE,direct_human,1.2,3
133386,TRUE,direct_human,1.3,3
133386,TRUE,direct_human,6.1,3
133387,TRUE,direct_human,1.1,3
133387,TRUE,direct_human,1.2,3
133387,TRUE,direct_human,1.3,3
133387,TRUE,direct_human,6.1,3
133388,TRUE,direct_human,1.1,3
133388,TRUE,direct_human,1.2,3
133388,TRUE,direct_human,1.3,3
133388,TRUE,direct_human,6.1,3
133389,TRUE,direct_human,1.1,3
133389,TRUE,direct_human,1.2,3
133389,TRUE,direct_human,1.3,3
133389,TRUE,direct_human,6.1,3
133390,TRUE,direct_human,1.1,3
133390,TRUE,direct_human,1.2,3
133390,TRUE,direct_human,1.3,3
133390,TRUE,direct_human,6.1,3
133391,TRUE,direct_human,1.1,3
133391,TRUE,direct_human,1.2,3
133391,TRUE,direct_human,1.3,3
133391,TRUE,direct_human,6.1,3
133392,TRUE,direct_human,1.1,3
133392,TRUE,direct_human,1.2,3
133392,TRUE,direct_human,1.3,3
133392,TRUE,direct_human,6.1,3
133393,TRUE,direct_human,1.1,3
133393,TRUE,direct_human,1.2,3
133393,TRUE,direct_human,1.3,3
133393,TRUE,direct_human,6.1,3
133394,TRUE,direct_human,1.1,3
133394,TRUE,direct_human,1.2,3
133394,TRUE,direct_human,1.3,3
133394,TRUE,direct_human,6.1,3
133395,TRUE,direct_human,1.1,3
133395,TRUE,direct_human,1.2,3
133395,TRUE,direct_human,1.3,3
133395,TRUE,direct_human,6.1,3
133396,TRUE,direct_human,1.1,3
133396,TRUE,direct_human,1.2,3
133396,TRUE,direct_human,1.3,3
133396,TRUE,direct_human,6.1,3
133397,TRUE,direct_human,1.1,3
133397,TRUE,direct_human,1.2,3
133397,TRUE,direct_human,1.3,3
133397,TRUE,direct_human,6.1,3
133398,TRUE,direct_human,1.1,3
133398,TRUE,direct_human,1.2,3
133398,TRUE,direct_human,1.3,3
133398,TRUE,direct_human,6.1,3
133399,TRUE,direct_human,1.1,3
133399,TRUE,direct_human,1.2,3
133399,TRUE,direct_human,1.3,3
133399,TRUE,direct_human,6.1,3
133400,TRUE,direct_human,1.1,3
133400,TRUE,direct_human,1.2,3
133400,TRUE,direct_human,1.3,3
133400,TRUE,direct_human,6.1,3
133401,TRUE,direct_human,1.1,3
133401,TRUE,direct_human,1.2,3
133401,TRUE,direct_human,1.3,3
133401,TRUE,direct_human,6.1,3
133402,TRUE,direct_human,1.1,3
133402,TRUE,direct_human,1.2,3
133402,TRUE,direct_human,1.3,3
133402,TRUE,direct_human,6.1,3
133403,TRUE,direct_human,1.1,3
133403,TRUE,direct_human,1.2,3
133403,TRUE,direct_human,1.3,3
133403,TRUE,direct_human,6.1,3
133404,TRUE,direct_human,1.1,3
133404,TRUE,direct_human,1.2,3
133404,TRUE,direct_human,1.3,3
133404,TRUE,direct_human,6.1,3
133405,TRUE,direct_human,1.1,3
133405,TRUE,direct_human,1.2,3
133405,TRUE,direct_human,1.3,3
133405,TRUE,direct_human,6.1,3
133406,TRUE,direct_human,1.1,3
133406,TRUE,direct_human,1.2,3
133406,TRUE,direct_human,1.3,3
133406,TRUE,direct_human,6.1,3
133407,TRUE,direct_human,1.1,3
133407,TRUE,direct_human,1.2,3
133407,TRUE,direct_human,1.3,3
133407,TRUE,direct_human,6.1,3
133408,TRUE,direct_human,1.1,3
133408,TRUE,direct_human,1.2,3
133408,TRUE,direct_human,1.3,3
133408,TRUE,direct_human,6.1,3
133409,TRUE,direct_human,1.1,3
133409,TRUE,direct_human,1.2,3
133409,TRUE,direct_human,1.3,3
133409,TRUE,direct_human,6.1,3
133410,TRUE,direct_human,1.1,3
133410,TRUE,direct_human,1.2,3
133410,TRUE,direct_human,1.3,3
133410,TRUE,direct_human,6.1,3
133411,TRUE,direct_human,1.1,3
133411,TRUE,direct_human,1.2,3
133411,TRUE,direct_human,1.3,3
133411,TRUE,direct_human,6.1,3
133412,TRUE,direct_human,1.1,3
133412,TRUE,direct_human,1.2,3
133412,TRUE,direct_human,1.3,3
133412,TRUE,direct_human,6.1,3
133413,TRUE,direct_human,1.1,3
133413,TRUE,direct_human,1.2,3
133413,TRUE,direct_human,1.3,3
133413,TRUE,direct_human,6.1,3
133414,TRUE,direct_human,1.1,3
133414,TRUE,direct_human,1.2,3
133414,TRUE,direct_human,1.3,3
