iucn_sid,cat_score,sens,code,stressor,score_num
2539,0.2,FALSE,5.4.2,dem_nondest_lb,NA
2539,0.2,FALSE,5.4.2,pel_hb,NA
2539,0.2,FALSE,5.4.2,pel_lb,NA
2636,NA,FALSE,5.4.4,dem_dest,NA
2636,NA,FALSE,5.4.4,dem_nondest_hb,NA
2636,NA,FALSE,5.4.4,dem_nondest_lb,NA
2636,NA,FALSE,5.4.4,pel_hb,NA
2636,NA,FALSE,5.4.4,pel_lb,NA
2763,NA,TRUE,5.4.2,dem_dest,3
2763,NA,TRUE,5.4.2,dem_nondest_hb,3
2763,NA,TRUE,5.4.2,dem_nondest_lb,3
2763,NA,TRUE,5.4.2,pel_hb,3
2763,NA,TRUE,5.4.2,pel_lb,3
2763,NA,TRUE,5.4.3,art_fish,3
2958,0.8,FALSE,5.4.4,dem_dest,NA
2958,0.8,FALSE,5.4.4,dem_nondest_hb,NA
2958,0.8,FALSE,5.4.4,dem_nondest_lb,NA
2958,0.8,FALSE,5.4.4,pel_hb,NA
2958,0.8,FALSE,5.4.4,pel_lb,NA
3590,0.4,TRUE,5.4.1,art_fish,4
3590,0.4,FALSE,5.4.2,dem_dest,NA
3590,0.4,FALSE,5.4.2,dem_nondest_hb,NA
3590,0.4,FALSE,5.4.2,dem_nondest_lb,NA
3590,0.4,FALSE,5.4.2,pel_hb,NA
3590,0.4,FALSE,5.4.2,pel_lb,NA
3590,0.4,TRUE,5.4.4,dem_dest,6
3590,0.4,TRUE,5.4.4,dem_nondest_hb,6
3590,0.4,TRUE,5.4.4,dem_nondest_lb,6
3590,0.4,TRUE,5.4.4,pel_hb,6
3590,0.4,TRUE,5.4.4,pel_lb,6
3778,0,FALSE,5.4.4,dem_dest,NA
3778,0,FALSE,5.4.4,dem_nondest_hb,NA
3778,0,FALSE,5.4.4,dem_nondest_lb,NA
3778,0,FALSE,5.4.4,pel_hb,NA
3778,0,FALSE,5.4.4,pel_lb,NA
3851,0.2,FALSE,5.4.2,dem_dest,NA
3851,0.2,FALSE,5.4.2,dem_nondest_hb,NA
3851,0.2,FALSE,5.4.2,dem_nondest_lb,NA
3851,0.2,FALSE,5.4.2,pel_hb,NA
3851,0.2,FALSE,5.4.2,pel_lb,NA
3851,0.2,TRUE,5.4.3,art_fish,3
3851,0.2,TRUE,5.4.4,dem_dest,3
3851,0.2,TRUE,5.4.4,dem_nondest_hb,3
3851,0.2,TRUE,5.4.4,dem_nondest_lb,3
3851,0.2,TRUE,5.4.4,pel_hb,3
3851,0.2,TRUE,5.4.4,pel_lb,3
3852,0.6,TRUE,5.4.1,art_fish,6
3852,0.6,TRUE,5.4.2,dem_dest,6
3852,0.6,TRUE,5.4.2,dem_nondest_hb,6
3852,0.6,TRUE,5.4.2,dem_nondest_lb,6
3852,0.6,TRUE,5.4.2,pel_hb,6
3852,0.6,TRUE,5.4.2,pel_lb,6
3852,0.6,TRUE,5.4.3,art_fish,6
3852,0.6,TRUE,5.4.4,dem_dest,6
3852,0.6,TRUE,5.4.4,dem_nondest_hb,6
3852,0.6,TRUE,5.4.4,dem_nondest_lb,6
3852,0.6,TRUE,5.4.4,pel_hb,6
3852,0.6,TRUE,5.4.4,pel_lb,6
3853,0.4,TRUE,5.4.1,art_fish,3
3853,0.4,TRUE,5.4.3,art_fish,3
3853,0.4,TRUE,5.4.4,dem_dest,3
3853,0.4,TRUE,5.4.4,dem_nondest_hb,3
3853,0.4,TRUE,5.4.4,dem_nondest_lb,3
3853,0.4,TRUE,5.4.4,pel_hb,3
3853,0.4,TRUE,5.4.4,pel_lb,3
3854,0.4,TRUE,5.4.3,art_fish,3
3854,0.4,TRUE,5.4.4,dem_dest,3
3854,0.4,TRUE,5.4.4,dem_nondest_hb,3
3854,0.4,TRUE,5.4.4,dem_nondest_lb,3
3854,0.4,TRUE,5.4.4,pel_hb,3
3854,0.4,TRUE,5.4.4,pel_lb,3
3855,0.4,FALSE,5.4.1,art_fish,NA
3855,0.4,FALSE,5.4.3,art_fish,NA
3855,0.4,FALSE,5.4.4,dem_dest,NA
3855,0.4,FALSE,5.4.4,dem_nondest_hb,NA
3855,0.4,FALSE,5.4.4,dem_nondest_lb,NA
3855,0.4,FALSE,5.4.4,pel_hb,NA
3855,0.4,FALSE,5.4.4,pel_lb,NA
3897,0.4,TRUE,5.4.1,art_fish,3
3897,0.4,TRUE,5.4.3,art_fish,3
3898,0.6,TRUE,5.4.1,art_fish,7
3898,0.6,TRUE,5.4.2,dem_dest,8
3898,0.6,TRUE,5.4.2,dem_nondest_hb,8
3898,0.6,TRUE,5.4.2,dem_nondest_lb,8
3898,0.6,TRUE,5.4.2,pel_hb,8
3898,0.6,TRUE,5.4.2,pel_lb,8
4159,0,FALSE,5.4.1,art_fish,NA
4159,0,TRUE,5.4.3,art_fish,4
4159,0,TRUE,5.4.4,dem_dest,4
4159,0,TRUE,5.4.4,dem_nondest_hb,4
4159,0,TRUE,5.4.4,dem_nondest_lb,4
4159,0,TRUE,5.4.4,pel_hb,4
4159,0,TRUE,5.4.4,pel_lb,4
4160,0.2,TRUE,5.4.1,art_fish,3
4160,0.2,FALSE,5.4.2,dem_dest,NA
4160,0.2,FALSE,5.4.2,dem_nondest_hb,NA
4160,0.2,FALSE,5.4.2,dem_nondest_lb,NA
4160,0.2,FALSE,5.4.2,pel_hb,NA
4160,0.2,FALSE,5.4.2,pel_lb,NA
