iucn_sid,spp_hab
140198493,pel
140198504,pel
140198539,pel
140198558,pel
140200539,pel
140200560,pel
140200745,pel
140200969,pel
140348014,pel
140348039,pel
140348061,pel
140348122,pel
140348234,pel
140348310,pel
140348402,pel
140348411,pel
140348433,pel
140348444,pel
140348478,pel
140348493,pel
140348502,pel
140348512,pel
140348515,pel
140348556,pel
140348577,pel
140348660,pel
140348751,pel
140348760,pel
140348802,pel
140348882,pel
140348915,pel
140349107,pel
140349213,pel
140349330,pel
140349354,pel
140349395,pel
140349409,pel
140349438,pel
140349483,pel
140349486,pel
140349491,pel
140349619,pel
140349791,pel
140349833,pel
140349925,pel
140349938,pel
140349944,pel
141362457,pel
141362468,pel
141362646,pel
141363399,pel
141363954,pel
141363974,pel
141363998,pel
141364001,pel
141364025,pel
141364028,pel
141364039,pel
141364061,pel
141364354,pel
141364370,pel
141364373,pel
141364378,pel
141364381,pel
141364384,pel
141364389,pel
141364394,pel
141364397,pel
141364402,pel
141364407,pel
141364412,pel
141364443,pel
141364461,pel
141364466,pel
141364476,pel
141364495,pel
141364518,pel
141364523,pel
141364530,pel
141366527,pel
141366573,pel
141366592,pel
141366648,pel
141366669,pel
141366683,pel
141366687,pel
141366702,pel
141366732,pel
141367438,pel
141367466,pel
141367524,pel
141367541,pel
141367581,pel
141367596,pel
141367612,pel
141367633,pel
141367648,pel
141367675,pel
141367710,pel
141367751,pel
141367814,pel
141367822,pel
141367825,pel
141367842,pel
141367864,pel
141367867,pel
141367887,pel
141373335,pel
141374447,pel
141374524,pel
141374570,pel
141374595,pel
141374653,pel
141374775,pel
141374828,pel
141374869,pel
141374944,pel
141374986,pel
141375031,pel
141375077,pel
141375113,pel
141375168,pel
141375242,pel
141375291,pel
141375337,pel
141375385,pel
141481160,pel
141482900,pel
141482930,pel
141483311,pel
142074959,pel
142121108,pel
142121866,pel
142218080,pel
142323988,pel
143613723,pel
143614772,pel
143615567,pel
143615596,pel
143615692,pel
143615727,pel
143615764,pel
143615833,pel
143615840,pel
143615852,pel
143615865,pel
143819132,pel
144201289,pel
145199567,pel
145199903,pel
146947112,pel
151066406,pel
155187102,pel
158883246,pel
159098975,pel
159099200,pel
159099258,pel
159099284,pel
159099353,pel
160075998,pel
161303579,pel
161303645,pel
162918514,pel
222,dem
224,dem
229,dem
230,dem
232,dem
235,dem
241,dem
242,dem
245,dem
908,dem
1086,dem
1308,dem
1615,dem
1793,dem
2055,dem
2057,dem
2058,dem
2059,dem
2060,dem
2061,dem
2062,dem
2064,dem
2066,dem
2067,dem
2113,dem
2352,dem
2539,dem
2621,dem
2636,dem
2644,dem
2895,dem
2958,dem
3381,dem
3590,dem
3764,dem
3851,dem
3853,dem
3854,dem
3855,dem
3897,dem
3898,dem
4131,dem
4159,dem
4160,dem
4360,dem
4361,dem
4362,dem
4363,dem
4364,dem
4592,dem
4615,dem
4805,dem
4982,dem
5269,dem
5272,dem
5273,dem
5325,dem
5659,dem
5675,dem
6204,dem
6229,dem
6335,dem
6494,dem
6814,dem
6909,dem
7134,dem
7135,dem
7750,dem
7778,dem
7854,dem
7855,dem
7858,dem
7859,dem
7860,dem
7861,dem
7862,dem
8005,dem
8010,dem
8012,dem
8013,dem
8239,dem
8407,dem
8408,dem
8817,dem
8951,dem
9266,dem
9281,dem
9660,dem
10030,dem
10056,dem
10057,dem
10060,dem
10063,dem
10064,dem
10065,dem
10066,dem
10069,dem
10070,dem
10072,dem
10074,dem
10075,dem
10077,dem
10082,dem
10083,dem
10087,dem
10088,dem
10089,dem
10268,dem
10269,dem
10303,dem
10340,dem
10724,dem
10939,dem
11030,dem
11060,dem
11130,dem
11143,dem
11145,dem
11150,dem
11375,dem
11533,dem
11534,dem
11696,dem
11987,dem
12137,dem
12246,dem
12302,dem
12303,dem
12305,dem
12416,dem
12417,dem
12419,dem
12421,dem
12427,dem
12695,dem
13145,dem
13232,dem
13581,dem
13583,dem
13653,dem
13654,dem
13655,dem
14048,dem
14049,dem
14050,dem
14051,dem
14052,dem
14053,dem
14054,dem
14264,dem
14549,dem
15106,dem
15108,dem
15184,dem
15269,dem
15419,dem
15873,dem
16474,dem
16475,dem
16476,dem
16869,dem
17013,dem
17014,dem
17020,dem
17021,dem
17022,dem
17023,dem
17026,dem
17096,dem
17177,dem
18145,dem
18175,dem
18374,dem
18376,dem
18383,dem
18428,dem
19388,dem
19735,dem
19798,dem
19855,dem
19896,dem
19897,dem
19898,dem
19899,dem
19950,dem
20314,dem
20315,dem
20316,dem
20317,dem
20318,dem
20425,dem
20724,dem
20733,dem
20795,dem
21257,dem
21309,dem
21326,dem
21341,dem
21342,dem
21343,dem
21689,dem
21994,dem
22003,dem
22103,dem
22104,dem
22105,dem
22563,dem
22823,dem
23259,dem
31382,dem
33705,dem
34364,dem
39303,dem
39327,dem
39328,dem
39329,dem
39331,dem
39332,dem
39333,dem
39334,dem
39335,dem
39345,dem
39351,dem
39354,dem
39355,dem
39356,dem
39357,dem
39358,dem
39360,dem
39362,dem
39363,dem
39365,dem
39366,dem
39368,dem
39369,dem
39370,dem
39371,dem
39372,dem
39374,dem
39375,dem
39378,dem
39379,dem
39380,dem
39382,dem
39385,dem
39386,dem
39387,dem
39388,dem
39389,dem
39390,dem
39393,dem
39394,dem
39396,dem
39399,dem
39400,dem
39412,dem
39413,dem
39415,dem
39416,dem
39773,dem
39774,dem
40710,dem
40711,dem
40715,dem
40773,dem
40784,dem
40802,dem
41005,dem
41006,dem
41007,dem
41008,dem
41009,dem
41010,dem
41030,dem
41064,dem
41664,dem
41665,dem
41666,dem
41667,dem
41668,dem
41671,dem
41673,dem
41677,dem
41714,dem
41716,dem
41718,dem
41719,dem
41720,dem
41721,dem
41722,dem
41723,dem
41724,dem
41725,dem
41727,dem
41728,dem
41729,dem
41730,dem
41731,dem
41732,dem
41735,dem
41736,dem
41739,dem
41740,dem
41741,dem
41742,dem
41743,dem
41746,dem
41749,dem
41752,dem
41753,dem
41754,dem
41791,dem
41792,dem
41793,dem
41794,dem
41796,dem
41797,dem
41799,dem
41800,dem
41802,dem
41804,dem
41805,dem
41806,dem
41807,dem
41808,dem
41809,dem
41810,dem
41811,dem
41812,dem
41814,dem
41818,dem
41819,dem
41820,dem
41821,dem
41822,dem
41824,dem
41826,dem
41827,dem
41828,dem
41829,dem
41835,dem
41836,dem
41837,dem
41838,dem
41839,dem
41840,dem
41841,dem
41842,dem
41843,dem
41844,dem
41845,dem
41846,dem
41848,dem
41852,dem
41853,dem
41854,dem
41855,dem
41857,dem
41860,dem
41861,dem
41862,dem
41863,dem
41864,dem
41866,dem
41870,dem
41872,dem
41873,dem
41874,dem
41875,dem
41876,dem
41877,dem
41878,dem
41880,dem
42700,dem
42701,dem
42703,dem
42704,dem
42706,dem
42707,dem
42709,dem
42710,dem
42711,dem
42712,dem
42713,dem
42716,dem
42717,dem
42718,dem
42720,dem
42721,dem
42722,dem
42723,dem
42725,dem
42726,dem
42727,dem
42728,dem
42729,dem
42730,dem
42833,dem
42834,dem
42838,dem
43974,dem
43993,dem
44070,dem
44071,dem
44166,dem
44168,dem
44169,dem
44170,dem
44171,dem
44173,dem
44174,dem
44175,dem
44176,dem
44177,dem
44178,dem
44179,dem
44183,dem
44186,dem
44187,dem
44207,dem
44217,dem
44222,dem
44223,dem
44225,dem
44227,dem
44228,dem
44478,dem
44479,dem
44565,dem
44566,dem
44579,dem
44586,dem
44591,dem
44592,dem
44595,dem
44597,dem
44599,dem
44601,dem
44602,dem
44604,dem
44608,dem
44610,dem
44611,dem
44612,dem
44614,dem
44615,dem
44617,dem
44618,dem
44620,dem
44621,dem
44639,dem
44657,dem
44666,dem
44668,dem
44669,dem
44670,dem
44671,dem
44672,dem
44673,dem
44674,dem
44675,dem
44676,dem
44677,dem
44678,dem
44679,dem
44681,dem
44682,dem
44683,dem
44684,dem
44685,dem
44686,dem
44996,dem
45925,dem
46865,dem
60080,dem
60081,dem
60082,dem
60083,dem
60084,dem
60085,dem
60086,dem
60087,dem
60088,dem
60089,dem
60090,dem
60091,dem
60092,dem
60093,dem
60094,dem
60095,dem
60096,dem
60097,dem
60098,dem
60099,dem
60100,dem
60101,dem
60102,dem
60103,dem
60104,dem
60105,dem
60106,dem
60107,dem
60109,dem
60110,dem
60111,dem
60112,dem
60113,dem
60115,dem
60116,dem
60117,dem
60118,dem
60119,dem
60120,dem
60121,dem
60124,dem
60125,dem
60126,dem
60127,dem
60128,dem
60129,dem
60130,dem
60131,dem
60132,dem
60136,dem
60139,dem
60140,dem
60143,dem
60144,dem
60146,dem
60149,dem
60150,dem
60151,dem
60152,dem
60154,dem
60156,dem
60157,dem
60158,dem
60159,dem
60160,dem
60161,dem
60162,dem
60163,dem
60164,dem
60166,dem
60167,dem
60168,dem
60169,dem
60170,dem
60171,dem
60172,dem
60175,dem
60177,dem
60178,dem
60179,dem
60180,dem
60181,dem
60182,dem
60185,dem
60192,dem
60195,dem
60197,dem
60199,dem
60200,dem
60217,dem
60220,dem
60222,dem
60223,dem
60224,dem
60227,dem
60229,dem
60235,dem
60244,dem
60302,dem
60324,dem
60344,dem
61207,dem
61213,dem
61250,dem
61314,dem
61333,dem
61334,dem
61335,dem
61336,dem
61337,dem
61338,dem
61339,dem
61340,dem
61404,dem
61405,dem
61407,dem
61409,dem
61410,dem
61411,dem
61414,dem
61415,dem
61417,dem
61418,dem
61419,dem
61422,dem
61442,dem
61743,dem
62256,dem
63100,dem
63101,dem
63102,dem
63103,dem
63104,dem
63106,dem
63107,dem
63109,dem
63110,dem
63111,dem
63112,dem
63113,dem
63114,dem
63115,dem
63116,dem
63117,dem
63119,dem
63120,dem
63121,dem
63122,dem
63123,dem
63124,dem
63125,dem
63126,dem
63127,dem
63128,dem
63129,dem
63130,dem
63131,dem
63133,dem
63135,dem
63136,dem
63142,dem
63146,dem
63147,dem
63149,dem
63152,dem
63153,dem
63154,dem
63157,dem
63159,dem
63160,dem
63161,dem
63162,dem
63163,dem
63164,dem
63165,dem
63166,dem
63167,dem
63442,dem
63570,dem
63571,dem
63572,dem
63573,dem
63574,dem
63575,dem
63576,dem
63577,dem
63579,dem
63580,dem
63581,dem
63582,dem
63584,dem
63585,dem
63586,dem
63587,dem
63588,dem
63589,dem
63590,dem
63591,dem
63593,dem
63594,dem
63595,dem
63598,dem
63599,dem
63601,dem
63602,dem
63604,dem
63606,dem
63607,dem
63608,dem
63611,dem
63612,dem
63614,dem
63615,dem
63616,dem
63617,dem
63618,dem
63619,dem
63620,dem
63621,dem
63622,dem
63624,dem
63625,dem
63626,dem
63629,dem
63630,dem
63631,dem
63632,dem
63633,dem
63634,dem
63635,dem
63636,dem
63637,dem
63638,dem
63639,dem
63640,dem
63641,dem
63643,dem
63644,dem
63645,dem
63647,dem
63648,dem
63649,dem
63650,dem
63651,dem
63652,dem
63653,dem
63654,dem
63655,dem
63656,dem
63852,dem
64397,dem
64398,dem
64399,dem
64400,dem
64401,dem
64402,dem
64403,dem
64404,dem
64405,dem
64406,dem
64407,dem
64408,dem
64409,dem
64410,dem
64411,dem
64412,dem
64442,dem
132722,dem
132723,dem
132724,dem
132725,dem
132726,dem
132727,dem
132728,dem
132729,dem
132730,dem
132731,dem
132732,dem
132733,dem
132734,dem
132735,dem
132736,dem
132737,dem
132738,dem
132739,dem
132740,dem
132741,dem
132742,dem
132743,dem
132744,dem
132745,dem
132746,dem
132747,dem
132748,dem
132749,dem
132750,dem
132751,dem
132752,dem
132753,dem
132754,dem
132755,dem
132756,dem
132757,dem
132758,dem
132759,dem
132760,dem
132761,dem
132762,dem
132763,dem
132764,dem
132765,dem
132766,dem
132767,dem
132768,dem
132769,dem
132770,dem
132771,dem
132772,dem
132773,dem
132774,dem
132776,dem
132777,dem
132778,dem
132779,dem
132780,dem
132781,dem
132782,dem
132783,dem
132784,dem
132785,dem
132786,dem
132787,dem
132788,dem
132789,dem
132790,dem
132791,dem
132792,dem
132793,dem
132794,dem
132795,dem
132796,dem
132797,dem
132798,dem
132799,dem
132800,dem
132801,dem
132802,dem
132803,dem
132804,dem
132805,dem
132806,dem
132807,dem
132808,dem
132809,dem
132810,dem
132811,dem
132812,dem
132813,dem
132814,dem
132815,dem
132816,dem
132817,dem
132818,dem
132819,dem
132820,dem
132821,dem
132822,dem
132824,dem
132825,dem
132826,dem
132827,dem
132828,dem
132829,dem
132830,dem
132859,dem
132860,dem
132861,dem
132862,dem
132863,dem
132864,dem
132865,dem
132866,dem
132867,dem
132868,dem
132869,dem
132870,dem
132871,dem
132872,dem
132873,dem
132874,dem
132875,dem
132876,dem
132877,dem
132878,dem
132879,dem
132880,dem
132881,dem
132882,dem
132883,dem
132884,dem
132885,dem
132886,dem
132887,dem
132888,dem
132889,dem
132890,dem
132891,dem
132892,dem
132893,dem
132894,dem
132895,dem
132896,dem
132897,dem
132898,dem
132899,dem
132900,dem
132901,dem
132902,dem
132903,dem
132904,dem
132905,dem
132906,dem
132907,dem
132908,dem
132909,dem
132910,dem
132911,dem
132912,dem
132913,dem
132914,dem
132915,dem
132916,dem
132917,dem
132918,dem
132919,dem
132920,dem
132921,dem
132922,dem
132923,dem
132924,dem
132925,dem
132926,dem
132927,dem
132928,dem
132929,dem
132930,dem
132931,dem
132932,dem
132933,dem
132934,dem
132935,dem
132936,dem
132937,dem
132938,dem
132939,dem
132940,dem
132941,dem
132942,dem
132943,dem
132944,dem
132945,dem
132946,dem
132947,dem
132948,dem
132949,dem
132950,dem
132951,dem
132952,dem
132953,dem
132954,dem
132955,dem
132956,dem
132957,dem
132958,dem
132959,dem
132960,dem
132961,dem
132962,dem
132963,dem
132964,dem
132965,dem
132966,dem
132967,dem
132968,dem
132969,dem
132970,dem
132971,dem
132972,dem
132973,dem
132974,dem
132975,dem
132976,dem
132977,dem
132978,dem
132979,dem
132980,dem
132981,dem
132982,dem
132983,dem
132984,dem
132985,dem
132986,dem
132987,dem
132988,dem
132989,dem
132990,dem
132991,dem
132992,dem
132993,dem
132994,dem
132995,dem
132996,dem
132997,dem
132998,dem
132999,dem
133000,dem
133001,dem
133002,dem
133003,dem
133004,dem
133005,dem
133006,dem
133007,dem
133008,dem
133009,dem
133010,dem
133011,dem
133012,dem
133013,dem
133014,dem
133015,dem
133016,dem
133017,dem
133018,dem
133019,dem
133020,dem
133021,dem
133022,dem
133023,dem
133024,dem
133025,dem
133026,dem
133027,dem
133028,dem
133029,dem
133030,dem
133031,dem
133032,dem
133033,dem
133034,dem
133035,dem
133036,dem
133037,dem
133038,dem
133039,dem
133040,dem
133041,dem
133042,dem
133043,dem
133044,dem
133045,dem
133046,dem
133047,dem
133048,dem
133049,dem
133050,dem
133051,dem
133052,dem
133053,dem
133054,dem
133055,dem
133056,dem
133057,dem
133058,dem
133059,dem
133060,dem
133061,dem
133062,dem
133063,dem
133064,dem
133065,dem
133066,dem
133067,dem
133068,dem
133069,dem
133070,dem
133071,dem
133072,dem
133073,dem
133074,dem
133075,dem
133076,dem
133077,dem
133078,dem
133079,dem
133080,dem
133081,dem
133082,dem
133083,dem
133084,dem
133085,dem
133086,dem
133087,dem
133088,dem
133089,dem
133090,dem
133091,dem
133092,dem
133093,dem
133094,dem
133095,dem
133096,dem
133097,dem
133098,dem
133099,dem
133100,dem
133101,dem
133102,dem
133103,dem
133104,dem
133105,dem
133106,dem
133107,dem
133108,dem
133109,dem
133110,dem
133111,dem
133112,dem
133113,dem
133114,dem
133115,dem
133116,dem
133117,dem
133118,dem
133119,dem
133120,dem
133121,dem
133122,dem
133123,dem
133124,dem
133125,dem
133126,dem
133127,dem
133128,dem
133129,dem
133130,dem
133131,dem
133132,dem
133133,dem
133134,dem
133135,dem
133136,dem
133137,dem
133138,dem
133139,dem
133140,dem
133141,dem
133142,dem
133143,dem
133144,dem
133145,dem
133146,dem
133147,dem
133148,dem
133149,dem
133150,dem
133151,dem
133152,dem
133153,dem
133154,dem
133155,dem
133156,dem
133157,dem
133158,dem
133159,dem
133160,dem
133161,dem
133162,dem
133163,dem
133164,dem
133165,dem
133166,dem
133167,dem
133168,dem
133169,dem
133170,dem
133171,dem
133172,dem
133173,dem
133174,dem
133175,dem
133176,dem
133177,dem
133178,dem
133179,dem
133180,dem
133181,dem
133182,dem
133183,dem
133184,dem
133185,dem
133186,dem
133187,dem
133188,dem
133189,dem
133190,dem
133191,dem
133192,dem
133193,dem
133194,dem
133195,dem
133196,dem
133197,dem
133198,dem
133199,dem
133200,dem
133201,dem
133202,dem
133203,dem
133204,dem
133205,dem
133206,dem
133207,dem
133208,dem
133209,dem
133210,dem
133211,dem
133212,dem
133213,dem
133214,dem
133215,dem
133216,dem
133217,dem
133218,dem
133219,dem
133220,dem
133221,dem
133222,dem
133223,dem
133224,dem
133225,dem
133226,dem
133227,dem
133228,dem
133229,dem
133230,dem
133231,dem
133232,dem
133233,dem
133234,dem
133235,dem
133236,dem
133237,dem
133238,dem
133239,dem
133240,dem
133241,dem
133242,dem
133243,dem
133244,dem
133245,dem
133246,dem
133247,dem
133248,dem
133249,dem
133250,dem
133251,dem
133252,dem
133253,dem
133254,dem
133255,dem
133256,dem
133257,dem
133258,dem
133259,dem
133260,dem
133261,dem
133262,dem
133263,dem
133264,dem
133265,dem
133266,dem
133267,dem
133268,dem
133269,dem
133270,dem
133271,dem
133272,dem
133273,dem
133274,dem
133275,dem
133276,dem
133277,dem
133278,dem
133279,dem
133280,dem
133281,dem
133282,dem
133283,dem
133284,dem
133285,dem
133286,dem
133287,dem
133288,dem
133289,dem
133290,dem
133291,dem
133292,dem
133293,dem
133294,dem
133295,dem
133296,dem
133297,dem
133298,dem
133299,dem
133300,dem
133301,dem
133302,dem
133303,dem
133304,dem
133305,dem
133306,dem
133307,dem
133308,dem
133309,dem
133310,dem
133311,dem
133312,dem
133313,dem
133314,dem
133315,dem
133316,dem
133317,dem
133318,dem
133319,dem
133320,dem
133321,dem
133322,dem
133323,dem
133324,dem
133325,dem
133326,dem
133327,dem
133328,dem
133329,dem
133330,dem
133331,dem
133332,dem
133333,dem
133334,dem
133335,dem
133336,dem
133337,dem
133338,dem
133339,dem
133340,dem
133341,dem
133342,dem
133343,dem
133344,dem
133345,dem
133346,dem
133347,dem
133348,dem
133349,dem
133350,dem
133351,dem
133352,dem
133353,dem
133354,dem
133355,dem
133356,dem
133357,dem
133358,dem
133359,dem
133360,dem
133361,dem
133362,dem
133363,dem
133364,dem
133365,dem
133366,dem
133367,dem
133368,dem
133369,dem
133370,dem
133371,dem
133372,dem
133373,dem
133374,dem
133375,dem
133376,dem
133377,dem
133378,dem
133379,dem
133380,dem
133381,dem
133382,dem
133383,dem
133384,dem
133385,dem
133386,dem
133387,dem
133388,dem
133389,dem
133390,dem
133391,dem
133392,dem
133393,dem
133394,dem
133395,dem
133396,dem
133397,dem
133398,dem
133399,dem
133400,dem
133401,dem
133402,dem
133403,dem
133404,dem
133405,dem
133406,dem
133407,dem
133408,dem
133409,dem
133410,dem
133411,dem
133412,dem
133413,dem
133414,dem
133415,dem
133416,dem
133417,dem
133418,dem
133419,dem
133420,dem
133421,dem
133422,dem
133423,dem
133424,dem
133425,dem
133426,dem
133427,dem
133428,dem
133429,dem
133430,dem
133431,dem
133432,dem
133433,dem
133434,dem
133435,dem
133436,dem
133437,dem
133438,dem
133439,dem
133440,dem
133441,dem
133442,dem
133443,dem
133444,dem
133445,dem
133446,dem
133447,dem
133448,dem
133449,dem
133450,dem
133451,dem
133452,dem
133453,dem
133454,dem
133455,dem
133456,dem
133457,dem
133458,dem
133459,dem
133460,dem
133461,dem
133462,dem
133463,dem
133464,dem
133465,dem
133466,dem
133467,dem
133468,dem
133469,dem
133470,dem
133471,dem
133472,dem
133473,dem
133474,dem
133475,dem
133476,dem
133477,dem
133478,dem
133479,dem
133480,dem
133481,dem
133482,dem
133483,dem
133484,dem
133485,dem
133486,dem
133487,dem
133488,dem
133489,dem
133490,dem
133491,dem
133492,dem
133493,dem
133494,dem
133495,dem
133496,dem
133497,dem
133498,dem
133499,dem
133500,dem
133501,dem
133502,dem
133503,dem
133504,dem
133505,dem
133506,dem
133507,dem
133508,dem
133509,dem
133510,dem
133511,dem
133513,dem
133514,dem
133515,dem
133516,dem
133517,dem
133518,dem
133519,dem
133520,dem
133521,dem
133522,dem
133523,dem
133524,dem
133525,dem
133526,dem
133527,dem
133528,dem
133529,dem
133530,dem
133531,dem
133532,dem
133533,dem
133534,dem
133535,dem
133536,dem
133537,dem
133538,dem
133539,dem
133540,dem
133541,dem
133542,dem
133543,dem
133544,dem
133545,dem
133546,dem
133547,dem
133548,dem
133549,dem
133550,dem
133551,dem
133552,dem
133553,dem
133554,dem
133555,dem
133556,dem
133557,dem
133558,dem
133559,dem
133560,dem
133561,dem
133562,dem
133563,dem
133564,dem
133565,dem
133566,dem
133567,dem
133568,dem
133569,dem
133570,dem
133571,dem
133572,dem
133573,dem
133574,dem
133575,dem
133576,dem
133577,dem
133578,dem
133579,dem
133580,dem
133581,dem
133582,dem
133583,dem
133584,dem
133585,dem
133586,dem
133587,dem
133588,dem
133589,dem
133590,dem
133591,dem
133592,dem
133593,dem
133594,dem
133595,dem
133596,dem
133597,dem
133598,dem
133599,dem
133600,dem
133601,dem
133602,dem
133603,dem
133604,dem
133605,dem
133606,dem
133607,dem
133608,dem
133609,dem
133610,dem
133611,dem
133612,dem
133613,dem
133614,dem
133615,dem
133616,dem
133617,dem
133618,dem
133619,dem
133620,dem
133621,dem
133622,dem
133623,dem
133624,dem
133625,dem
133626,dem
133627,dem
133628,dem
133629,dem
133630,dem
133631,dem
133632,dem
133633,dem
133634,dem
133635,dem
133636,dem
133637,dem
133638,dem
133639,dem
133640,dem
133641,dem
133642,dem
133643,dem
133644,dem
133645,dem
133646,dem
133647,dem
133648,dem
133649,dem
133650,dem
133651,dem
133652,dem
133653,dem
133654,dem
133655,dem
133656,dem
133657,dem
133658,dem
133659,dem
133660,dem
133661,dem
133662,dem
133663,dem
133664,dem
133665,dem
133666,dem
133667,dem
133668,dem
133669,dem
133670,dem
133671,dem
133672,dem
133673,dem
133674,dem
133675,dem
133676,dem
133677,dem
133678,dem
133679,dem
133680,dem
133681,dem
133682,dem
133683,dem
133684,dem
133685,dem
133686,dem
133687,dem
133688,dem
133689,dem
133690,dem
133691,dem
133692,dem
133693,dem
133694,dem
133695,dem
133696,dem
133697,dem
133698,dem
133699,dem
133700,dem
133701,dem
133702,dem
133703,dem
133714,dem
135301,dem
135302,dem
135303,dem
135306,dem
135308,dem
135309,dem
135310,dem
135311,dem
135312,dem
135313,dem
135315,dem
135316,dem
135317,dem
135318,dem
135319,dem
135320,dem
135321,dem
135322,dem
135323,dem
135324,dem
135325,dem
135326,dem
135327,dem
135328,dem
135329,dem
135330,dem
135331,dem
135332,dem
135333,dem
135334,dem
135335,dem
135336,dem
135337,dem
135338,dem
135339,dem
135340,dem
135341,dem
135342,dem
135343,dem
135344,dem
135345,dem
135346,dem
135347,dem
135348,dem
135351,dem
135352,dem
135353,dem
135354,dem
135355,dem
135356,dem
135357,dem
135358,dem
135359,dem
135360,dem
135361,dem
135362,dem
135363,dem
135365,dem
135366,dem
135368,dem
135369,dem
135370,dem
135371,dem
135372,dem
135373,dem
135374,dem
135375,dem
135376,dem
135377,dem
135379,dem
135380,dem
135381,dem
135484,dem
135509,dem
135525,dem
135526,dem
135567,dem
135574,dem
135579,dem
135622,dem
135644,dem
135654,dem
135656,dem
135681,dem
135682,dem
135689,dem
135690,dem
135714,dem
135717,dem
136315,dem
153534,dem
153535,dem
153538,dem
154612,dem
154613,dem
154614,dem
154615,dem
154618,dem
154619,dem
154621,dem
154622,dem
154623,dem
154625,dem
154626,dem
154627,dem
154628,dem
154629,dem
154630,dem
154631,dem
154632,dem
154633,dem
154634,dem
154636,dem
154637,dem
154639,dem
154640,dem
154641,dem
154643,dem
154644,dem
154645,dem
154646,dem
154647,dem
154648,dem
154649,dem
154650,dem
154651,dem
154652,dem
154653,dem
154654,dem
154655,dem
154657,dem
154658,dem
154659,dem
154660,dem
154661,dem
154662,dem
154668,dem
154669,dem
154670,dem
154671,dem
154672,dem
154673,dem
154676,dem
154677,dem
154678,dem
154679,dem
154680,dem
154681,dem
154682,dem
154683,dem
154684,dem
154686,dem
154687,dem
154688,dem
154689,dem
154690,dem
154691,dem
154692,dem
154694,dem
154695,dem
154696,dem
154697,dem
154699,dem
154700,dem
154701,dem
154702,dem
154703,dem
154705,dem
154706,dem
154707,dem
154708,dem
154709,dem
154710,dem
154711,dem
154713,dem
154714,dem
154716,dem
154717,dem
154718,dem
154719,dem
154720,dem
154721,dem
154722,dem
154723,dem
154724,dem
154725,dem
154727,dem
154728,dem
154730,dem
154731,dem
154732,dem
154733,dem
154734,dem
154735,dem
154736,dem
154737,dem
154738,dem
154739,dem
154740,dem
154741,dem
154742,dem
154743,dem
154744,dem
154746,dem
154748,dem
154749,dem
154751,dem
154752,dem
154753,dem
154754,dem
154755,dem
154756,dem
154757,dem
154758,dem
154759,dem
154760,dem
154761,dem
154762,dem
154763,dem
154764,dem
154765,dem
154766,dem
154767,dem
154768,dem
154769,dem
154770,dem
154771,dem
154772,dem
154774,dem
154775,dem
154776,dem
154777,dem
154778,dem
154780,dem
154781,dem
154782,dem
154783,dem
154784,dem
154786,dem
154787,dem
154788,dem
154790,dem
154791,dem
154792,dem
154793,dem
154795,dem
154796,dem
154797,dem
154799,dem
154801,dem
154802,dem
154803,dem
154804,dem
154805,dem
154806,dem
154808,dem
154809,dem
154811,dem
154812,dem
154813,dem
154814,dem
154817,dem
154818,dem
154819,dem
154822,dem
154823,dem
154824,dem
154825,dem
154827,dem
154828,dem
154829,dem
154830,dem
154831,dem
154832,dem
154833,dem
154834,dem
154835,dem
154836,dem
154837,dem
154838,dem
154840,dem
154841,dem
154842,dem
154843,dem
154845,dem
154846,dem
154847,dem
154848,dem
154849,dem
154850,dem
154851,dem
154852,dem
154853,dem
154854,dem
154855,dem
154856,dem
154857,dem
154858,dem
154860,dem
154861,dem
154862,dem
154863,dem
154865,dem
154866,dem
154867,dem
154868,dem
154870,dem
154871,dem
154872,dem
154873,dem
154874,dem
154875,dem
154876,dem
154877,dem
154878,dem
154879,dem
154880,dem
154882,dem
154883,dem
154884,dem
154885,dem
154886,dem
154887,dem
154888,dem
154889,dem
154890,dem
154891,dem
154892,dem
154893,dem
154894,dem
154895,dem
154896,dem
154898,dem
154899,dem
154900,dem
154901,dem
154903,dem
154904,dem
154905,dem
154907,dem
154908,dem
154910,dem
154912,dem
154913,dem
154914,dem
154915,dem
154917,dem
154918,dem
154919,dem
154920,dem
154921,dem
154922,dem
154923,dem
154924,dem
154926,dem
154927,dem
154928,dem
154929,dem
154930,dem
154931,dem
154932,dem
154933,dem
154934,dem
154935,dem
154936,dem
154937,dem
154938,dem
154939,dem
154940,dem
154941,dem
154942,dem
154943,dem
154944,dem
154945,dem
154946,dem
154947,dem
154949,dem
154950,dem
154951,dem
154952,dem
154953,dem
154954,dem
154956,dem
154957,dem
154958,dem
154959,dem
154960,dem
154961,dem
154962,dem
154963,dem
154965,dem
154966,dem
154967,dem
154969,dem
154970,dem
154971,dem
154972,dem
154973,dem
154974,dem
154975,dem
154976,dem
154977,dem
154978,dem
154979,dem
154980,dem
154981,dem
154982,dem
154983,dem
154984,dem
154986,dem
154987,dem
154988,dem
154990,dem
154991,dem
154992,dem
154996,dem
154999,dem
155000,dem
155001,dem
155002,dem
155003,dem
155004,dem
155005,dem
155006,dem
155007,dem
155008,dem
155010,dem
155013,dem
155015,dem
155016,dem
155017,dem
155018,dem
155019,dem
155020,dem
155021,dem
155022,dem
155023,dem
155024,dem
155025,dem
155026,dem
155028,dem
155029,dem
155030,dem
155031,dem
155032,dem
155033,dem
155034,dem
155035,dem
155036,dem
