range_km2,iucn_sid
4860.513794615091,195424
62247.93474747659,195425
190544.1916174189,195426
231508.38530438402,195427
3169.900300835929,195428
619926.8355001465,195429
711474.0801311518,195430
372914.7560294775,195431
348160.7163751462,195432
568040.0211527839,195433
224640.26798590616,195434
644933.2446219065,195435
10509.57305517343,195436
160.6781438965895,195437
16947.177712396733,195438
56908.00627800179,195439
45031.79578311948,195440
28317.776020800964,195442
20923.961731325646,195443
422230.72007134574,195444
165257.4690169131,195445
70498.40805845248,195446
352809.9034830389,195447
189812.40748359344,195448
174661.50657605968,195449
266694.2786436628,195450
87911.90167651643,195451
58748.81890882588,195452
563692.1055560375,195453
15511.553457243723,195454
NA,195455
NA,195456
157386.85979789455,195457
310016.24942175386,195458
98272821.23414364,195459
332612.4863758148,195460
913339.967975666,195462
1850.418384874229,195463
764506.5995587347,195464
610839.7879710835,195465
140743.57335711524,195466
91821.44538088074,195467
80938.12101467738,195468
368682.10950022686,195469
293427.1045140458,195470
323963.8107454319,195471
143794.71154146123,195472
143794.71154146123,195473
738949.1691886599,195475
320154.6908802157,195477
67090.98353014741,195478
39621.13400834257,195479
209948.6970009901,195485
24091.24228635306,195486
678760.3597417793,195487
4524032.807434689,195488
201100.92018531795,195489
75232.30047317271,196013
1376.2432095040845,196014
45124.36036752247,196015
1097553.0914788847,196016
305229.96194522147,196017
952556.7868973527,196018
821992.6978268377,196019
25676.192436771023,196020
3354.1562136913894,196021
38714.69970311574,196022
6022.810571588265,196023
26694.40283528838,196024
1118.6342376654695,196025
328998.97475081106,196026
7819.087408728625,196027
633.9800601671858,196028
6656.790631755451,196029
8088.921882000397,196030
2641.583584029941,196031
39809.75617890762,196032
1162.296776973174,196033
181740.95058125994,196034
169378.3394079998,196035
811468.2794960814,196036
81401.8171879194,196037
4153.180669166725,196038
613196.6917779178,196039
109797.31251911508,196040
6973.780661839044,196041
38131.36821175372,196043
364798.7633153535,196044
36515.8542699647,196045
42054.010657756655,196046
1197.2268071597323,196047
NA,196049
NA,196050
367358.2613360026,196051
1392545.0614639272,196052
526.5702175009694,196053
290890.3110205756,196054
10979.381947641885,196055
356676.65788200294,196056
1404598.541780565,196057
1134819.0682233905,196058
5388.830511421079,196059
139264.2865500585,196060
529199.5733351709,196061
438185.01166608505,196062
633.9800601671858,196063
415800.9746358029,196064
95882.06146092094,196065
1952.5887296253893,196066
15990.968124230898,196067
40680.38719406109,196068
116546.66772740099,196069
4403.803643785264,196071
108093.60025850518,196072
894655.0212339341,196074
NA,196076
4120.870391086708,196078
107065.78409176713,196079
2773.4444484565506,196080
3529.679617425704,196081
2526.3144787460747,196082
4356.6480995694965,196083
2562.1177617341555,196084
25891.01211580543,196085
107776.61022842159,196086
4630.848836848882,196087
3225.7883541728434,196088
2383.1013530917776,196090
11316.45673547826,196091
NA,196307
NA,196308
NA,196310
NA,196318
NA,196319
75.09956537345252,196440
NA,196441
NA,196445
NA,196673
7405.166563299059,196674
NA,196686
47846.28302842104,196687
NA,196688
1640902.8202930947,197087
384254.7905508406,19708732
136570.30791759968,19708753
123523.06819094352,19708759
233464.46703261943,19708766
43314.11148240874,19708770
805823.5864664661,19708780
277341.825325001,19708816
NA,19708918
35372.76901368785,19708976
74669.05370098806,19709023
2579.5827736784217,19709100
474831.8535988463,19709103
90915.01109848426,19710303
74682.15245207373,19710863
241504.4868750353,19710927
829.5882342503337,19710984
34141.48541654703,19711070
276813.508608195,19711082
42013.84112178251,19711112
10276.415079903105,19711179
43918.401055965114,19711252
49704.56062848091,19711306
176166.1177127861,19711325
173392.6731808807,19711394
5225.532615417948,19711507
145033.85439492165,19711761
389821.7641748036,19711843
4099.912374234378,19711938
915183.4003790652,19712189
13833.16547749377,19712304
1526922.6366912199,19712515
320407.9336140261,19712597
1766471.915112077,19712646
699.4738691287425,19712826
56126.44683919424,19715239
234554.28399081493,19715267
211597.3944846822,19715433
106232.70286520479,19715512
719393.5913601345,19715612
4523052.146882036,19715689
51141.05818681965,19715765
315011.24387777556,19716054
177521.40285033014,19716454
73448.24913746551,19716630
2479601.678657224,19717202
661929.3243559778,19717334
60301.4587984834,19717382
2304822.283230072,19717509
1121211.2014215486,19718050
526344.9165903056,19718342
904889.520362007,19718565
462000.30670325767,19718927
162415.91098534537,19719775
254985.73230091872,19719847
88069.96007499813,19719913
2956344.204888223,19720016
65601.2177178135,19720058
582923.7072438948,19720743
31615.17095354602,19720826
89979.75949882963,19720909
40784789.563239194,19720962
18596.748431570784,19723127
22443.418085378107,19725134
312739.0453510022,19742996
31165.44678734022,19743004
36590.95383769991,19743016
129749.34612444353,19743022
104289.71989750206,19743027
86749.60489954325,19743032
51140.18493401813,19743037
48960.55099873307,19743044
284225.66114194755,19743050
48453.19232397152,19743056
160377.7437047507,19743065
141854.34833216306,19743072
338616.08552531025,19743079
988869.1736912539,19743094
344130.66408332804,19743108
571408.1493821712,19743115
363538.6624718073,19743123
822047.7126092662,19743170
888919.5102601391,19743205
10821.323562149862,19743226
376842.6380096092,19743237
1244356.1519650272,19743257
1822231.5965634596,19743295
45646.56433203738,19743327
18690.186254604745,19743348
3182307.4479233217,19743419
128572.20412542079,19743545
40110.15443331615,19743604
98795.22604271979,19743628
675762.4898090668,19743631
591669.3137040894,19743693
6624727.483141304,19743767
5990456.63063554,198568
2882429.639845091,198580
NA,198581
2852380.2075588577,198582
3748490.937859624,198583
NA,198632
190898.7313959437,198763
NA,198764
NA,198765
1625044.586363046,198766
NA,198767
NA,198774
NA,198920
182168446.13089386,198921
767671.2604889938,19950
4111.264629164039,199651
4450.085928901484,199659
NA,199932
1014451.9283176854,200014
280427.893531661,20047
NA,200714
NA,200715
18079.783953555765,201946
11780.152897600314,201947
33042.93594529413,201948
32607.18380580586,201996
70201.50272235415,201997
36706.22292094069,201999
303266.8941567857,202000
NA,202001
140214.38338750773,202053
NA,202406
182938.17741125,20314
3573286.2693262086,20315
NA,20316
46842.044633594065,20317
664074.0282311607,20318
NA,20425
1541396.768232399,2055
105459.00267799334,2057
17466751.45419392,2058
3810297.880930925,2059
1089361.1260493223,2060
1295485.8578977045,2061
13408103.673502974,2062
NA,20662092
NA,20662212
795.5314568652977,20724
209750317.13466334,20729
29734361.676116988,20730
251897955.99361306,20731
48576191.42972196,20732
198024885.61241737,20733
209081343.29648525,20738
NA,21132053
NA,21133172
213743.8448577924,21133184
NA,21257
NA,21341
NA,21342
NA,21343
56677661.940197825,21500
829.5882342503337,21689
199321380.07439393,21856
210734196.5532682,21857
66287056.64371205,21858
219928932.4939664,21859
31861906.193311647,21860
NA,21994
NA,22103
317273.8366193038,22104
253705224.43839788,22563
NA,22680033
NA,22680038
NA,22680047
NA,22680052
NA,22680398
NA,22680405
NA,22680409
NA,22680412
NA,22680415
NA,22680423
NA,22680427
NA,22680441
NA,22680455
NA,22680485
NA,22680492
9633905.10586767,22693490
12086615.027055586,22693494
20008385.374692943,22694160
1585679.3148701424,22694210
17757560.55285402,22694218
81324110.95466807,22694240
15877549.445214197,22694245
45116854.780108854,22694251
NA,22694271
NA,22694279
120153.19341973946,22694282
NA,22694286
NA,22694289
NA,22694292
NA,22694296
275284.44652449724,22694299
NA,22694303
NA,22694308
1410028.4150602932,22694313
NA,22694317
NA,22694321
NA,22694324
NA,22694329
NA,22694334
NA,22694337
NA,22694340
NA,22694343
NA,22694362
9917136.13443684,22694373
NA,22694379
NA,22694384
NA,22694387
NA,22694393
NA,22694417
NA,22694420
NA,22694428
NA,22694432
NA,22694436
NA,22694443
675.8960915100857,22694452
NA,22694455
673069.3844076616,22694462
2145793.7120171487,22694469
15176556.121739289,22694473
2245945.969636788,22694476
59832583.370689854,22694479
NA,22694493
40402466.403409,22694497
12221948.812155342,22694502
NA,22694524
NA,22694542
NA,22694552
NA,22694561
NA,22694571
1131.732990325643,22694585
6567552.2622951595,22694591
33950648.68642041,22694601
NA,22694607
NA,22694612
NA,22694618
NA,22694623
NA,22694629
NA,22694635
NA,22694641
NA,22694646
NA,22694651
NA,22694656
NA,22694666
NA,22694673
114980.92908272153,22694685
NA,22694691
NA,22694699
NA,22694705
1394278.4643410447,22694716
NA,22694722
43033495.00596186,22694730
173890030.56265727,22694740
NA,22694750
844733.8942845225,22694787
168686271.580345,22694794
84323333.51914443,22694799
5501389.042858385,22694805
NA,22694821
19729.354670761684,22694830
145834.6253418295,22694834
14545274.40624932,22694837
20093543.916658286,22694841
21406819.639347985,22694847
8555790.57681347,22694852
6551728.958754088,22694861
6225098.239545355,22694864
2281076.8483091677,22694867
2175865.8487948393,22694870
1864637.5273843214,22694875
734742.7201860838,22694887
5367976.409757606,22694896
898901.6397363691,22694899
4053584.6725860736,22694903
19737761.467412494,22694906
7973644.936057008,22694915
1864370.312562683,22694918
4801799.905687641,22694921
5396782.332931685,22694924
18655469.306581367,22694927
14405007.627733083,22694931
10785411.123515751,22694934
NA,22696599
NA,22696602
NA,22696606
NA,22696610
24777621.759409864,22696637
117822024.28204143,22696641
103276414.54780766,22696645
680306.8868460811,22696649
18112279.3824764,22696657
1089783.7794569142,22696668
7250849.159595924,22696675
4276508.129576522,22696683
901489.0817766015,22696686
122805044.6813059,22696694
136950584.18035775,22696698
NA,22696730
NA,22696743
NA,22696753
58.507799145429466,22696756
95009.6839840538,22696766
NA,22696770
NA,22696773
NA,22696776
NA,22696779
NA,22696782
NA,22696792
NA,22696799
NA,22696802
NA,22696806
451508.19866052055,22696810
NA,22696813
865.3915109403885,22696840
747.5026535499811,22696846
11564.459962713778,22696853
6604.395577028574,22696861
3786.4153490588487,22696869
1896.7006762884748,22696876
NA,22696883
NA,22696887
NA,22696894
277002.1307801377,22696898
NA,22696901
10779.407509551125,22696907
NA,22697590
455889.2978026142,22697619
11515420.824665485,22697724
2565595.9216405996,22697728
108558743.39517963,22697733
94958984.75501898,22697738
4196347.201983841,22697742
21564069.398743488,22697748
12231748.432776675,22697752
26455407.19909542,22697755
16715200.40341216,22697758
33852896.994740985,22697761
1221394.89614529,22697776
3461583.523451834,22697782
382610.4592953361,22697789
20705899.66800026,22697793
217925.84280150878,22697797
77180.52293564148,22697800
738085.5240718278,22697805
290797.74646500574,22697810
875722.9445046802,22697817
2256173.4827567176,22697822
4385.465368017931,22697825
NA,22697829
NA,22697834
NA,22697839
NA,22697842
NA,22697847
99453237.09115991,22697852
91856616.42895354,22697859
28542839.815780602,22697866
97109775.20785551,22697870
58267391.39261409,22697875
136047559.92344865,22697879
35683979.86120147,22697885
59993448.388177484,22697888
74893.47917343528,22697896
118824.97897103902,22697913
49814191.18933748,22697925
142633.2880562586,22697935
30429815.097371597,22697949
118698720.90099823,22697954
67482454.86470649,22697957
119681987.29770325,22697963
18843297.688049376,22697967
122325127.01455078,22697970
120592827.14867915,22697975
76193717.26237607,22697984
34577041.94346509,22697987
1773262.3130579672,22697990
47690064.57537587,22697997
22401056.68553144,22698001
47626077.12508086,22698005
50894290.617718704,22698012
19282270.37203173,22698017
15568116.527777905,22698020
87699230.18373127,22698027
44274318.85808725,22698030
26410441.770337258,22698035
66611209.95016505,22698039
59894172.00111048,22698042
1844827.8335261804,22698049
74766871.78392161,22698055
31550468.29166185,22698062
52202446.470875375,22698080
19859290.90417724,22698084
15866836.405227445,22698088
7463366.087214464,22698092
0,22698097
75513006.06039342,22698102
50844361.63139105,22698106
83984745.37743814,22698114
56147069.53206278,22698119
21092291.303020775,22698124
6945200.910504855,22698128
117831562.8001996,22698132
8128323.845181654,22698136
107239285.05656882,22698140
39617040.20847014,22698150
18827439.45410496,22698155
82900809.75831625,22698159
32844264.40943184,22698172
120301522.0438709,22698175
110174526.28341575,22698182
117684811.26116563,22698188
14599494.546468152,22698195
63641903.210924715,22698201
209152618.89710987,22698209
112817736.73374128,22698216
51170045.74635422,22698222
69061010.19987531,22698226
2941589.7599234064,22698230
2819384.4271501037,22698235
1879824.231479684,22698246
10225940.312023837,22698249
3985700.7773896446,22698252
NA,22698267
12467.401257521773,22698272
417122.2030457557,22698277
459494.9502303424,22698280
1007933.1113947564,22698288
21623853.019638944,22698300
97655712.37841366,22698305
11248394.710524362,22698310
56406397.06707757,22698314
1739668.3558482195,22698320
48038564.11292115,22698335
84545811.61796246,22698350
45388020.97591761,22698365
109781876.93332762,22698375
66951718.3698084,22698388
51477624.752699494,22698393
83809586.99108534,22698398
21647909.33203898,22698425
61331456.31923996,22698431
263752846.94296256,22698436
1756827.7335332048,22698442
74282023.74433553,22698448
104852543.9916752,22698453
190222065.1186571,22698459
75972356.05119278,22698465
29583193.234988306,22698471
50420035.10951933,22698477
2565855.2770967856,22698485
11807433.26274235,22698496
19569376.01425815,22698520
77891.34906914692,22698530
13709091.383162927,22698535
12094270.816901812,22698543
22349276.40767298,22698548
7944935.0704097515,22698557
345072.9016479253,22698562
1591959.7343683022,22698567
19507983.86516099,22698572
NA,22724836
NA,22724845
NA,22724879
33948320.59945071,22727746
12714129.538828,22728011
41238490.49454544,22728318
65258305.23412517,22728323
29099209.713146396,22728328
31995370.348013207,22728349
38698619.66757291,22728364
35274328.31811979,22728372
3760995.8888903856,22728432
12042738.542397134,22728437
9371343.923612596,22728442
1600332.462750292,22728808
NA,22728950
1384972.2306977122,22728990
957227.8053159348,22729000
28365697.40327228,22729148
14861457.552415252,22729421
23888377.39963473,22729604
54745637.397396594,22729609
NA,22729686
NA,22729877
58920954.97422296,22732244
NA,22732425
14312879.671160202,22733705
NA,22733979
6411455.193795538,22733989
46169561.20527366,22734070
NA,22734194
7021248.827282786,22734408
11089108.530286262,22735250
736920.6076133057,22735624
NA,22735929
44091615.585010245,22736135
130228138.18927203,22736173
15358545.948554177,22823
268301852.97527185,23148
289854478.4230053,23211
2394250.1484344397,2467
2540441.9332183343,2468
539621.8213762837,2469
3189792.080214446,2472
346938395.834349,2474
316403472.7804917,2475
224868035.36546922,2476
343334862.7782098,2477
205981749.28817698,2478
173393352.59464157,2480
1430840.6007489094,2636
104942425.07430153,2762
22645320.644931737,2763
NA,31382
NA,33705
NA,34364
16835337.004763857,3590
3359.395717904472,3764
72409644.84862374,3778
NA,3851
15660502.966375068,3852
NA,3853
10833425.070528036,3854
274302633.17687994,3855
126615927.63935739,3897
NA,3898
NA,39303
NA,39324
807406.790108132,39327
NA,39328
408280.53896722,39329
394316.3858859737,39331
NA,39332
472212.10123172426,39333
NA,39334
NA,39335
4370090.921801259,39336
154506661.32891825,39337
201944137.24569097,39338
264507005.5206913,39339
223106217.00372761,39341
32453801.679075263,39342
110488.05389171872,39345
134364.47649273934,39346
1450662.5200607562,39347
762777.5630210043,39348
610812.7172444517,39349
NA,39350
NA,39351
11158103.200449178,39352
629422.5644814287,39353
NA,39354
836175.1635070031,39355
805109.2673508829,39356
NA,39357
3562864.8945652544,39358
NA,39359
8552.61806154043,39360
120735.65168506656,39361
273635.7490778061,39362
NA,39363
NA,39365
NA,39366
2164792.1559661087,39367
NA,39368
5692291.26731159,39369
167186165.60180655,39370
NA,39371
NA,39372
201566211.77667865,39374
NA,39375
29474116.355001215,39378
NA,39379
5991514.137313687,39380
282296638.8278457,39381
NA,39382
5793814.529016074,39383
27488602.58237122,39384
31390301.875070423,39385
31281306.206683412,39386
NA,39387
17678240.56540511,39388
NA,39389
NA,39390
NA,39393
509605.5725896388,39394
410576.31526964385,39396
2850644.1849975344,39397
5135346.770571304,39399
497841.13813215203,39400
NA,39412
NA,39413
25236920.22855115,39415
NA,39416
509883.2662704205,39771
NA,39773
NA,39774
107054462.40449107,40635
0,40711
NA,40715
45591.549515756924,40773
NA,40797
NA,40802
NA,41006
NA,41007
NA,41008
190715.34876659265,41009
NA,41010
2423.2708874914183,41030
128830.68630912376,41064
829.5882342503337,4131
348069.8983691672,4159
NA,4160
141691.9237267496,4161
86238.75315689338,4162
11553645.63037189,41664
2341933.6945597488,41665
1606335.1885531058,41666
102344.99042104729,41668
7961305.902728382,41670
9293096.28851075,41671
17852024.455770027,41672
5938738.353651786,41711
16091776.198291223,41712
21645092.225427914,41714
46549035.82093404,41715
NA,41716
203586.19187686287,41718
1271822.508513414,41719
59087.64022745741,41720
8609.37936138084,41721
404701.9573314656,41722
475878.8812130661,41723
487600.5262969568,41724
290209.1754217034,41725
210156.53068595345,41726
801465.1918612935,41727
127147.93207481323,41728
499385.9187135312,41729
NA,41730
100671.84193291437,41731
34764.113228082584,41732
1463143.893269124,41733
1300906.1254084248,41735
5784507.422081069,41736
9515281.848495025,41737
8146248.190934223,41738
NA,41739
252538.8836318724,41740
7742949.547248297,41741
NA,41743
811993.1031303365,41746
5695773.791281571,41747
3728902.1764601655,41749
779400.7646383937,41752
NA,41753
1029257.0218939177,41754
347381182.8775364,41755
44758.46829234359,41759
25657792.169746418,41760
92370.72008619795,41761
2477797.542576754,41762
NA,41791
NA,41792
170588.66497569226,41793
3606668.0264812964,41794
236984.54085978135,41795
1742201.6562882673,41796
NA,41797
5103355.2284169495,41798
670758.7628935209,41799
799140.5983301775,41800
9120710.472950425,41801
1862240.4538843576,41802
45009.09124806805,41804
53132.06995153966,41805
557132.2457585221,41806
377673.0994447023,41807
124682.74516621321,41808
55886.30288244891,41809
NA,41810
1235717.0820362438,41811
283224.0424868279,41812
167941.84189059824,41813
500088.8856245689,41814
4227931.809262726,41816
NA,41818
57311.44815909137,41819
1278284.5641971214,41820
274601.5643381477,41821
172256.57393127098,41822
15077631.654145356,41823
NA,41824
4135002.2083318997,41825
1375391.796499743,41826
648053.3696037866,41827
NA,41828
2148609.9458017084,41829
2126280.9234610577,41830
9543313.198245427,41831
11457479.762867782,41832
12460720.897718564,41835
NA,41836
NA,41837
NA,41838
545732.8301432908,41839
1191111.4326918004,41840
NA,41841
NA,41842
32438.646411887672,41843
NA,41844
127639.57228731975,41845
NA,41846
NA,41848
15020805.733917847,41850
5491123.107091674,41851
NA,41852
NA,41853
NA,41854
843720.9234863616,41855
533364.1062608417,41856
1358284.8138962511,41857
2505277.871154614,41858
11277418.946450185,41859
4008.221044207409,41860
14679.345502376978,41861
NA,41862
379440.5590070962,41863
NA,41864
47138.9499122229,41866
3773.3165759300905,41870
4181599.742831535,41871
NA,41872
NA,41873
NA,41874
62178.94796450666,41875
7743511.047387345,41876
2208986.504009591,41877
22555191.55993983,42566169
226598.9694819932,42568145
5185228.600939862,42700
585531.2341135199,42701
9932.354275952577,42703
855022.5349683001,42704
366316.4731685264,42706
317835.33683048247,42707
18276.265396579125,42709
165785.7857337191,42710
200866.0157296367,42711
NA,42712
419707.0253080005,42713
203396.69646609237,42716
136865.46666336682,42717
6339.800601671858,42718
283677.2596390476,42720
526616.4975376903,42721
282327.213950609,42722
312763.496349145,42723
489442.21218373143,42725
411922.86794412107,42726
364538.5345961318,42727
418752.56222592975,42728
615166.7455383815,42729
16550.721872613405,42730
499.49944048502164,42830689
1625378.1681066116,42838
222254157.40810308,4292
NA,43270317
NA,43398244
NA,43398250
NA,43508842
NA,43508845
NA,43508905
NA,43508949
7516.069388830248,4360
988.5198788419044,4361
156869.89538531995,4362
0,4363
NA,4364
NA,43974
NA,44166
773277.5302410405,44170
14053.224667039285,44171
NA,44183
NA,44186
136000.94841044353,44205
11395.922570370098,44206
466186.67090960394,44207
1129454.6887266445,44209
66505.03226069949,44210
85364.62916832198,44211
328909.02985395986,44212
285209.81474103674,44213
54848.007700986665,44214
434760.1221644111,44215
37454.5988524843,44216
2489974.1513028205,44217
399046.7853264887,44218
71322.75676880841,44219
58747.94565602436,44220
1077256.9970865317,44221
768141.9424728769,44222
646012.5825246376,44223
380251.8089860478,44224
1086273.3113071437,44225
533642.673306215,44226
8664.394155618205,44227
49033.03083010681,44228
75337.96381653391,44229
301709.8881023145,44496
751763.2510628572,44514
47548.50451253894,44515
860967.6261728115,44563
34711.718170206696,44564
2200203.3478738745,44565
4831805.675523034,44566
475427.4105829817,44567
813006.0741274757,44568
488359.3812354505,44569
76288.93390678469,44570
736523.2785465034,44571
25749.54550520122,44572
311613.4251066696,44573
212461.91275069362,44574
58113.09234935368,44575
8770.057498979404,44576
22823.28216601869,44577
61317.0494401707,44578
109542.32324742428,44579
616819.8092577402,44580
859930.2042835134,44581
181479.8486139603,44582
354347.69810498616,44583
357204.10133498587,44584
279989.52166604553,44585
271142.61808113183,44586
518989.52533789305,44587
178444.42889501835,44588
2169346.1585460906,44589
412325.4365913032,44590
1043369.6276416387,44591
NA,44592
136123.20352396902,44595
42307.25337818371,44596
367444.71314449696,44597
584738.3224469429,44598
28634.76605088456,44599
21449.65870232312,44600
8347.404125534613,44601
104184.05655414087,44602
231750.27575413635,44603
105.66334336119763,44604
341344.1208491467,44606
58114.8388486587,44607
17011.79828115282,44608
112742.78736639787,44609
8347.404125534613,44610
45320.84179283264,44611
79473.67946116033,44612
239390.34678886173,44613
133425.73190392173,44614
124978.77717944447,44615
83248.74258677964,44617
264417.71388043574,44618
682902.1881434203,44619
146121.92486011016,44620
406076.45412983705,44621
1706927.5647991318,44639
276290.4313719845,44640
222527.0011186822,44641
150062.03235584553,44642
176254.3159641,44643
2113.2668672239524,44644
49027.7913195957,44645
3227.534850328849,44646
464861.0762240316,44647
1409651.170835283,44649
861256.6722455049,44650
544166.2183101678,44651
130261.07109470283,44652
398366.5229985249,44653
9404.037559146589,44654
91504.45535079714,44655
83262.71456862373,44656
109678.55040892314,44657
1499466.7591996752,44666
124391.07939602894,44671
377998.8219978808,44672
NA,44673
NA,44674
32602.81756384134,44675
9000.595696951084,44676
52102.50729809265,44677
88751.96893808701,44678
NA,44681
NA,44682
NA,44683
NA,44684
NA,44686
1245771.691532493,44993
1475424.418914528,44996
47126183.84760696,45048812
16376087.437876385,45048990
46145242.91772328,45061132
6867.24407197435,45354718
19900.511834893237,45354823
NA,45433088
NA,45925
21740969.9201879,45959011
24710563.08585067,45959182
13861003.833918998,45959186
NA,46075152
NA,46075167
NA,46075186
NA,46075209
NA,46075224
NA,46075248
1101469.6212477793,46075339
NA,46075359
NA,46075376
NA,46079096
NA,46079214
473140.3668441963,46079217
NA,46079226
325210.81289457466,46079239
420630.051472056,46079290
NA,46079321
NA,46079476
NA,46079519
NA,46079775
NA,46079801
NA,46079816
NA,46079840
NA,46079868
28729.077135183015,46079873
NA,46079911
NA,46079924
NA,46080027
NA,46080080
331798.6167030135,46080101
NA,46080159
NA,46102529
NA,46102569
NA,46102582
NA,46102624
NA,46102674
NA,46102713
NA,46102735
NA,46104027
861433.06908547075,46104049
434273.7214293511,46104052
308816.4028687856,46104061
NA,46104064
NA,46104071
NA,46104074
386232.7036884673,46104077
NA,46104090
NA,46104109
886192.3481841839,46104116
647963.424960431,46104124
401799.27185098885,46104127
NA,46104133
1016501.4480837765,46104136
NA,46104139
698914.1144128258,46104142
449792.26092475204,46104147
404633.8439136776,46104150
118028.5742881388,46104153
NA,46104160
NA,46104167
NA,46104170
514702.73740222043,46104173
581400.758073875,46104176
392399.6005527008,46104199
576128.9431914476,46104208
891200.4413653119,46104211
896934.2059334851,46104218
824708.5078543203,46104227
704742.1900294774,46104232
741398.6377713965,46104241
836958.469697824,46104251
675032.452387892,46104265
905382.9071446712,46104272
368804.3647263296,46104287
1033478.3163412376,46104430
NA,46104765
924318.4768761763,46104789
525152.0560394777,46104807
36457.34649601138,46104864
NA,46107486
NA,46107620
NA,46107890
NA,46108119
1050031.6579815059,46108252
NA,46109068
NA,46109095
178791903.2598317,4615
3844370.3795977635,46864
961847.3018379244,46865
36300199.74680839,46967807
86730133.15367863,46967817
42130389.536462024,46967827
33372246.67099603,46967838
13278159.592543354,46967863
6961428.529757662,46967873
400354.91493871104,47136863
NA,47136868
456835.90167687985,47137241
18920.724465172476,47137303
NA,47137465
21667.971392563617,47137515
NA,47139706
172852.130877815,47140942
NA,47141089
NA,47141104
304141.0182957225,47141177
43307.998749011735,47141289
181540.97613844564,47141293
82974.54186524532,47141351
1474.9205556452068,47141354
53809.71256833413,47141401
319762.60134065367,47141570
138626.81353379294,47141697
8017.315334918314,47141712
71424.92712458111,47141727
461258.9169618112,47141736
12045.62115262357,47142326
108297.06773456864,47142330
189328.62654413568,47142333
52747.8396131895,47142337
443759.8446998821,47142899
29771.73855644483,47142908
306245.5526609106,47142915
182353.0994048379,47142918
366076.32925429277,47142927
21030.498333786392,47142930
21874.058586094474,47142939
18160.996303891312,47142944
62448.78246041197,47142954
49326.44308178449,47143144
2428.510398002527,47143154
231269.98790205142,47143163
277606.4202972087,47143173
23679.06794967555,47143176
85166.401294091,47143206
577.2187603267752,47143213
19601.860091598523,47143216
385245.0569262322,47143309
298937.31696963974,47143314
547718.6026130103,47143351
15305.466246393293,47143372
118388.35360157957,47143381
161735.6486290404,47143391
587400.8640907306,47143394
NA,47143398
649786.7725777363,47143407
2600.5408094248296,47143421
59407.24999390248,47143432
320025.4498521318,47143452
175538.25031831214,47143476
1086.3239595854523,47143503
11576.68548461552,47143866
228290.45631989525,47143869
312757.38365353615,47144358
319389.7232887233,47144430
547777.1104247518,47144448
378987.3419564321,47144466
171795.49759673336,47144528
317376.0069865901,47144544
156873.38835401437,47144580
156611.41313706222,47144628
90321.20061050486,47144698
93306.84498903829,47144741
236770.59447684741,47144879
502811.6816569475,47144896
4475.410209761426,47144901
430614.8008161188,47144911
162156.55558033098,47144922
25619.43114795216,47144957
9678.238302724,47144987
99748.81594490836,47144995
35086.34275293222,47144999
5735.511061180122,47145002
NA,47150056
407935.6050694931,47150210
NA,47150446
7290.770691922637,47150568
39008.98521153121,47150895
478677.65015257924,47153711
264404.615107307,47153728
144131.78638597982,47153782
NA,47153791
497263.046066573,47166619
NA,47166659
314702.98637570714,47166662
4018.700055782587,47259883
91759.44454730525,47260360
NA,47385652
44750.60904862002,47400952
58301.714537238295,47401609
1625.1196911156314,47407760
NA,47407786
1664.4159664157237,47728602
3289.5356575313554,47728610
30992.543108945836,47728648
4629.975596643411,47728650
28714.231866882317,47735321
795.5314568652977,4805
21846.114561000522,48319933
228465.10638344294,48320326
313476.94225739053,48320397
228465.10638344294,48320496
38733.03798124484,48321090
228362.93604498982,48321143
NA,48321151
328874.9731560874,48321164
84383.09530559422,48321178
NA,48321187
171723.89099139452,48321442
9000.595696951084,48321557
30601.326796993188,48342089
40337.19968739189,48342092
NA,48342093
30601.326796993188,48342097
15124.703360488986,48342099
NA,48342100
234378.7606343158,48342101
17984.599653653502,48342103
7204.318862959737,48342104
NA,48342105
NA,48342108
257596.7521408128,48342109
NA,48342111
NA,48342115
272802.66795516113,48342117
NA,48342119
41735.274128368044,48342120
NA,48342122
91113.23902309944,48342123
NA,48342125
543120.064045188,48342126
15124.703360488986,48342128
9000.595696951084,48342129
NA,48342130
209478.0148565074,48342133
NA,48342134
NA,48342137
147001.2884095769,48342141
91465.159062901,48342142
8253.9662899046,48342143
17850.11902767331,48342144
NA,48342145
29346.465437191524,48342148
7394.687548574868,48342149
36232.9210180534,48342150
50215.41237113079,48342152
82741.38386281475,48342153
NA,48342154
18441.309791887277,48342158
282804.88225802855,48342160
111328.99436121738,48342162
NA,48342164
NA,48342166
NA,48342168
98608.35036939321,48342170
NA,48342171
NA,48342173
366859.6351388721,48342174
76130.00238185562,48342176
30601.326796993188,48342177
2239.888233735506,48342178
530654.4091771494,48342179
NA,48342180
1134590.2764765047,48342181
NA,48342182
369043.6354373587,48342183
153407.45606199026,48342185
NA,48342186
NA,48342187
NA,48342191
77699.23390941888,48342193
65322.65072715442,48342195
40574.723853848904,48342196
435064.0134756864,48342197
5533.790114337304,48342198
107208.12398823751,48342200
NA,48342201
NA,48342204
139723.61643961153,48342206
6264.701043383685,48342207
11197.694647329421,48342208
NA,48342209
NA,48342210
NA,48342213
NA,48342217
171106.5027187112,48342218
NA,48342219
183.38266005393814,48342221
NA,48342223
NA,48342225
9000.595696951084,48342228
191397.3577446205,48342229
41158.92861454477,48342230
