iucn_sid,sens,stressor,code
133499,TRUE,shipping,4.3
133500,TRUE,shipping,4.3
133501,TRUE,shipping,4.3
133502,TRUE,shipping,4.3
133503,TRUE,shipping,4.3
133504,TRUE,shipping,4.3
133505,TRUE,shipping,4.3
133506,TRUE,shipping,4.3
133507,TRUE,shipping,4.3
133508,TRUE,shipping,4.3
133509,TRUE,shipping,4.3
133510,TRUE,shipping,4.3
133511,TRUE,shipping,4.3
133512,TRUE,shipping,4.3
133513,TRUE,shipping,4.3
133514,TRUE,shipping,4.3
133515,TRUE,shipping,4.3
133516,TRUE,shipping,4.3
133517,TRUE,shipping,4.3
133518,TRUE,shipping,4.3
133519,TRUE,shipping,4.3
133520,TRUE,shipping,4.3
133521,TRUE,shipping,4.3
133522,TRUE,shipping,4.3
133523,TRUE,shipping,4.3
133524,TRUE,shipping,4.3
133525,TRUE,shipping,4.3
133526,TRUE,shipping,4.3
133527,TRUE,shipping,4.3
133528,TRUE,shipping,4.3
133529,TRUE,shipping,4.3
133530,TRUE,shipping,4.3
133531,TRUE,shipping,4.3
133532,TRUE,shipping,4.3
133533,TRUE,shipping,4.3
133534,TRUE,shipping,4.3
133535,TRUE,shipping,4.3
133536,TRUE,shipping,4.3
133537,TRUE,shipping,4.3
133538,TRUE,shipping,4.3
133539,TRUE,shipping,4.3
133540,TRUE,shipping,4.3
133541,TRUE,shipping,4.3
133542,TRUE,shipping,4.3
133543,TRUE,shipping,4.3
133544,TRUE,shipping,4.3
133545,TRUE,shipping,4.3
133546,TRUE,shipping,4.3
133547,TRUE,shipping,4.3
133548,TRUE,shipping,4.3
133549,TRUE,shipping,4.3
133550,TRUE,shipping,4.3
133551,TRUE,shipping,4.3
133552,TRUE,shipping,4.3
133553,TRUE,shipping,4.3
133554,TRUE,shipping,4.3
133555,TRUE,shipping,4.3
133556,TRUE,shipping,4.3
133557,TRUE,shipping,4.3
133558,TRUE,shipping,4.3
133559,TRUE,shipping,4.3
133560,TRUE,shipping,4.3
133561,TRUE,shipping,4.3
133562,TRUE,shipping,4.3
133563,TRUE,shipping,4.3
133564,TRUE,shipping,4.3
133565,TRUE,shipping,4.3
133566,TRUE,shipping,4.3
133567,TRUE,shipping,4.3
133568,TRUE,shipping,4.3
133569,TRUE,shipping,4.3
133570,TRUE,shipping,4.3
133571,TRUE,shipping,4.3
133572,TRUE,shipping,4.3
133573,TRUE,shipping,4.3
133574,TRUE,shipping,4.3
133575,TRUE,shipping,4.3
133576,TRUE,shipping,4.3
133577,TRUE,shipping,4.3
133578,TRUE,shipping,4.3
133579,TRUE,shipping,4.3
133580,TRUE,shipping,4.3
133581,TRUE,shipping,4.3
133582,TRUE,shipping,4.3
133583,TRUE,shipping,4.3
133584,TRUE,shipping,4.3
133585,TRUE,shipping,4.3
133586,TRUE,shipping,4.3
133587,TRUE,shipping,4.3
133588,TRUE,shipping,4.3
133589,TRUE,shipping,4.3
133590,TRUE,shipping,4.3
133591,TRUE,shipping,4.3
133592,TRUE,shipping,4.3
133593,TRUE,shipping,4.3
133594,TRUE,shipping,4.3
133595,TRUE,shipping,4.3
133596,TRUE,shipping,4.3
133597,TRUE,shipping,4.3
133598,TRUE,shipping,4.3
133599,TRUE,shipping,4.3
133600,TRUE,shipping,4.3
133601,TRUE,shipping,4.3
133602,TRUE,shipping,4.3
133603,TRUE,shipping,4.3
133604,TRUE,shipping,4.3
133605,TRUE,shipping,4.3
133606,TRUE,shipping,4.3
133607,TRUE,shipping,4.3
133608,TRUE,shipping,4.3
133609,TRUE,shipping,4.3
133610,TRUE,shipping,4.3
133611,TRUE,shipping,4.3
133612,TRUE,shipping,4.3
133613,TRUE,shipping,4.3
133614,TRUE,shipping,4.3
133615,TRUE,shipping,4.3
133616,TRUE,shipping,4.3
133617,TRUE,shipping,4.3
133618,TRUE,shipping,4.3
133619,TRUE,shipping,4.3
133620,TRUE,shipping,4.3
133621,TRUE,shipping,4.3
133622,TRUE,shipping,4.3
133623,TRUE,shipping,4.3
133624,TRUE,shipping,4.3
133625,TRUE,shipping,4.3
133626,TRUE,shipping,4.3
133627,TRUE,shipping,4.3
133628,TRUE,shipping,4.3
133629,TRUE,shipping,4.3
133630,TRUE,shipping,4.3
133631,TRUE,shipping,4.3
133632,TRUE,shipping,4.3
133633,TRUE,shipping,4.3
133634,TRUE,shipping,4.3
133635,TRUE,shipping,4.3
133636,TRUE,shipping,4.3
133637,TRUE,shipping,4.3
133638,TRUE,shipping,4.3
133639,TRUE,shipping,4.3
133640,TRUE,shipping,4.3
133641,TRUE,shipping,4.3
133642,TRUE,shipping,4.3
133643,TRUE,shipping,4.3
133644,TRUE,shipping,4.3
133645,TRUE,shipping,4.3
133646,TRUE,shipping,4.3
133647,TRUE,shipping,4.3
133648,TRUE,shipping,4.3
133649,TRUE,shipping,4.3
133650,TRUE,shipping,4.3
133651,TRUE,shipping,4.3
133652,TRUE,shipping,4.3
133653,TRUE,shipping,4.3
133654,TRUE,shipping,4.3
133655,TRUE,shipping,4.3
133656,TRUE,shipping,4.3
133657,TRUE,shipping,4.3
133658,TRUE,shipping,4.3
133659,TRUE,shipping,4.3
133660,TRUE,shipping,4.3
133661,TRUE,shipping,4.3
133662,TRUE,shipping,4.3
133663,TRUE,shipping,4.3
133664,TRUE,shipping,4.3
133665,TRUE,shipping,4.3
133666,TRUE,shipping,4.3
133667,TRUE,shipping,4.3
133668,TRUE,shipping,4.3
133669,TRUE,shipping,4.3
