iucn_sid,assess_gp,kingdom,phylum,class,order,family,rank
187570,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
177985,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
178908,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342397,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183728,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
193779,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
196061,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
187680,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183924,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
47141736,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
165628,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
178953,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
187462,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165827,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
179036,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
48342196,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165696,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
132765,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
132748,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187412,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183258,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
190770,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183717,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
46079911,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48320496,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183583,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
179103,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
178913,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
196036,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
48342182,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
196084,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
187398,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
195292,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165663,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
187576,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
154971,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170204,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
187650,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
193709,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
183400,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
170211,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
190677,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
178935,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
132760,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187683,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170184,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
183754,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
193784,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
178894,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
196022,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
155238,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187688,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179017,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342240,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
190713,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
194854,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132774,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
193671,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
165623,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
165678,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
194307,tarpons_and_ladyfishes,Animalia,Chordata,Actinopterygii,Elopiformes,Elopidae,Actinopterygii
170346,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
155059,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
179040,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342307,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
178989,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
194853,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170259,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
48342093,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132772,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165712,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
170238,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
187815,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46079217,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187433,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
178924,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
170245,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
48342535,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
190697,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342210,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342142,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342137,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342204,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187568,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187458,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
196050,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
183505,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
48342326,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342464,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
155029,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
47142915,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
179088,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
46104150,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
178896,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
179002,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
193701,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
193691,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
193656,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
178014,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
187779,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187741,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
196074,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
170323,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
187471,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179031,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
170200,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
48342458,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187800,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183555,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
132722,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
48321164,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
196080,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
180121,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187552,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187480,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187699,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183503,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
48342449,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
47142908,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
155292,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165650,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
44672,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187622,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342454,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
18374,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
195409,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165707,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
165723,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
154643,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165665,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
179008,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
187379,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
155076,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342177,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
178991,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
183360,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
178988,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
178944,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
179111,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
194912,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
194896,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
178901,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
48342508,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187774,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
178983,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
132744,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
154677,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342099,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
193741,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
165893,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
155121,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
170166,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
177991,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
165840,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
48342372,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
190688,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165655,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
190741,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170354,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
46104765,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
64410,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187514,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
177962,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
196040,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
155290,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
185189,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
165879,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
170315,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Actinopterygii
178958,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342379,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187694,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
196017,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
177964,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
165896,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
48342259,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342389,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342277,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187768,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165656,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
187479,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183275,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
143620010,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
196686,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
193762,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
187752,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187692,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46104199,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
178899,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
187769,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187762,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
44671,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187492,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165626,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
11150,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
132766,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187564,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170264,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
132788,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
46104241,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
183655,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
47144957,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
187666,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132826,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187698,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48321143,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
154868,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
39303,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
21342,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
177976,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
190691,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170256,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
46079840,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
185142,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
185154,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
165638,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
155248,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
187541,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165885,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
193667,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
170175,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
180122,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187642,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
193685,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
185160,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
47144896,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
46104208,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
187765,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183290,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
170185,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
193638,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
48342278,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
47141177,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165848,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
132813,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
154947,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
190172,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
64406,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
178020,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
46104127,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
165680,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
46104173,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
165701,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
170287,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Centracanthidae,Actinopterygii
187386,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187494,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187797,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170217,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
178966,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
165620,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
183425,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170160,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
183865,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
190723,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187686,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187788,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
177978,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
187722,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165687,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
187376,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
180982,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
190689,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
178973,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
179020,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342325,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132783,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165725,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
155013,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
178948,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
187373,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
133012,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cnidaria
133442,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Cnidaria
133392,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cnidaria
133694,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Cnidaria
132877,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Cnidaria
133429,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cnidaria
133600,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Cnidaria
132866,reef_building_corals,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Cnidaria
