iucn_sid,assess_gp,kingdom,phylum,class,order,family,rank
48342357,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165876,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
165613,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
170250,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
114154997,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
183626,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
132815,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165615,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
48342253,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
177990,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
47144528,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
179014,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342237,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
179062,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342268,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
187639,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342217,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
193786,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
165683,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
46080101,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165688,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
177973,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
178897,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
187537,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
177965,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
178008,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
183867,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
154720,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
196044,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
7854,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165846,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
48342366,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342223,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132779,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
189748,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
179045,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
187443,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187600,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342228,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
193613,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
178892,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
165632,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
11130,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183875,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187474,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342385,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170338,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Actinopterygii
187554,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187440,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170310,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
47144995,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
48342260,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342225,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183473,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342409,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170230,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
48342339,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170333,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae,Actinopterygii
170341,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
178919,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
187644,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187703,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187503,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
185144,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
195291,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
193803,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
165621,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
64398,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
193666,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
179058,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
170253,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
132805,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
3764,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
178943,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
47142939,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
187619,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342512,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
154927,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
193676,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
194087,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
178994,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
193637,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
47400952,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
196026,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
187697,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165666,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
132780,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187643,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132773,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
155079,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
187758,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
190683,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179112,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
193661,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
183771,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
190727,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187687,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342274,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165834,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
178970,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
132741,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
48342254,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183732,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
190732,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165644,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
190679,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187810,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
47143176,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
189746,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
48342442,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
185152,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187746,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165641,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
165694,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
190682,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
64408,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
193733,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
193607,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
46104074,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170216,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
187656,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183741,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
46079924,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342128,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
185183,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187513,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132812,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187726,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187488,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342328,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
154796,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
183788,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
193602,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
187529,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170344,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
48342333,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
48342173,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165642,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
179092,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
165858,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
155252,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187709,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165866,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
185190,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
48342283,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
165899,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
187721,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187411,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
190715,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187813,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165669,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
44678,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
183941,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
132746,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
47143869,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
183923,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170234,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
179034,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
187685,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
178965,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
170208,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
187630,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
190754,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132790,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
185196,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
187635,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179000,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
132763,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
132764,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
190684,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
185158,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
193620,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
183548,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
14054,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
165616,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
178012,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
132743,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
183838,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
187534,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46104090,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170188,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
190751,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165661,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
170161,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
183925,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
48342153,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132819,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187392,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46104133,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
4360,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
187475,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
21857,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
184009,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
44673,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
178940,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
132769,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
48342528,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Dactyloscopidae,Actinopterygii
187759,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170182,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
187476,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
177960,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
170283,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Centracanthidae,Actinopterygii
187574,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132737,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187583,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46104251,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
132822,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
170179,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
170224,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
48342126,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
132732,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
187558,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
21858,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
187385,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179037,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
165719,butterfly_fishes,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Actinopterygii
187672,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
132827,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
170343,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
196087,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
48342321,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183952,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
165851,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
190710,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
46080027,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
170233,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
190699,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
193743,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
48342469,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187419,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
170181,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
179095,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
178920,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
190748,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
196076,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
48342402,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
178952,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
170348,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
190764,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
7855,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
196065,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
48342089,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
183739,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
183654,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
49438012,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
196034,hagfishes,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,Myxini
187674,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
185165,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
178015,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
47144922,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
48342097,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
179067,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Actinopterygii
187543,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
165852,angelfishes,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Actinopterygii
193677,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
47144879,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Labrisomidae,Actinopterygii
170229,seabreams_porgies_picarels,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Actinopterygii
177952,surgeonfishes,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Actinopterygii
183529,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187757,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342111,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
179068,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
14050,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
48342482,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
184014,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae,Actinopterygii
190761,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
193628,pufferfishes,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Actinopterygii
187658,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
187771,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
179089,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Actinopterygii
132724,groupers,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Actinopterygii
185193,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
187393,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
48342101,blennies,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Actinopterygii
21856,tunas_and_billfishes,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Actinopterygii
187754,wrasses_and_parrotfishes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Actinopterygii
