iucn_sid,code,title,timing,scope,severity,score,invasive,score_num,desc,stressor,category,sciname
2472,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Balaena mysticetus
2472,4.3,Shipping lanes,Future,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Balaena mysticetus
2472,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balaena mysticetus
2472,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Whole (>90%),Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Balaena mysticetus
2472,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Balaena mysticetus
2477,11.1,Habitat shifting & alteration,Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,NA,4,NA,NA,NA,Balaenoptera musculus
2477,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balaenoptera musculus
2477,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Whole (>90%),Very Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Balaenoptera musculus
3764,11.1,Habitat shifting & alteration,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Canthigaster rapaensis
3764,11.3,Temperature extremes,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Canthigaster rapaensis
3855,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.5,Persecution/control,Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
3855,5.4.5,Persecution/control,Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Carcharodon carcharias
4292,4.3,Shipping lanes,Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Cetorhinus maximus
4292,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cetorhinus maximus
4292,5.4.1,Intentional use: (subsistence/small scale) [harvest],"Past, Unlikely to Return",Minority (<50%),Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Cetorhinus maximus
4292,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Minority (<50%),Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Cetorhinus maximus
4292,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Cetorhinus maximus
4292,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Cetorhinus maximus
4982,1.1,Housing & urban areas,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Clinus spatulatus
4982,1.2,Commercial & industrial areas,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Clinus spatulatus
4982,9.1,Domestic & urban waste water,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clinus spatulatus
4982,9.1.1,Sewage,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Sewage,nutrient,land-based,Clinus spatulatus
4982,9.1.2,Run-off,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,nutrient,land-based,Clinus spatulatus
4982,9.1.2,Run-off,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,organic,land-based,Clinus spatulatus
4982,9.3,Agricultural & forestry effluents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clinus spatulatus
4982,9.3.1,Nutrient loads,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,Pollution: Agricultural & forestry effluents: Nutrient loads,nutrient,land-based,Clinus spatulatus
4982,9.3.2,"Soil erosion, sedimentation",Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6,NA,NA,NA,Clinus spatulatus
5272,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conus nobrei
5272,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Conus nobrei
5272,9.2,Industrial & military effluents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conus nobrei
5272,9.2.1,Oil spills,Future,Unknown,Unknown,Unknown,NA,NA,Pollution: Industrial & military effluents: Oil spills,organic,land-based,Conus nobrei
5659,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Crocodylus acutus
5659,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Crocodylus acutus
5659,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Crocodylus acutus
5659,2.4,Marine & freshwater aquaculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crocodylus acutus
5659,2.4.3,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,NA,NA,Agriculture & aquaculture: Marine & freshwater aquaculture: Scale Unknown/Unrecorded,nutrient,land-based,Crocodylus acutus
5659,5.1,Hunting & trapping terrestrial animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crocodylus acutus
5659,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Crocodylus acutus
5659,8.2,Problematic native species/diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crocodylus acutus
5659,8.2.2,Named species (Canis familiaris),Ongoing,NA,NA,Low Impact: 3,Canis familiaris,3,NA,NA,NA,Crocodylus acutus
10056,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Hippocampus capensis
10056,11.3,Temperature extremes,Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus capensis
10056,11.4,Storms & flooding,Ongoing,Unknown,Very Rapid Declines,Unknown,NA,NA,NA,NA,NA,Hippocampus capensis
10056,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Hippocampus capensis
10056,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Hippocampus capensis
10056,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus capensis
10056,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus capensis
10056,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,NA,NA,Human intrusions & disturbance: Recreational activities,direct_human,land-based,Hippocampus capensis
10056,7.2,Dams & water management/use,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus capensis
10056,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus capensis
10056,9.1,Domestic & urban waste water,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus capensis
10056,9.1.1,Sewage,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Sewage,nutrient,land-based,Hippocampus capensis
10056,9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,nutrient,land-based,Hippocampus capensis
10056,9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,organic,land-based,Hippocampus capensis
10056,9.3,Agricultural & forestry effluents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus capensis
10056,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,Pollution: Agricultural & forestry effluents: Nutrient loads,nutrient,land-based,Hippocampus capensis
10056,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus capensis
10066,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Hippocampus erectus
10066,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Hippocampus erectus
10066,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Hippocampus erectus
10066,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus erectus
10066,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus erectus
10066,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus erectus
10066,9.1,Domestic & urban waste water,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus erectus
10066,9.1.1,Sewage,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Sewage,nutrient,land-based,Hippocampus erectus
10066,9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,nutrient,land-based,Hippocampus erectus
10066,9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Run-off,organic,land-based,Hippocampus erectus
10066,9.3,Agricultural & forestry effluents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus erectus
10066,9.3.1,Nutrient loads,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Agricultural & forestry effluents: Nutrient loads,nutrient,land-based,Hippocampus erectus
10066,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus erectus
10072,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Hippocampus ingens
10072,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Hippocampus ingens
10072,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Hippocampus ingens
10072,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus ingens
10072,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus ingens
10072,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus ingens
10072,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,NA,NA,Human intrusions & disturbance: Recreational activities,direct_human,land-based,Hippocampus ingens
10082,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Hippocampus reidi
10082,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Hippocampus reidi
10082,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Hippocampus reidi
10082,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus reidi
10082,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus reidi
10082,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus reidi
10082,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus reidi
10087,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus trimaculatus
10087,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus trimaculatus
10087,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus trimaculatus
10087,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus trimaculatus
10087,5.4.6,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus trimaculatus
12137,11.2,Droughts,Future,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,11.3,Temperature extremes,Future,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2,Dams & water management/use,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.1,Abstraction of surface water (domestic use),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.10,Large dams,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.2,Abstraction of surface water (commercial use),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.8,Abstraction of ground water (unknown use),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
12137,7.2.9,Small dams,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Lithognathus lithognathus
19950,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Scarus guacamaia
19950,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Scarus guacamaia
19950,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Scarus guacamaia
19950,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scarus guacamaia
19950,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Scarus guacamaia
19950,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Scarus guacamaia
19950,7.3,Other ecosystem modifications,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Scarus guacamaia
39328,5.3,Logging & wood harvesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina californica
39328,5.3.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,NA,NA,Low Impact: 3,NA,3,NA,NA,NA,Squatina californica
39328,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina californica
39328,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Unknown,Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Squatina californica
39328,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Squatina californica
39329,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina argentina
39329,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina argentina
39329,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina argentina
39331,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina occulta
39331,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina occulta
39331,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina occulta
39331,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina occulta
39332,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Squatina squatina
39332,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Squatina squatina
39332,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Housing & urban areas,direct_human,land-based,Squatina squatina
39332,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Squatina squatina
39332,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Squatina squatina
39332,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Commercial & industrial areas,direct_human,land-based,Squatina squatina
39332,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Squatina squatina
39332,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Squatina squatina
39332,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,NA,NA,Residential & commercial development: Tourism & recreation areas,direct_human,land-based,Squatina squatina
39332,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Squatina squatina
39332,6.1,Recreational activities,Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,Human intrusions & disturbance: Recreational activities,direct_human,land-based,Squatina squatina
39332,6.1,Recreational activities,Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,Human intrusions & disturbance: Recreational activities,direct_human,land-based,Squatina squatina
39332,6.1,Recreational activities,Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,Human intrusions & disturbance: Recreational activities,direct_human,land-based,Squatina squatina
39335,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brachaelurus colcloughi
39335,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Brachaelurus colcloughi
39335,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Brachaelurus colcloughi
39335,7.3,Other ecosystem modifications,Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Brachaelurus colcloughi
39375,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carcharhinus melanopterus
39375,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Carcharhinus melanopterus
39413,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urogymnus asperrimus
39413,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Urogymnus asperrimus
39413,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Urogymnus asperrimus
39413,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Urogymnus asperrimus
39413,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Urogymnus asperrimus
39415,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aetobatus narinari
39415,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Aetobatus narinari
39415,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Aetobatus narinari
39415,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Aetobatus narinari
39415,5.4.5,Persecution/control,Ongoing,NA,NA,Low Impact: 3,NA,3,NA,NA,NA,Aetobatus narinari
41007,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus algiricus
41007,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus algiricus
41007,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus algiricus
41007,9.1,Domestic & urban waste water,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus algiricus
41007,9.1.1,Sewage,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Domestic & urban waste water: Sewage,nutrient,land-based,Hippocampus algiricus
41007,9.2,Industrial & military effluents,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus algiricus
41007,9.2.1,Oil spills,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Industrial & military effluents: Oil spills,organic,land-based,Hippocampus algiricus
41007,9.2.2,Seepage from mining,Ongoing,Unknown,Unknown,Unknown,NA,NA,Pollution: Industrial & military effluents: Seepage from mining,organic,land-based,Hippocampus algiricus
41007,9.4,Garbage & solid waste,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus algiricus
41010,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hippocampus kelloggi
41010,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus kelloggi
41010,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus kelloggi
41010,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Unknown,Unknown,NA,NA,NA,NA,NA,Hippocampus kelloggi
41030,11.2,Droughts,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Syngnathus watermeyeri
41030,11.4,Storms & flooding,Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Syngnathus watermeyeri
41030,7.2,Dams & water management/use,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syngnathus watermeyeri
41030,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Syngnathus watermeyeri
41711,4.3,Shipping lanes,Ongoing,Minority (<50%),Unknown,Unknown,NA,NA,NA,NA,NA,Eubalaena japonica
41711,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eubalaena japonica
41711,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Whole (>90%),Very Rapid Declines,Past Impact,NA,NA,NA,NA,NA,Eubalaena japonica
41711,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,Eubalaena japonica
41840,5.4,Fishing & harvesting aquatic resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oxynotus bruniensis
