stressor,iucn_sid,taxon,var_priority,priority
cum_climate,132992,reef_building_corals,3.7644885552959993e-6,0.05465012101704917
cum_climate,132994,reef_building_corals,2.494307459208036e-7,0.06934460628097175
cum_climate,132995,reef_building_corals,1.6337643022794556e-7,0.06571536244829623
cum_climate,132996,reef_building_corals,0,0.07870731057049367
cum_climate,132997,reef_building_corals,4.233092841817833e-6,0.05442148313371133
cum_climate,133002,reef_building_corals,5.166027184660501e-6,0.06209661681383511
cum_climate,133003,reef_building_corals,5.761560613922552e-7,0.06412519772319947
cum_climate,133006,reef_building_corals,2.666954162011985e-8,0.07239384351963792
cum_climate,133007,reef_building_corals,5.095396722471254e-7,0.0677036331090922
cum_climate,133009,reef_building_corals,4.6687532621082586e-7,0.07902435530302286
cum_climate,133011,reef_building_corals,3.6390773192201835e-7,0.06730880406916963
cum_climate,133012,reef_building_corals,2.2006198919446326e-8,0.07198300746670047
cum_climate,133014,reef_building_corals,2.0413864539700083e-7,0.06627577949036202
cum_climate,133019,reef_building_corals,5.784530747895002e-7,0.06815511852985619
cum_climate,133020,reef_building_corals,3.5052559121924652e-6,0.05489014682684514
cum_climate,133022,reef_building_corals,3.7866283182361373e-7,0.06659890245502846
cum_climate,133025,reef_building_corals,4.58368301573308e-6,0.054172826173300756
cum_climate,133028,reef_building_corals,4.0401125236254376e-6,0.054524668336390254
cum_climate,133031,reef_building_corals,6.6029387179958e-7,0.06442083840480127
cum_climate,133032,reef_building_corals,1.0226627419589766e-6,0.06463673956092619
cum_climate,133036,reef_building_corals,1.4741030861241922e-6,0.06060785635381011
cum_climate,133038,reef_building_corals,4.166844429993607e-6,0.054449777794828874
cum_climate,133040,reef_building_corals,4.864409805411368e-7,0.0638954407722218
cum_climate,133041,reef_building_corals,3.4448616028105153e-6,0.054912317657294596
cum_climate,133043,reef_building_corals,4.163859511016826e-6,0.05442397168605052
cum_climate,133046,reef_building_corals,2.463891717384965e-7,0.06661809676618538
cum_climate,133055,reef_building_corals,3.802499903265413e-6,0.054634287062392727
cum_climate,133057,reef_building_corals,5.761110876561779e-7,0.06814792112743615
cum_climate,133059,reef_building_corals,7.225034979025133e-6,0.05259601482713522
cum_climate,133060,reef_building_corals,4.641980472221603e-6,0.05411476532848519
cum_climate,133064,reef_building_corals,5.244787069407771e-7,0.06792303751098336
cum_climate,133067,reef_building_corals,2.5202808407722796e-7,0.06602216786238695
cum_climate,133069,reef_building_corals,4.4551582167444677e-7,0.0640807362679091
cum_climate,133070,reef_building_corals,3.750084567051965e-6,0.06060387321046248
cum_climate,133071,reef_building_corals,3.3797411747331283e-6,0.05491486361315934
cum_climate,133074,reef_building_corals,3.6842558729628114e-6,0.07438515425571336
cum_climate,133075,reef_building_corals,1.360119957030329e-7,0.0642294049307892
cum_climate,133078,reef_building_corals,4.3692432848779754e-7,0.06727353918629365
cum_climate,133079,reef_building_corals,1.8483936824959707e-7,0.07353162195365667
cum_climate,133080,reef_building_corals,4.46097921936045e-6,0.05424146373512683
cum_climate,133081,reef_building_corals,9.443477058513627e-7,0.06472889798355141
cum_climate,133083,reef_building_corals,1.3947758294623289e-6,0.0650598150030424
cum_climate,133092,reef_building_corals,1.2120038478530743e-6,0.064953646784024
cum_climate,133093,reef_building_corals,3.7254318828380304e-7,0.06648143976133815
cum_climate,133097,reef_building_corals,1.0670371660344868e-6,0.06474988991829915
cum_climate,133099,reef_building_corals,8.950865952021412e-8,0.06667384291396447
cum_climate,133101,reef_building_corals,2.2330600763013023e-7,0.06508334573507046
cum_climate,133102,reef_building_corals,2.1785103585960223e-8,0.0719614191867431
cum_climate,133105,reef_building_corals,4.59077696677312e-6,0.05420735072751113
cum_climate,133106,reef_building_corals,4.538944605066952e-6,0.054229277528704836
cum_climate,133107,reef_building_corals,4.0058785512110296e-7,0.06697764420340493
cum_climate,133108,reef_building_corals,0,0.07969559165708824
cum_climate,133109,reef_building_corals,1.1165048717406583e-6,0.06597907109862247
cum_climate,133111,reef_building_corals,7.528530236965558e-8,0.0795651344359478
cum_climate,133112,reef_building_corals,2.8387898368578544e-6,0.05958456525457012
cum_climate,133113,reef_building_corals,4.292728496752566e-7,0.06780910147156291
cum_climate,133114,reef_building_corals,2.8941832891865224e-5,0.044185038630344106
cum_climate,133115,reef_building_corals,3.9057365307872425e-7,0.0668951472724611
cum_climate,133116,reef_building_corals,2.359182491724434e-7,0.06593985997009984
cum_climate,133117,reef_building_corals,2.1897807475011167e-7,0.07546678948952239
cum_climate,133118,reef_building_corals,2.062537007135392e-7,0.0658494881945392
cum_climate,133121,reef_building_corals,0,0.1032390595529307
cum_climate,133123,reef_building_corals,2.3747013921242797e-7,0.06658194249596888
cum_climate,133124,reef_building_corals,2.5462935428446953e-8,0.07234319899989929
cum_climate,133126,reef_building_corals,6.269434442824007e-7,0.06509553050090709
cum_climate,133131,reef_building_corals,2.12731416324166e-7,0.06571137540439756
cum_climate,133132,reef_building_corals,5.877252423120123e-6,0.05340494899136766
cum_climate,133133,reef_building_corals,1.1048380018507034e-6,0.06644602217790933
cum_climate,133134,reef_building_corals,2.379810738857167e-8,0.0721503648769764
cum_climate,133136,reef_building_corals,6.105444047590952e-6,0.05934155007654483
cum_climate,133139,reef_building_corals,4.12613984334451e-6,0.05447028086730172
cum_climate,133142,reef_building_corals,1.7185266995695928e-8,0.07922579685052272
cum_climate,133145,reef_building_corals,5.10264729980693e-7,0.067916040266021
cum_climate,133147,reef_building_corals,5.121102524824468e-6,0.05384950013119113
cum_climate,133150,reef_building_corals,2.976204621472513e-6,0.06284534392511897
cum_climate,133151,reef_building_corals,3.734593669728173e-8,0.07890920634032482
cum_climate,133152,reef_building_corals,5.9397055037994045e-6,0.05337400994952047
cum_climate,133156,reef_building_corals,5.449271798002241e-6,0.05361422234784305
cum_climate,133157,reef_building_corals,7.846535787619623e-7,0.0612429918265792
cum_climate,133159,reef_building_corals,3.245395600050953e-6,0.07513529807710119
cum_climate,133160,reef_building_corals,4.163350668269385e-6,0.05445991617598012
cum_climate,133162,reef_building_corals,8.632053483126532e-7,0.06449009719231588
cum_climate,133164,reef_building_corals,1.4316565999809537e-6,0.0660445099330894
cum_climate,133165,reef_building_corals,1.4390531695811635e-8,0.0710757362298045
cum_climate,133170,reef_building_corals,0,0.10546811659482731
cum_climate,133173,reef_building_corals,5.4170031277604314e-6,0.05369972789415511
cum_climate,133174,reef_building_corals,1.2955709944740398e-6,0.06722670852256465
cum_climate,133175,reef_building_corals,3.7236491790738236e-6,0.05473793935354146
cum_climate,133177,reef_building_corals,5.678147852175063e-6,0.05352368723954173
cum_climate,133178,reef_building_corals,3.246077628572841e-7,0.06370846493007538
cum_climate,133180,reef_building_corals,6.263428002196659e-7,0.06444323466544759
cum_climate,133182,reef_building_corals,5.7569952234801155e-6,0.05343775817969954
cum_climate,133185,reef_building_corals,1.3369837757051866e-5,0.05991430087627682
cum_climate,133190,reef_building_corals,2.5260036420712017e-7,0.06637308352714491
cum_climate,133191,reef_building_corals,4.100434200945488e-7,0.06689281951173626
cum_climate,133193,reef_building_corals,3.0279865684449075e-6,0.05511365826905752
cum_climate,133195,reef_building_corals,1.3119770456498294e-6,0.07400223537890677
cum_climate,133196,reef_building_corals,7.01966245172727e-6,0.052681957310539214
cum_climate,133200,reef_building_corals,3.7584670461325774e-6,0.05472012432103342
cum_climate,133203,reef_building_corals,8.920478291182709e-8,0.06925274556907775
cum_climate,133205,reef_building_corals,3.524572208809705e-6,0.06366635681212605
cum_climate,133206,reef_building_corals,0,0.08310917912966437
cum_climate,133208,reef_building_corals,2.9558242556826087e-6,0.05520459269633953
cum_climate,133211,reef_building_corals,4.882752906060437e-7,0.06782485479390087
cum_climate,133213,reef_building_corals,2.1878438449641055e-6,0.0630638841760287
cum_climate,133216,reef_building_corals,2.6730557951027054e-6,0.055189008879014255
cum_climate,133219,reef_building_corals,5.240946547738564e-7,0.06727393352407444
cum_climate,133220,reef_building_corals,5.347692490622562e-6,0.05371499974295752
cum_climate,133223,reef_building_corals,5.242427567161051e-6,0.0538017386969667
cum_climate,133225,reef_building_corals,6.7675871816788505e-6,0.05286312841668912
cum_climate,133226,reef_building_corals,5.140538909729959e-7,0.06794865548961336
cum_climate,133227,reef_building_corals,5.6462156865393285e-6,0.05354092603959059
cum_climate,133228,reef_building_corals,1.5300971817403298e-8,0.0776752301858585
cum_climate,133229,reef_building_corals,0,0.09959590132241387
cum_climate,133231,reef_building_corals,3.6116606264346746e-6,0.054788251527504946
cum_climate,133233,reef_building_corals,1.1495501775997105e-6,0.06488543329101133
cum_climate,133235,reef_building_corals,1.4565853506406277e-6,0.06666469922667198
cum_climate,133236,reef_building_corals,5.072258213904153e-7,0.06726489166099485
cum_climate,133239,reef_building_corals,3.5147809801169158e-6,0.0548616570334442
cum_climate,133243,reef_building_corals,8.837742839904944e-7,0.0645980251784212
cum_climate,133244,reef_building_corals,3.2670294413669027e-6,0.05505024835087744
cum_climate,133247,reef_building_corals,2.386873170542682e-7,0.06941630822928667
cum_climate,133250,reef_building_corals,3.854178077091188e-6,0.05465727720550048
cum_climate,133251,reef_building_corals,2.505026330412573e-6,0.07379239996431029
cum_climate,133253,reef_building_corals,5.409316916496825e-6,0.05365605994829866
cum_climate,133254,reef_building_corals,0,0.11000871920339211
cum_climate,133256,reef_building_corals,3.732062047521633e-6,0.054688113923625534
cum_climate,133258,reef_building_corals,3.939276952498309e-6,0.054579550093862755
cum_climate,133260,reef_building_corals,4.157314829199484e-6,0.054468228092214924
cum_climate,133261,reef_building_corals,2.319148805459363e-7,0.06633957020462518
cum_climate,133262,reef_building_corals,5.190299659432397e-6,0.05383063017782717
cum_climate,133263,reef_building_corals,1.5614351249274477e-7,0.07640944557362735
cum_climate,133269,reef_building_corals,7.84407640306255e-6,0.05165050859872072
cum_climate,133272,reef_building_corals,4.886993937666761e-6,0.05402792854685227
cum_climate,133276,reef_building_corals,1.0192343732498866e-6,0.07028677408550081
cum_climate,133283,reef_building_corals,5.070042787500265e-7,0.06725036867202977
cum_climate,133285,reef_building_corals,4.869593509436777e-7,0.0671817922289823
cum_climate,133287,reef_building_corals,5.081816673944945e-7,0.0745870814550552
cum_climate,133289,reef_building_corals,1.0861121983368384e-6,0.06187561659086138
cum_climate,133290,reef_building_corals,2.9031389509640347e-6,0.05521548212121475
cum_climate,133291,reef_building_corals,4.315877821507708e-7,0.06763214571243312
cum_climate,133294,reef_building_corals,4.3363056248035495e-7,0.06698904790197818
cum_climate,133296,reef_building_corals,6.018897157177453e-7,0.06726381856691845
cum_climate,133300,reef_building_corals,5.749271641272286e-6,0.07223518285102284
cum_climate,133301,reef_building_corals,5.735613631649957e-7,0.06816531354096572
cum_climate,133303,reef_building_corals,2.62302699911468e-6,0.06119781814782596
cum_climate,133306,reef_building_corals,3.179516276219793e-7,0.06646571263420485
cum_climate,133307,reef_building_corals,4.6738527451273635e-6,0.05412795536928059
cum_climate,133309,reef_building_corals,8.363082026688302e-5,0.08118071237023404
cum_climate,133310,reef_building_corals,9.881153687324342e-7,0.06471015178726318
cum_climate,133315,reef_building_corals,4.271416050989373e-6,0.05438477469703129
cum_climate,133319,reef_building_corals,3.6977952198126185e-6,0.05472341550234979
cum_climate,133320,reef_building_corals,6.7892002401200425e-6,0.05285033344017419
cum_climate,133321,reef_building_corals,9.480269250480756e-7,0.06470784510111875
cum_climate,133322,reef_building_corals,5.08035132675123e-6,0.053900040439441875
cum_climate,133326,reef_building_corals,1.1076126011514902e-6,0.06480347653675865
cum_climate,133327,reef_building_corals,1.641777795555892e-5,0.04680979091883396
cum_climate,133329,reef_building_corals,4.6200284859746636e-6,0.05416299860679561
cum_climate,133331,reef_building_corals,0,0.09330848983482057
cum_climate,133332,reef_building_corals,3.903116648034049e-6,0.05462330918959903
cum_climate,133333,reef_building_corals,4.991211077348389e-6,0.05392963275781606
cum_climate,133335,reef_building_corals,5.533471929779705e-7,0.06806031376743857
cum_climate,133338,reef_building_corals,3.7561349272518766e-7,0.06679720300550057
cum_climate,133342,reef_building_corals,3.4527937513215423e-7,0.07784636908639893
cum_climate,133343,reef_building_corals,3.882201865156718e-6,0.05465194638959241
cum_climate,133353,reef_building_corals,6.240464646427071e-7,0.06442466914659793
cum_climate,133354,reef_building_corals,3.3886347610228943e-6,0.05496918752510183
cum_climate,133356,reef_building_corals,2.824820604713241e-8,0.07256504056114713
cum_climate,133358,reef_building_corals,2.693765810430528e-7,0.0667240778137097
cum_climate,133359,reef_building_corals,5.581445409233281e-6,0.053547266038850974
cum_climate,133360,reef_building_corals,1.997318893511452e-7,0.06467969841287574
cum_climate,133361,reef_building_corals,5.603598542963747e-7,0.06809870190991642
cum_climate,133366,reef_building_corals,5.97952306540248e-6,0.05330238020494123
cum_climate,133367,reef_building_corals,6.798432525370141e-7,0.06465885754081084
cum_climate,133368,reef_building_corals,7.622294591733458e-7,0.06689204086117453
cum_climate,133369,reef_building_corals,1.2331242665373044e-8,0.09236942653027257
cum_climate,133372,reef_building_corals,6.715411005472044e-8,0.07458759188827672
cum_climate,133373,reef_building_corals,2.403315845371593e-8,0.07217137551727112
cum_climate,133374,reef_building_corals,2.1579972521186562e-7,0.06590731999139036
cum_climate,133375,reef_building_corals,9.104188098830238e-7,0.06465285208057026
cum_climate,133376,reef_building_corals,3.2690705241353616e-7,0.06547827090756368
cum_climate,133381,reef_building_corals,2.7633850137181194e-8,0.07246973206256364
cum_climate,133383,reef_building_corals,9.142654197863164e-7,0.06466177778523816
cum_climate,133384,reef_building_corals,4.901791986326172e-5,0.055322864590494666
cum_climate,133386,reef_building_corals,8.259723576054886e-7,0.06137799755642556
cum_climate,133387,reef_building_corals,3.53678510961127e-7,0.0666969980971928
cum_climate,133391,reef_building_corals,3.1020643668743734e-7,0.06684976359092416
cum_climate,133392,reef_building_corals,4.011059670123629e-6,0.054567969206493594
cum_climate,133394,reef_building_corals,6.321389320068228e-6,0.06270146881879321
cum_climate,133396,reef_building_corals,5.070042787500265e-7,0.06725036867202977
cum_climate,133399,reef_building_corals,0,0.08560687580255522
cum_climate,133401,reef_building_corals,5.135372176960171e-7,0.06794335636152027
cum_climate,133403,reef_building_corals,3.8784477539609766e-6,0.054652193008273425
cum_climate,133404,reef_building_corals,3.7350030810713496e-7,0.06669649593425983
cum_climate,133405,reef_building_corals,5.155720789752456e-6,0.053825282723210396
cum_climate,133407,reef_building_corals,3.187812461090466e-6,0.05476781823957759
cum_climate,133409,reef_building_corals,6.553621940898342e-7,0.066226033019792
cum_climate,133411,reef_building_corals,6.204518102358813e-6,0.053134572628354776
cum_climate,133413,reef_building_corals,4.2236255810449e-6,0.054423889494875324
cum_climate,133415,reef_building_corals,7.936258322891087e-7,0.06464030326452057
cum_climate,133422,reef_building_corals,8.628786946816159e-6,0.05180079551621835
cum_climate,133424,reef_building_corals,5.77524848683735e-6,0.05342062379718597
cum_climate,133427,reef_building_corals,6.100171171246352e-7,0.0678044071542773
cum_climate,133429,reef_building_corals,7.170862175204865e-6,0.05262633892576466
cum_climate,133432,reef_building_corals,4.790200162929532e-6,0.061096191852484216
cum_climate,133433,reef_building_corals,5.5926666130950885e-6,0.053576921856347104
cum_climate,133434,reef_building_corals,5.136608871632635e-7,0.06727402377555468
cum_climate,133435,reef_building_corals,4.922070223950695e-7,0.06721948943464989
cum_climate,133438,reef_building_corals,4.827695535018655e-6,0.054030899073919704
cum_climate,133439,reef_building_corals,1.8054713105085822e-7,0.07638940068264574
cum_climate,133441,reef_building_corals,8.946796851350865e-7,0.07455215738230393
cum_climate,133443,reef_building_corals,7.151398671946904e-6,0.052602125647086204
cum_climate,133445,reef_building_corals,1.0033870579290647e-6,0.07185663872105956
cum_climate,133447,reef_building_corals,4.740044190180043e-7,0.06757852089153715
cum_climate,133448,reef_building_corals,3.1266376898652442e-6,0.05510083147909832
cum_climate,133450,reef_building_corals,6.472161748628198e-6,0.05308233597097564
cum_climate,133453,reef_building_corals,4.69994986292737e-6,0.05415217780135728
cum_climate,133456,reef_building_corals,3.7926847671883298e-6,0.05470438778757026
cum_climate,133458,reef_building_corals,3.3283799852259773e-6,0.054951514316641754
cum_climate,133459,reef_building_corals,3.5699933823079266e-6,0.05483974473819737
cum_climate,133460,reef_building_corals,4.1285149167648747e-7,0.06736084103238994
cum_climate,133463,reef_building_corals,4.338654528134043e-6,0.054369759984351056
cum_climate,133464,reef_building_corals,2.5355169191212254e-7,0.06667018998531463
cum_climate,133466,reef_building_corals,0,0.08533911255959181
cum_climate,133467,reef_building_corals,5.410368900398072e-7,0.0680363021243039
cum_climate,133470,reef_building_corals,1.1415417949290312e-6,0.06150210510258726
cum_climate,133472,reef_building_corals,3.4252831645261996e-7,0.06652407698629749
cum_climate,133478,reef_building_corals,2.9797232667247455e-6,0.0551936608324242
cum_climate,133479,reef_building_corals,3.474436436390246e-6,0.05488190664613474
cum_climate,133482,reef_building_corals,3.980956230752909e-6,0.05456907302879077
cum_climate,133484,reef_building_corals,3.665687099982799e-7,0.07056696506654891
cum_climate,133486,reef_building_corals,4.252828735419576e-7,0.06680854307540511
cum_climate,133488,reef_building_corals,0,0.07750631719814474
cum_climate,133489,reef_building_corals,5.078071222458203e-7,0.0676875424399202
cum_climate,133490,reef_building_corals,2.1216349399144436e-6,0.07340864783188744
cum_climate,133493,reef_building_corals,4.78870916671341e-6,0.05404804398946876
cum_climate,133494,reef_building_corals,3.770466533756508e-6,0.06259555986146585
cum_climate,133496,reef_building_corals,3.83814514952892e-6,0.054720950873307105
cum_climate,133497,reef_building_corals,6.572563423937667e-7,0.06422277008823694
cum_climate,133498,reef_building_corals,3.626904383140612e-6,0.05478800899182405
cum_climate,133499,reef_building_corals,5.567405114573605e-7,0.0680942722574412
cum_climate,133500,reef_building_corals,2.315398453843209e-6,0.06948928700400367
cum_climate,133501,reef_building_corals,2.1747870827809243e-5,0.044600338677902904
cum_climate,133503,reef_building_corals,4.0043785901181575e-6,0.05449378106656813
cum_climate,133506,reef_building_corals,6.738275573203815e-8,0.07931800480814741
cum_climate,133508,reef_building_corals,2.6553676825285443e-7,0.0659634635455812
cum_climate,133509,reef_building_corals,3.7451608724483376e-6,0.05339085491981709
cum_climate,133510,reef_building_corals,3.8066531818383316e-6,0.05466763820260601
cum_climate,133512,reef_building_corals,0,0.08625118906443294
cum_climate,133513,reef_building_corals,4.693835522275679e-6,0.05412190743885975
cum_climate,133515,reef_building_corals,1.0201656676955416e-6,0.06681893955970107
cum_climate,133517,reef_building_corals,0,0.09376678993959926
cum_climate,133523,reef_building_corals,6.150955499221425e-6,0.05319721215834881
cum_climate,133526,reef_building_corals,1.219305363711166e-7,0.06918905326316689
cum_climate,133529,reef_building_corals,0,0.08196369552026102
cum_climate,133531,reef_building_corals,3.031422586112133e-6,0.06096144112603181
cum_climate,133532,reef_building_corals,4.445683605060398e-6,0.05431113422665121
cum_climate,133539,reef_building_corals,5.969678263371718e-7,0.06416293789175187
cum_climate,133540,reef_building_corals,2.3860351593132127e-8,0.07762856792686319
cum_climate,133542,reef_building_corals,3.802323152550562e-7,0.06718921951938572
cum_climate,133545,reef_building_corals,1.0346646685779242e-6,0.0647713300720818
cum_climate,133550,reef_building_corals,1.1800793096566458e-5,0.06039011997271882
cum_climate,133552,reef_building_corals,0,0.08841881992450368
cum_climate,133554,reef_building_corals,1.1544064739210609e-8,0.07571915422797743
cum_climate,133555,reef_building_corals,9.707421592167735e-7,0.06485199429031017
cum_climate,133557,reef_building_corals,4.543210539911775e-7,0.0652041036829325
cum_climate,133558,reef_building_corals,3.4014348284725837e-6,0.05494192343059331
cum_climate,133560,reef_building_corals,4.5581994056711e-6,0.05423594089241058
cum_climate,133563,reef_building_corals,4.301360943881484e-6,0.0543402443198771
cum_climate,133565,reef_building_corals,9.798375787952274e-7,0.0653009607455938
cum_climate,133567,reef_building_corals,4.314218509078898e-7,0.07524170452760823
cum_climate,133568,reef_building_corals,5.175829692531386e-7,0.06772469994335895
cum_climate,133571,reef_building_corals,2.571495215346055e-7,0.06649975004731332
cum_climate,133572,reef_building_corals,2.5895387601122414e-8,0.07708149475558826
cum_climate,133573,reef_building_corals,3.0532707185659734e-6,0.06035116631497606
cum_climate,133574,reef_building_corals,0,0.12835802890878656
cum_climate,133577,reef_building_corals,7.959433178405998e-9,0.07304352278882456
cum_climate,133578,reef_building_corals,2.4466280571101855e-7,0.06601281695742489
cum_climate,133580,reef_building_corals,4.539538062865947e-7,0.06751342921056515
cum_climate,133581,reef_building_corals,7.584456259470991e-7,0.07150029076689642
cum_climate,133583,reef_building_corals,2.0457600175539028e-7,0.07086075440242606
cum_climate,133585,reef_building_corals,3.6472988655901145e-6,0.05472994473313836
cum_climate,133588,reef_building_corals,5.6701668696928e-6,0.05352864408380042
cum_climate,133593,reef_building_corals,3.646740413621035e-6,0.05473007760281886
cum_climate,133599,reef_building_corals,4.36943759632086e-6,0.05436135038469429
cum_climate,133600,reef_building_corals,4.548076042643544e-7,0.0670690519505746
cum_climate,133601,reef_building_corals,4.233286020427412e-6,0.054418550100328006
cum_climate,133602,reef_building_corals,1.158922426925932e-7,0.0798835506456448
cum_climate,133603,reef_building_corals,1.9923199699719755e-7,0.06561998703864627
cum_climate,133604,reef_building_corals,7.28939799669253e-7,0.07714912816864682
cum_climate,133607,reef_building_corals,3.98227225871029e-6,0.05452373698793979
cum_climate,133612,reef_building_corals,2.77607971903564e-7,0.07492080924124513
cum_climate,133616,reef_building_corals,3.670717872435785e-6,0.05476364510517124
cum_climate,133617,reef_building_corals,4.4383054979564e-7,0.0675232198151708
cum_climate,133619,reef_building_corals,9.529421885887637e-6,0.050619846616558176
cum_climate,133620,reef_building_corals,6.773207559761988e-7,0.06447605448544058
cum_climate,133622,reef_building_corals,3.567052200209875e-7,0.06679278630302202
cum_climate,133623,reef_building_corals,2.34078873014582e-7,0.06593643738015138
cum_climate,133624,reef_building_corals,5.50541470070619e-7,0.06645393948316662
cum_climate,133627,reef_building_corals,3.029241491734655e-7,0.07079792426699479
cum_climate,133628,reef_building_corals,6.453738215457675e-7,0.06421331660486407
