eez,impact,adj_r2,term,estimate,std.error,statistic,p.value,sig
16,climate,0.9407321597752842,year,2.9310161258836023,0.2319161471314821,12.63825810378739,4.946046566605643e-7,TRUE
16,fishing,0.6311468602872006,year,-0.056504047567416615,0.01327723405632704,-4.255709233391918,0.0021245279575001076,TRUE
16,land-based,0.6103814327797816,year,0.001998338781009574,4.894989456934962e-4,4.0824169256962,0.0027480488700006157,TRUE
16,ocean,0.9712086072020455,year,0.1948498316796533,0.010593325869902945,18.39364087092305,1.897617586441578e-8,TRUE
17,all,0.7534880665521324,year,1.2581897628838372,0.2239424666362325,5.618361634497911,3.265146779917481e-4,TRUE
17,climate,0.5531876402643907,year,2.351754475044445,0.64291209381112,3.657972058207016,0.005252042431509165,TRUE
17,fishing,0.1303245788176396,year,0.012174069776949329,0.007701802811532016,1.580677936693072,0.1484097491827284,FALSE
17,land-based,0.9761080088758581,year,0.0476167232188195,0.002352913073242351,20.23734908030534,8.182056636868067e-9,TRUE
17,ocean,0.5973638910120103,year,0.5824721725086311,0.14636863468289343,3.979487639346728,0.0032082823111665225,TRUE
18,all,0.36056704282324237,year,0.19091042224573315,0.07409399483249585,2.576597775262678,0.029862822390942793,TRUE
18,climate,0.31045376484480747,year,0.2922931573353546,0.12460827388731949,2.3456962223846296,0.04361146954935088,TRUE
18,fishing,-0.0595484762456604,year,-0.055934044602371925,0.08451773199396477,-0.6618024795834092,0.5246784951468404,FALSE
18,land-based,0.5522939197509708,year,0.0029929705201483204,8.195742414589876e-4,3.6518601595144107,0.005302171150050941,TRUE
18,ocean,0.9911072017439895,year,0.3014150101041743,0.009024622198853487,33.399183197105685,9.527318439529106e-11,TRUE
19,all,0.045372423297045605,year,0.13977959870320636,0.11508141658252849,1.2146148601061582,0.2554182873519746,FALSE
19,climate,-0.10171495287676535,year,-0.0371686607773041,0.1341575503386995,-0.27705232156868265,0.7879980696773243,FALSE
19,fishing,0.4076431425832009,year,0.11331174559200817,0.04036124461481203,2.807439331304077,0.02046245447288587,TRUE
19,land-based,0.39034308755689107,year,0.004553521908128868,0.001673606256956281,2.720784467196108,0.02357751713289873,TRUE
19,ocean,0.9416474309527538,year,0.11320176115839965,0.008883774627794995,12.742529600449464,4.609871470058661e-7,TRUE
20,all,0.35589019056437443,year,-0.5722211067462422,0.2240080004124333,-2.5544672765825096,0.03096694589679256,TRUE
20,climate,-0.06842009258085846,year,0.007901425489967182,0.013176102344271462,0.5996785152023704,0.5635111594453757,FALSE
20,fishing,0.40868476022401,year,-0.9285703071640384,0.3301312685059485,-2.8127305582606663,0.02028638770064063,TRUE
20,land-based,0.6616150681026515,year,-0.012151508294164596,0.0026804124587631248,-4.533447176921385,0.0014191698744244366,TRUE
20,ocean,0.2807300086014457,year,0.005448395610708277,0.0024605848518412937,2.2142685332030547,0.054067382832326386,FALSE
21,all,0.10069217410733244,year,-0.15969931273325988,0.10969065574864924,-1.4559062633302424,0.17939793457007527,FALSE
21,climate,4.550394052665885e-4,year,-0.16224439848799924,0.1618763486412725,-1.002273648064192,0.34239565514650233,FALSE
21,fishing,-0.06361784316055608,year,-0.050331805667165254,0.07939589279767914,-0.6339346267624126,0.5418978465707541,FALSE
21,land-based,-0.11100487591022024,year,-3.461375086343483e-5,0.0011799162150485946,-0.029335770135178005,0.9772370218627562,FALSE
21,ocean,0.8471380482559067,year,0.06389966460164206,0.008507222676730064,7.511225111860277,3.649529324820439e-5,TRUE
24,all,0.24508846744918478,year,0.0826627819067947,0.040113457009526225,2.0607244568116823,0.0693987029182033,FALSE
24,climate,0.5973801241981153,year,0.13953155871340106,0.03506158583496508,3.979613454171076,0.0032076722617943414,TRUE
24,fishing,0.08307827455384253,year,-0.06605196659529086,0.04784294284134396,-1.3805999939078035,0.20072025912625974,FALSE
24,land-based,0.46124018669986233,year,0.02301438034630161,0.007442936132743781,3.092110416620965,0.01288549537130513,TRUE
24,ocean,0.6664194815500063,year,0.047365436691991065,0.010341460745041694,4.580149541707717,0.0013275344337879203,TRUE
25,all,-0.09425802522749405,year,-0.025362867071989648,0.06812354569497801,-0.37230691405217575,0.7182800796188541,FALSE
25,climate,0.9046507202487367,year,0.18417430118751696,0.018809209321031712,9.791708840284985,4.262246178442117e-6,TRUE
25,fishing,0.030248170740173386,year,-0.47813140634003803,0.41744009007405114,-1.1453892850953071,0.2815910946886854,FALSE
25,land-based,0.6264478007898739,year,0.021239142477629445,0.005038404310926908,4.215450203463745,0.0022545610444056974,TRUE
25,ocean,0.7766873673174896,year,0.2978954614119809,0.04980146052270305,5.981661145784649,2.0710980796774105e-4,TRUE
26,all,-0.026685043478562154,year,-0.19921763453732558,0.2315724345043789,-0.8602821616644467,0.4119635151133577,FALSE
26,climate,0.8073954902207179,year,0.34188844125091883,0.05218614881625878,6.551325380507907,1.0500996641662138e-4,TRUE
26,fishing,0.2807898925669877,year,-0.4752301742800396,0.2145964120231584,-2.2145299159463794,0.054044328127550494,FALSE
26,land-based,0.4455375572507051,year,-0.004842350850752557,0.0016109441271717417,-3.00590862778962,0.014813770058843698,TRUE
26,ocean,0.630770956941428,year,0.4286221945116321,0.10079381681740866,4.252465161509812,0.00213470396878367,TRUE
28,all,0.2289221492129505,year,-0.7120809921995105,0.35743456908122834,-1.9921995626497095,0.07752137532153808,FALSE
28,climate,0.7764215468788793,year,0.3565833295989546,0.05965716119212812,5.977209147625457,2.0824619680207045e-4,TRUE
28,fishing,0.37836576029267355,year,-0.8715911779028523,0.3274107593054771,-2.662072498019682,0.025957482258767754,TRUE
28,land-based,0.08972537571392525,year,0.0013832937023804904,9.81653128920908e-4,1.4091471433510223,0.19239343962267952,FALSE
28,ocean,0.8215858083634465,year,0.21411153073890968,0.031214992057341902,6.859253090488925,7.396255897956214e-5,TRUE
29,all,0.6621026050357997,year,3.5835990997590432,0.7896612212536398,4.538147503393723,0.0014096477939399994,TRUE
29,climate,0.7790426564310033,year,0.31554732418422676,0.05240406176905528,6.021428750596546,1.972529083681705e-4,TRUE
29,fishing,0.5737801501754816,year,3.387160992537292,0.8906777593531265,3.8029028534374643,0.004198609725657867,TRUE
29,land-based,0.4252873563218619,year,-1.3389793477438e-16,7.730600868591055e-17,-1.7320508075691619,0.1173068030141858,FALSE
29,ocean,0.9313154057239177,year,0.3921220047068122,0.0335511107842576,11.687303208178681,9.638813926494628e-7,TRUE
30,all,0.4404534258711632,year,-1.1462737004654886,0.3848460438577355,-2.9785253577641737,0.015486603110107895,TRUE
30,climate,0.7962866022798526,year,0.3180306125979895,0.050229473620456586,6.331553760668268,1.358063089610916e-4,TRUE
30,fishing,0.5939601143512574,year,-1.4612883702327542,0.3696430338444736,-3.9532420103650256,0.0033382702879205567,TRUE
30,land-based,NaN,year,0,0,NaN,NaN,NA
30,ocean,0.4600692277427879,year,-0.19526359382606354,0.06328232671650742,-3.0855944140740377,0.013021774666382817,TRUE
31,all,0.4136202030418259,year,-1.1760874568883777,0.41441872646703554,-2.8379206386609273,0.019469108093997115,TRUE
31,climate,0.8691590416916577,year,0.40164835907801844,0.048912933587454965,8.211496011783517,1.795886077091365e-5,TRUE
31,fishing,0.5635781928321328,year,-1.6984549909989088,0.45533821101811617,-3.7300954541048474,0.004696775325324236,TRUE
31,land-based,NaN,year,0,0,NaN,NaN,NA
31,ocean,0.9782647691107236,year,0.25916064352696766,0.012202281684244715,21.23870356652965,5.340907086079291e-9,TRUE
32,all,0.009100554278050677,year,-0.18324874688930823,0.17537239966995835,-1.04491212547797,0.3233155486903956,FALSE
32,climate,0.8700103836616544,year,0.35577071911274105,0.04316600757590166,8.241918562590385,1.743289698025046e-5,TRUE
32,fishing,0.6316236823819261,year,-0.7499121681640128,0.17604273717058005,-4.259830199284909,0.002111675800900487,TRUE
32,land-based,0.4565036429030226,year,0.0011657165894756122,3.8022721913554713e-4,3.0658420302625577,0.013444043529035683,TRUE
32,ocean,0.6635588070520777,year,0.18500260135477536,0.04063991740216787,4.552238616137214,0.001381509281405488,TRUE
33,all,0.6454932541823971,year,-1.3736443511034782,0.3134230123158795,-4.382716957997544,0.0017641347831400718,TRUE
33,climate,0.8454698745272091,year,0.30033732261403273,0.04023775637385318,7.464067325811296,3.834879281089973e-5,TRUE
33,fishing,0.7123851618239072,year,-1.7800637136286497,0.35066233261762736,-5.07629006041457,6.661716355304087e-4,TRUE
33,land-based,NaN,year,0,0,NaN,NaN,NA
33,ocean,0.8057764759564091,year,0.28186181008122724,0.043242206874751984,6.518210573702221,1.091175174255443e-4,TRUE
34,all,0.3273012993742974,year,-1.091268060665851,0.4505874219480089,-2.421878657748611,0.03849185514922612,TRUE
34,climate,0.8117485096087382,year,0.3469442699452428,0.05223238467252545,6.642321083374498,9.45664848828361e-5,TRUE
34,fishing,0.45582668819096905,year,-1.571008705016545,0.5130482957434006,-3.062106858264041,0.013525468822284883,TRUE
34,land-based,NaN,year,0,0,NaN,NaN,NA
34,ocean,0.9565600555282632,year,0.06640940500762597,0.00446513103162972,14.872890523749607,1.2146134673443642e-7,TRUE
35,all,0.2785303911244671,year,-0.9913760202796925,0.4496696449421982,-2.2046763250099453,0.05492011338647862,FALSE
35,climate,0.5824750577064219,year,0.24434527069036985,0.06319368532469391,3.8666089726355644,0.0038084324350534924,TRUE
35,fishing,0.42665158713134077,year,-1.4051579260521574,0.48363514512698996,-2.905409046902908,0.01744110219202941,TRUE
35,land-based,NaN,year,0,0,NaN,NaN,NA
35,ocean,0.7332564247778931,year,0.17509729131568266,0.032804950994832584,5.337526379578006,4.700017475001505e-4,TRUE
36,all,0.25800425083782985,year,-0.9357843686412087,0.44225645485433146,-2.1159315107100776,0.06345557624614828,FALSE
36,climate,0.7463390264943016,year,0.40424078890205917,0.0732894172212456,5.515677491086329,3.7255760759263954e-4,TRUE
36,fishing,0.511606470012041,year,-1.5002496145427942,0.44287550084394467,-3.38751999531226,0.008030618793508155,TRUE
36,land-based,NaN,year,0,0,NaN,NaN,NA
36,ocean,0.9624561786281906,year,0.14451516880332105,0.009008381746907053,16.042300699894188,6.286171476406604e-8,TRUE
37,all,0.4502422771282908,year,-1.7655182007088996,0.5823960752966747,-3.031473383143144,0.014212739667915366,TRUE
37,climate,0.8398106939125638,year,0.5764093383301042,0.0788595165773946,7.309318689069093,4.519333255368904e-5,TRUE
37,fishing,0.6683712389890639,year,-2.607111295423965,0.5668410159721915,-4.5993695268372505,0.0012916825194022403,TRUE
37,land-based,0.29451292103657756,year,1.1304362285187174e-4,4.9694406226709066e-5,2.274775602230953,0.04897913849898084,TRUE
37,ocean,0.8809728860974364,year,0.32939503339081977,0.03803159340151471,8.66108947666917,1.1674722719311765e-5,TRUE
38,all,-0.004558419514577139,year,0.2136737254955826,0.21869318725002732,0.9770479281153552,0.3540753262145838,FALSE
38,climate,0.6146578633011459,year,0.9796330369806592,0.23793932173078916,4.117154868958742,0.0026089950925458597,TRUE
38,fishing,0.7199093779424415,year,-0.82545821690507315,0.15974131621538276,-5.167468482556445,5.891600332780544e-4,TRUE
38,land-based,-0.08641975308642591,year,-6.941791671701796e-6,1.5348878898567575e-5,-0.45226701686659565,0.661780330519195,FALSE
38,ocean,0.9288672970105358,year,0.1700245193082729,0.01482220431953607,11.470933448419405,1.1294899552940952e-6,TRUE
39,all,0.5792709405218384,year,-4.047897757560835,1.0533308122045604,-3.8429501070882184,0.003948663407561373,TRUE
39,climate,0.8737377754046116,year,2.0995648097527315,0.2505878151916669,8.37855906180769,1.5270356226886704e-5,TRUE
39,fishing,0.655807945963486,year,-5.331317662644127,1.1905262096129088,-4.478118683651298,0.001536580720441352,TRUE
39,land-based,0.6852575271230286,year,0.015814080999082138,0.0033139298134175184,4.772002392764538,0.0010125278121761003,TRUE
39,ocean,0.9743780476765916,year,0.22120485089464367,0.011328352544615389,19.52665668052387,1.1214087553393402e-8,TRUE
40,all,0.23045142984724765,year,0.4333214928977708,0.21680628905742608,1.9986573949568212,0.07671870353882586,FALSE
40,climate,0.658591942645388,year,1.3157425352808305,0.29209554851844355,4.504493621879868,0.0014793646745711385,TRUE
40,fishing,0.12525418667594856,year,0.9505455007818934,0.6095379279048762,1.5594525906683767,0.15331983616269568,FALSE
40,land-based,0.8238697525021954,year,-0.011154751940401851,0.0016138169543570113,-6.912030456915239,6.972825203638869e-5,TRUE
40,ocean,0.9446257443069823,year,0.18188060668057743,0.013884851806630056,13.099211227715728,3.6375273442295524e-7,TRUE
41,all,0.09032894077677833,year,-0.35881924653394714,0.2541696857053024,-1.4117310864128025,0.19165461960299834,FALSE
41,climate,0.6872933298415673,year,0.19139424651739778,0.039926820210355284,4.79362607663303,9.824122477480244e-4,TRUE
41,fishing,0.2262694555422491,year,0.6442752391365859,0.32522582596117555,1.9810088489513054,0.0789313059755817,FALSE
41,land-based,0.7597341362454044,year,0.012413461918516222,0.002173437742716212,5.711441222605592,2.900772339933805e-4,TRUE
41,ocean,0.16095893683751794,year,0.20359526198663194,0.11917842828565371,1.7083230993669685,0.12175213031884255,FALSE
42,all,0.6244492606920419,year,-1.2548673765967089,0.29888335044832537,-4.198518835908412,0.0023117571934878527,TRUE
42,climate,0.8624523793231889,year,0.20212571967299509,0.02532472430305275,7.9813591356108065,2.2551121408079416e-5,TRUE
42,fishing,0.6552042035218908,year,-1.6002703323515581,0.3578074080483296,-4.472434880765261,0.0015492182036611194,TRUE
42,land-based,0.9915812112483611,year,0.06325330003630071,0.0018422966581747265,34.33393843257011,7.444656276157288e-11,TRUE
42,ocean,0.9942231625907978,year,0.5547149806849634,0.013367398458043283,41.497601977383,1.3658476670515167e-11,TRUE
43,all,0.7296381620281416,year,0.4185534468389393,0.0791168728013297,5.290318386192645,5.002220083105535e-4,TRUE
43,climate,0.25761494974677157,year,1.1164959760369288,0.5280786377283491,2.1142608245616437,0.0636279951777731,FALSE
43,fishing,-0.08674613885852711,year,0.07756569887795436,0.17267503294437223,0.44920042901015333,0.6639088789905401,FALSE
43,land-based,0.6997681228907267,year,0.035170908995277826,0.007133663994261087,4.930272721503597,8.130354549146245e-4,TRUE
43,ocean,0.8223339979404505,year,0.1831892875637151,0.026640145442819826,6.876437216039641,7.255381591883565e-5,TRUE
44,all,-0.04527563356975839,year,0.08063307630833996,0.1070970215313432,0.7528974676923367,0.4707456931152799,FALSE
44,climate,0.5265919909537051,year,0.49947089028124686,0.14344897953377816,3.48187133784131,0.006918135133947972,TRUE
44,fishing,0.6086798100007007,year,-0.5102180480972862,0.12539999173402208,-4.068724734683214,0.0028050028194854873,TRUE
44,land-based,0.9326132008520961,year,0.023883204891789255,0.0020228601725996997,11.806651401463654,8.841464958717462e-7,TRUE
44,ocean,0.8514221624459137,year,0.11921615806708746,0.01561287950699377,7.635757261412588,3.205581141375442e-5,TRUE
45,all,0.018147171481368907,year,-0.10526984224610057,0.09671118941021521,-1.0884970279869326,0.3046633506373016,FALSE
45,climate,-0.10055201730232377,year,0.10942106453524568,0.37236739270640573,0.2938524335870597,0.7755346673664265,FALSE
45,fishing,0.4702289135668072,year,-1.5431240298059397,0.4910306404883739,-3.142622684953356,0.0118777635103708,TRUE
45,land-based,0.9051284845526373,year,0.06475254542807107,0.006594858069125734,9.818641242821345,4.166188757864663e-6,TRUE
45,ocean,0.5479577188924747,year,0.27555419757289035,0.07606938742929008,3.6224058965773898,0.005550902752659142,TRUE
46,all,-0.048306553973609834,year,0.18080373797189836,0.24622646036522253,0.7342985709322872,0.4814587577288707,FALSE
46,climate,-0.019150396280329218,year,-0.15399396414952285,0.17088361141285058,-0.9011628609456132,0.39097909189424407,FALSE
46,fishing,-0.0999925289423842,year,0.3454776471049846,1.1454308113959808,0.30161371919438557,0.7697994451580958,FALSE
46,land-based,0.5671306239455367,year,0.14391968794240087,0.03832526177348236,3.75521734966936,0.0045181874092415,TRUE
46,ocean,0.45454545454547723,year,1.6067752172925599e-15,9.276721042309266e-16,1.7320508075691616,0.11730680301418583,FALSE
47,all,0.32715584353679183,year,-0.346153071040169,0.142966673978778,-2.421215108435355,0.03853376578535251,TRUE
47,climate,0.7144934234143224,year,1.0220423002469923,0.20034090879478908,5.101515743316703,6.43833543545959e-4,TRUE
47,fishing,0.47926186385136815,year,-1.8220053071129267,0.5703938583091419,-3.194293347607254,0.01093096517385499,TRUE
47,land-based,0.8892130283217843,year,0.013330434699055111,0.0014787577308505435,9.014617080911412,8.425437161914055e-6,TRUE
47,ocean,0.9613097813515221,year,0.08067777402657901,0.005107996739255791,15.794405937372103,7.200411252542656e-8,TRUE
48,all,0.25662904479564963,year,1.5335545575942344,0.7267921745905002,2.110031741134654,0.06406647293493489,FALSE
48,climate,0.38488082222746,year,0.10149952285358053,0.03767775978628477,2.69388422850256,0.024639259215262912,TRUE
48,fishing,0.3187906683810309,year,1.7764061897689642,0.7453782156185218,2.383227940589712,0.041010131226793124,TRUE
48,land-based,0.5953500111931129,year,0.005939036971770472,0.001498271115539996,3.9639267621000407,0.0032846902253708303,TRUE
48,ocean,0.5147332483030962,year,0.024274576814148272,0.007125043329429743,3.406937430665576,0.007787286838927603,TRUE
49,all,0.23852715567603755,year,-0.12045787561271794,0.059255910502145896,-2.0328415274009783,0.07260032156626242,FALSE
49,climate,0.0060380133351572995,year,-0.013053560678714073,0.012674274292686435,-1.0299256886247523,0.3299273650501436,FALSE
49,fishing,0.21870364947856835,year,-0.12751355191784738,0.06541960872731416,-1.9491640870149016,0.08307816648898676,FALSE
49,land-based,0.9237749031776474,year,0.06386561099514278,0.005777614354514807,11.053976100920652,1.5448098305996717e-6,TRUE
49,ocean,0.16766313365332774,year,-0.12557478784865947,0.0723276642097668,-1.7361930489620654,0.11654622395614743,FALSE
50,all,0.37686829249108167,year,-0.10910751473473798,0.04109817982377682,-2.654801628747929,0.026268646286201503,TRUE
50,climate,-0.11110370073239939,year,-0.003956522482500019,0.5106807394029445,-0.007747545926885228,0.9939874302780783,FALSE
50,fishing,-0.11096926174304778,year,-0.0026917588588258904,0.07940579810053301,-0.033898769651782165,0.9736977850627189,FALSE
50,land-based,0.8747154509950388,year,0.05282942904920098,0.006277737638678394,8.415361088636187,1.4739551206912647e-5,TRUE
50,ocean,0.9469815972219147,year,0.2735997257972797,0.020414834446454977,13.402005610914475,2.98845946609444e-7,TRUE
51,all,0.3286024691358893,year,0.01973394461064642,0.008128259881665637,2.427819102482062,0.03811866085280763,TRUE
51,climate,-0.08239578832326933,year,0.2794605107024652,0.571920138526311,0.4886355487018905,0.6367852738512247,FALSE
51,fishing,0.10810675462210062,year,0.022253730724380007,0.014962357897015464,1.4873144244744305,0.17110402017992274,FALSE
51,land-based,0.3271522656876632,year,0.04615459772203735,0.019062704784386375,2.421198788109075,0.03853479716931991,TRUE
51,ocean,0.734192310420525,year,0.2246783527704044,0.04199691925850775,5.3498770085353105,4.6242538040230436e-4,TRUE
52,all,-0.09918461725691552,year,0.001987730281066435,0.006360849581530642,0.3124944640788248,0.7617839977305905,FALSE
