eez,intens_mean,intens_var,a_km2,impact
148,0.05822922003856416,1.103034951251297,1654924.6079818942,fishing
149,0.29675472897974936,5.817460972224793,318676.27731966245,fishing
150,0.8008930644358879,15.131121619592973,353577.4909069377,fishing
151,0.2586602106827358,4.632252402042601,406868.4924904729,fishing
152,0.23052831902650417,3.0590646634650303,132164.75779320666,fishing
153,0.06146051478442479,1.1519241828440112,1971930.3565938715,fishing
154,0.1354871642819214,1.889052914738402,318189.8766562425,fishing
155,0.06356603329722013,1.1934663155518892,668228.9554326971,fishing
156,0.18691816740134443,3.517660131997835,322216.4359581104,fishing
157,0.37639910045698655,7.010898565426623,746719.3545349736,fishing
158,1.1257945247509815,20.648595096119575,438123.0108746276,fishing
159,0.4916932173562161,12.975278095909168,444836.56279362744,fishing
161,0.07660345798117447,1.4501815557026982,262077.4018264462,fishing
162,-0.7727692379577176,27.1401986690637,4095575.8091036263,fishing
163,0.7470450592231889,28.807473872530327,8586398.889644088,fishing
164,10.059083548754167,209.9821227844854,36151.70869871595,fishing
166,0.0951740056887929,1.7250292023127651,245907.4172813705,fishing
167,-5.690522181048408,203.43377387908023,136527.51862587794,fishing
168,3.4274283629719355,125.42919882018109,128999.22373797631,fishing
169,0.9588167133335433,19.913335129174154,135642.0423483282,fishing
171,3.443473287159987,131.03458061161956,3661285.49596286,fishing
172,-1.4114197909389383,71.91663603625229,1083156.6793353872,fishing
173,-1.4663766505366804,113.59734538083003,129273.42445390145,fishing
174,0.2549377846847738,0.5586052452341665,80776.56962516296,fishing
175,0.28235968402306477,16.757327123438426,100555.69956351221,fishing
176,0.8000216277646243,30.954934553292794,56527.2689876618,fishing
177,-1.3672954426230157,34.59476047154976,64024.12680058959,fishing
178,-0.17089779905093377,0.4066642756134643,32058.782339906877,fishing
179,-0.4417039435876271,59.64616765430399,343182.31371182395,fishing
180,1.0340984495379355,82.05580092743052,725087.1863949904,fishing
181,-0.6197519382896358,36.861672756911744,426095.7280033806,fishing
182,2.134585310803987,78.69225052585539,555625.8881698243,fishing
183,5.21071852073705,184.50603448351904,311578.49505886826,fishing
184,-0.02357509446790785,132.3316927978423,538616.7096219823,fishing
185,2.5,12.5,211.32668672239527,fishing
186,9.761597186456383,249.88296527988118,7435.730324852892,fishing
187,-8.758678132180998,504.3045635891547,55571.059393296346,fishing
188,-13.804347884482334,153.17477903048322,160.67814094438978,fishing
189,0.17322834627986347,0.14565966394712693,6099.656645713775,fishing
190,13.942614299897226,380.455958838652,32260.503263525723,fishing
191,38.77269111184998,1020.7344692375152,165742.12320405524,fishing
192,25.851127869078717,798.8995553605595,580.7117620858257,fishing
193,0.12840296731622472,11.14333551476561,105821.40174462312,fishing
194,-4.731454550154534,385.9101992441681,109877.65157768007,fishing
195,-0.29271981930944796,123.03750530389796,173782.14305001375,fishing
196,17.22740371313978,587.7138821250591,182427.32569989344,fishing
197,46.08011521134151,372.74334747946665,14856.615370186728,fishing
198,-6.875081061032706,292.2855610310721,193910.57334169527,fishing
199,3.562238327009444,166.43058548734308,13139.804366363698,fishing
200,-0.5496108437244202,93.28394917551522,494792.6196783616,fishing
202,11.531722503485641,1333.7141659631284,243084.1975332458,fishing
203,15.678241258201982,989.8561835916072,1636035.3204569768,fishing
204,27.425786384236424,675.5577659933786,83090.68417068315,fishing
205,-63.239900408681535,7461.836904829564,512017.4911812634,fishing
206,40.83521088201249,13633.642988481724,448354.8902229416,fishing
207,-45.532360671162856,10358.299575904832,646356.6433240613,fishing
208,-36.207674895867314,326.1729855596706,773.7001848496857,fishing
209,20.073361488991612,784.3850890411278,878934.7607522293,fishing
210,-3.543782993556679,488.13850225675554,4042527.5713488027,fishing
212,2.227626937606395,48.91223154882923,1055280.7682092192,fishing
213,0.00696252385094204,0.04758214737701536,31880912.49698474,fishing
214,7.409579841390156,525.5807958279746,235107.05176274118,fishing
215,22.633333349172542,242,104.79009272462166,fishing
216,72.26561744010526,17999.583710316085,5919091.084551883,fishing
218,0.3849200949416782,4.993961051805563,5705444.170413194,fishing
219,0.9178148925266087,6.46141743189842,12548.61358227159,fishing
220,0,0,419.1603685367269,fishing
221,12.935073197866528,182.8760307666957,5487.507857562202,fishing
222,-0.4632703020959054,3.6355955273168785,155536.4413908788,fishing
223,0.6432245655083555,11.365481293342434,1725819.4718012079,fishing
224,-1.6797702504757968,37.47026999610177,3645502.361596807,fishing
227,0,0,2940.235349367745,fishing
228,-8.750477917120003,144.87457689753734,8679.239415455932,fishing
231,18.26444479066974,8870.280104054742,40035.92813156895,fishing
232,3,NaN,0.8732507349826286,fishing
237,79.5705077321594,14558.353971468177,2167.4084165323284,fishing
244,-4.990074302727503,118.27558173011157,30792.568716515765,fishing
245,-0.45178828749617883,8.446187220153002,13331.046284902208,fishing
247,-1.3391322300154656,101.11478010072692,25298.948105875224,fishing
248,4.5952183903008805,66.75696401097726,9496.602141975081,fishing
249,4.079365077165404,23.14695948210382,2090.562344768578,fishing
250,-5.602988528177318,200.4663017660585,24954.01405305944,fishing
255,4.449133450393414,641.7421543443263,1443828.4594577658,fishing
260,4.154965802167199e-5,4.154964986870978e-5,2543061.685515785,fishing
261,0.09036818145515534,1.611536951614033,2646021.444451111,fishing
262,0.012806832401316972,0.10624547010001603,5346352.974137076,fishing
263,1.7359341559057153,28.75758300327747,7356176.301463218,fishing
264,2.529840979372488,37.558076959887025,9123078.729149165,fishing
266,0.14626167026846956,2.714449145126791,12370113.270638768,fishing
267,0.0024937655860349127,0.3017978993538881,14999334.24349545,fishing
269,-0.12062497296027788,3.1210568882355547,17096223.292498417,fishing
270,0.08706348339420306,1.6743412846931456,22248367.91479041,fishing
272,0.38989120005701006,7.673402302860738,10320336.973856911,fishing
273,0.6535722490236618,3.8286170028090876,4599525.336512933,fishing
274,4.397381117163944,71.40590777396181,6369647.439830678,fishing
275,0.9762946376120476,17.398328804927758,30577492.28192354,fishing
276,-0.011764526016577168,1.058406188405204,20276638.405868538,fishing
277,-0.23340520363726233,12.976845149652354,24797284.746692583,fishing
1,0.008333720112225003,0.3666966198697392,470276.10427541216,land-based
2,2.379831673384215e-4,7.141212927168579e-4,330244.23029043333,land-based
3,0,0,432762.99763008044,land-based
4,0,0,475427.4105727474,land-based
5,-0.04008104313546799,43.0455208014407,1371891.8073793594,land-based
6,0.37661407257263346,71.60146218126769,621635.7873125,land-based
7,0.9266156306336036,258.9402028767896,1607790.0243401737,land-based
8,-0.14579683781966893,52.669819116727254,608156.2883439019,land-based
9,-0.109162023762851,22.97288911124104,3010915.3920788644,land-based
10,-0.04723903235955865,8.078398293057685,309784.8379646826,land-based
11,-0.3161293511672779,54.07022947894743,2003934.1241497751,land-based
12,0,0,409538.02010746935,land-based
13,-0.04991511795581443,6.164954376839755,976310.0811383444,land-based
14,-1.243657629497026,272.67791723876013,342182.4415944863,land-based
15,2.486091740749844,2192.097277140925,1830947.5125717814,land-based
16,0.06280438878122467,11.456040586773115,6958627.1410884755,land-based
17,0.5491394533017558,154.33732824772036,2405997.990851046,land-based
18,-0.24700523601132432,60.95932137164677,1289276.1716676492,land-based
19,-0.04701973379907466,16.628708482665026,747968.9763842642,land-based
20,-0.5540913518004269,6.907782348797751,325237.0103425239,land-based
21,0.05305029814926981,0.5178091207913805,116131.00037764767,land-based
24,-0.13053242613740415,91.7700059483385,47826.19822795977,land-based
25,0.2988198148373919,323.5264146135275,307069.9013025786,land-based
26,-0.42410606326882894,72.16978803024435,664068.7887733956,land-based
28,0.3807697187380299,57.58847270983707,165274.9340384028,land-based
29,0.8508224323225956,131.00529971789484,63653.86848826811,land-based
30,0,0,43846.794489988955,land-based
31,0.010141582375933862,1.4699210510845893,1340756.0511784144,land-based
32,0.004532363798239178,0.008939581320917203,316556.89769896655,land-based
33,0,0,62757.913199536786,land-based
34,0,0,122886.46832907284,land-based
35,0,0,125915.77525636103,land-based
36,0,0,271867.41621694993,land-based
37,-9.548291128762592e-5,0.0014241677456569882,1280387.352064579,land-based
38,0,0,642950.9653507594,land-based
39,-0.5471456737251581,104.1410555134246,922100.4196812327,land-based
40,-0.019904577022340986,40.682457792123294,533876.7044826233,land-based
41,0.3692111912157127,86.17856794815918,574461.9073133098,land-based
42,1.0296670573273958,168.59149629671128,1204658.171930188,land-based
43,0.9781192576577723,118.59563422832537,113143.6094567071,land-based
44,0.26484688310126986,26.37910284320411,782341.0000201372,land-based
45,3.734524982998967,536.3910738024887,79241.39476781989,land-based
46,3.4188461577054374,338.8861645206757,6978.146907149391,land-based
47,0.7667737345819795,101.71503371706729,549161.2127544791,land-based
48,0.281583357639327,15.9365377010328,538811.4445574345,land-based
49,2.4827357698997936,339.862242020723,67146.87158407478,land-based
50,2.071482857609142,240.5071290396623,220612.8354084064,land-based
51,3.3416093603092576,157.54273915914214,11817.702683632866,land-based
52,7.407567615296395,351.54181664899073,7269.81267851454,land-based
53,0.1843932678420368,4.9535893591047335,222582.8891656227,land-based
54,4.129416744571025,203.05139848069712,53629.82290118264,land-based
55,-0.011529436805369981,0.1007865444646098,956835.715671176,land-based
56,-0.010595922427814809,0.15381071672655539,800403.3189574188,land-based
57,-0.008925728835925403,0.054757029956334996,455325.17781000386,land-based
58,0.010725947622135449,0.05219125614464268,449816.71195999417,land-based
59,0.3198678836130918,3.659741065334868,3437.1150296768797,land-based
60,0.24688797080959735,0.24791666935870627,420.90687413977173,land-based
61,0.05662343615421903,0.5437490859424137,99719.1253557578,land-based
62,-0.1800954042326321,1.046658095499522,274777.96100855886,land-based
63,0.030636378967774665,0.22972888957716808,252913.50822788282,land-based
64,0.018723684242820362,0.20392596680054997,156380.00167969576,land-based
65,0.17732803588651005,2.6066697538473576,20668.09925731595,land-based
66,0.06799293192274375,0.7205625668151412,160129.7404779088,land-based
67,0.006823519633046918,0.013086199328801933,357310.63797690766,land-based
68,0.01664520442302612,0.057973085394001804,54928.34677923298,land-based
69,0.19689474336779333,0.4591204071635274,29302.802892077827,land-based
70,0.08143267506952627,0.38319561422696197,36181.399209337986,land-based
71,-0.03251263411844904,0.05347214904954919,35077.6102501091,land-based
72,-0.04679935453214344,0.11111125843623454,29220.717319840445,land-based
73,-4.926032557136955e-4,0.031405178660997284,7668814.0500031235,land-based
74,-0.07250095750437702,0.1106401690420221,22800.57765015656,land-based
75,0.19027873790925742,0.4814017405469189,132677.3559912722,land-based
76,0.06693457305334924,0.9995491664612126,255982.11142171288,land-based
77,-0.4177056299287397,1.1400956407885532,10436.219964995365,land-based
78,0.3469656376355393,1.7487138475230766,19238.587742940446,land-based
79,0.27876550952003915,45.660845295379225,27701.260966673646,land-based
80,-0.17735087775288366,0.9152242406241103,493026.0333702453,land-based
81,0.0011906455286973035,0.18830329006080423,98279.13483994301,land-based
82,-1.0546234514729773,5.151862156152326,11398.542307125199,land-based
84,0.7028056785045209,3.9253479188456555,127890.19524225696,land-based
85,0,0,444314.35883383604,land-based
86,-0.002204830733866022,0.012040649485809577,447550.62619722233,land-based
88,0,0,756548.6652133735,land-based
89,0,0,1446146.0670200028,land-based
90,0,0,473534.20289585623,land-based
91,0,0,575481.8642266805,land-based
92,0,0,509323.512528336,land-based
93,0,0,567116.1218169155,land-based
94,0,0,416219.26175783615,land-based
95,0,0,548163.9603456538,land-based
96,0.1472012782442729,0.9839217754539634,160642.33867203808,land-based
97,0.06745827406083561,0.4618487347416155,249308.72902884654,land-based
98,0.07399254970505693,0.28219744496891097,15472.257173283844,land-based
99,0.14854103829779441,0.789031415189773,30376.028093295517,land-based
100,0.17373860752193523,0.9728876057202899,40049.0268926921,land-based
101,0.006526727493249245,0.06461687758758136,562077.4649074952,land-based
102,0.014642471600215543,0.5336124622543721,1069909.4651309822,land-based
103,0.006667862057825773,0.03414575145655564,131487.98841602725,land-based
104,0.0246249151795402,0.1442071549613774,310399.60650976264,land-based
105,0,0,439819.73711912334,land-based
106,0.0928787333719293,0.5588651850707348,227078.38415114532,land-based
107,0,0,434156.70585782686,land-based
108,-0.0061403796662965965,0.04789167057401015,451530.90320767596,land-based
110,0.06963077133951151,1.1524924674030386,595855.6779561948,land-based
111,0.03894133046196444,0.7781532632224055,154215.2130139907,land-based
112,-0.209232905974452,7.3798148020691805,366252.7258963628,land-based
113,0.030084464932472847,0.5093668950280468,118893.09254785218,land-based
114,0.081061896018121,2.8308797484145756,124240.88031172997,land-based
115,0.05153085895747123,1.9952378647971083,271240.42217968695,land-based
116,-0.10544541215817571,1.9463855468769657,212082.04861819273,land-based
117,0.12399853070291003,2.084282028848856,80656.93428017793,land-based
118,0.006046777995761037,0.013988313219290432,93003.82692820275,land-based
119,0.03359086323778366,0.08962537015341665,10398.670188705073,land-based
120,0.01392290874559405,0.7223732353918005,108380.89975946628,land-based
121,0,0,7823.453666438211,land-based
122,0.025234607118766007,0.0648670532849618,15260.93048479013,land-based
123,-0.13659439944871032,1.9254799743257371,29241.675337873658,land-based
124,-0.014362283254519647,0.20793870815313897,184593.86085378358,land-based
125,-0.14970119722875136,2.340806932188014,26302.31323668232,land-based
126,-0.0861212578993922,2.0752271659500687,75774.58920154162,land-based
127,-0.008761308308097591,0.348449956171496,36778.70275152717,land-based
129,0.19017817705115778,2.2724223910947425,330280.033584935,land-based
130,0.001912781740828553,0.46231628858472057,576146.4080375767,land-based
131,0.025749503720158804,0.7925905682592616,222098.23498615628,land-based
132,0.09845014911182758,1.5091801352904004,730389.5651084468,land-based
133,0.05675711112121164,1.7363089822383522,219200.7889466171,land-based
134,0.044673922294196464,1.3672021616030217,94119.84140628278,land-based
135,0.04601505649847972,0.41633542281075037,3282822.977876072,land-based
136,0.07432402758321592,0.5151549588664296,119043.29167968156,land-based
137,0.030168052549794298,0.24503414453036443,1077088.4596856267,land-based
138,0.08228446116655634,0.4975208601433892,836377.7577110757,land-based
139,0.16600687030169153,1.4607703261365907,473597.9502217499,land-based
140,-0.09405728133414998,1.4487928815963111,138363.09174008973,land-based
141,-0.006248072010862796,0.016434291492981066,266109.20061835664,land-based
143,0.0024822155926760695,0.012002939239756505,752858.307454905,land-based
144,0,0,291783.646569206,land-based
145,-0.004574053118627275,0.01637316318018988,2267485.573094356,land-based
146,0,0,839965.0719223757,land-based
147,0.011050265016918191,2.0192553057159315,4796046.929757404,land-based
148,-0.002894786678464982,0.1579665100226803,1654924.6079818942,land-based
149,0,0,318676.27731966245,land-based
150,0,0,353577.4909069377,land-based
151,-0.028899562925860094,3.336912151911157,406868.4924904729,land-based
152,-0.034219150974433205,4.297032977418185,132164.75779320666,land-based
153,-0.012392893522563512,0.8085170677889804,1971930.3565938715,land-based
154,-4.3910926822538025e-4,0.0017568274570259163,318189.8766562425,land-based
155,-0.24160111063906614,23.809293540477707,668228.9554326971,land-based
156,-0.12407008523274396,10.409906921321873,322216.4359581104,land-based
157,0,0,746719.3545349736,land-based
158,0,0,438123.0108746276,land-based
159,0,0,444836.56279362744,land-based
161,-0.14966163303940144,15.670073741295884,262077.4018264462,land-based
162,0.018835684324525585,0.053893967233764085,4095575.8091036263,land-based
163,-0.023746822361287445,0.3340164534994729,8586398.889644088,land-based
164,0.8800695673846836,15.53710831852741,36151.70869871595,land-based
166,-0.0016122158867149406,0.018897537198114267,245907.4172813705,land-based
167,-0.019725732958858752,0.18335976399777792,136527.51862587794,land-based
168,-0.01435118449992557,0.11025260641801021,128999.22373797631,land-based
169,0.009701924972219514,0.06055284572227484,135642.0423483282,land-based
171,0.057476218218481825,0.2928359325549487,3661285.49596286,land-based
172,0.018890285367120407,0.06607231123728956,1083156.6793353872,land-based
173,0.18840560132882972,0.8176619165305445,129273.42445390145,land-based
174,0.005816152582011852,0.20345719691794217,80776.56962516296,land-based
175,0.3481341892836881,1.3978279933058897,100555.69956351221,land-based
176,0.5743218209395331,2.8900000350402086,56527.2689876618,land-based
177,-0.1472646168781699,0.4617380981353319,64024.12680058959,land-based
178,0.49182828676588675,1.557040597665184,32058.782339906877,land-based
179,-0.46353379432586694,3.4704619508814267,343182.31371182395,land-based
180,-0.19791625260421208,1.3952638736069458,725087.1863949904,land-based
181,0.040058039786176856,0.2606914065331213,426095.7280033806,land-based
182,0.03648905404632554,0.5336479111831387,555625.8881698243,land-based
183,-0.07360924672620904,0.4174936675067507,311578.49505886826,land-based
184,-0.5031412380629539,2.709067060282699,538616.7096219823,land-based
185,-0.5,0.5,211.32668672239527,land-based
186,-0.32425132427099224,2.0992857153257214,7435.730324852892,land-based
187,-0.6233480518934201,4.539759672958233,55571.059393296346,land-based
188,-1.641304377716106,10.017501691386553,160.67814094438978,land-based
189,0.2146027207589239,0.5383370653702039,6099.656645713775,land-based
190,2.470589844752752,113.40789621812955,32260.503263525723,land-based
191,1.068788561320814,69.5271564396475,165742.12320405524,land-based
192,1.5097744235813708,86.93383874912782,580.7117620858257,land-based
193,0.13315618774469684,1.0915517164998327,105821.40174462312,land-based
194,0.07454738941462352,0.9660225805157839,109877.65157768007,land-based
195,0.047923178275886893,0.33462443259952834,173782.14305001375,land-based
196,0.1994437693611503,0.9636817007570999,182427.32569989344,land-based
197,0.6704872698629598,4.243948278501331,14856.615370186728,land-based
198,0.020445293230439313,0.1143265559564546,193910.57334169527,land-based
199,0.29175250793990815,1.4716790956746924,13139.804366363698,land-based
200,0.10516757552916359,0.8815590425720479,494792.6196783616,land-based
202,1.1033276198232713,149.38198962457284,243084.1975332458,land-based
203,0.29942193768521935,6.81311135760733,1636035.3204569768,land-based
204,0.4784710630730452,9.45729496830145,83090.68417068315,land-based
205,0.6104462464648469,299.4606770368979,512017.4911812634,land-based
206,2.831399285518469,1406.6504354787094,448354.8902229416,land-based
207,0.0849450031278734,78.73531318433928,646356.6433240613,land-based
208,92.79345299143787,22549.287793698317,773.7001848496857,land-based
209,0.7939114302950783,10.226096377090357,878934.7607522293,land-based
210,-0.7274884299622955,63.925051142735164,4042527.5713488027,land-based
212,-0.2088897294528732,71.60134946558834,1055280.7682092192,land-based
213,0,0,31880912.49698474,land-based
214,0.12301286690545629,7.602523252715249,235107.05176274118,land-based
215,1.0166666659467025,0.49999999999999994,104.79009272462166,land-based
216,2.8482068850398647,1056.2639389465028,5919091.084551883,land-based
218,-0.014886963023577277,0.13310865338353559,5705444.170413194,land-based
219,-0.020041753072970427,0.08043640120700035,12548.61358227159,land-based
220,0,0,419.1603685367269,land-based
221,0.4740611115913863,7.284296625684266,5487.507857562202,land-based
222,-0.1052427689266224,0.16755500438623772,155536.4413908788,land-based
223,-0.007689053729369454,0.1296344211445969,1725819.4718012079,land-based
224,0.0064491881277376735,0.07274507940635787,3645502.361596807,land-based
227,-0.5749925747075668,3.381170062352549,2940.235349367745,land-based
228,0,0,8679.239415455932,land-based
231,-0.36098329330595696,1124.3341807528718,40035.92813156895,land-based
232,-5,NaN,0.8732507349826286,land-based
237,12.266720686980573,3881.704174211448,2167.4084165323284,land-based
244,0.06723952101340021,0.8587348941726054,30792.568716515765,land-based
245,0.4533604157465675,9.443028175772586,13331.046284902208,land-based
247,0.7235511543828027,197.99323949516676,25298.948105875224,land-based
248,0.029241379635992666,0.0878453048360402,9496.602141975081,land-based
249,0.6349206173232312,10.270269997641064,2090.562344768578,land-based
250,0.0041293393133287485,0.004129703504220578,24954.01405305944,land-based
255,0.005188112936609333,0.7726410553087638,1443828.4594577658,land-based
260,0,0,2543061.685515785,land-based
261,0,0,2646021.444451111,land-based
262,0,0,5346352.974137076,land-based
263,0,0,7356176.301463218,land-based
264,0,0,9123078.729149165,land-based
266,0,0,12370113.270638768,land-based
267,0,0,14999334.24349545,land-based
269,0,0,17096223.292498417,land-based
270,0,0,22248367.91479041,land-based
272,0,0,10320336.973856911,land-based
273,0,0,4599525.336512933,land-based
274,0,0,6369647.439830678,land-based
275,0,0,30577492.28192354,land-based
