stressor,impact_km2,incr2_km2,incr3_km2,decr2_km2,decr3_km2,impact_2plus_km2,impact_3plus_km2,range_km2,iucn_sid
cum_climate,0,NA,NA,NA,NA,NA,NA,491502.2108376022,104050689
art_fish,310507.01641058724,74794.80186193329,28406.847620764485,83775.31279876984,4922.514598668584,NA,NA,491502.2108376022,104050689
dem_dest,257786.24756811565,13887.307031525665,641.8393164868095,5450.831315474572,0,NA,NA,491502.2108376022,104050689
dem_nondest_hb,153080.86030304866,3616.131449537617,0,6852.3988058385985,1050.5206765973714,NA,NA,491502.2108376022,104050689
dem_nondest_lb,131032.15158727721,7120.48679869943,103.0435912546564,4136.588910811234,2491.3844556447957,NA,NA,491502.2108376022,104050689
cum_fishing,411198.069886241,86568.842026235,28837.360250528898,89194.70709526393,8464.419730910751,NA,NA,491502.2108376022,104050689
cum_land-based,0,NA,NA,NA,NA,NA,NA,491502.2108376022,104050689
cum_ocean,0,NA,NA,NA,NA,NA,NA,491502.2108376022,104050689
art_fish,2275735.173509549,758738.7782734014,12154.777504041844,219771.02168364602,26120.67707632703,NA,NA,4344180.698411069,104061138
dem_dest,2675271.852498855,91879.07992722465,8846.903578615687,72530.46260013936,12768.672790711184,NA,NA,4344180.698411069,104061138
dem_nondest_hb,1463127.301674517,57876.44137547332,28168.450131834037,40830.58634842559,18402.01352288521,NA,NA,4344180.698411069,104061138
dem_nondest_lb,459456.52719200036,67265.63365903712,2363.01658904097,502.99244224407227,502.99244224407227,NA,NA,4344180.698411069,104061138
cum_all,2854758.069619606,887539.7740471046,47057.737596920124,288444.33563099895,52731.24785995115,2420769.0279107685,1250567.5848068665,4344180.698411069,104061138
cum_climate,0,NA,NA,NA,NA,NA,NA,4344180.698411069,104061138
art_fish,2275735.173509549,758738.7782734014,12154.777504041844,219771.02168364602,26120.67707632703,NA,NA,4344180.698411069,104061138
dem_dest,2675271.852498855,91879.07992722465,8846.903578615687,72530.46260013936,12768.672790711184,NA,NA,4344180.698411069,104061138
dem_nondest_hb,1463127.301674517,57876.44137547332,28168.450131834037,40830.58634842559,18402.01352288521,NA,NA,4344180.698411069,104061138
dem_nondest_lb,459456.52719200036,67265.63365903712,2363.01658904097,502.99244224407227,502.99244224407227,NA,NA,4344180.698411069,104061138
cum_fishing,2854758.069619606,887539.7740471046,47057.737596920124,288444.33563099895,52731.24785995115,2420769.0279107685,1250567.5848068665,4344180.698411069,104061138
cum_land-based,0,NA,NA,NA,NA,NA,NA,4344180.698411069,104061138
cum_ocean,0,NA,NA,NA,NA,NA,NA,4344180.698411069,104061138
cum_all,0,NA,NA,NA,NA,NA,NA,3960960.709794013,104062579
cum_climate,0,NA,NA,NA,NA,NA,NA,3960960.709794013,104062579
cum_fishing,0,NA,NA,NA,NA,NA,NA,3960960.709794013,104062579
cum_land-based,0,NA,NA,NA,NA,NA,NA,3960960.709794013,104062579
cum_ocean,0,NA,NA,NA,NA,NA,NA,3960960.709794013,104062579
dem_dest,545001.0461257821,28041.828797993494,1150.9445200753796,2593.5547933106764,633.9800601671858,NA,NA,774225.8806705062,104176764
