stressor,impact_km2,incr2_km2,incr3_km2,decr2_km2,decr3_km2,impact_2plus_km2,impact_3plus_km2,range_km2,iucn_sid
cum_fishing,1531491.484970032,816925.2237057495,854.0392560107272,34964.96091267684,75.09956458619926,0,0,2505132.9117865944,133236
direct_human,387548.69277596415,45864.00379319236,0,7244.4884225514825,0,NA,NA,2505132.9117865944,133236
cum_land-based,387548.69277596415,45864.00379319236,0,7244.4884225514825,0,0,0,2505132.9117865944,133236
shipping,1683265.0886907687,1216480.2409898152,303411.85387936444,28421.692855410107,5663.904510949025,NA,NA,2505132.9117865944,133236
cum_ocean,1683265.0886907687,1216480.2409898152,303411.85387936444,28421.692855410107,5663.904510949025,0,0,2505132.9117865944,133236
art_fish,3243176.5199891548,1287537.52951226,9682.60455413556,359651.8233212901,27582.498874588542,NA,NA,7476546.061692775,133239
direct_human,636737.7868319997,69741.2996542966,210.45343392087284,9250.34545970527,0,NA,NA,7476546.061692775,133239
oa,5118188.266628299,4265361.9573613135,177369.4572303157,0,0,NA,NA,7476546.061692775,133239
shipping,5357770.728143408,3749436.6684606196,689632.3318640746,312265.7434394551,75821.74476327376,NA,NA,7476546.061692775,133239
sst,6367493.130700269,5554214.602175793,5253867.858491747,59389.78502919341,49685.34918808442,NA,NA,7476546.061692775,133239
cum_all,7266558.941657084,6029690.041449022,4818646.659763313,113599.4463858319,30205.744187968296,NA,NA,7476546.061692775,133239
oa,5118188.266628299,4265361.9573613135,177369.4572303157,0,0,NA,NA,7476546.061692775,133239
sst,6367493.130700269,5554214.602175793,5253867.858491747,59389.78502919341,49685.34918808442,NA,NA,7476546.061692775,133239
cum_climate,6747317.046848219,6100916.740843931,5268729.713368705,52785.38940807865,44515.70458821523,NA,0,7476546.061692775,133239
art_fish,3243176.5199891548,1287537.52951226,9682.60455413556,359651.8233212901,27582.498874588542,NA,NA,7476546.061692775,133239
cum_fishing,3243176.5199891548,1287537.52951226,9682.60455413556,359651.8233212901,27582.498874588542,0,0,7476546.061692775,133239
direct_human,636737.7868319997,69741.2996542966,210.45343392087284,9250.34545970527,0,NA,NA,7476546.061692775,133239
cum_land-based,636737.7868319997,69741.2996542966,210.45343392087284,9250.34545970527,0,0,0,7476546.061692775,133239
shipping,5357770.728143408,3749436.6684606196,689632.3318640746,312265.7434394551,75821.74476327376,NA,NA,7476546.061692775,133239
cum_ocean,5357770.728143408,3749436.6684606196,689632.3318640746,312265.7434394551,75821.74476327376,0,0,7476546.061692775,133239
art_fish,1755188.6421538906,901038.4845467317,3670.272997271486,90904.53207431303,2169.154914262841,NA,NA,3280667.7953699497,133243
direct_human,427896.3715959714,46221.163366729,0,7475.899879622711,0,NA,NA,3280667.7953699497,133243
oa,3056961.9056645706,2652406.654490926,177369.4572303157,0,0,NA,NA,3280667.7953699497,133243
shipping,2291065.963939183,1667143.1328978369,349865.30192319676,69636.50952329178,20213.135629310334,NA,NA,3280667.7953699497,133243
sst,2971199.9474008097,2820998.19491792,2731074.3234165325,4498.987978720297,3989.009526660098,NA,NA,3280667.7953699497,133243
cum_all,3253307.9754448854,2963627.9898583665,2607719.7925876235,12093.649921299742,1537.7946062021963,NA,NA,3280667.7953699497,133243
oa,3056961.9056645706,2652406.654490926,177369.4572303157,0,0,NA,NA,3280667.7953699497,133243
sst,2971199.9474008097,2820998.19491792,2731074.3234165325,4498.987978720297,3989.009526660098,NA,NA,3280667.7953699497,133243
cum_climate,3218347.3808097965,3122065.370473186,2745936.178293491,1749.1212929245917,1749.1212929245917,2809814.472255584,0,3280667.7953699497,133243
art_fish,1755188.6421538906,901038.4845467317,3670.272997271486,90904.53207431303,2169.154914262841,NA,NA,3280667.7953699497,133243
cum_fishing,1755188.6421538906,901038.4845467317,3670.272997271486,90904.53207431303,2169.154914262841,0,0,3280667.7953699497,133243
direct_human,427896.3715959714,46221.163366729,0,7475.899879622711,0,NA,NA,3280667.7953699497,133243
cum_land-based,427896.3715959714,46221.163366729,0,7475.899879622711,0,0,0,3280667.7953699497,133243
shipping,2291065.963939183,1667143.1328978369,349865.30192319676,69636.50952329178,20213.135629310334,NA,NA,3280667.7953699497,133243
cum_ocean,2291065.963939183,1667143.1328978369,349865.30192319676,69636.50952329178,20213.135629310334,0,0,3280667.7953699497,133243
art_fish,3336954.9203231246,1318691.6240520512,29712.357510795904,397504.6245040061,30224.082461767495,NA,NA,7650879.225924385,133244
direct_human,669348.4636672168,61322.28895235472,0,9149.048367755633,0,NA,NA,7650879.225924385,133244
oa,5552908.219217964,4676864.791675241,177369.4572303157,0,0,NA,NA,7650879.225924385,133244
shipping,5544018.525883443,4000682.267685885,725890.5771795202,270982.8131695682,71429.29340590829,NA,NA,7650879.225924385,133244
sst,6506806.319232738,5750343.2324928865,5438334.224744914,70147.36124498105,55536.12934352687,NA,NA,7650879.225924385,133244
cum_all,7440648.468923891,6275566.89496254,4973017.311464222,66579.25859009897,16601.37042173724,NA,NA,7650879.225924385,133244
oa,5552908.219217964,4676864.791675241,177369.4572303157,0,0,NA,NA,7650879.225924385,133244
sst,6506806.319232738,5750343.2324928865,5438334.224744914,70147.36124498105,55536.12934352687,NA,NA,7650879.225924385,133244
cum_climate,6925560.62802302,6530822.461960016,5453196.079621873,37791.67364346969,31864.04740681645,NA,0,7650879.225924385,133244
art_fish,3336954.9203231246,1318691.6240520512,29712.357510795904,397504.6245040061,30224.082461767495,NA,NA,7650879.225924385,133244
cum_fishing,3336954.9203231246,1318691.6240520512,29712.357510795904,397504.6245040061,30224.082461767495,0,0,7650879.225924385,133244
direct_human,669348.4636672168,61322.28895235472,0,9149.048367755633,0,NA,NA,7650879.225924385,133244
cum_land-based,669348.4636672168,61322.28895235472,0,9149.048367755633,0,0,0,7650879.225924385,133244
shipping,5544018.525883443,4000682.267685885,725890.5771795202,270982.8131695682,71429.29340590829,NA,NA,7650879.225924385,133244
cum_ocean,5544018.525883443,4000682.267685885,725890.5771795202,270982.8131695682,71429.29340590829,0,0,7650879.225924385,133244
art_fish,736188.8235251409,248051.24788446416,6012.331556864074,70447.75949653579,4584.566554881674,NA,NA,1371629.8322440847,133247
direct_human,128299.74994963943,18338.266225824726,210.45343392087284,1809.375607120105,0,NA,NA,1371629.8322440847,133247
oa,638098.3108646196,499227.8604038123,0,0,0,NA,NA,1371629.8322440847,133247
shipping,972815.3315560255,600315.3695917145,81511.84675907456,139766.40578358722,33422.800033019994,NA,NA,1371629.8322440847,133247
sst,1339026.1414321652,831192.39467365155,816389.0475852106,51009.19734128712,42739.512521423705,NA,NA,1371629.8322440847,133247
cum_all,1366032.2947980477,946210.0002309538,753478.3154382657,67185.294631175,21127.429168026443,NA,NA,1371629.8322440847,133247
oa,638098.3108646196,499227.8604038123,0,0,0,NA,NA,1371629.8322440847,133247
sst,1339026.1414321652,831192.39467365155,816389.0475852106,51009.19734128712,42739.512521423705,NA,NA,1371629.8322440847,133247
cum_climate,1352762.376061445,859693.5533452563,816389.0475852106,51009.19734128712,42739.512521423705,624362.0762353395,0,1371629.8322440847,133247
art_fish,736188.8235251409,248051.24788446416,6012.331556864074,70447.75949653579,4584.566554881674,NA,NA,1371629.8322440847,133247
cum_fishing,736188.8235251409,248051.24788446416,6012.331556864074,70447.75949653579,4584.566554881674,0,0,1371629.8322440847,133247
direct_human,128299.74994963943,18338.266225824726,210.45343392087284,1809.375607120105,0,NA,NA,1371629.8322440847,133247
cum_land-based,128299.74994963943,18338.266225824726,210.45343392087284,1809.375607120105,0,0,0,1371629.8322440847,133247
shipping,972815.3315560255,600315.3695917145,81511.84675907456,139766.40578358722,33422.800033019994,NA,NA,1371629.8322440847,133247
cum_ocean,972815.3315560255,600315.3695917145,81511.84675907456,139766.40578358722,33422.800033019994,0,0,1371629.8322440847,133247
art_fish,2974304.3538890434,1218059.9516280491,9682.60455413556,357990.0271006829,27518.75157123003,NA,NA,7121991.403141457,133250
direct_human,612172.3693561059,60430.69991346045,0,9149.048367755633,0,NA,NA,7121991.403141457,133250
oa,5085572.350322819,4251738.3720680885,177369.4572303157,0,0,NA,NA,7121991.403141457,133250
shipping,5018969.513527426,3614918.499871588,657529.8870171374,227744.67449667462,61347.613228392736,NA,NA,7121991.403141457,133250
sst,6032246.919964466,5493030.286893788,5194934.783695257,44663.28399834572,36996.142218094516,NA,NA,7121991.403141457,133250
cum_all,6912077.636171047,5859853.245408206,4738965.146650254,66579.25859009897,16601.37042173724,NA,NA,7121991.403141457,133250
oa,5085572.350322819,4251738.3720680885,177369.4572303157,0,0,NA,NA,7121991.403141457,133250
sst,6032246.919964466,5493030.286893788,5194934.783695257,44663.28399834572,36996.142218094516,NA,NA,7121991.403141457,133250
cum_climate,6397380.138370855,6027580.267819437,5209796.638572215,37791.67364346969,31864.04740681645,NA,0,7121991.403141457,133250
art_fish,2974304.3538890434,1218059.9516280491,9682.60455413556,357990.0271006829,27518.75157123003,NA,NA,7121991.403141457,133250
cum_fishing,2974304.3538890434,1218059.9516280491,9682.60455413556,357990.0271006829,27518.75157123003,0,0,7121991.403141457,133250
direct_human,612172.3693561059,60430.69991346045,0,9149.048367755633,0,NA,NA,7121991.403141457,133250
cum_land-based,612172.3693561059,60430.69991346045,0,9149.048367755633,0,0,0,7121991.403141457,133250
shipping,5018969.513527426,3614918.499871588,657529.8870171374,227744.67449667462,61347.613228392736,NA,NA,7121991.403141457,133250
cum_ocean,5018969.513527426,3614918.499871588,657529.8870171374,227744.67449667462,61347.613228392736,0,0,7121991.403141457,133250
art_fish,188797.6900742391,76864.40618118976,0,42956.95194469212,0,NA,NA,390760.50878763245,133251
direct_human,25525.993311534894,2691.3588748414772,0,0,0,NA,NA,390760.50878763245,133251
oa,79508.60948504884,76480.1758105622,0,0,0,NA,NA,390760.50878763245,133251
shipping,258255.18322352765,154841.33381705103,14447.934013815619,41873.2477592563,16803.964599338487,NA,NA,390760.50878763245,133251
sst,374186.20914606017,160169.03679532695,152103.6926507953,36015.48157667816,30087.855340024926,NA,NA,390760.50878763245,133251
cum_all,385236.3244068767,217922.34981313304,126064.2279082715,20016.654205574676,7437.476828783024,345362.8209183126,180176.08519882904,390760.50878763245,133251
oa,79508.60948504884,76480.1758105622,0,0,0,NA,NA,390760.50878763245,133251
sst,374186.20914606017,160169.03679532695,152103.6926507953,36015.48157667816,30087.855340024926,NA,NA,390760.50878763245,133251
cum_climate,375774.6522919392,166258.21441923126,152103.6926507953,36015.48157667816,30087.855340024926,77920.16633916987,0,390760.50878763245,133251
art_fish,188797.6900742391,76864.40618118976,0,42956.95194469212,0,NA,NA,390760.50878763245,133251
cum_fishing,188797.6900742391,76864.40618118976,0,42956.95194469212,0,0,0,390760.50878763245,133251
direct_human,25525.993311534894,2691.3588748414772,0,0,0,NA,NA,390760.50878763245,133251
cum_land-based,25525.993311534894,2691.3588748414772,0,0,0,0,0,390760.50878763245,133251
shipping,258255.18322352765,154841.33381705103,14447.934013815619,41873.2477592563,16803.964599338487,NA,NA,390760.50878763245,133251
cum_ocean,258255.18322352765,154841.33381705103,14447.934013815619,41873.2477592563,16803.964599338487,0,0,390760.50878763245,133251
art_fish,2409932.8591809883,1068141.1324435186,22241.697163727393,188486.81277361623,4577.580535618508,NA,NA,5859762.427359715,133253
direct_human,493344.7704553363,49997.09970106366,0,7475.899879622711,0,NA,NA,5859762.427359715,133253
oa,3955037.4501010394,3534941.8282158733,177369.4572303157,0,0,NA,NA,5859762.427359715,133253
shipping,4346080.891874491,3033660.955014689,546250.6679577531,228027.6076863929,52480.62490776933,NA,NA,5859762.427359715,133253
sst,4853969.653606245,4391517.002999633,4124149.447970905,43642.45380678466,38290.29984060022,NA,NA,5859762.427359715,133253
cum_all,5656598.015610187,4841207.093529741,3859372.8279640945,40951.09492643241,10079.060406514938,NA,NA,5859762.427359715,133253
oa,3955037.4501010394,3534941.8282158733,177369.4572303157,0,0,NA,NA,5859762.427359715,133253
sst,4853969.653606245,4391517.002999633,4124149.447970905,43642.45380678466,38290.29984060022,NA,NA,5859762.427359715,133253
cum_climate,5147630.789370111,4838309.647568928,4139011.3028478636,34186.02120865626,30761.13168179023,3661376.314337174,0,5859762.427359715,133253
art_fish,2409932.8591809883,1068141.1324435186,22241.697163727393,188486.81277361623,4577.580535618508,NA,NA,5859762.427359715,133253
cum_fishing,2409932.8591809883,1068141.1324435186,22241.697163727393,188486.81277361623,4577.580535618508,0,0,5859762.427359715,133253
direct_human,493344.7704553363,49997.09970106366,0,7475.899879622711,0,NA,NA,5859762.427359715,133253
cum_land-based,493344.7704553363,49997.09970106366,0,7475.899879622711,0,0,0,5859762.427359715,133253
shipping,4346080.891874491,3033660.955014689,546250.6679577531,228027.6076863929,52480.62490776933,NA,NA,5859762.427359715,133253
cum_ocean,4346080.891874491,3033660.955014689,546250.6679577531,228027.6076863929,52480.62490776933,0,0,5859762.427359715,133253
art_fish,11257.075702425385,10775.041277033644,0,0,0,NA,NA,11574.06573250898,133254
direct_human,6136.333183865138,30.563775625985347,0,0,0,NA,NA,11574.06573250898,133254
oa,11574.06573250898,11574.06573250898,0,0,0,NA,NA,11574.06573250898,133254
shipping,6175.62946861227,5715.42631287438,0,0,0,NA,NA,11574.06573250898,133254
sst,11361.865796134074,11361.865796134074,10983.748205351472,0,0,NA,NA,11574.06573250898,133254
cum_all,11574.06573250898,11574.06573250898,10983.748205351472,0,0,11574.06573250898,11574.06573250898,11574.06573250898,133254
oa,11574.06573250898,11574.06573250898,0,0,0,NA,NA,11574.06573250898,133254
sst,11361.865796134074,11361.865796134074,10983.748205351472,0,0,NA,NA,11574.06573250898,133254
cum_climate,11574.06573250898,11574.06573250898,10983.748205351472,0,0,11361.865796134074,0,11574.06573250898,133254
art_fish,11257.075702425385,10775.041277033644,0,0,0,NA,NA,11574.06573250898,133254
cum_fishing,11257.075702425385,10775.041277033644,0,0,0,0,0,11574.06573250898,133254
direct_human,6136.333183865138,30.563775625985347,0,0,0,NA,NA,11574.06573250898,133254
cum_land-based,6136.333183865138,30.563775625985347,0,0,0,0,0,11574.06573250898,133254
shipping,6175.62946861227,5715.42631287438,0,0,0,NA,NA,11574.06573250898,133254
cum_ocean,6175.62946861227,5715.42631287438,0,0,0,0,0,11574.06573250898,133254
art_fish,3203419.1588775697,1318109.1657801308,9682.60455413556,353734.676093063,27582.498874588542,NA,NA,7196770.4863758115,133256
direct_human,607097.0358336467,68201.75854249136,210.45343392087284,8874.847624178223,0,NA,NA,7196770.4863758115,133256
oa,4755050.426156364,3949797.0724110836,177369.4572303157,0,0,NA,NA,7196770.4863758115,133256
shipping,5147494.562072418,3572096.028499343,637775.2080552814,312265.7434394551,75821.74476327376,NA,NA,7196770.4863758115,133256
sst,6157896.353677674,5423919.474300556,5125899.07067291,56063.57281068034,47283.90953875673,NA,NA,7196770.4863758115,133256
cum_all,6988208.511605741,5773790.888777165,4682421.285921359,113599.4463858319,30205.744187968296,NA,NA,7196770.4863758115,133256
oa,4755050.426156364,3949797.0724110836,177369.4572303157,0,0,NA,NA,7196770.4863758115,133256
sst,6157896.353677674,5423919.474300556,5125899.07067291,56063.57281068034,47283.90953875673,NA,NA,7196770.4863758115,133256
cum_climate,6466200.158358236,5827176.201650373,5140760.9255498685,52785.38940807865,44515.70458821523,NA,0,7196770.4863758115,133256
art_fish,3203419.1588775697,1318109.1657801308,9682.60455413556,353734.676093063,27582.498874588542,NA,NA,7196770.4863758115,133256
cum_fishing,3203419.1588775697,1318109.1657801308,9682.60455413556,353734.676093063,27582.498874588542,0,0,7196770.4863758115,133256
direct_human,607097.0358336467,68201.75854249136,210.45343392087284,8874.847624178223,0,NA,NA,7196770.4863758115,133256
cum_land-based,607097.0358336467,68201.75854249136,210.45343392087284,8874.847624178223,0,0,0,7196770.4863758115,133256
shipping,5147494.562072418,3572096.028499343,637775.2080552814,312265.7434394551,75821.74476327376,NA,NA,7196770.4863758115,133256
cum_ocean,5147494.562072418,3572096.028499343,637775.2080552814,312265.7434394551,75821.74476327376,0,0,7196770.4863758115,133256
art_fish,2914401.0974808196,1162907.179425966,3670.272997271486,360817.61309687333,27582.498874588542,NA,NA,7025502.43235566,133258
direct_human,603543.7784826885,59956.52474753735,0,9438.96762397229,0,NA,NA,7025502.43235566,133258
oa,4990492.806277408,4134563.837024152,177369.4572303157,0,0,NA,NA,7025502.43235566,133258
shipping,4961317.497548823,3579849.622105408,634754.633670179,227639.01115331342,61241.949885031536,NA,NA,7025502.43235566,133258
sst,5945494.6953002205,5446297.398599016,5148389.644324547,43425.8876441903,36274.8370730139,NA,NA,7025502.43235566,133258
cum_all,6814738.992380651,5762980.917546308,4675890.243439527,66579.25859009897,16601.37042173724,NA,NA,7025502.43235566,133258
oa,4990492.806277408,4134563.837024152,177369.4572303157,0,0,NA,NA,7025502.43235566,133258
sst,5945494.6953002205,5446297.398599016,5148389.644324547,43425.8876441903,36274.8370730139,NA,NA,7025502.43235566,133258
cum_climate,6298245.217749616,5923778.695090958,5163251.499201505,37791.67364346969,31864.04740681645,NA,0,7025502.43235566,133258
art_fish,2914401.0974808196,1162907.179425966,3670.272997271486,360817.61309687333,27582.498874588542,NA,NA,7025502.43235566,133258
cum_fishing,2914401.0974808196,1162907.179425966,3670.272997271486,360817.61309687333,27582.498874588542,0,0,7025502.43235566,133258
direct_human,603543.7784826885,59956.52474753735,0,9438.96762397229,0,NA,NA,7025502.43235566,133258
cum_land-based,603543.7784826885,59956.52474753735,0,9438.96762397229,0,0,0,7025502.43235566,133258
shipping,4961317.497548823,3579849.622105408,634754.633670179,227639.01115331342,61241.949885031536,NA,NA,7025502.43235566,133258
cum_ocean,4961317.497548823,3579849.622105408,634754.633670179,227639.01115331342,61241.949885031536,0,0,7025502.43235566,133258
art_fish,2972802.3625830505,1192154.0942831088,25110.325953417003,366858.7619174623,27582.498874588542,NA,NA,6745126.0604860885,133260
direct_human,571395.9244179401,57061.69842812254,0,8309.854365284604,0,NA,NA,6745126.0604860885,133260
oa,4711295.322956548,3935286.264287962,177369.4572303157,0,0,NA,NA,6745126.0604860885,133260
shipping,4860043.1125452,3433325.128641021,651941.9553519172,273420.05607669184,71114.04987512971,NA,NA,6745126.0604860885,133260
sst,5725498.374784456,5279912.562836103,4987656.48753966,42845.175848547806,35509.869382327546,NA,NA,6745126.0604860885,133260
cum_all,6536637.438781299,5468353.966442293,4519357.422924705,65050.19649301791,15169.23915889624,NA,NA,6745126.0604860885,133260
oa,4711295.322956548,3935286.264287962,177369.4572303157,0,0,NA,NA,6745126.0604860885,133260
sst,5725498.374784456,5279912.562836103,4987656.48753966,42845.175848547806,35509.869382327546,NA,NA,6745126.0604860885,133260
cum_climate,6022006.30804287,5682875.877889369,5002518.342416618,36042.55235054509,30114.92611389186,NA,0,6745126.0604860885,133260
art_fish,2972802.3625830505,1192154.0942831088,25110.325953417003,366858.7619174623,27582.498874588542,NA,NA,6745126.0604860885,133260
cum_fishing,2972802.3625830505,1192154.0942831088,25110.325953417003,366858.7619174623,27582.498874588542,0,0,6745126.0604860885,133260
direct_human,571395.9244179401,57061.69842812254,0,8309.854365284604,0,NA,NA,6745126.0604860885,133260
cum_land-based,571395.9244179401,57061.69842812254,0,8309.854365284604,0,0,0,6745126.0604860885,133260
shipping,4860043.1125452,3433325.128641021,651941.9553519172,273420.05607669184,71114.04987512971,NA,NA,6745126.0604860885,133260
cum_ocean,4860043.1125452,3433325.128641021,651941.9553519172,273420.05607669184,71114.04987512971,0,0,6745126.0604860885,133260
art_fish,2122890.964236768,942938.8029948316,3670.272997271486,167085.18287303392,4513.833232259996,NA,NA,3170139.57187721,133261
direct_human,361909.17687586835,37999.50733886413,0,6545.014550273727,0,NA,NA,3170139.57187721,133261
oa,2853137.3162284163,2836883.499624985,177369.4572303157,0,0,NA,NA,3170139.57187721,133261
shipping,2493131.826306122,1769293.3884535958,436718.8236730942,86160.16061888925,4218.674481277295,NA,NA,3170139.57187721,133261
sst,3026115.1953455084,2755023.2258205856,2679592.6973873717,34590.33632365329,30747.159674754028,NA,NA,3170139.57187721,133261
cum_all,3169939.5974517153,2773214.785825511,2470096.3442326603,8235.628037754863,3231.027858385926,NA,NA,3170139.57187721,133261
oa,2853137.3162284163,2836883.499624985,177369.4572303157,0,0,NA,NA,3170139.57187721,133261
sst,3026115.1953455084,2755023.2258205856,2679592.6973873717,34590.33632365329,30747.159674754028,NA,NA,3170139.57187721,133261
cum_climate,3164952.4622874395,2985222.6082278653,2694454.55226433,32409.82914186473,28984.939614998704,2714300.049286485,0,3170139.57187721,133261
art_fish,2122890.964236768,942938.8029948316,3670.272997271486,167085.18287303392,4513.833232259996,NA,NA,3170139.57187721,133261
cum_fishing,2122890.964236768,942938.8029948316,3670.272997271486,167085.18287303392,4513.833232259996,0,0,3170139.57187721,133261
direct_human,361909.17687586835,37999.50733886413,0,6545.014550273727,0,NA,NA,3170139.57187721,133261
cum_land-based,361909.17687586835,37999.50733886413,0,6545.014550273727,0,0,0,3170139.57187721,133261
shipping,2493131.826306122,1769293.3884535958,436718.8236730942,86160.16061888925,4218.674481277295,NA,NA,3170139.57187721,133261
cum_ocean,2493131.826306122,1769293.3884535958,436718.8236730942,86160.16061888925,4218.674481277295,0,0,3170139.57187721,133261
art_fish,2494066.2048071786,1040560.3800835867,3670.272997271486,307051.56309146446,27582.498874588542,NA,NA,5957782.206800057,133262
direct_human,498582.52865238884,50855.50519825165,0,8375.348180544188,0,NA,NA,5957782.206800057,133262
oa,4265896.386627694,3572288.144039019,177369.4572303157,0,0,NA,NA,5957782.206800057,133262
shipping,4252756.581960894,3037035.19603573,545974.7207180196,177599.12216387386,43527.18472984191,NA,NA,5957782.206800057,133262
sst,4951085.61851797,4703874.437783285,4418284.7589057125,5550.381908119191,4934.740112697794,NA,NA,5957782.206800057,133262
cum_all,5754817.769476023,4919193.626966101,4010285.406560021,46668.26772788548,9269.556936315412,NA,NA,5957782.206800057,133262
oa,4265896.386627694,3572288.144039019,177369.4572303157,0,0,NA,NA,5957782.206800057,133262
sst,4951085.61851797,4703874.437783285,4418284.7589057125,5550.381908119191,4934.740112697794,NA,NA,5957782.206800057,133262
cum_climate,5249788.030973278,5093028.165188044,4433146.613782671,1955.2084754339044,1955.2084754339044,3967193.9741723854,0,5957782.206800057,133262
art_fish,2494066.2048071786,1040560.3800835867,3670.272997271486,307051.56309146446,27582.498874588542,NA,NA,5957782.206800057,133262
cum_fishing,2494066.2048071786,1040560.3800835867,3670.272997271486,307051.56309146446,27582.498874588542,0,0,5957782.206800057,133262
direct_human,498582.52865238884,50855.50519825165,0,8375.348180544188,0,NA,NA,5957782.206800057,133262
cum_land-based,498582.52865238884,50855.50519825165,0,8375.348180544188,0,0,0,5957782.206800057,133262
shipping,4252756.581960894,3037035.19603573,545974.7207180196,177599.12216387386,43527.18472984191,NA,NA,5957782.206800057,133262
cum_ocean,4252756.581960894,3037035.19603573,545974.7207180196,177599.12216387386,43527.18472984191,0,0,5957782.206800057,133262
art_fish,232780.71166412433,87314.59811513794,6012.331556864074,11835.167702957631,0,NA,NA,481534.92655488383,133263
direct_human,49559.60105292174,6725.777451726284,0,777.1931921195091,0,NA,NA,481534.92655488383,133263
oa,481534.92655488383,363347.4206127064,0,0,0,NA,NA,481534.92655488383,133263
shipping,242296.52536399345,187480.8279158947,20427.08204609618,13372.08908155041,2144.7038988004733,NA,NA,481534.92655488383,133263
sst,472483.682316091,457501.31883475283,453576.92986425274,0,0,NA,NA,481534.92655488383,133263
cum_all,481534.92655488383,434224.8194761676,414214.27805850725,62.874056855015546,0,NA,NA,481534.92655488383,133263
oa,481534.92655488383,363347.4206127064,0,0,0,NA,NA,481534.92655488383,133263
sst,472483.682316091,457501.31883475283,453576.92986425274,0,0,NA,NA,481534.92655488383,133263
cum_climate,481534.92655488383,477509.2404971577,453576.92986425274,0,0,472483.682316091,0,481534.92655488383,133263
art_fish,232780.71166412433,87314.59811513794,6012.331556864074,11835.167702957631,0,NA,NA,481534.92655488383,133263
cum_fishing,232780.71166412433,87314.59811513794,6012.331556864074,11835.167702957631,0,0,0,481534.92655488383,133263
direct_human,49559.60105292174,6725.777451726284,0,777.1931921195091,0,NA,NA,481534.92655488383,133263
cum_land-based,49559.60105292174,6725.777451726284,0,777.1931921195091,0,0,0,481534.92655488383,133263
shipping,242296.52536399345,187480.8279158947,20427.08204609618,13372.08908155041,2144.7038988004733,NA,NA,481534.92655488383,133263
cum_ocean,242296.52536399345,187480.8279158947,20427.08204609618,13372.08908155041,2144.7038988004733,0,0,481534.92655488383,133263
art_fish,1777713.2724723036,885512.0857564358,3450.213801427945,62144.89115937095,11330.42876140854,NA,NA,4407852.031956155,133269
direct_human,388021.99471014476,48298.62694112421,0,7648.803531250484,0,NA,NA,4407852.031956155,133269
oa,2839352.1795596504,2358789.1812011246,177369.4572303157,0,0,NA,NA,4407852.031956155,133269
shipping,3095193.6974198585,2183481.4688480524,365005.72378372896,125166.52608776095,36164.80747194311,NA,NA,4407852.031956155,133269
sst,3505363.078006124,3383357.7196785877,3151515.7525605727,118.76210389390378,27.070773866934715,NA,NA,4407852.031956155,133269
cum_all,4206384.346451122,3776538.8795584044,3027022.5027393945,32078.867082701847,5310.237941926816,NA,NA,4407852.031956155,133269
oa,2839352.1795596504,2358789.1812011246,177369.4572303157,0,0,NA,NA,4407852.031956155,133269
sst,3505363.078006124,3383357.7196785877,3151515.7525605727,118.76210389390378,27.070773866934715,NA,NA,4407852.031956155,133269
cum_climate,3707776.4941244526,3616362.8568372023,3166377.607437531,27.070773866934715,27.070773866934715,2636938.763441322,0,4407852.031956155,133269
art_fish,1777713.2724723036,885512.0857564358,3450.213801427945,62144.89115937095,11330.42876140854,NA,NA,4407852.031956155,133269
cum_fishing,1777713.2724723036,885512.0857564358,3450.213801427945,62144.89115937095,11330.42876140854,0,0,4407852.031956155,133269
direct_human,388021.99471014476,48298.62694112421,0,7648.803531250484,0,NA,NA,4407852.031956155,133269
cum_land-based,388021.99471014476,48298.62694112421,0,7648.803531250484,0,0,0,4407852.031956155,133269
shipping,3095193.6974198585,2183481.4688480524,365005.72378372896,125166.52608776095,36164.80747194311,NA,NA,4407852.031956155,133269
cum_ocean,3095193.6974198585,2183481.4688480524,365005.72378372896,125166.52608776095,36164.80747194311,0,0,4407852.031956155,133269
art_fish,2579808.951569432,1083810.7443082975,23700.02595393183,325037.9092286779,27582.498874588542,NA,NA,6155570.013483308,133272
direct_human,547217.3571623014,51442.32971420307,0,8773.550532228584,0,NA,NA,6155570.013483308,133272
oa,4432956.245226165,3703844.246021625,177369.4572303157,0,0,NA,NA,6155570.013483308,133272
shipping,4403574.849429026,3106221.108102226,548434.6681413007,227012.01705572716,53714.528250718664,NA,NA,6155570.013483308,133272
sst,5127412.414218776,4827692.664622081,4540187.946790879,12169.622741836478,10045.003629129902,NA,NA,6155570.013483308,133272
cum_all,5952605.576159275,5035962.100287883,4112949.1334348805,46562.60438452428,9163.893592954215,NA,NA,6155570.013483308,133272
oa,4432956.245226165,3703844.246021625,177369.4572303157,0,0,NA,NA,6155570.013483308,133272
sst,5127412.414218776,4827692.664622081,4540187.946790879,12169.622741836478,10045.003629129902,NA,NA,6155570.013483308,133272
cum_climate,5447575.83765653,5290365.374486928,4555049.801667837,1776.1920667915263,1776.1920667915263,4112792.8217884125,0,6155570.013483308,133272
art_fish,2579808.951569432,1083810.7443082975,23700.02595393183,325037.9092286779,27582.498874588542,NA,NA,6155570.013483308,133272
cum_fishing,2579808.951569432,1083810.7443082975,23700.02595393183,325037.9092286779,27582.498874588542,0,0,6155570.013483308,133272
direct_human,547217.3571623014,51442.32971420307,0,8773.550532228584,0,NA,NA,6155570.013483308,133272
cum_land-based,547217.3571623014,51442.32971420307,0,8773.550532228584,0,0,0,6155570.013483308,133272
