iucn_sid,taxon,var_priority,priority
133258,reef_building_corals,1.6536948917180208e-7,0.061024058670307114
133260,reef_building_corals,1.7565158510592273e-7,0.06105205648846539
133261,reef_building_corals,2.5701235010994596e-9,0.06685326912012453
133262,reef_building_corals,2.2792035327200102e-7,0.06135308678593907
133263,reef_building_corals,0,0.07663758552518687
133269,reef_building_corals,3.736238197601211e-7,0.06159562889759738
133272,reef_building_corals,2.1333281083799259e-7,0.06132085792377853
133276,reef_building_corals,1.6955659329928786e-8,0.07129015459204645
133283,reef_building_corals,1.9066098049162657e-8,0.06806435355932912
133285,reef_building_corals,1.729694304565356e-8,0.06797856172341048
133287,reef_building_corals,1.751619493116963e-10,0.07519111957392824
133289,reef_building_corals,3.6415120290691395e-8,0.06525876690440252
133290,reef_building_corals,1.2196100353772452e-7,0.06081733651874959
133291,reef_building_corals,8.592062090338047e-9,0.06829411071810094
133294,reef_building_corals,1.7722471220896246e-8,0.06773556461786473
133296,reef_building_corals,1.9648595053069095e-8,0.06817388086253627
133300,reef_building_corals,5.591702096760579e-8,0.07452977504554169
133301,reef_building_corals,7.0614654398721534e-9,0.06895544197023727
133303,reef_building_corals,6.499755869654902e-8,0.06391737583996444
133306,reef_building_corals,1.2520036667252921e-8,0.06710591368537407
133307,reef_building_corals,2.0376116916012954e-7,0.061264782109656
133309,reef_building_corals,6.939966506356018e-7,0.08476339506055841
133310,reef_building_corals,2.638634196150083e-8,0.06645609676476225
133315,reef_building_corals,1.8601703354943393e-7,0.061245846705896737
133319,reef_building_corals,1.543516494237786e-7,0.060978408462679316
133320,reef_building_corals,2.9845232799503067e-7,0.061455069211661814
133321,reef_building_corals,3.476029037606195e-8,0.06637370837069613
133322,reef_building_corals,2.2331424922077976e-7,0.061343425214803925
133326,reef_building_corals,4.109249559424372e-8,0.06659069437638407
133327,reef_building_corals,7.91190080856913e-7,0.06126054050492622
133329,reef_building_corals,2.012664000418809e-7,0.06125424748246432
133331,reef_building_corals,0,0.09330848983482057
133332,reef_building_corals,1.6370060274300783e-7,0.06101741823193478
133333,reef_building_corals,2.15559771695869e-7,0.061187916699379605
133335,reef_building_corals,6.831291786068895e-9,0.06883650519023203
133338,reef_building_corals,1.290948394436855e-8,0.06751141339359652
133342,reef_building_corals,6.405851399109116e-10,0.07834729510585184
133343,reef_building_corals,1.6470086752674076e-7,0.06114511399466365
133353,reef_building_corals,2.1290480091638326e-8,0.0658058200063514
133354,reef_building_corals,1.420913765545045e-7,0.060926037344826996
133356,reef_building_corals,9.35111553699542e-10,0.07320560401737217
133358,reef_building_corals,3.3636416319700677e-9,0.06726762492431901
133359,reef_building_corals,2.4316810443799944e-7,0.061341585634152915
133360,reef_building_corals,8.895144735031929e-9,0.06545264505389388
133361,reef_building_corals,6.966477329632756e-9,0.0688789451424255
133366,reef_building_corals,2.527280192458431e-7,0.06125214312993637
133367,reef_building_corals,1.5156178439057163e-8,0.06603487246107113
133368,reef_building_corals,8.915992303727949e-9,0.06783530816104805
133369,reef_building_corals,0,0.09243353904248189
133372,reef_building_corals,1.0618450134233507e-7,0.07510988749706643
133373,reef_building_corals,7.783014193519532e-10,0.07275708619007998
133374,reef_building_corals,8.572890144389948e-9,0.06642208803196807
133375,reef_building_corals,4.119825591242897e-8,0.06628819204821883
133376,reef_building_corals,1.0959165632023161e-8,0.06612866114752569
133381,reef_building_corals,8.949079591578148e-10,0.07309778812473738
133383,reef_building_corals,3.616653294962806e-8,0.06630488334150929
133384,reef_building_corals,1.8834359731517637e-6,0.06699150212319413
133386,reef_building_corals,3.0320644954480416e-8,0.06356144613628412
133387,reef_building_corals,1.1823201040314377e-8,0.06739164386364
133391,reef_building_corals,3.852189789349723e-9,0.0674396602369253
133392,reef_building_corals,1.746334569989904e-7,0.06117465443206499
133394,reef_building_corals,9.384150035761094e-8,0.0665047577183782
133396,reef_building_corals,1.9066098049162657e-8,0.06806435355932912
133399,reef_building_corals,0,0.08560687580255522
133401,reef_building_corals,7.147050432657997e-9,0.06868458786124887
133403,reef_building_corals,1.638691135318515e-7,0.061011371546238265
133404,reef_building_corals,1.6699631275122653e-8,0.06737384206743306
133405,reef_building_corals,2.1824584654766162e-7,0.06130569711045988
133407,reef_building_corals,1.3627150724319147e-7,0.060886323512327416
133409,reef_building_corals,2.2020869555765425e-8,0.06769550386962105
133411,reef_building_corals,2.735653444715286e-7,0.06154711767895638
133413,reef_building_corals,1.7869093556290397e-7,0.06106225725333711
133415,reef_building_corals,3.179196143106778e-8,0.06615404605647651
133422,reef_building_corals,3.793203118140704e-7,0.06150149616165577
133424,reef_building_corals,2.4508300554046913e-7,0.06120178762442465
133427,reef_building_corals,1.088049663408296e-8,0.06861242188262066
133429,reef_building_corals,3.152057013241214e-7,0.06146953560690286
133432,reef_building_corals,1.0749167148714976e-7,0.06454096381215181
133433,reef_building_corals,2.4583381453740957e-7,0.06138659867389111
133434,reef_building_corals,1.837768969614874e-8,0.0680928142723454
133435,reef_building_corals,1.7459877867012455e-8,0.06801590179151432
133438,reef_building_corals,2.0770044620040912e-7,0.06131420688882766
133439,reef_building_corals,5.976723192659198e-9,0.07800883007905533
133441,reef_building_corals,1.4016849610013387e-7,0.07604011424221944
133443,reef_building_corals,2.810914840304728e-7,0.061607638666302644
133445,reef_building_corals,7.811361400787209e-9,0.07307350143536327
133447,reef_building_corals,8.555495299332217e-9,0.0683186159616671
133448,reef_building_corals,1.326443103286492e-7,0.06086688750870558
133450,reef_building_corals,2.7693895759884024e-7,0.06149013977607438
133453,reef_building_corals,2.0413560343485026e-7,0.06129192555716883
133456,reef_building_corals,1.605992312319269e-7,0.06111857198223003
133458,reef_building_corals,1.3890293259012267e-7,0.06090641178727657
133459,reef_building_corals,1.497990431750629e-7,0.06094972617913169
133460,reef_building_corals,5.912755330902473e-9,0.06803301902394251
133463,reef_building_corals,1.883712836740885e-7,0.06125892880274133
133464,reef_building_corals,3.1521924707003197e-9,0.06719503340926984
133466,reef_building_corals,4.575932492406728e-9,0.08526100210367707
133467,reef_building_corals,7.529771564350604e-9,0.06879712111450564
133470,reef_building_corals,3.961623460360739e-8,0.06408419958185077
133472,reef_building_corals,1.4182294305593776e-8,0.0671857434632941
133478,reef_building_corals,1.2435247835051445e-7,0.06082803654736865
133479,reef_building_corals,1.4889991919971495e-7,0.06107970647820757
133482,reef_building_corals,1.680056773405616e-7,0.06103067144501226
133484,reef_building_corals,2.850996967674093e-9,0.07139250684176977
133486,reef_building_corals,1.3042774046784026e-8,0.06755016622036607
133488,reef_building_corals,0,0.07750631719814474
133489,reef_building_corals,7.977841979054274e-9,0.06841899548598893
133490,reef_building_corals,2.4169083502752074e-8,0.07517305138137437
133493,reef_building_corals,2.0878398789364046e-7,0.06131685744912248
133494,reef_building_corals,6.04402462641901e-8,0.06555990977468439
133496,reef_building_corals,1.6651932473870698e-7,0.061177576808955955
133497,reef_building_corals,2.672227195609787e-8,0.06563388315547519
133498,reef_building_corals,1.5406111213489304e-7,0.06099789800631818
133499,reef_building_corals,6.798978072545979e-9,0.0688732733414446
133500,reef_building_corals,2.353024808680878e-8,0.07115678232691888
133501,reef_building_corals,1.010636155281522e-6,0.061057305409374055
133503,reef_building_corals,1.6994311541744793e-7,0.06103732711255642
133506,reef_building_corals,1.0952120188935232e-9,0.07964630564302687
133508,reef_building_corals,3.3792514792247827e-9,0.06653574834445683
133509,reef_building_corals,2.3044281711542207e-7,0.06178306534424298
133510,reef_building_corals,1.63849781284958e-7,0.061073754957990396
133512,reef_building_corals,0,0.08625118906443294
133513,reef_building_corals,2.025538384343867e-7,0.06125755029870787
133515,reef_building_corals,2.229813807712713e-8,0.06830532862645335
133517,reef_building_corals,0,0.09376678993959926
133523,reef_building_corals,2.673292254679175e-7,0.06137661264847826
133526,reef_building_corals,1.920370075911724e-8,0.07003238339992389
133529,reef_building_corals,0,0.08196369552026102
133531,reef_building_corals,7.032566360735061e-8,0.06393178257075897
133532,reef_building_corals,1.9541650423063628e-7,0.06127407774217572
133539,reef_building_corals,2.018572980531497e-8,0.0654790078235628
133540,reef_building_corals,0,0.07771775004688197
133542,reef_building_corals,5.456849336582614e-9,0.06782621059599249
133545,reef_building_corals,3.62109380961329e-8,0.06650691212339238
133550,reef_building_corals,2.3227730468561843e-7,0.06619638705466815
133552,reef_building_corals,0,0.08841881992450368
133554,reef_building_corals,2.3045606643487197e-10,0.07585514472061199
133555,reef_building_corals,3.8192279369988804e-8,0.06653097261072534
133557,reef_building_corals,1.526008314526099e-8,0.06614950214213453
133558,reef_building_corals,1.41505901796241e-7,0.06091898128586646
133560,reef_building_corals,1.914331084227673e-7,0.061282732487908186
133563,reef_building_corals,1.841918514325515e-7,0.06123119331049457
133565,reef_building_corals,2.7640080477096615e-8,0.06697724109716233
133567,reef_building_corals,3.0288154417402955e-10,0.07651975939119893
133568,reef_building_corals,9.513903013655386e-9,0.0684944096668115
133571,reef_building_corals,2.357483767019521e-9,0.06706578758185595
133572,reef_building_corals,4.197659234259567e-10,0.07731593500396798
133573,reef_building_corals,6.214643137196798e-8,0.0636655262223118
133574,reef_building_corals,0,0.12835802890878656
133577,reef_building_corals,6.34610373276835e-10,0.07315983383555404
133578,reef_building_corals,9.891542525789339e-9,0.06657430799628429
133580,reef_building_corals,7.2119887864803666e-9,0.06820395234094487
133581,reef_building_corals,5.903136576468289e-9,0.07257281804304122
133583,reef_building_corals,2.5957085515794664e-8,0.07154028896366539
133585,reef_building_corals,1.5439612210749218e-7,0.06096916176723379
133588,reef_building_corals,2.492597717739752e-7,0.06139232983607762
133593,reef_building_corals,1.5427251890540722e-7,0.06098671397424146
133599,reef_building_corals,1.9206499975729554e-7,0.061264326443440605
133600,reef_building_corals,1.7103221293882646e-8,0.06783999871156345
133601,reef_building_corals,1.7916960980659246e-7,0.061063487242880354
133602,reef_building_corals,0,0.08027530465351808
133603,reef_building_corals,8.275235217247576e-9,0.06612443482537118
133604,reef_building_corals,2.8428035504855894e-9,0.07889163031904105
133607,reef_building_corals,1.6829001316612712e-7,0.06103165757387341
133612,reef_building_corals,2.4486439344580705e-8,0.07761179652306728
133616,reef_building_corals,1.5401072810192692e-7,0.06098079035955046
133617,reef_building_corals,1.926263266553625e-8,0.06825398006497622
133619,reef_building_corals,4.6051981329351063e-7,0.061538743473960766
133620,reef_building_corals,2.8322158866499615e-8,0.06591895697387153
133622,reef_building_corals,1.4435594588659338e-8,0.06750485289606156
133623,reef_building_corals,1.0005769654715463e-8,0.06648247317332015
133624,reef_building_corals,1.2050211080854845e-8,0.06724852616502996
133627,reef_building_corals,3.0749921138689723e-9,0.07149862313088041
133628,reef_building_corals,2.5259586725131045e-8,0.06561030807127623
133629,reef_building_corals,6.431433022917291e-8,0.066419637830213
133630,reef_building_corals,4.988444621441608e-9,0.06815679059510436
133631,reef_building_corals,7.187706043845842e-10,0.07862757154496935
133633,reef_building_corals,1.2133426236912615e-7,0.060809853556088596
133635,reef_building_corals,1.3738197749631287e-7,0.06089887739416044
133637,reef_building_corals,0,0.0786139226646228
133638,reef_building_corals,1.9532816875214314e-8,0.06346423507851735
133639,reef_building_corals,1.849153097969771e-8,0.06790189539815357
133642,reef_building_corals,2.149014108219486e-7,0.06159657281727608
133644,reef_building_corals,1.4663599873315322e-7,0.060946309888489585
133645,reef_building_corals,1.7890677739297796e-7,0.0778953111683467
133647,reef_building_corals,2.1419964553556698e-7,0.061285462743790355
133650,reef_building_corals,6.53911769097557e-8,0.06529925210082699
133651,reef_building_corals,1.4498611229129977e-7,0.06092820370391378
133654,reef_building_corals,1.7658380864622545e-7,0.061057571110782936
133656,reef_building_corals,1.9612176886813976e-8,0.06816574763694894
133660,reef_building_corals,1.3320160755557665e-8,0.06458867820448332
133661,reef_building_corals,2.4239556268101374e-7,0.061789719406260366
133662,reef_building_corals,1.3991390707731928e-7,0.06091134176415492
133664,reef_building_corals,2.3178376021298916e-9,0.08632993874865245
133665,reef_building_corals,4.5371300059138645e-9,0.07710854387569045
133666,reef_building_corals,1.7806913823371656e-7,0.06120453583014231
133668,reef_building_corals,1.5586477420986806e-7,0.06098122152000988
133670,reef_building_corals,1.551003919293145e-8,0.06763888858776432
133671,reef_building_corals,0,0.06759569642316025
133676,reef_building_corals,0,0.078711581020577015
133683,reef_building_corals,6.6401445245395875e-9,0.06868967544503926
133684,reef_building_corals,0,0.0895092675751865
133685,reef_building_corals,1.534997389274926e-7,0.06097201105175452
133687,reef_building_corals,5.996976759920252e-9,0.07277236790626139
133688,reef_building_corals,1.0862407265792142e-8,0.07294796225123507
133689,reef_building_corals,3.810131533214208e-8,0.0666735158665253
133692,reef_building_corals,8.968284334463503e-9,0.07979937750469147
133694,reef_building_corals,3.4980359212083372e-9,0.06669017147035923
133695,reef_building_corals,3.6185523326636127e-7,0.06149595467986189
133696,reef_building_corals,1.6761490368802927e-8,0.06764438917692152
133697,reef_building_corals,1.447852754671143e-7,0.060934255024683345
133698,reef_building_corals,2.3561530059368697e-7,0.06136824305036029
133701,reef_building_corals,0,0.09354964467580516
136315,mammals,1.3601428418630147e-6,0.059291761949364016
154957,blennies,0,0.0064352199681528294
155156,blennies,0.001214601371259887,0.04522663990413811
158617,sharks_and_rays,1.8504753363781505e-6,0.004154721497073149
161320,sharks_and_rays,4.644070482485874e-8,0.07813087808681805
161325,sharks_and_rays,2.6712182969400537e-7,0.05376155676883475
161329,sharks_and_rays,4.1767195061967e-7,0.001158851465250984
161360,sharks_and_rays,5.444687430733203e-10,1.6099672637163518e-4
161366,sharks_and_rays,7.951357781238437e-6,0.034030907446639946
161373,sharks_and_rays,2.2829703972645744e-7,0.05321352729841554
161376,sharks_and_rays,7.381871156092102e-9,0.04490204541395949
161378,sharks_and_rays,8.214794254960079e-7,0.038930579196229755
161391,sharks_and_rays,3.574553610442064e-7,9.90659887484734e-4
161394,sharks_and_rays,1.504379092560505e-4,0.022885768621245296
161404,sharks_and_rays,4.03967828806431e-8,0.012095649437973121
161408,sharks_and_rays,3.206430892542122e-8,0.06626951913257777
161409,sharks_and_rays,9.281382521604356e-8,0.07080340912345713
161410,sharks_and_rays,2.961338223615851e-7,0.051640959842745686
161418,sharks_and_rays,4.660886413310361e-6,0.04380992072691079
161423,sharks_and_rays,1.1894553333720162e-5,0.0600815237587259
161425,sharks_and_rays,1.1437985843803225e-7,0.03228798027187226
161442,sharks_and_rays,5.059120029153606e-8,0.03239481095963967
161447,sharks_and_rays,8.716996365600645e-7,0.06261748313345103
161456,sharks_and_rays,3.508548032135936e-6,0.04454435852771523
161461,sharks_and_rays,7.85918867018827e-7,0.05100276653223956
161463,sharks_and_rays,3.622715727834693e-7,0.03426139931234267
161464,sharks_and_rays,2.750935290092619e-7,0.04666656334975335
161465,sharks_and_rays,0,0.08490387100671047
161476,sharks_and_rays,4.700379013655284e-7,0.07592892719939415
161477,sharks_and_rays,5.5316306900566265e-6,0.04149021732594228
161484,sharks_and_rays,8.991660746563021e-8,0.05834597537696768
161488,sharks_and_rays,4.1008092915642504e-5,0.020714501144789677
161495,sharks_and_rays,1.5111281921041849e-7,0.06819166118182675
161496,sharks_and_rays,8.887425735438358e-7,0.010217622923570797
161506,sharks_and_rays,3.257514272621306e-8,0.05795481533195639
161525,sharks_and_rays,1.0194933431529952e-5,0.06506959089854351
161529,sharks_and_rays,2.0448644624027627e-7,4.3604787129257765e-4
161540,sharks_and_rays,1.955996278799796e-7,0.07549928642050434
161541,sharks_and_rays,0.0015776608016545225,0.06720479803068755
161542,sharks_and_rays,5.93677683294072e-7,0.030801255821273254
161546,sharks_and_rays,1.3033218767247272e-9,0.08422976949595226
161547,sharks_and_rays,1.6962800496932458e-7,0.07200827486744257
161555,sharks_and_rays,1.0335883908755938e-6,0.06609542046409382
161557,sharks_and_rays,9.395075789066251e-8,0.06711227462176957
161558,sharks_and_rays,6.022128266641446e-7,0.05316232997771854
161566,sharks_and_rays,6.197359763004201e-8,0.06258927852711331
161570,sharks_and_rays,6.0062312077752804e-9,0.0476567942815052
161589,sharks_and_rays,2.3420689829648366e-7,0.06631199616166972
161597,sharks_and_rays,2.3424124789577952e-7,0.016803823604024177
161598,sharks_and_rays,2.0869403117415448e-7,0.00788425146024
161611,sharks_and_rays,2.5239538150261608e-6,0.09034942951941427
161618,sharks_and_rays,1.4046666557664585e-8,0.0647476287713255
161621,sharks_and_rays,1.2243612864825386e-7,0.060750406061356454
161631,sharks_and_rays,2.131010258629737e-5,0.05970271028717345
161635,sharks_and_rays,1.3495950745872228e-7,0.007138212849493622
161637,sharks_and_rays,1.7778687988954128e-5,0.0063169254700234535
161652,sharks_and_rays,2.7178520163981634e-6,0.006099863124864826
161659,sharks_and_rays,9.66055416963942e-7,0.0016286009771799032
161665,sharks_and_rays,8.983472049298239e-8,0.049909071258604706
161669,sharks_and_rays,8.3603423058840107e-08,0.03422094933130915
161675,sharks_and_rays,8.020432920608617e-6,0.021921127426028773
161691,sharks_and_rays,2.165887450855686e-7,0.061478483139057724
161695,sharks_and_rays,4.0443685264198546e-8,0.042611690978036285
161696,sharks_and_rays,2.761445913838589e-7,0.015239633154655605
161729,sharks_and_rays,3.751493996967121e-7,0.025147010862582052
161736,sharks_and_rays,0,0.17356226803937647
161743,sharks_and_rays,3.9156632053440935e-6,0.07151988634879451
161745,sharks_and_rays,3.0818197386430387e-6,0.0783971816446335
161746,sharks_and_rays,1.2283692574467002e-5,0.01550649750323929
169676,angelfishes,0,0.0817386087459275
170158,seabreams_porgies_picarels,2.981222971594383e-7,0.06203169390216083
170168,seabreams_porgies_picarels,9.364226081881835e-7,0.05739979826671218
170173,seabreams_porgies_picarels,1.4198241825668286e-5,0.06814446782874128
170199,seabreams_porgies_picarels,1.0775733454614606e-7,0.04840587339901818
170309,tunas_and_billfishes,3.297752424935485e-10,0.002894842959466199
170314,tunas_and_billfishes,3.437328521568465e-7,0.012812996415292058
170316,tunas_and_billfishes,5.26093784798381e-8,0.026525939720418102
170322,tunas_and_billfishes,4.023929169813664e-7,0.010611165118237948
170330,tunas_and_billfishes,9.826499336123945e-9,0.01141039564320835
170341,tunas_and_billfishes,4.452944909083917e-7,0.021785604751067035
173322,seagrasses,0,0.11037987529226909
173333,seagrasses,2.3492097908781383e-7,0.012787057426930626
173335,seagrasses,2.2954953574755713e-10,0.009489149013426554
173337,seagrasses,2.8514757775830056e-7,0.028840462003342053
173338,seagrasses,1.3075275672871074e-5,0.08592563979070586
173339,seagrasses,1.384959800359127e-10,0.007776243578207907
173341,seagrasses,6.413582719625581e-8,0.019689511428680903
173342,seagrasses,4.035677569086426e-9,0.06014890105251181
173344,seagrasses,3.036604107852363e-8,0.017764829585662074
173345,seagrasses,3.620660345972039e-8,0.010735912248860287
173349,seagrasses,4.074311566222366e-8,0.06009376282540639
173357,seagrasses,7.371360314717987e-8,0.020821667770074496
173370,seagrasses,1.1638727938755003e-7,0.02098373236055871
173381,seagrasses,6.36039040267154e-8,0.02524581184619134
173382,seagrasses,5.33162688304019e-7,0.023216132077556424
176712,seasnakes,7.173811628725728e-8,3.9145751673211934e-4
176714,seasnakes,0,0.11466968560938563
176721,seasnakes,1.8717700592304585e-9,0.019710526779837447
176736,seasnakes,1.8923083481211984e-8,0.010797520329901843
176739,seasnakes,0,0.09436655583983632
176763,seasnakes,1.0914201085995781e-6,0.08991458495444657
176770,seasnakes,0,0.11466968560938563
178799,mangrove_plants,6.455727451037936e-6,0.07210133585520909
178801,mangrove_plants,1.0278266509122126e-5,0.08267270372475363
178807,mangrove_plants,6.818906358363974e-5,0.07382345259389567
178808,mangrove_plants,2.3029983579140372e-7,0.07395080168224302
178814,mangrove_plants,4.300686609242617e-7,0.06791830019541807
178815,mangrove_plants,3.034277908867111e-6,0.07758096937147514
178816,mangrove_plants,1.106147089866614e-6,0.07092027580838463
178831,mangrove_plants,2.331959309365219e-6,0.06950197342699062
178833,mangrove_plants,5.833440028189297e-6,0.07739634836009132
178834,mangrove_plants,2.2480735148896213e-6,0.05385816715117987
178835,mangrove_plants,3.933487575654495e-6,0.06321167882053425
178839,mangrove_plants,5.823633007741554e-6,0.07204196757127045
178844,mangrove_plants,7.313203845203517e-5,0.010188879977665818
178847,mangrove_plants,3.873049987590235e-5,0.06650631534954175
178853,mangrove_plants,4.68874858888745e-6,0.07247580988745075
178856,mangrove_plants,4.739024438024931e-7,0.07154885430954835
178858,mangrove_plants,2.2975474689119148e-5,0.07791895715800036
181359,mammals,4.3158805140419776e-7,0.055695409590919905
183513,blennies,7.811006358717015e-6,0.019309302397444248
183535,blennies,0,0.00743511098448236
183720,clupeiformes,0.001617416531379941,0.05603723807160032
183771,wrasses_and_parrotfishes,7.876154041566916e-5,0.06682241662041753
183873,blennies,0.001214601371259887,0.04522663990413811
183896,blennies,0,0.012742863701139525
185152,blennies,3.264063478919531e-8,0.026791883592546313
187944,clupeiformes,0,0.0950308175301122
192406,cone_snails,0,0.008928166616643574
192492,cone_snails,0,0.07788773270272137
192544,cone_snails,0,0.20168539374491493
192703,cone_snails,0,0.22323483712799355
193605,pufferfishes,2.049983381866325e-6,0.07240797303558312
193734,pufferfishes,2.0296199279420675e-6,0.10582643997472516
194300,mammals,0,0.13726365703655888
195023,clupeiformes,3.1723209297185994e-7,0.07148461749990502
195100,syngnathiformes,1.9758548925516667e-7,0.015827880237473647
195320,sharks_and_rays,0,0.11550715737937975
195409,groupers,3.5009080661022074e-7,0.02659503436987705
195456,sharks_and_rays,2.3798707846360998e-8,0.039493272307662884
195459,sharks_and_rays,3.963015268610541e-8,0.018775857420963493
195475,sharks_and_rays,1.5763209799043427e-7,0.009993674537208409
196030,hagfishes,9.106473392856131e-5,0.010893717556215958
196080,hagfishes,7.304408661175666e-4,0.08309889236671893
196087,hagfishes,0,0.11847646300394879
198582,clupeiformes,2.892349433826176e-6,0.05063833661819395
198920,mammals,8.234617622194494e-9,0.06754063243335619
201946,clupeiformes,2.817279003976027e-6,0.07598020623542534
14134315,sharks_and_rays,1.1556200063228025e-8,1.5164897975637783e-4
16727327,sharks_and_rays,5.943205862257281e-9,3.8692658963722116e-4
22680038,birds,1.647557779067062e-5,0.030371603551895988
22680405,birds,1.593122317872129e-7,0.04243768985888352
22680412,birds,0,0.07840072466472074
22680415,birds,1.5110124870832324e-5,0.05300800355879649
22680427,birds,5.997907712199074e-7,0.05180392510188168
22694286,birds,1.4295529820690372e-6,0.09068983158229935
22694296,birds,3.9644403706543965e-5,0.0429535113447378
22694436,birds,0,0.10289985702940921
22694452,birds,0.002059768799440454,0.07065319662955971
22694473,birds,4.748651320434385e-7,0.031566012631793754
22694497,birds,3.1088425957460177e-7,0.04627975097396556
22694502,birds,1.4666034322788984e-5,0.042462314937368226
22694552,birds,2.434861874060237e-5,0.04129657605848634
22694685,birds,6.46770896532958e-6,0.07383049747831541
22694691,birds,1.4993293330165592e-10,0.002296406656971077
22694699,birds,1.2037225876492043e-7,0.039665328881715284
22694716,birds,1.3869646604966395e-11,3.748978138892131e-4
22694750,birds,0,0.009346832731222755
22694834,birds,2.318422457109966e-6,0.04913026593380394
22694852,birds,4.636801910344494e-7,0.059285342097235044
22694870,birds,2.7024420838241558e-5,0.04395012755333458
22694875,birds,7.074680035059402e-7,0.04564014173256785
22694887,birds,1.5708028254096226e-8,0.0021920494259656622
22694899,birds,2.2549198286076455e-7,0.054819170206575674
22694903,birds,4.634970544202356e-6,0.02383271666144762
22694927,birds,5.831713526109797e-7,0.0549958519982945
22696606,birds,8.838418614581235e-7,0.05413373098649762
22696668,birds,3.158847802741819e-7,0.03521022507795709
22696730,birds,0,0.029745845678853487
22696756,birds,0,0.24575098671523982
22696766,birds,7.723109549033433e-6,0.016846872218220302
22696802,birds,7.800415109810577e-8,0.02018322912239449
22696806,birds,3.495049963630971e-6,0.0693415368489059
22696810,birds,3.2025597510726544e-5,0.008791735496277393
22696846,birds,0,0.15113188460997085
22696853,birds,2.2151183005735262e-7,0.10200911732845101
22696898,birds,4.891093132066337e-6,0.07359063404826821
22697619,birds,1.3248273935845893e-5,0.04761116986000034
22697728,birds,0,7.772521242497841e-5
22697742,birds,8.373359954608901e-8,0.0375497334157138
22697752,birds,2.40555789626627e-6,0.008261140051728011
22697776,birds,6.773854439235224e-5,0.04711632549320016
22697782,birds,2.228052296877439e-9,2.133009481758302e-4
22697793,birds,8.986392904252665e-6,0.041237006515863574
22697797,birds,2.222362921496704e-4,0.030333504808552958
22697800,birds,4.054443332682876e-5,0.07858983776238956
22697810,birds,1.8037490303108035e-6,0.03686902717234427
22697817,birds,2.259333730983685e-5,0.03960740854722261
22697822,birds,1.935163283599441e-6,0.056575781822256685
22697825,birds,2.751573459541176e-6,0.11337279931188017
22697847,birds,9.91241783012431e-9,0.003634847255219221
22697896,birds,5.1802372058437765e-9,0.0015852901035758623
22697925,birds,7.588385001655407e-13,8.692312453185505e-5
22697963,birds,4.4065407655356565e-6,0.030598348638979377
22697970,birds,4.2447952913276555e-13,9.760407400105294e-6
22698005,birds,2.793438372824698e-14,3.444079449731639e-5
22698017,birds,5.204078710705154e-6,0.019010901850708754
22698020,birds,1.7206519741515018e-5,0.012270650081353078
22698030,birds,5.40441256796356e-13,5.136132945701479e-6
22698035,birds,4.057309314170874e-13,8.491265286329522e-6
22698049,birds,2.6924774226285786e-4,0.04172152106559002
22698062,birds,8.998810572145857e-15,7.335422341564414e-5
22698084,birds,8.143384897449324e-11,9.602154700535796e-5
22698088,birds,5.172115684478723e-11,1.6888661207685408e-4
22698092,birds,6.595124463715095e-11,3.3179770525417683e-4
22698140,birds,8.207012614221969e-11,0.001137392319722239
22698150,birds,1.9712877134421494e-6,0.02570793537307262
22698155,birds,4.1531218552390344e-9,0.0017134267866834739
22698159,birds,2.0102080672101275e-9,6.584853930040078e-4
22698172,birds,8.621928291355167e-7,0.05076014586095162
22698182,birds,9.788909482716766e-7,0.01652710118851812
22698188,birds,3.420194034240276e-7,0.012738024096116811
22698195,birds,2.140552690885519e-9,0.005467721047428518
22698209,birds,1.7407550046500082e-6,0.036792354860098644
22698230,birds,2.679596039727321e-7,0.02263929493385385
22698235,birds,8.990571336440697e-12,3.08506944060175e-5
22698246,birds,2.148054213138e-7,0.012529852010898979
22698252,birds,4.734339921097417e-8,0.0013959194794758664
22698280,birds,1.538720332066631e-5,0.0450947117753831
22698305,birds,5.248421446947417e-6,0.04024887598194229
22698310,birds,2.152645836534025e-9,1.6423164445675788e-4
22698314,birds,1.0035716156804199e-9,0.0015260357709799214
22698320,birds,4.258450143122413e-5,0.016532912679118023
22698335,birds,3.458701052708097e-9,0.004046613204855868
22698350,birds,2.6383088622701675e-6,0.031697759547661616
22698365,birds,9.635468244067629e-8,0.036886266387770504
22698388,birds,1.9451811824432297e-10,7.802561371588997e-4
22698398,birds,7.525210209493412e-6,0.03812973488295839
22698425,birds,4.199468727364414e-9,0.001535651492203011
22698431,birds,5.835151857293135e-10,2.3789649645729213e-4
22698448,birds,4.9398951853971904e-9,5.437336153700373e-4
22698520,birds,2.0416561812454596e-13,8.691491343969698e-4
22698543,birds,5.774167862294857e-11,5.064099540795811e-5
22698562,birds,2.1743081614081646e-8,0.0012285813197530696
22724836,birds,0,0.08067152655983156
22728318,birds,1.7771647506839833e-5,0.03995391217753233
22728323,birds,5.541592339179471e-10,0.0013580091261186221
22728328,birds,7.240602109553652e-10,0.0014607394280534993
22728349,birds,6.103037363668635e-10,6.812710805731994e-4
22728364,birds,1.5558072475382925e-9,0.0011855372245197348
22728372,birds,1.198653786689238e-10,2.163432836741117e-4
22728432,birds,1.0483675768243767e-7,0.04600387601089644
22728437,birds,4.455000852966159e-10,2.7440311621944194e-4
22729000,birds,2.8930766127394696e-8,0.06306396667979837
22729604,birds,3.2333145725966675e-10,2.4388525590792682e-4
