iucn_sid,taxon,var_priority,priority
133170,reef_building_corals,0,0.10546811659482731
133173,reef_building_corals,2.308294131950828e-7,0.061370169224683274
133174,reef_building_corals,5.140784011396318e-8,0.07004967656857225
133175,reef_building_corals,1.5613606937221074e-7,0.06110861032647835
133177,reef_building_corals,2.4961061468878853e-7,0.06139290526899312
133178,reef_building_corals,1.1678406494882982e-8,0.06457847713775526
133180,reef_building_corals,2.2485162463978094e-8,0.06579794034349842
133182,reef_building_corals,2.445052399551808e-7,0.06135987335391357
133185,reef_building_corals,2.2399351591601603e-7,0.06649318761730648
133190,reef_building_corals,3.919993066706988e-9,0.06690473867647859
133191,reef_building_corals,1.4564865978805163e-8,0.06762396072782557
133193,reef_building_corals,1.2777324811175617e-7,0.06084779471432763
133195,reef_building_corals,1.758414764456735e-8,0.0747505792493264
133196,reef_building_corals,3.088482147267999e-7,0.06146493364846316
133200,reef_building_corals,1.5771839432365403e-7,0.06099760854034889
133203,reef_building_corals,1.0378839000227863e-8,0.06970573956795
133205,reef_building_corals,5.4869680786919983e-8,0.06611134176883457
133206,reef_building_corals,0,0.08310917912966437
133208,reef_building_corals,1.2363114849010283e-7,0.06082375642741407
133211,reef_building_corals,1.0623602356876413e-8,0.06860009787338789
133213,reef_building_corals,4.484451937471164e-8,0.06538063506449461
133216,reef_building_corals,1.1224660619795642e-7,0.06074864121584242
133219,reef_building_corals,1.8973766284611878e-8,0.06811056687110807
133220,reef_building_corals,2.3296087721459203e-7,0.06136708235023189
133223,reef_building_corals,2.2810277634835296e-7,0.06134718736706822
133225,reef_building_corals,2.928114663883699e-7,0.061458658903962585
133226,reef_building_corals,8.465621036777885e-9,0.06871279701255581
133227,reef_building_corals,2.396489132838817e-7,0.06123298753278294
133228,reef_building_corals,2.2090285297918326e-9,0.07765960432939648
133229,reef_building_corals,0,0.09959590132241387
133231,reef_building_corals,1.5449112584719492e-7,0.0611040883472917
133233,reef_building_corals,4.2932079174439254e-08,0.06670172646213246
133235,reef_building_corals,4.9765060620222354e-8,0.06940155024028109
133236,reef_building_corals,2.01213576259044e-8,0.06807530090663248
133239,reef_building_corals,1.4528908473128794e-7,0.06093654776974656
133243,reef_building_corals,3.470847745821922e-8,0.06620799371636844
133244,reef_building_corals,1.3750740241206667e-7,0.060903133060600724
133247,reef_building_corals,2.3765613353662555e-9,0.07020240863642266
133250,reef_building_corals,1.6163670271958118e-7,0.061007708057089396
133251,reef_building_corals,2.2689371898731816e-8,0.07491294167593032
133253,reef_building_corals,2.355287687755327e-7,0.061328432613893966
133254,reef_building_corals,0,0.11000871920339211
133256,reef_building_corals,1.5715751414260895e-7,0.06098033953433325
