meow,pct_impact_mean,a_km2,impact
6,16.892991731676695,337672.10135011,ocean
7,8.45082548574069,314224.4449077915,ocean
8,10.093357243223874,1243280.3070409298,ocean
9,8.385953134468242,245499.6091407016,ocean
10,0.3366717801491149,588498.5401936525,ocean
11,0.8064506529405787,469027.3556703618,ocean
12,1.4884668864403447,363002.4864674868,ocean
13,6.207148045533044,625989.8156198129,ocean
14,17.045924378159278,991917.6922279028,ocean
15,0.2580584335690506,912735.6785137028,ocean
16,0,554690.6367060692,ocean
17,4.318702643766141,1006751.6030658919,ocean
18,14.925691393037772,1808482.2632537503,ocean
19,7.89963054451502,86379.34652876822,ocean
20,16.73252173797301,375562.4523208267,ocean
21,16.995358042707558,205458.4415290292,ocean
22,13.401453717353911,250887.56641851045,ocean
23,18.230538652646615,293347.638679646,ocean
24,0.5051313292504434,373629.9483770984,ocean
25,11.114150487596886,700661.4890127811,ocean
26,8.755596809656572,759877.4971220953,ocean
27,7.149097160026972,664622.4297342574,ocean
28,5.765326959904359,550990.6730757578,ocean
29,8.196544591894279,1638499.634232241,ocean
30,4.034019203904794,131434.72017669465,ocean
31,6.5798311484904355,315020.8496070272,ocean
32,6.431558687870484,475275.4649369879,ocean
33,4.714661736817391,392320.13464174065,ocean
34,5.613165009868748,368722.2789928037,ocean
35,4.608113270748098,756074.4900246201,ocean
36,3.87829088169254,83455.7029989649,ocean
37,12.48838556050086,415035.1337133741,ocean
38,11.828364935108816,336529.88936936663,ocean
39,9.56204719308349,260798.0894264821,ocean
40,8.67863602076198,186315.0381580247,ocean
41,9.083672337153926,313904.83501272893,ocean
42,9.00582435638325,335514.2986818218,ocean
43,7.062234811303164,602698.4710451809,ocean
44,0.2650698715750994,458185.0741050381,ocean
45,12.559957949485792,1051098.77028853,ocean
46,17.45591805537856,833331.8590369456,ocean
47,12.478802255879287,914561.6457683725,ocean
48,9.556686705116615,239318.74019729983,ocean
49,9.692327982802789,989108.4444543401,ocean
50,9.893938277811678,438180.64540827705,ocean
51,27.604005996911834,582576.1534791223,ocean
52,18.666032998851325,699524.5165283782,ocean
53,15.368504743990623,1204842.4278165721,ocean
54,12.42329611672332,779564.9358326622,ocean
55,11.273237001648246,391315.0229728563,ocean
56,13.876703281079052,14591.147141733269,ocean
57,9.51090037656,344603.96595393796,ocean
58,7.645976313602114,332440.45597944874,ocean
59,7.926640857052685,526969.2908619803,ocean
60,6.436461035454541,263791.59308810177,ocean
61,7.8094435288521655,180821.41750349477,ocean
62,9.925268450172181,379679.8297220616,ocean
63,12.1611318270144,944174.4527247056,ocean
64,10.70483495795122,850844.903300597,ocean
65,9.950032190726276,1078948.4838970767,ocean
66,12.680710504322004,583249.4298869185,ocean
67,12.203312619806606,799503.8706593511,ocean
68,11.644236609491301,246979.769276333,ocean
69,13.174662330447484,745649.6223095356,ocean
70,9.925118318858352,170113.6165654306,ocean
71,7.97331877428355,449381.8330580544,ocean
72,7.175690143732029,554182.4046587453,ocean
73,7.508659700657634,406592.5452538885,ocean
74,7.483321278798581,312096.3327580963,ocean
75,8.040588854883932,661075.2851048874,ocean
76,7.401740578699481,633614.1680736048,ocean
77,3.989910842275598,437432.269502024,ocean
78,3.19457253703478,863547.2090102574,ocean
79,7.994493827577333,768070.3358888923,ocean
80,6.801917970869549,332359.24366119376,ocean
81,7.012978377324837,640231.662407033,ocean
82,7.850860607721279,360724.1752317213,ocean
83,7.223205363942374,394299.79417180276,ocean
84,8.593526368611958,414771.4119673981,ocean
85,7.489699308420876,232195.63367227642,ocean
86,7.520086750544467,387274.4916703486,ocean
87,41.051844061394796,229343.59663120002,ocean
88,51.12812147866826,228033.72049280765,ocean
89,22.3446823779031,551402.8474694128,ocean
90,46.58847945812151,239659.30804761217,ocean
91,17.944974735004855,276494.7720439704,ocean
92,18.343938803816272,540087.2639581981,ocean
93,5.680971231098142,442847.29753372323,ocean
94,1.8803949761607157,309179.67518270615,ocean
95,11.364603458684345,471943.1400006261,ocean
96,13.564616331134635,1182895.016196785,ocean
97,9.515504227861236,827607.7002533287,ocean
98,10.71680342636055,1009187.9726887239,ocean
99,24.327559747447673,430308.2897307923,ocean
100,16.233545236435855,1159827.2237952524,ocean
101,21.768889085567125,264919.83306377707,ocean
102,17.512820253029247,336756.93452847993,ocean
103,19.714882798337904,630420.6899636602,ocean
104,21.435956027821543,658738.4660392737,ocean
105,12.602536139718593,1303584.3854967542,ocean
106,6.7966321393452285,632067.640984556,ocean
107,6.825455235007996,433802.1660193724,ocean
108,7.739573127616365,478104.79747529025,ocean
109,11.38975689092948,777921.4778746357,ocean
110,26.45094751546811,258384.42428674278,ocean
111,8.45371996699005,727616.9939375902,ocean
112,26.64223628771925,305387.14706167486,ocean
113,27.128652955252957,278257.86532671005,ocean
114,20.632841815237754,1268100.7136890253,ocean
115,49.43443438405997,271402.8467712251,ocean
116,65.0116956220308,185194.6573842501,ocean
117,68.89117876272374,1351277.8497120922,ocean
118,74.56752070821692,163302.26057424862,ocean
119,25.159831632214015,603518.4535269557,ocean
120,6.78670986733414,833064.6443210944,ocean
121,25.300652610223256,1011278.5350560276,ocean
122,11.11238749555281,1125070.0965791508,ocean
123,9.826743961201393,987827.3855647149,ocean
124,6.792246976242958,2240625.252718024,ocean
125,8.63181091735711,994360.1745867889,ocean
126,58.10865638955246,561347.4272912784,ocean
127,27.145982340405737,916929.9019559001,ocean
128,57.95260266758324,774832.7899368298,ocean
129,22.500873097535663,267337.86446437496,ocean
130,18.571028189673953,609483.6295501335,ocean
131,14.607683136169664,906384.525614196,ocean
132,28.942176018868278,631057.2898156901,ocean
133,0.4180036266532478,69325.63220997447,ocean
134,22.103262634044217,711858.3104490334,ocean
135,13.762684324736824,1654693.1965407648,ocean
136,37.69113813249941,660078.9059531935,ocean
137,22.97202417505616,226835.62044081735,ocean
138,22.619728687230335,72787.19832941075,ocean
139,27.806841058569137,372284.2689380048,ocean
140,45.78967520581949,591339.2249854084,ocean
141,55.76963905194469,357619.7686888723,ocean
142,59.02960405278998,184572.02956031534,ocean
143,67.60488763939902,209813.34316403122,ocean
144,54.0638497962999,592562.6492981836,ocean
145,26.798262470846403,148432.546399443,ocean
146,6.521246116649547,767990.8700853921,ocean
147,17.544080153900467,772907.2719177959,ocean
148,6.9570787623987895,1497647.7778206936,ocean
149,16.718834137625883,1167964.1744443544,ocean
150,16.665440965195405,733801.3558584446,ocean
151,7.064094022223524,745394.6331085009,ocean
152,7.189775454453801,2661470.123846186,ocean
153,5.329344452564958,2194960.350186288,ocean
154,1.7470299002250933,2255878.3240125254,ocean
155,4.160973230941891,1498691.312437189,ocean
156,2.433406820216066,2499131.9321985925,ocean
157,4.689217455938555,762967.0584032369,ocean
158,4.608176124145121,2410767.6866919356,ocean
159,6.495579581564686,1180456.0267651642,ocean
160,5.061687950662364,1697786.3756136943,ocean
161,5.251802492581451,480019.8363764698,ocean
162,3.294572057194315,741373.313301399,ocean
163,1.9542858744351503,665277.3678252506,ocean
164,7.203850446814079,641033.3066576186,ocean
165,6.432774365082296,435952.9826949672,ocean
166,8.310864147236574,657427.7166649073,ocean
167,9.483177082514963,391566.51918069343,ocean
168,8.664334976698452,285779.1742522276,ocean
169,6.607688293020988,337066.06532222044,ocean
170,6.8525920808014185,515295.67456201883,ocean
