meow,pct_impact_mean,a_km2,impact
171,5.584731707700926,254414.62629868902,ocean
172,5.6884414875836455,214484.361509202,ocean
173,5.834799932965078,396393.84949382715,ocean
174,5.593255894063783,231849.82634953634,ocean
175,4.910868087451657,315164.9359442506,ocean
176,6.67549574397311,656299.4766310736,ocean
177,7.990704215137848,297618.708236414,ocean
178,6.396298214276606,295999.7012567507,ocean
179,5.357244459186495,889916.7625583553,ocean
180,5.671276833790211,374922.35952440876,ocean
181,4.418763422589637,261392.7731864523,ocean
182,5.853480057004544,31290.321629748276,ocean
183,4.775864431750157,366022.1876598157,ocean
184,2.4578346771305375,208326.19709484885,ocean
185,2.8777383698138217,437307.3946444613,ocean
186,3.5159981582735043,415662.127770712,ocean
187,3.709159315804346,655007.0655288335,ocean
188,3.571603671127157,214039.0036292437,ocean
189,2.203615079999554,964177.1349181269,ocean
190,7.07851485348613,417200.7956468385,ocean
191,7.714079781302178,418342.13441955537,ocean
192,8.870987935699711,366358.3892092179,ocean
193,12.66996845097539,325647.43824395916,ocean
194,2.139839626487859,396052.40844513214,ocean
195,4.347106376760976,550838.7274356685,ocean
196,4.4816685911420295,355401.7117683848,ocean
197,5.707089877715197,236299.0390370515,ocean
198,2.7951576869163226,368307.4849206504,ocean
199,4.951538219780082,706968.9793570383,ocean
200,4.993852030555117,261802.3278232772,ocean
201,3.504453002750317,107243.05400740252,ocean
202,34.76539196618535,246025.30614997927,ocean
203,13.571165259607588,190126.7777424796,ocean
204,6.731111299372548,251738.1126809299,ocean
205,3.3787947996921965,441679.7612338397,ocean
206,5.408682120865045,322244.3799664752,ocean
207,8.03184552898048,185669.70579155957,ocean
208,4.551802178975823,304048.4536507994,ocean
209,9.014636364579992,541476.6059485067,ocean
210,47.86808544371966,188414.3329821956,ocean
211,33.58912943151228,182501.5519759565,ocean
212,0.8136068771333107,262832.76373001776,ocean
213,1.408724170947159,255082.66313200977,ocean
214,2.2032444096900883,400907.68270975165,ocean
215,1.5882709118532938,429349.4603581441,ocean
216,2.5652516227513997,327084.8089972363,ocean
217,2.649803659857899,256493.83638744548,ocean
218,1.5165009200859128,122191.36071135566,ocean
219,3.2806441580041623,405401.43119429634,ocean
220,2.112211198615265,403383.3486709624,ocean
221,3.0214431322123727,277083.3430798923,ocean
222,4.57443478708165,365234.51545838435,ocean
223,6.756992205169693,444173.76560779987,ocean
224,3.0158270010545722,2222803.9511057204,ocean
225,5.792166695783911,233511.62259110418,ocean
226,3.6910329138815956,724539.6581941938,ocean
227,3.1807484697056063,1253450.1856690329,ocean
228,1.5858548743607648,1054900.0308235232,ocean
229,0.5997059785953217,1021146.2689656466,ocean
230,1.3906424578814678,388993.922393804,ocean
231,3.31344331344325,214670.36392451148,ocean
232,1.267310742753793,168165.39408977533,ocean
1,16.55038457631238,437003.50330887956,climate
2,29.871993200916435,381146.8910440207,climate
3,30.37190119846907,619647.3951630028,climate
4,47.69147893883891,585307.6819241835,climate
5,29.265249708135077,368163.3985622695,climate
6,47.70510592187422,337672.10135011,climate
7,56.16429786274155,314224.4449077915,climate
8,58.778102171023875,1243280.3070409298,climate
9,51.54173562243667,245499.6091407016,climate
10,17.588653922530582,588498.5401936525,climate
11,42.17179058947985,469027.3556703618,climate
12,51.92925300965959,363002.4864674868,climate
13,43.38730210134529,625989.8156198129,climate
14,9.615027627799234,991917.6922279028,climate
15,31.596087272743517,912735.6785137028,climate
16,66.2869939731413,554690.6367060692,climate
17,61.55556849627428,1006751.6030658919,climate
18,34.14368705570301,1808482.2632537503,climate
19,34.41301243764975,86379.34652876822,climate
20,23.18805585894072,375562.4523208267,climate
21,21.716258563980652,205458.4415290292,climate
22,13.904817034698787,250887.56641851045,climate
23,20.229141402711498,293347.638679646,climate
24,20.763237049541743,373629.9483770984,climate
25,14.080335331139022,700661.4890127811,climate
26,14.57794906144044,759877.4971220953,climate
27,12.932608311357253,664622.4297342574,climate
28,9.454172590372234,550990.6730757578,climate
29,10.163421861293308,1638499.634232241,climate
30,5.313178809352249,131434.72017669465,climate
31,5.629926703439711,315020.8496070272,climate
32,6.500835281990075,475275.4649369879,climate
33,5.083060987352816,392320.13464174065,climate
34,5.622106990287771,368722.2789928037,climate
35,9.2556190364956,756074.4900246201,climate
36,8.41176633991885,83455.7029989649,climate
37,19.46570326839477,415035.1337133741,climate
38,15.519093910796695,336529.88936936663,climate
39,12.214776660177536,260798.0894264821,climate
40,12.30920020804235,186315.0381580247,climate
41,6.679030546296187,313904.83501272893,climate
42,4.742975583023774,335514.2986818218,climate
43,3.6764021170574575,602698.4710451809,climate
44,14.42826698116216,458185.0741050381,climate
45,24.932476062080415,1051098.77028853,climate
46,35.435581657336144,833331.8590369456,climate
47,25.98410417335804,914561.6457683725,climate
48,17.52864055667026,239318.74019729983,climate
49,20.208890218220056,989108.4444543401,climate
50,4.809461397178608,438180.64540827705,climate
51,28.55091705144876,582576.1534791223,climate
52,17.042851190072923,699524.5165283782,climate
53,30.07704182789952,1204842.4278165721,climate
54,1.7590023741831613,779564.9358326622,climate
55,2.183712233535355,391315.0229728563,climate
56,10.185636503611576,14591.147141733269,climate
57,2.689130084869054,344603.96595393796,climate
58,1.011750102623908,332440.45597944874,climate
59,2.117563056489345,526969.2908619803,climate
60,10.549607039756358,263791.59308810177,climate
61,5.54328310269605,180821.41750349477,climate
62,4.448447012204727,379679.8297220616,climate
63,6.725684914097586,944174.4527247056,climate
64,5.474336993000063,850844.903300597,climate
65,6.47213369171847,1078948.4838970767,climate
66,8.705148702275974,583249.4298869185,climate
67,8.676011337612865,799503.8706593511,climate
68,7.81810026338428,246979.769276333,climate
69,9.024720185367098,745649.6223095356,climate
70,6.379798712294186,170113.6165654306,climate
71,6.706412140755859,449381.8330580544,climate
72,6.929149548110813,554182.4046587453,climate
73,5.519259317694476,406592.5452538885,climate
74,5.235871010969275,312096.3327580963,climate
75,5.25393557639584,661075.2851048874,climate
76,3.744351860329862,633614.1680736048,climate
77,2.383730245898574,437432.269502024,climate
78,5.940975492845005,863547.2090102574,climate
79,10.60124524499064,768070.3358888923,climate
80,8.7352983084968,332359.24366119376,climate
81,8.594948182950974,640231.662407033,climate
82,5.200629458711548,360724.1752317213,climate
83,4.339690055102686,394299.79417180276,climate
84,5.193853542739371,414771.4119673981,climate
85,3.7981460088090224,232195.63367227642,climate
86,4.739433629874461,387274.4916703486,climate
87,49.22274025288125,229343.59663120002,climate
88,63.338387723358736,228033.72049280765,climate
89,22.359720950033307,551402.8474694128,climate
90,45.47129165185128,239659.30804761217,climate
91,13.935433988708962,276494.7720439704,climate
92,16.79255930626406,540087.2639581981,climate
93,17.5958865084107,442847.29753372323,climate
94,15.348296773761048,309179.67518270615,climate
95,25.267408526926978,471943.1400006261,climate
96,18.8547277736966,1182895.016196785,climate
97,9.2294924680558,827607.7002533287,climate
98,7.148604307901815,1009187.9726887239,climate
99,21.449674407787615,430308.2897307923,climate
100,29.202766827248112,1159827.2237952524,climate
101,35.99319585370996,264919.83306377707,climate
102,12.413063708719015,336756.93452847993,climate
103,16.453989481870288,630420.6899636602,climate
104,24.488400831832436,658738.4660392737,climate
105,15.740481009242105,1303584.3854967542,climate
106,21.698625571164296,632067.640984556,climate
107,3.536898463626323,433802.1660193724,climate
108,39.424150125177135,478104.79747529025,climate
109,25.575954177266986,777921.4778746357,climate
110,63.29367730836889,258384.42428674278,climate
111,43.0452330846277,727616.9939375902,climate
112,23.036174052901824,305387.14706167486,climate
113,23.1386795608737,278257.86532671005,climate
114,18.53116099359835,1268100.7136890253,climate
115,54.007226050990994,271402.8467712251,climate
116,66.31102473603883,185194.6573842501,climate
117,76.04333913100619,1351277.8497120922,climate
118,76.21143121891362,163302.26057424862,climate
119,42.509828343218,603518.4535269557,climate
120,5.1812689950881134,833064.6443210944,climate
121,21.503837944039823,1011278.5350560276,climate
122,12.444304253165564,1125070.0965791508,climate
123,12.403396712870855,987827.3855647149,climate
124,11.434072156044268,2240625.252718024,climate
125,11.196412071795221,994360.1745867889,climate
126,71.47000706081585,561347.4272912784,climate
127,56.20752268938099,916929.9019559001,climate
128,63.4278039985113,774832.7899368298,climate
129,50.916412345121365,267337.86446437496,climate
130,56.468484425683485,609483.6295501335,climate
131,48.86897817434196,906384.525614196,climate
132,40.8875335573741,631057.2898156901,climate
133,62.73793304682206,69325.63220997447,climate
134,37.619673659006544,711858.3104490334,climate
135,29.60066758534326,1654693.1965407648,climate
136,44.75860088411603,660078.9059531935,climate
137,24.446854775493453,226835.62044081735,climate
138,15.652355149152172,72787.19832941075,climate
139,21.967957756294,372284.2689380048,climate
140,15.282205199491377,591339.2249854084,climate
141,43.06571603784508,357619.7686888723,climate
142,34.70270887743101,184572.02956031534,climate
143,70.51685363056855,209813.34316403122,climate
144,55.18882036521503,592562.6492981836,climate
145,20.533633484968192,148432.546399443,climate
146,15.565530583873683,767990.8700853921,climate
147,31.812066378877617,772907.2719177959,climate
148,18.92360832576357,1497647.7778206936,climate
149,27.541944896388937,1167964.1744443544,climate
150,17.90186721043492,733801.3558584446,climate
151,14.24745129865751,745394.6331085009,climate
152,6.634915565548007,2661470.123846186,climate
153,13.571336366392794,2194960.350186288,climate
154,7.754621894177857,2255878.3240125254,climate
155,0.14745245705003976,1498691.312437189,climate
156,4.918834352048965,2499131.9321985925,climate
157,13.276262037529737,762967.0584032369,climate
158,3.3514992191776485,2410767.6866919356,climate
159,5.133672520017004,1180456.0267651642,climate
160,11.641892106829474,1697786.3756136943,climate
161,9.01151932364932,480019.8363764698,climate
162,0.06764119148556887,741373.313301399,climate
163,3.6821282242686695,665277.3678252506,climate
164,6.540289001539485,641033.3066576186,climate
165,8.283885651245642,435952.9826949672,climate
166,5.950923972457873,657427.7166649073,climate
167,9.828615148555075,391566.51918069343,climate
168,6.240394548091775,285779.1742522276,climate
169,0.8701306479350438,337066.06532222044,climate
170,9.261388126391028,515295.67456201883,climate
171,1.5238095968113075,254414.62629868902,climate
172,2.040995714575324,214484.361509202,climate
173,5.310264557198127,396393.84949382715,climate
174,4.085766258258743,231849.82634953634,climate
175,0.8716610652459406,315164.9359442506,climate
176,1.3273728587288594,656299.4766310736,climate
177,1.9385125637281735,297618.708236414,climate
178,4.332627580426778,295999.7012567507,climate
179,7.817937418077324,889916.7625583553,climate
180,5.035392033141276,374922.35952440876,climate
181,4.527677839336372,261392.7731864523,climate
182,5.1658952266527685,31290.321629748276,climate
183,9.331078899692596,366022.1876598157,climate
184,13.36476771190585,208326.19709484885,climate
185,12.958058384519797,437307.3946444613,climate
186,14.80922762794239,415662.127770712,climate
187,4.5704444252664675,655007.0655288335,climate
188,7.637518629809105,214039.0036292437,climate
189,20.551585662250353,964177.1349181269,climate
190,6.277001090129172,417200.7956468385,climate
191,2.7412776192825463,418342.13441955537,climate
192,5.762587802833559,366358.3892092179,climate
193,9.607259908303075,325647.43824395916,climate
194,13.313579674705286,396052.40844513214,climate
195,18.768214999818813,550838.7274356685,climate
196,5.350421191860351,355401.7117683848,climate
197,12.256378128458763,236299.0390370515,climate
198,10.41128643644642,368307.4849206504,climate
199,7.634977518800729,706968.9793570383,climate
200,3.589352078941341,261802.3278232772,climate
201,4.659108377121447,107243.05400740252,climate
202,36.30557886852387,246025.30614997927,climate
203,19.01300444071881,190126.7777424796,climate
204,11.546168236559863,251738.1126809299,climate
205,13.802199427305705,441679.7612338397,climate
206,17.333424993405934,322244.3799664752,climate
207,14.326119066826479,185669.70579155957,climate
208,13.220848091347454,304048.4536507994,climate
209,12.984637408142083,541476.6059485067,climate
210,48.89842382243227,188414.3329821956,climate
211,29.6517926566925,182501.5519759565,climate
212,8.49086052889171,262832.76373001776,climate
213,25.097395426080382,255082.66313200977,climate
214,20.590589177061048,400907.68270975165,climate
215,21.59648036636516,429349.4603581441,climate
216,21.77584241615013,327084.8089972363,climate
217,16.58036564357967,256493.83638744548,climate
218,6.065244100679457,122191.36071135566,climate
219,17.72545870158096,405401.43119429634,climate
220,26.38179284004994,403383.3486709624,climate
221,20.789535302956953,277083.3430798923,climate
222,12.380994231624168,365234.51545838435,climate
223,13.118130858949831,444173.76560779987,climate
224,6.185063073544392,2222803.9511057204,climate
225,5.255057757495896,233511.62259110418,climate
226,1.1674453200301942,724539.6581941938,climate
227,1.2348352587368066,1253450.1856690329,climate
228,9.778297344255304,1054900.0308235232,climate
229,3.5890798559021393,1021146.2689656466,climate
230,5.9659391066912715,388993.922393804,climate
231,10.633512572421335,214670.36392451148,climate
232,10.126542314872138,168165.39408977533,climate
1,23.689247384807924,437003.50330887956,all
2,65.52049047983874,381146.8910440207,all
3,56.67312779675162,619647.3951630028,all
4,68.42938907607619,585307.6819241835,all
5,61.31965097916814,368163.3985622695,all
6,62.02780759886027,337672.10135011,all
7,58.813530668920755,314224.4449077915,all
8,60.638324227069276,1243280.3070409298,all
9,53.81873415608217,245499.6091407016,all
10,17.74765057192583,588498.5401936525,all
11,42.50114702621906,469027.3556703618,all
12,54.10117199233603,363002.4864674868,all
13,49.65362986096063,625989.8156198129,all
14,62.345251911827674,991917.6922279028,all
15,31.725309924748483,912735.6785137028,all
16,66.3346765942853,554690.6367060692,all
17,62.11383665090487,1006751.6030658919,all
18,56.16271391705428,1808482.2632537503,all
19,67.59229565456242,86379.34652876822,all
20,67.72961412857127,375562.4523208267,all
21,71.3664076127544,205458.4415290292,all
22,78.78644861207299,250887.56641851045,all
23,76.3665195612487,293347.638679646,all
24,78.92721728062499,373629.9483770984,all
25,82.8769717262907,700661.4890127811,all
26,76.59418320729003,759877.4971220953,all
27,52.44414785359454,664622.4297342574,all
28,53.28067106327432,550990.6730757578,all
29,35.10852892720575,1638499.634232241,all
30,69.92370081363067,131434.72017669465,all
31,51.362197903519146,315020.8496070272,all
32,44.00849554280698,475275.4649369879,all
33,48.86671187763,392320.13464174065,all
34,45.483131802926316,368722.2789928037,all
35,57.016215506771786,756074.4900246201,all
36,69.10604507611606,83455.7029989649,all
37,48.26230283905533,415035.1337133741,all
38,52.53310076095953,336529.88936936663,all
39,44.27057984748721,260798.0894264821,all
40,60.51056900571863,186315.0381580247,all
41,56.64138764706607,313904.83501272893,all
42,33.38893004955525,335514.2986818218,all
43,48.582862664625296,602698.4710451809,all
44,39.900378864026486,458185.0741050381,all
45,69.70868422869565,1051098.77028853,all
46,60.765216209591614,833331.8590369456,all
47,64.52198045694053,914561.6457683725,all
48,65.7019384951761,239318.74019729983,all
49,68.78860855840423,989108.4444543401,all
50,64.03523563464807,438180.64540827705,all
51,73.18304688370445,582576.1534791223,all
52,73.20923142399033,699524.5165283782,all
53,51.09354198809959,1204842.4278165721,all
54,39.39428126309436,779564.9358326622,all
55,41.950774053323606,391315.0229728563,all
56,76.94698989144524,14591.147141733269,all
57,33.71023325976638,344603.96595393796,all
58,24.558979083897693,332440.45597944874,all
59,29.243239571936197,526969.2908619803,all
60,64.19421348352495,263791.59308810177,all
61,32.02985880572102,180821.41750349477,all
62,15.48889209306776,379679.8297220616,all
63,16.921205155860548,944174.4527247056,all
64,23.247839369159106,850844.903300597,all
65,24.181439245092513,1078948.4838970767,all
66,38.03538744179619,583249.4298869185,all
67,22.83584011244056,799503.8706593511,all
68,35.490870737540334,246979.769276333,all
69,47.31688016217966,745649.6223095356,all
70,50.31613283951777,170113.6165654306,all
71,34.81577368815939,449381.8330580544,all
72,52.8202562681311,554182.4046587453,all
73,13.194300016494667,406592.5452538885,all
74,14.432074263334057,312096.3327580963,all
75,36.20681591211821,661075.2851048874,all
76,38.37292659568967,633614.1680736048,all
77,7.86393281808161,437432.269502024,all
78,11.179292699593747,863547.2090102574,all
79,28.48614634054865,768070.3358888923,all
80,54.17814017542265,332359.24366119376,all
81,44.81321520043454,640231.662407033,all
82,55.311179823813916,360724.1752317213,all
83,56.43169691029615,394299.79417180276,all
84,21.884579501469613,414771.4119673981,all
85,40.547500489429,232195.63367227642,all
86,47.42795353974527,387274.4916703486,all
87,77.08480649748762,229343.59663120002,all
88,83.26260920573907,228033.72049280765,all
89,42.3574919761515,551402.8474694128,all
90,84.18455409322773,239659.30804761217,all
91,66.22405971493755,276494.7720439704,all
92,61.6335016294982,540087.2639581981,all
93,25.653173352314813,442847.29753372323,all
94,22.849531424033227,309179.67518270615,all
95,43.9191209005426,471943.1400006261,all
96,29.526448925643372,1182895.016196785,all
97,23.25720455185455,827607.7002533287,all
98,16.989994602390457,1009187.9726887239,all
99,33.14740039146419,430308.2897307923,all
100,43.39760723048926,1159827.2237952524,all
101,55.77452056992534,264919.83306377707,all
102,30.656353487923184,336756.93452847993,all
103,66.89562971759605,630420.6899636602,all
104,51.19607752390565,658738.4660392737,all
105,30.343204035583,1303584.3854967542,all
106,26.467977989874843,632067.640984556,all
107,40.71416903800283,433802.1660193724,all
108,72.72780345856039,478104.79747529025,all
109,48.148789144949355,777921.4778746357,all
110,85.64579090787076,258384.42428674278,all
111,72.63028580931066,727616.9939375902,all
112,73.91493184745175,305387.14706167486,all
113,74.7070131554553,278257.86532671005,all
114,69.50467688516522,1268100.7136890253,all
115,84.67017098563413,271402.8467712251,all
116,90.75339417037308,185194.6573842501,all
117,92.61201906159346,1351277.8497120922,all
118,93.70617880784734,163302.26057424862,all
119,65.01284121577997,603518.4535269557,all
120,14.340572867659265,833064.6443210944,all
121,56.26992488705067,1011278.5350560276,all
122,49.473624029360955,1125070.0965791508,all
123,25.677888154234395,987827.3855647149,all
124,22.23819389948439,2240625.252718024,all
125,22.56041757116862,994360.1745867889,all
126,89.92117122736802,561347.4272912784,all
127,82.16075760000093,916929.9019559001,all
128,84.86399810656121,774832.7899368298,all
129,73.63236739473946,267337.86446437496,all
130,77.16421574468986,609483.6295501335,all
131,73.31956715076434,906384.525614196,all
132,66.38850212153802,631057.2898156901,all
133,89.24250037787898,69325.63220997447,all
134,72.12391019498983,711858.3104490334,all
135,53.30452865488059,1654693.1965407648,all
136,75.2005644753003,660078.9059531935,all
137,69.13035024655017,226835.62044081735,all
138,42.60928806502859,72787.19832941075,all
139,77.84076048977094,372284.2689380048,all
140,50.803781657573886,591339.2249854084,all
141,67.70411461569876,357619.7686888723,all
142,65.55255535503423,184572.02956031534,all
143,72.62070300480264,209813.34316403122,all
144,62.053632162046256,592562.6492981836,all
145,31.952203807260478,148432.546399443,all
146,20.939657981367567,767990.8700853921,all
147,40.467700131426746,772907.2719177959,all
148,25.12882840133377,1497647.7778206936,all
149,33.79734626528293,1167964.1744443544,all
150,25.420677804574343,733801.3558584446,all
151,20.869219534060925,745394.6331085009,all
152,18.348979056048496,2661470.123846186,all
153,22.287819961695796,2194960.350186288,all
154,14.773534929971207,2255878.3240125254,all
155,6.49703597044993,1498691.312437189,all
156,9.508019005311203,2499131.9321985925,all
157,20.203395323347745,762967.0584032369,all
158,7.41842204770651,2410767.6866919356,all
159,12.647551321020448,1180456.0267651642,all
160,17.50519141042501,1697786.3756136943,all
161,13.056081346719035,480019.8363764698,all
162,6.437529668366548,741373.313301399,all
163,6.269064151319964,665277.3678252506,all
164,17.01402973452142,641033.3066576186,all
165,18.34397973756429,435952.9826949672,all
166,25.680344649432573,657427.7166649073,all
167,32.959239648270646,391566.51918069343,all
168,25.03240950192126,285779.1742522276,all
169,10.45782390335304,337066.06532222044,all
170,27.563946685977125,515295.67456201883,all
171,38.69502360671734,254414.62629868902,all
172,22.56996026976642,214484.361509202,all
173,34.875772067706265,396393.84949382715,all
174,34.2641111851951,231849.82634953634,all
175,35.78805566574186,315164.9359442506,all
176,27.535411188519994,656299.4766310736,all
177,25.170446536000085,297618.708236414,all
178,31.1949335625257,295999.7012567507,all
179,15.2015002761313,889916.7625583553,all
180,41.81207910118408,374922.35952440876,all
181,52.755714665810736,261392.7731864523,all
182,70.26607386854526,31290.321629748276,all
183,57.58253822319538,366022.1876598157,all
184,70.72625972796584,208326.19709484885,all
185,65.7818933754446,437307.3946444613,all
186,28.948619158300627,415662.127770712,all
187,23.347190293060986,655007.0655288335,all
188,40.007413132224706,214039.0036292437,all
189,23.05732272596943,964177.1349181269,all
190,22.131336164358174,417200.7956468385,all
191,17.548623256157576,418342.13441955537,all
192,21.235833027037682,366358.3892092179,all
193,20.91557722162511,325647.43824395916,all
194,15.453419301193147,396052.40844513214,all
195,23.586412419262285,550838.7274356685,all
196,22.418495678658378,355401.7117683848,all
197,22.231582121297585,236299.0390370515,all
198,15.361182576480715,368307.4849206504,all
199,29.452890533387937,706968.9793570383,all
200,21.67555772485533,261802.3278232772,all
201,19.37638091040834,107243.05400740252,all
202,42.822671849057855,246025.30614997927,all
203,29.09574206358898,190126.7777424796,all
204,20.237777023626606,251738.1126809299,all
205,18.511127798918654,441679.7612338397,all
206,23.2761673321646,322244.3799664752,all
207,23.827155399206,185669.70579155957,all
208,18.79447112364902,304048.4536507994,all
209,20.48836466960737,541476.6059485067,all
210,54.66745255974836,188414.3329821956,all
211,38.8543492958017,182501.5519759565,all
212,9.304467406025019,262832.76373001776,all
213,26.50611959702754,255082.66313200977,all
214,23.068094842464678,400907.68270975165,all
215,23.184751278218453,429349.4603581441,all
216,24.341557378787428,327084.8089972363,all
217,19.230169303437567,256493.83638744548,all
218,7.58174502076537,122191.36071135566,all
219,21.006102859585123,405401.43119429634,all
220,35.809031518760634,403383.3486709624,all
221,32.182412169015166,277083.3430798923,all
222,21.59136419037961,365234.51545838435,all
223,24.48454754077677,444173.76560779987,all
224,9.326642415642004,2222803.9511057204,all
225,11.047224453279807,233511.62259110418,all
226,5.075584787374065,724539.6581941938,all
227,4.425442709875264,1253450.1856690329,all
228,11.364152218616068,1054900.0308235232,all
229,4.448162854380767,1021146.2689656466,all
230,7.5371519240412,388993.922393804,all
231,14.86562316017398,214670.36392451148,all
232,17.721208229433422,168165.39408977533,all
NA,NA,NA,NA
