eez,pct_intens_mean,a_km2,impact
112,-2.6230042192084446,366252.7258963628,fishing
113,0,118893.09254785218,fishing
114,17.01641176316427,124240.88031172997,fishing
115,3.3249786260022125,271240.42217968695,fishing
116,4.81179707592754,212082.04861819273,fishing
117,-0.6689229094280352,80656.93428017793,fishing
118,1.6355110454946242,93003.82692820275,fishing
119,9.38953202968149,10398.670188705073,fishing
120,3.7576255299407153,108380.89975946628,fishing
121,26.263926105732693,7823.453666438211,fishing
122,0,15260.93048479013,fishing
123,-1.9591063458240294,29241.675337873658,fishing
124,0.034733474593922814,184593.86085378358,fishing
125,-8.498090165069803,26302.31323668232,fishing
126,-9.565775390698612,75774.58920154162,fishing
127,0,36778.70275152717,fishing
129,-1.533932852978629,330280.033584935,fishing
130,-2.3873953120823708,576146.4080375767,fishing
131,7.9202743513163085,222098.23498615628,fishing
132,-0.83749470063742,730389.5651084468,fishing
133,0.09275723996846713,219200.7889466171,fishing
134,-4.451905553731238,94119.84140628278,fishing
135,3.9652045402036387,3282822.977876072,fishing
136,1.267684830613342,119043.29167968156,fishing
137,9.905413016266012,1077088.4596856267,fishing
138,13.241059711703612,836377.7577110757,fishing
139,-28.071217532774806,473597.9502217499,fishing
140,0.9060234540300218,138363.09174008973,fishing
141,5.416249296347928,266109.20061835664,fishing
143,4.797150662679353,752858.307454905,fishing
144,1.0594248287637076,291783.646569206,fishing
145,0.9921308148460662,2267485.573094356,fishing
146,0.3401917038924629,839965.0719223757,fishing
147,0.14927173029450172,4796046.929757404,fishing
148,0.13815550013216857,1654924.6079818942,fishing
149,0.6671286884829978,318676.27731966245,fishing
150,1.784778341702381,353577.4909069377,fishing
151,0.609037656738636,406868.4924904729,fishing
152,0.4999641043818553,132164.75779320666,fishing
153,0.15067270482165912,1971930.3565938715,fishing
154,0.3202954544860445,318189.8766562425,fishing
155,0.14049392327967575,668228.9554326971,fishing
156,0.4338258349780644,322216.4359581104,fishing
157,0.8535985187021736,746719.3545349736,fishing
158,2.668920772212299,438123.0108746276,fishing
159,1.1197049883417651,444836.56279362744,fishing
161,0.17495638265104882,262077.4018264462,fishing
162,-1.8322420650664246,4095575.8091036263,fishing
163,2.3260620294998224,8586398.889644088,fishing
164,23.145864688756483,36151.70869871595,fishing
166,0.2922566650635774,245907.4172813705,fishing
167,-14.655867268596099,136527.51862587794,fishing
168,8.26003371245745,128999.22373797631,fishing
169,2.523785518639317,135642.0423483282,fishing
171,8.282688665929184,3661285.49596286,fishing
172,-3.7006181693861646,1083156.6793353872,fishing
173,-2.6822091611599177,129273.42445390145,fishing
174,5.750613303210481,80776.56962516296,fishing
175,1.4842983191028065,100555.69956351221,fishing
176,4.038747394702972,56527.2689876618,fishing
177,-5.251682174239873,64024.12680058959,fishing
178,-2.8188504438787882,32058.782339906877,fishing
179,-1.0595619079291556,343182.31371182395,fishing
180,3.4726855274616213,725087.1863949904,fishing
181,-1.9364165013061139,426095.7280033806,fishing
182,5.201488208660824,555625.8881698243,fishing
183,12.30983467409751,311578.49505886826,fishing
184,-0.05623178955859862,538616.7096219823,fishing
185,4.716981132075472,211.32668672239527,fishing
186,20.82816513589293,7435.730324852892,fishing
187,-18.621900027806678,55571.059393296346,fishing
188,-40.750842243678356,160.67814094438978,fishing
189,3.2716850498296,6099.656645713775,fishing
190,14.867907404902011,32260.503263525723,fishing
191,51.66497867184561,165742.12320405524,fishing
192,37.5488718701173,580.7117620858257,fishing
193,0.2572956373510613,105821.40174462312,fishing
194,-9.318715117688395,109877.65157768007,fishing
195,-0.7633122712598813,173782.14305001375,fishing
196,40.40886871218084,182427.32569989344,fishing
197,75.49839605914114,14856.615370186728,fishing
198,-16.82473240261773,193910.57334169527,fishing
199,8.977730301304957,13139.804366363698,fishing
200,-1.4592370935983168,494792.6196783616,fishing
202,22.51911673199896,243084.1975332458,fishing
203,31.814093656283404,1636035.3204569768,fishing
204,44.75730876115245,83090.68417068315,fishing
205,-61.229442084036144,512017.4911812634,fishing
206,14.231738148885666,448354.8902229416,fishing
207,-31.86843756130398,646356.6433240613,fishing
208,-11.145506522333337,773.7001848496857,fishing
209,28.188305514859824,878934.7607522293,fishing
210,-8.197849182772583,4042527.5713488027,fishing
212,4.871388766596787,1055280.7682092192,fishing
213,0.05838007039106813,31880912.49698474,fishing
214,15.939618371548136,235107.05176274118,fishing
215,12.372448979290636,104.79009272462166,fishing
216,50.830270077382465,5919091.084551883,fishing
218,3.3969849100687814,5705444.170413194,fishing
219,3.2845879146179544,12548.61358227159,fishing
220,0,419.1603685367269,fishing
221,26.725586316723003,5487.507857562202,fishing
222,-7.236451501782606,155536.4413908788,fishing
223,5.160469340560548,1725819.4718012079,fishing
224,-5.716167122971409,3645502.361596807,fishing
227,0,2940.235349367745,fishing
228,-21.617100607642126,8679.239415455932,fishing
231,22.250748917296978,40035.92813156895,fishing
232,60,0.8732507349826286,fishing
237,84.5226784571953,2167.4084165323284,fishing
244,-14.64772130795931,30792.568716515765,fishing
245,-1.2073290482385037,13331.046284902208,fishing
247,-0.8313561550970059,25298.948105875224,fishing
248,10.835969703466159,9496.602141975081,fishing
249,9.8871171850602,2090.562344768578,fishing
250,-15.934915187052894,24954.01405305944,fishing
255,9.502624741841188,1443828.4594577658,fishing
260,0.0018957304390685985,2543061.685515785,fishing
261,0.33435081570961267,2646021.444451111,fishing
262,0.06065683536190257,5346352.974137076,fishing
263,5.2721398551856336,7356176.301463218,fishing
264,7.541625349755137,9123078.729149165,fishing
266,0.4671962630847286,12370113.270638768,fishing
267,0.008463369984825704,14999334.24349545,fishing
269,-0.39024579466516784,17096223.292498417,fishing
270,0.3104001490029081,22248367.91479041,fishing
272,1.157377993140881,10320336.973856911,fishing
273,2.558503855292101,4599525.336512933,fishing
274,11.076807061437602,6369647.439830678,fishing
275,2.4968500605861257,30577492.28192354,fishing
276,-0.0392186404262662,20276638.405868538,fishing
277,-0.756512831618303,24797284.746692583,fishing
1,0.02580729871939995,470276.10427541216,land-based
2,7.112857118428081e-4,330244.23029043333,land-based
3,0,432762.99763008044,land-based
4,0,475427.4105727474,land-based
5,-0.07529226589247945,1371891.8073793594,land-based
6,0.7480368910024581,621635.7873125,land-based
7,1.818964247289792,1607790.0243401737,land-based
8,-0.4103586580441644,608156.2883439019,land-based
9,-0.27494190824807574,3010915.3920788644,land-based
10,-0.11400606910633934,309784.8379646826,land-based
11,-0.6907508409384336,2003934.1241497751,land-based
12,0,409538.02010746935,land-based
13,-0.12345720056658907,976310.0811383444,land-based
14,-1.8745072556020939,342182.4415944863,land-based
15,2.457352604994572,1830947.5125717814,land-based
16,0.07348307349330489,6958627.1410884755,land-based
17,0.8491844991421518,2405997.990851046,land-based
18,-0.4669067802313808,1289276.1716676492,land-based
19,-0.1063390994401914,747968.9763842642,land-based
20,-1.2602398114591793,325237.0103425239,land-based
21,0.18916902109291386,116131.00037764767,land-based
24,-0.0871454426158029,47826.19822795977,land-based
25,0.19388120116434274,307069.9013025786,land-based
26,-1.0926161173045044,664068.7887733956,land-based
28,0.9847098475192929,165274.9340384028,land-based
29,2.005171744406493,63653.86848826811,land-based
30,0,43846.794489988955,land-based
31,0.02396480271993181,1340756.0511784144,land-based
32,0.012722219788745541,316556.89769896655,land-based
33,0,62757.913199536786,land-based
34,0,122886.46832907284,land-based
35,0,125915.77525636103,land-based
36,0,271867.41621694993,land-based
37,-2.769442942672525e-4,1280387.352064579,land-based
38,0,642950.9653507594,land-based
39,-1.4090016650518962,922100.4196812327,land-based
40,-0.0469232699918262,533876.7044826233,land-based
41,0.5972807331935287,574461.9073133098,land-based
42,1.7627835076648206,1204658.171930188,land-based
43,1.9788148365558054,113143.6094567071,land-based
44,0.5981560943554217,782341.0000201372,land-based
45,2.3058783184812306,79241.39476781989,land-based
46,3.5138353604120827,6978.146907149391,land-based
47,1.4650747753289122,549161.2127544791,land-based
48,0.6648778371370889,538811.4445574345,land-based
49,3.1308194210565694,67146.87158407478,land-based
50,2.104805966564656,220612.8354084064,land-based
51,3.8449307719423245,11817.702683632866,land-based
52,7.959698171991465,7269.81267851454,land-based
53,0.38720346938331623,222582.8891656227,land-based
54,4.524315671638565,53629.82290118264,land-based
55,-0.03216223449981383,956835.715671176,land-based
56,-0.029082483526063407,800403.3189574188,land-based
57,-0.02337099881623645,455325.17781000386,land-based
58,0.024933064202463915,449816.71195999417,land-based
59,1.124769944074974,3437.1150296768797,land-based
60,0.4411328656561415,420.90687413977173,land-based
61,0.09893751643622638,99719.1253557578,land-based
62,-0.36656111861324425,274777.96100855886,land-based
63,0.06693997902943674,252913.50822788282,land-based
64,0.041149813018024964,156380.00167969576,land-based
65,0.3657873321107633,20668.09925731595,land-based
66,0.14721581005711035,160129.7404779088,land-based
67,0.01877488368866579,357310.63797690766,land-based
68,0.043834143802582444,54928.34677923298,land-based
69,3.883158487344958,29302.802892077827,land-based
70,1.496496063988813,36181.399209337986,land-based
71,-1.2144205462315518,35077.6102501091,land-based
72,-1.1779661663213028,29220.717319840445,land-based
73,-0.005274729293876201,7668814.0500031235,land-based
74,-5.687930052666208,22800.57765015656,land-based
75,7.89179156557231,132677.3559912722,land-based
76,0.535133747772638,255982.11142171288,land-based
77,-1.2519907161939714,10436.219964995365,land-based
78,1.040137264842363,19238.587742940446,land-based
79,0.831739815711632,27701.260966673646,land-based
80,-0.5036706134738591,493026.0333702453,land-based
81,0.004156839734277227,98279.13483994301,land-based
82,-2.181585351272285,11398.542307125199,land-based
84,1.5655827340218575,127890.19524225696,land-based
85,0,444314.35883383604,land-based
86,-0.007591250044715915,447550.62619722233,land-based
88,0,756548.6652133735,land-based
89,0,1446146.0670200028,land-based
90,0,473534.20289585623,land-based
91,0,575481.8642266805,land-based
92,0,509323.512528336,land-based
93,0,567116.1218169155,land-based
94,0,416219.26175783615,land-based
95,0,548163.9603456538,land-based
96,0.3401445132811666,160642.33867203808,land-based
97,0.17366723497534498,249308.72902884654,land-based
98,0.18991412513963207,15472.257173283844,land-based
99,0.37070970187197305,30376.028093295517,land-based
100,0.41853047992384373,40049.0268926921,land-based
101,0.01707196059072335,562077.4649074952,land-based
102,0.028568949529492,1069909.4651309822,land-based
103,0.018582110788220606,131487.98841602725,land-based
104,0.07044171919755732,310399.60650976264,land-based
105,0,439819.73711912334,land-based
106,0.23746196564730068,227078.38415114532,land-based
107,0,434156.70585782686,land-based
108,-0.01843933837261559,451530.90320767596,land-based
110,0.16505558024639239,595855.6779561948,land-based
111,0.11320077059632995,154215.2130139907,land-based
112,-0.5422726795035286,366252.7258963628,land-based
113,0.09080994672195128,118893.09254785218,land-based
114,0.2434897206796104,124240.88031172997,land-based
115,0.15679527255232495,271240.42217968695,land-based
116,-0.31499071196751205,212082.04861819273,land-based
117,0.3611717026805061,80656.93428017793,land-based
118,0.01821067651421846,93003.82692820275,land-based
119,0.08925622772440818,10398.670188705073,land-based
120,0.04277004468895127,108380.89975946628,land-based
121,0,7823.453666438211,land-based
122,0.07161299652607807,15260.93048479013,land-based
123,-0.4358863969329132,29241.675337873658,land-based
124,-0.04586812868089658,184593.86085378358,land-based
125,-0.3847834375733261,26302.31323668232,land-based
126,-0.2044971283801474,75774.58920154162,land-based
127,-0.02551024087149642,36778.70275152717,land-based
129,0.4828146663693513,330280.033584935,land-based
130,0.005163775312297826,576146.4080375767,land-based
131,0.058538725647707346,222098.23498615628,land-based
132,0.27023410891731175,730389.5651084468,land-based
133,0.14015403625818773,219200.7889466171,land-based
134,0.11459813703051135,94119.84140628278,land-based
135,0.10593755942735568,3282822.977876072,land-based
136,0.19691210432419445,119043.29167968156,land-based
137,0.07171038725814202,1077088.4596856267,land-based
138,0.1778615752930331,836377.7577110757,land-based
139,0.4008262099901945,473597.9502217499,land-based
140,-0.2944472500271025,138363.09174008973,land-based
141,-0.037345056283794836,266109.20061835664,land-based
143,0.01600451219170299,752858.307454905,land-based
144,0,291783.646569206,land-based
145,-0.049097664748078,2267485.573094356,land-based
146,0,839965.0719223757,land-based
147,0.02785351903614976,4796046.929757404,land-based
148,-0.006868213262592247,1654924.6079818942,land-based
149,0,318676.27731966245,land-based
150,0,353577.4909069377,land-based
151,-0.06804650022776525,406868.4924904729,land-based
152,-0.07421364647036278,132164.75779320666,land-based
153,-0.030381632730558644,1971930.3565938715,land-based
154,-0.001038066619673502,318189.8766562425,land-based
155,-0.5339878256001516,668228.9554326971,land-based
156,-0.28795921268757113,322216.4359581104,land-based
157,0,746719.3545349736,land-based
158,0,438123.0108746276,land-based
159,0,444836.56279362744,land-based
161,-0.34181561287556006,262077.4018264462,land-based
162,0.04465955869945791,4095575.8091036263,land-based
163,-0.07394009388577648,8586398.889644088,land-based
164,2.025032501683634,36151.70869871595,land-based
166,-0.004950730349151525,245907.4172813705,land-based
167,-0.05080337354339995,136527.51862587794,land-based
168,-0.034586067228636226,128999.22373797631,land-based
169,0.02553728716584749,135642.0423483282,land-based
171,0.13824925634643784,3661285.49596286,land-based
172,0.04952866163790364,1083156.6793353872,land-based
173,0.34462034683454573,129273.42445390145,land-based
174,0.13119453616095117,80776.56962516296,land-based
175,1.8300593930888045,100555.69956351221,land-based
176,2.8993475645423956,56527.2689876618,land-based
177,-0.5656326637582335,64024.12680058959,land-based
178,8.112394613396798,32058.782339906877,land-based
179,-1.1119274768442755,343182.31371182395,land-based
180,-0.6646377879931946,725087.1863949904,land-based
181,0.1251614467975709,426095.7280033806,land-based
182,0.08891534266937452,555625.8881698243,land-based
183,-0.17389495404106334,311578.49505886826,land-based
184,-1.2001026021559602,538616.7096219823,land-based
185,-0.9433962264150944,211.32668672239527,land-based
186,-0.6918499092359952,7435.730324852892,land-based
187,-1.325305591746506,55571.059393296346,land-based
188,-4.845178948681348,160.67814094438978,land-based
189,4.053104057377607,6099.656645713775,land-based
190,2.6345490348639937,32260.503263525723,land-based
191,1.424170895593987,165742.12320405524,land-based
192,2.192953695132429,580.7117620858257,land-based
193,0.26682020602089523,105821.40174462312,land-based
194,0.1468229013632958,109877.65157768007,land-based
195,0.12496711067277821,173782.14305001375,land-based
196,0.46781843775044096,182427.32569989344,land-based
197,1.0985370418576323,14856.615370186728,land-based
198,0.05003382279299599,193910.57334169527,land-based
199,0.7352891891466318,13139.804366363698,land-based
200,0.27922379808959263,494792.6196783616,land-based
202,2.1545752125867352,243084.1975332458,land-based
203,0.6075833004087773,1636035.3204569768,land-based
204,0.7808373041053773,83090.68417068315,land-based
205,0.5910395628675826,512017.4911812634,land-based
206,0.9867889097688166,448354.8902229416,land-based
207,0.0594536388718338,646356.6433240613,land-based
208,28.56383456049944,773.7001848496857,land-based
209,1.1148615024528818,878934.7607522293,land-based
210,-1.6829022662748796,4042527.5713488027,land-based
212,-0.4568013900063404,1055280.7682092192,land-based
213,0,31880912.49698474,land-based
214,0.26462744112831416,235107.05176274118,land-based
215,0.5557580166966861,104.79009272462166,land-based
216,2.0033749150877758,5919091.084551883,land-based
218,-0.13137996538088315,5705444.170413194,land-based
219,-0.07172350379935401,12548.61358227159,land-based
220,0,419.1603685367269,land-based
221,0.9794734798506536,5487.507857562202,land-based
222,-1.6439305299849647,155536.4413908788,land-based
223,-0.061687827480554104,1725819.4718012079,land-based
224,0.021946237668627404,3645502.361596807,land-based
227,-1.401517345212296,2940.235349367745,land-based
228,0,8679.239415455932,land-based
231,-0.4397696570986371,40035.92813156895,land-based
232,-100,0.8732507349826286,land-based
237,13.030155492282262,2167.4084165323284,land-based
244,0.19737296579865046,30792.568716515765,land-based
245,1.2115302994811374,13331.046284902208,land-based
247,0.4491929118282366,25298.948105875224,land-based
248,0.06895400325084917,9496.602141975081,land-based
249,1.5388508819239024,2090.562344768578,land-based
250,0.011743852661048042,24954.01405305944,land-based
255,0.01108096462031967,1443828.4594577658,land-based
260,0,2543061.685515785,land-based
261,0,2646021.444451111,land-based
262,0,5346352.974137076,land-based
263,0,7356176.301463218,land-based
264,0,9123078.729149165,land-based
266,0,12370113.270638768,land-based
267,0,14999334.24349545,land-based
269,0,17096223.292498417,land-based
270,0,22248367.91479041,land-based
272,0,10320336.973856911,land-based
273,0,4599525.336512933,land-based
274,0,6369647.439830678,land-based
275,0,30577492.28192354,land-based
276,0,20276638.405868538,land-based
277,0,24797284.746692583,land-based
1,0.3590250706257054,470276.10427541216,ocean
2,0.5823770426146856,330244.23029043333,ocean
3,0.07279120595384787,432762.99763008044,ocean
4,0,475427.4105727474,ocean
5,0.17146184918679724,1371891.8073793594,ocean
6,0,621635.7873125,ocean
7,0.18473749699249284,1607790.0243401737,ocean
8,0.3354661917649432,608156.2883439019,ocean
9,0.507702838914907,3010915.3920788644,ocean
10,0,309784.8379646826,ocean
11,0.01797306348314763,2003934.1241497751,ocean
12,0.2299643560803064,409538.02010746935,ocean
13,0.3423666412898278,976310.0811383444,ocean
14,9.756930192525754,342182.4415944863,ocean
15,14.3900535586572,1830947.5125717814,ocean
16,7.709235145595425,6958627.1410884755,ocean
17,4.353846925144116,2405997.990851046,ocean
18,0.00635164577687664,1289276.1716676492,ocean
19,0,747968.9763842642,ocean
20,2.9685753473918406,325237.0103425239,ocean
21,5.196128456810763,116131.00037764767,ocean
24,14.226137131740781,47826.19822795977,ocean
25,39.291296741734875,307069.9013025786,ocean
26,1.5559296051256877,664068.7887733956,ocean
28,-0.5356834684237863,165274.9340384028,ocean
29,-0.532048347486684,63653.86848826811,ocean
30,-3.554078362445736,43846.794489988955,ocean
31,0,1340756.0511784144,ocean
32,9.538908196203687,316556.89769896655,ocean
33,0,62757.913199536786,ocean
34,0.0370187561697927,122886.46832907284,ocean
35,0,125915.77525636103,ocean
36,0,271867.41621694993,ocean
37,4.59728700855353,1280387.352064579,ocean
38,-0.0967127788853601,642950.9653507594,ocean
39,0.4280684543887357,922100.4196812327,ocean
40,-3.0956282587046426,533876.7044826233,ocean
41,1.3543655428873889,574461.9073133098,ocean
42,5.179149811438002,1204658.171930188,ocean
43,0.045343904001038327,113143.6094567071,ocean
44,-1.3648748673081066,782341.0000201372,ocean
45,17.51897176731297,79241.39476781989,ocean
46,2.116532778570564,6978.146907149391,ocean
47,0.16984744240112937,549161.2127544791,ocean
48,4.502694972695289,538811.4445574345,ocean
49,-11.592781102370251,67146.87158407478,ocean
50,-2.5705783485015994,220612.8354084064,ocean
51,6.500383449623076,11817.702683632866,ocean
52,-18.007416539102863,7269.81267851454,ocean
53,15.423681743956582,222582.8891656227,ocean
54,10.786986590431273,53629.82290118264,ocean
55,6.452350718749283,956835.715671176,ocean
56,2.0785411517740804,800403.3189574188,ocean
57,2.4203195317938793,455325.17781000386,ocean
58,0.6770737202640459,449816.71195999417,ocean
59,2.7578751741869714,3437.1150296768797,ocean
60,0,420.90687413977173,ocean
61,1.0386603010663333,99719.1253557578,ocean
62,3.306993336193251,274777.96100855886,ocean
63,2.936932173841997,252913.50822788282,ocean
64,4.954091509611684,156380.00167969576,ocean
65,5.857390875571112,20668.09925731595,ocean
66,4.148125460459842,160129.7404779088,ocean
67,1.3454302221855843,357310.63797690766,ocean
68,0,54928.34677923298,ocean
69,0.1351788170303727,29302.802892077827,ocean
70,-0.04479730307104162,36181.399209337986,ocean
71,0.4593596865473149,35077.6102501091,ocean
72,0.2715490308452638,29220.717319840445,ocean
73,3.511507823264858,7668814.0500031235,ocean
74,0.18929720390637658,22800.57765015656,ocean
75,0.04067370861648151,132677.3559912722,ocean
76,4.239477875154715,255982.11142171288,ocean
77,0,10436.219964995365,ocean
78,4.710961854662396,19238.587742940446,ocean
79,5.672723585178885,27701.260966673646,ocean
80,4.206929799950142,493026.0333702453,ocean
81,5.868774783876061,98279.13483994301,ocean
82,2.6313412324089547,11398.542307125199,ocean
84,0.582834595325932,127890.19524225696,ocean
85,0,444314.35883383604,ocean
86,0,447550.62619722233,ocean
88,0.077787134658737,756548.6652133735,ocean
89,0,1446146.0670200028,ocean
90,0,473534.20289585623,ocean
91,0,575481.8642266805,ocean
92,0,509323.512528336,ocean
93,0,567116.1218169155,ocean
94,0,416219.26175783615,ocean
95,0,548163.9603456538,ocean
96,2.822462124354684,160642.33867203808,ocean
97,3.1886635395624716,249308.72902884654,ocean
98,0,15472.257173283844,ocean
99,-4.673582467814201,30376.028093295517,ocean
100,4.978873874577192,40049.0268926921,ocean
101,2.3919275999561367,562077.4649074952,ocean
102,7.316901260933968,1069909.4651309822,ocean
103,6.130227283144794,131487.98841602725,ocean
104,2.6233484563600786,310399.60650976264,ocean
105,0,439819.73711912334,ocean
106,3.399426520199236,227078.38415114532,ocean
107,-0.4890825360915845,434156.70585782686,ocean
108,4.282322940757756,451530.90320767596,ocean
110,2.390412102608724,595855.6779561948,ocean
111,5.037886951993405,154215.2130139907,ocean
112,-0.39763779081365214,366252.7258963628,ocean
113,1.8507626260851937,118893.09254785218,ocean
114,4.599111801459111,124240.88031172997,ocean
115,6.068895878463935,271240.42217968695,ocean
116,0.07143840265507836,212082.04861819273,ocean
117,6.250197092806364,80656.93428017793,ocean
118,5.857729937001668,93003.82692820275,ocean
119,11.03497059118468,10398.670188705073,ocean
120,8.384289830092742,108380.89975946628,ocean
121,11.159738113764863,7823.453666438211,ocean
122,-0.4715740243280716,15260.93048479013,ocean
123,4.17389331928648,29241.675337873658,ocean
124,2.972998084902759,184593.86085378358,ocean
125,9.899234356305382,26302.31323668232,ocean
126,14.650318936945453,75774.58920154162,ocean
127,5.993730984631508,36778.70275152717,ocean
129,4.7652852423396315,330280.033584935,ocean
130,0.27124554195690803,576146.4080375767,ocean
131,5.027125892580662,222098.23498615628,ocean
132,4.422556566793104,730389.5651084468,ocean
133,5.030976137935705,219200.7889466171,ocean
134,0.8034721688758031,94119.84140628278,ocean
135,2.9497478539816697,3282822.977876072,ocean
136,5.269225603839658,119043.29167968156,ocean
137,0.8120714733637229,1077088.4596856267,ocean
138,1.1239808928372845,836377.7577110757,ocean
139,4.540040661784007,473597.9502217499,ocean
140,5.031683258421666,138363.09174008973,ocean
141,8.633651465926965,266109.20061835664,ocean
143,5.580668763278415,752858.307454905,ocean
144,0,291783.646569206,ocean
145,0.6466406733166331,2267485.573094356,ocean
146,0,839965.0719223757,ocean
147,4.708800546952817e-4,4796046.929757404,ocean
148,0.002272294410068562,1654924.6079818942,ocean
149,0,318676.27731966245,ocean
150,0.011987317220389128,353577.4909069377,ocean
151,0,406868.4924904729,ocean
152,0,132164.75779320666,ocean
153,0,1971930.3565938715,ocean
154,0,318189.8766562425,ocean
155,0,668228.9554326971,ocean
156,0,322216.4359581104,ocean
157,0,746719.3545349736,ocean
158,0,438123.0108746276,ocean
159,0.027586934495376823,444836.56279362744,ocean
161,0,262077.4018264462,ocean
162,0.21334418216931206,4095575.8091036263,ocean
163,1.9880199980884052,8586398.889644088,ocean
164,0.2027589250358564,36151.70869871595,ocean
166,-0.6293861399177796,245907.4172813705,ocean
167,4.64651543054146,136527.51862587794,ocean
168,5.122114918319724,128999.22373797631,ocean
169,2.7117989208016393,135642.0423483282,ocean
171,2.8241025315938018,3661285.49596286,ocean
172,0.49896675962814374,1083156.6793353872,ocean
173,2.3348581424531707,129273.42445390145,ocean
174,0.11217378203586317,80776.56962516296,ocean
175,-1.8474980956912646,100555.69956351221,ocean
176,2.7374451575640024,56527.2689876618,ocean
