eez,impact_mean,impact_var,a_km2,impact
214,15.55225853173611,764.9800652890506,235107.05176274118,fishing
215,31.50000002159892,450,104.79009272462166,fishing
216,99.28805915768275,20842.416538243902,5919091.084551883,fishing
218,2.349972682307682,22.8309072416622,5705444.170413194,fishing
219,7.641939224710843,21.624519313436494,12548.61358227159,fishing
220,0,0,419.1603685367269,fishing
221,19.295936763720682,163.98563267341947,5487.507857562202,fishing
222,4.6186949770555925,13.05723173920521,155536.4413908788,fishing
223,5.648684555851286,48.901226811633656,1725819.4718012079,fishing
224,3.296756873642283,70.8982737380568,3645502.361596807,fishing
227,35.14404512752803,16.620588784223187,2940.235349367745,fishing
228,34.889425495077106,0.5475333042903555,8679.239415455932,fishing
231,38.961596986826905,8628.694147670014,40035.92813156895,fishing
232,5,NaN,0.8732507349826286,fishing
237,83.77289827580638,14747.336071001851,2167.4084165323284,fishing
244,5.149849698307701,125.07369352947563,30792.568716515765,fishing
245,0.3011921916641192,3.753860986734667,13331.046284902208,fishing
247,126.79089436356142,26620.99532961502,25298.948105875224,fishing
248,9.43521838977033,66.88178037373757,9496.602141975081,fishing
249,4.517404620969786,26.229868053970776,2090.562344768578,fishing
250,5.684700454407049,204.57266893004035,24954.01405305944,fishing
255,20.02145383824203,710.2627928086845,1443828.4594577658,fishing
260,2.3544806212280793e-4,1.338323300409751e-4,2543061.685515785,fishing
261,1.3189574847589385,8.937908151744999,2646021.444451111,fishing
262,0.13820047845412933,0.386752222584925,5346352.974137076,fishing
263,3.2558927878883632,18.069934706946672,7356176.301463218,fishing
264,6.055469977569559,55.681979540945186,9123078.729149165,fishing
266,0.5855591905766586,5.076517104968825,12370113.270638768,fishing
267,0.37441941286144337,3.2546675077897445,14999334.24349545,fishing
269,0.8043889846867616,9.61454803666101,17096223.292498417,fishing
270,0.8788304782349208,6.740653699224777,22248367.91479041,fishing
272,7.0546107447512485,33.28607255206967,10320336.973856911,fishing
273,0.9260663144191744,3.443955653567231,4599525.336512933,fishing
274,18.087807505964893,27.11121502788829,6369647.439830678,fishing
275,6.756423369939574,36.60453592781342,30577492.28192354,fishing
276,0.07726713902179312,1.2018861028659826,20276638.405868538,fishing
277,4.799714791363064,32.247164518923896,24797284.746692583,fishing
1,0.01781128447338127,0.7835553165462202,470276.10427541216,land-based
2,0.011714060738831753,0.4471233048677126,330244.23029043333,land-based
3,0.005968799952486656,0.17310183365820545,432762.99763008044,land-based
4,0,0,475427.4105727474,land-based
5,0.36248345236402657,72.98420440036709,1371891.8073793594,land-based
6,1.1792313353757555,223.29933840085667,621635.7873125,land-based
7,1.93278168961569,526.0251644326312,1607790.0243401737,land-based
8,0.35089485030437,60.125476024774414,608156.2883439019,land-based
9,0.21869306116675552,41.24841990929799,3010915.3920788644,land-based
10,0.04887962894200048,8.178486434099986,309784.8379646826,land-based
11,0.5569610082603398,94.26395373764193,2003934.1241497751,land-based
12,0,0,409538.02010746935,land-based
13,0.09493586022835736,11.653591228063629,976310.0811383444,land-based
14,2.183454165182967,402.24778128678827,342182.4415944863,land-based
15,14.590116822867586,4532.879776417659,1830947.5125717814,land-based
16,0.33470784656656904,44.08849670814738,6958627.1410884755,land-based
17,2.388140328536852,617.4759113477724,2405997.990851046,land-based
18,1.054756694772878,220.473144748558,1289276.1716676492,land-based
19,0.18290420203835567,31.612742719136286,747968.9763842642,land-based
20,0.9441508875391267,9.792710747325517,325237.0103425239,land-based
21,0.6131276006308467,4.539151891803854,116131.00037764767,land-based
24,4.332213457548515,441.12236889937833,47826.19822795977,land-based
25,6.196814937326076,768.8970512992549,307069.9013025786,land-based
26,1.0147367737475566,141.16395223499626,664068.7887733956,land-based
28,1.1481792650135565,171.60067046780327,165274.9340384028,land-based
29,1.7332802778859318,265.72900343166475,63653.86848826811,land-based
30,0,0,43846.794489988955,land-based
31,0.061105459891761256,8.98590123239069,1340756.0511784144,land-based
32,0.296523626009567,42.10292944935711,316556.89769896655,land-based
33,0,0,62757.913199536786,land-based
34,0,0,122886.46832907284,land-based
35,0,0,125915.77525636103,land-based
36,0,0,271867.41621694993,land-based
37,0.1360601897866735,20.05893276455562,1280387.352064579,land-based
38,8.515863108668377e-4,0.0025544534657830536,642950.9653507594,land-based
39,1.5410563166793125,178.5408242413492,922100.4196812327,land-based
40,1.276612359057073,147.28903243751728,533876.7044826233,land-based
41,1.8895876347783782,224.10232500321916,574461.9073133098,land-based
42,1.5632398475474112,221.49082447622,1204658.171930188,land-based
43,2.750935172282566,341.5451221383176,113143.6094567071,land-based
44,0.48680816380259617,49.944707035958096,782341.0000201372,land-based
45,6.02341782338831,845.6869845213308,79241.39476781989,land-based
46,7.554415284292974,717.9287272833103,6978.146907149391,land-based
47,1.396363845572187,187.84995993068546,549161.2127544791,land-based
48,0.3866170303900675,21.175243031398587,538811.4445574345,land-based
49,2.615535030571002,352.76547527552077,67146.87158407478,land-based
50,5.0759280374732185,624.0871285201782,220612.8354084064,land-based
51,4.791349496788411,208.80939561722164,11817.702683632866,land-based
52,7.532892941354612,349.7235704099468,7269.81267851454,land-based
53,0.6316646404525783,25.8982626442503,222582.8891656227,land-based
54,4.3560914433675135,203.4888612922057,53629.82290118264,land-based
55,0.02901296587463466,0.22854519678657315,956835.715671176,land-based
56,0.033731589547566644,0.26494302816738974,800403.3189574188,land-based
57,0.015097408157413665,0.0957636595018046,455325.17781000386,land-based
58,0.07146101996214627,0.4567342782500794,449816.71195999417,land-based
59,1.3382452496795323,5.577880906873285,3437.1150296768797,land-based
60,2.304287727556242,21.596296530802864,420.90687413977173,land-based
61,0.5636043072274406,3.4406991945210765,99719.1253557578,land-based
62,0.33942984101273294,2.1788603832956537,274777.96100855886,land-based
63,0.031347648499628095,0.2316007127393905,252913.50822788282,land-based
64,0.05494626181246762,0.4374101644500455,156380.00167969576,land-based
65,0.3598247955652652,4.0097333503302925,20668.09925731595,land-based
66,0.2270811970885599,2.2648817274627144,160129.7404779088,land-based
67,0.1094883257332951,0.48558819332940995,357310.63797690766,land-based
68,0.10097348723005159,0.5529649370400704,54928.34677923298,land-based
69,0.22120236844609312,0.47375357649486555,29302.802892077827,land-based
70,0.2637591618556524,0.5060871308898358,36181.399209337986,land-based
71,0.19783083160470652,0.4512879444570426,35077.6102501091,land-based
72,0.18558364707894992,0.5024696114822284,29220.717319840445,land-based
73,0.011972597477315687,0.04638696279581061,7668814.0500031235,land-based
74,0.1449763816804106,0.2527573366569952,22800.57765015656,land-based
75,0.3257708889800672,0.6167454145636977,132677.3559912722,land-based
76,0.6151856182727479,2.8430841056183245,255982.11142171288,land-based
77,0.9981870392105529,4.046167254146304,10436.219964995365,land-based
78,0.6377377313424996,2.844643235327475,19238.587742940446,land-based
79,0.8634070828876622,47.07387785472771,27701.260966673646,land-based
80,0.44986630362225855,2.641624009222006,493026.0333702453,land-based
81,0.23149464535020567,1.2687417941664716,98279.13483994301,land-based
82,1.4694195413449795,6.841554771978095,11398.542307125199,land-based
84,0.907114682529593,5.865129952919227,127890.19524225696,land-based
85,3.616316565151872e-4,0.0014467398563395128,444314.35883383604,land-based
86,0.002204830733866022,0.012040649485809577,447550.62619722233,land-based
88,0,0,756548.6652133735,land-based
89,0,0,1446146.0670200028,land-based
90,0.0017297783760980528,0.0015800194182319922,473534.20289585623,land-based
91,0,0,575481.8642266805,land-based
92,0,0,509323.512528336,land-based
93,0,0,567116.1218169155,land-based
94,0,0,416219.26175783615,land-based
95,0.0030459052243711486,0.0015851351590087865,548163.9603456538,land-based
96,0.21696863501715782,2.026056191584564,160642.33867203808,land-based
97,0.12164719758505399,1.1613343203800606,249308.72902884654,land-based
98,0.22041614985855146,1.5411123789465613,15472.257173283844,land-based
99,0.4076182276812721,3.679319255839319,30376.028093295517,land-based
100,0.4908711643408941,2.304298041091423,40049.0268926921,land-based
101,0.018630925257035486,0.11342654037149652,562077.4649074952,land-based
102,0.23231034707178846,5.893829246860923,1069909.4651309822,land-based
103,0.03430229813727203,0.1906772856513145,131487.98841602725,land-based
104,0.054541669296503933,0.2803705588304103,310399.60650976264,land-based
105,0,0,439819.73711912334,land-based
106,0.2023717055579339,1.9175911314047118,227078.38415114532,land-based
107,0,0,434156.70585782686,land-based
108,0.009221206409395612,0.07671226909219366,451530.90320767596,land-based
110,0.17541399039673225,2.7280784036118244,595855.6779561948,land-based
111,0.05373190128701513,0.8980769693398923,154215.2130139907,land-based
112,1.1440298727014766,17.930328395246402,366252.7258963628,land-based
113,0.06556004312459315,1.0368813465673399,118893.09254785218,land-based
114,0.7323825903538872,11.927228044805911,124240.88031172997,land-based
115,0.36157239079065456,5.7170952412820615,271240.42217968695,land-based
116,0.2617215317500185,4.181072733805325,212082.04861819273,land-based
117,0.14957126440167012,2.6007096632896944,80656.93428017793,land-based
118,0.08839500622303949,1.4183146591237505,93003.82692820275,land-based
119,0.6587168260882132,9.758781333522352,10398.670188705073,land-based
120,0.06891087607249363,1.0054687066227908,108380.89975946628,land-based
121,0.16564349360773095,2.6031015367712174,7823.453666438211,land-based
122,0.6743534029084532,10.02634722284762,15260.93048479013,land-based
123,0.27983834167730887,4.049751650874852,29241.675337873658,land-based
124,0.05969777390512522,0.8778576425934577,184593.86085378358,land-based
125,0.43712926074658787,6.664940249403873,26302.31323668232,land-based
126,0.6062177558538386,9.13577709322096,75774.58920154162,land-based
127,0.37019097684145835,5.204412865877496,36778.70275152717,land-based
129,0.4729922796542595,6.865988250309484,330280.033584935,land-based
130,0.1643699130408819,2.136602874841289,576146.4080375767,land-based
131,0.27513187900156644,2.7366579728864395,222098.23498615628,land-based
132,0.29457331001431186,3.605773012212466,730389.5651084468,land-based
133,0.32419982200480735,4.4834632439946835,219200.7889466171,land-based
134,0.30394039733678185,2.8102618484992026,94119.84140628278,land-based
135,0.1759260269462702,1.6341524384049078,3282822.977876072,land-based
136,0.32457465954114717,3.1502083379818226,119043.29167968156,land-based
137,0.11321383943868174,1.137615585571496,1077088.4596856267,land-based
138,0.19059834832332076,1.4176579976249601,836377.7577110757,land-based
139,0.6681417597440019,10.102184507590584,473597.9502217499,land-based
140,0.25382780060081533,4.003635146298778,138363.09174008973,land-based
141,0.013546240298764478,0.03372171020926059,266109.20061835664,land-based
143,0.015900872269967,0.024627137202728817,752858.307454905,land-based
144,0,0,291783.646569206,land-based
145,0.007188622999849532,0.022920145995179716,2267485.573094356,land-based
146,0,0,839965.0719223757,land-based
147,0.08779677365284612,5.225190390136668,4796046.929757404,land-based
148,0.011875696173047448,0.2979449805932726,1654924.6079818942,land-based
149,0,0,318676.27731966245,land-based
150,0,0,353577.4909069377,land-based
151,0.028899562925860094,3.336912151911157,406868.4924904729,land-based
152,0.8533688355813697,107.21532330967844,132164.75779320666,land-based
153,0.02086546695966632,1.314977476624311,1971930.3565938715,land-based
154,4.3910926822538025e-4,0.0017568274570259163,318189.8766562425,land-based
155,0.337396653991107,31.214833766371818,668228.9554326971,land-based
156,0.12407008523274396,10.409906921321873,322216.4359581104,land-based
157,0,0,746719.3545349736,land-based
158,0,0,438123.0108746276,land-based
159,0,0,444836.56279362744,land-based
161,0.14966163303940144,15.670073741295884,262077.4018264462,land-based
162,0.036098387869539034,0.14721763447097205,4095575.8091036263,land-based
163,0.13063994867684184,1.1492577080882465,8586398.889644088,land-based
164,1.5890319503310515,25.44137702664212,36151.70869871595,land-based
166,0.19113044559860878,3.1965853366010935,245907.4172813705,land-based
167,0.12891018083428418,0.6712890105887644,136527.51862587794,land-based
168,0.0728029264534121,0.3246789750472329,128999.22373797631,land-based
169,0.03705229741778654,0.20493783908160734,135642.0423483282,land-based
171,0.17567206362295856,1.0349881965302175,3661285.49596286,land-based
172,0.08904042031088878,0.30924611025791826,1083156.6793353872,land-based
173,0.3228269502917518,1.374294512588639,129273.42445390145,land-based
174,0.2337344099175454,0.4077669404050189,80776.56962516296,land-based
175,0.67552460113333,1.8791153985144664,100555.69956351221,land-based
176,1.0002420261532055,3.8675534125246624,56527.2689876618,land-based
177,0.6722224485961169,3.315175274746266,64024.12680058959,land-based
178,0.7046015849726216,1.7031166709930887,32058.782339906877,land-based
179,0.8223297725612646,6.132204800155835,343182.31371182395,land-based
180,0.4269265307672326,2.4809607201796435,725087.1863949904,land-based
181,0.2139181842558583,1.4219857745367597,426095.7280033806,land-based
182,0.424982148510462,3.0101821780840115,555625.8881698243,land-based
183,0.2101505128210938,1.405882623685855,311578.49505886826,land-based
184,0.7466181359210433,4.3714193018602145,538616.7096219823,land-based
185,0.5,0.5,211.32668672239527,land-based
186,0.8566059971480647,5.252568278945018,7435.730324852892,land-based
187,1.3001765241308314,7.992892026721431,55571.059393296346,land-based
188,4.282608689288063,0.4114121277529879,160.67814094438978,land-based
189,0.27329993015636733,0.6818951381914673,6099.656645713775,land-based
190,2.995488562355747,127.97833823649486,32260.503263525723,land-based
191,2.0974083130855066,98.20185557096504,165742.12320405524,land-based
192,5.512781949374841,74.42633201617156,580.7117620858257,land-based
193,0.47401820296930514,5.567834790103524,105821.40174462312,land-based
194,0.2304796569318646,2.3978128097276614,109877.65157768007,land-based
195,0.22248407934406308,1.8500320039153915,173782.14305001375,land-based
196,0.5746603742888219,3.5691700263624475,182427.32569989344,land-based
197,1.819980793239077,10.981045905157236,14856.615370186728,land-based
198,0.13828343634643872,0.7688222450908079,193910.57334169527,land-based
199,0.6863826709095864,2.695297727199378,13139.804366363698,land-based
200,0.1768029744077768,1.1865693667706954,494792.6196783616,land-based
202,3.8798839845820265,520.839553222478,243084.1975332458,land-based
203,0.9404855429555682,43.35586676046181,1636035.3204569768,land-based
204,1.9489232931513967,27.341021795277996,83090.68417068315,land-based
205,5.4452983567506354,786.1132877180507,512017.4911812634,land-based
206,11.782713223580094,3157.4647521896445,448354.8902229416,land-based
207,3.225694989313152,510.038893430606,646356.6433240613,land-based
208,174.84537163018763,27131.851468813424,773.7001848496857,land-based
209,1.7019069537883744,30.636514690416334,878934.7607522293,land-based
210,1.0569673901282277,110.22400063311564,4042527.5713488027,land-based
212,0.5651402826725369,100.34298954082584,1055280.7682092192,land-based
213,0,0,31880912.49698474,land-based
214,0.7509743812333691,81.52459052765803,235107.05176274118,land-based
215,92.1388889548856,4201.388888888889,104.79009272462166,land-based
216,8.759218269348157,2610.819003102514,5919091.084551883,land-based
218,0.053388533391236795,0.25939659517061625,5705444.170413194,land-based
219,0.18775226354451588,1.2061267586593711,12548.61358227159,land-based
220,0.9916666622842766,1.3332870353251247,419.1603685367269,land-based
221,1.0827498586386406,16.557599496406773,5487.507857562202,land-based
222,0.24822770666335092,0.45729361824840087,155536.4413908788,land-based
223,0.06615338846820701,0.23458074674264104,1725819.4718012079,land-based
224,0.0484159010813781,0.19499839576570674,3645502.361596807,land-based
227,1.3168003183604393,7.850197076449421,2940.235349367745,land-based
228,0.2261796937371761,1.7797964826802823,8679.239415455932,land-based
231,14.409696060806679,4376.506293316802,40035.92813156895,land-based
232,5,NaN,0.8732507349826286,land-based
237,20.056675036549702,6235.603779807082,2167.4084165323284,land-based
244,0.36879171329672067,7.584438073602197,30792.568716515765,land-based
245,0.4533604157465675,9.443028175772586,13331.046284902208,land-based
247,7.155949111435354,2154.994357552048,25298.948105875224,land-based
248,0.029241379635992666,0.0878453048360402,9496.602141975081,land-based
249,0.7023113163700592,10.269993407750336,2090.562344768578,land-based
250,0.2708566655264705,5.273624494935062,24954.01405305944,land-based
255,0.03276490724673233,4.241940536394047,1443828.4594577658,land-based
260,0,0,2543061.685515785,land-based
261,0,0,2646021.444451111,land-based
262,0,0,5346352.974137076,land-based
263,0,0,7356176.301463218,land-based
264,0,0,9123078.729149165,land-based
266,6.83346003707152e-5,5.883951663180937e-5,12370113.270638768,land-based
267,0,0,14999334.24349545,land-based
269,0,0,17096223.292498417,land-based
270,0,0,22248367.91479041,land-based
