iucn_sid,cat_score,sens,code,stressor
133085,0,1,4.3,shipping
133085,0,1,6.1,direct_human
133569,0,1,1.1,direct_human
133569,0,1,1.2,direct_human
133569,0,1,1.3,direct_human
133569,0,1,4.3,shipping
133569,0,1,6.1,direct_human
133236,0.2,1,1.1,direct_human
133236,0.2,1,1.2,direct_human
133236,0.2,1,1.3,direct_human
133236,0.2,1,4.3,shipping
133236,0.2,1,6.1,direct_human
133193,0.4,1,1.1,direct_human
133193,0.4,1,1.2,direct_human
133193,0.4,1,1.3,direct_human
133193,0.4,1,4.3,shipping
133193,0.4,1,6.1,direct_human
133310,0.4,1,1.1,direct_human
133310,0.4,1,1.2,direct_human
133310,0.4,1,1.3,direct_human
133310,0.4,1,4.3,shipping
133310,0.4,1,6.1,direct_human
133186,0,1,1.1,direct_human
133186,0,1,1.2,direct_human
133186,0,1,1.3,direct_human
133186,0,1,4.3,shipping
133186,0,1,6.1,direct_human
133264,NA,1,1.1,direct_human
133264,NA,1,1.2,direct_human
133264,NA,1,1.3,direct_human
133264,NA,1,4.3,shipping
133264,NA,1,6.1,direct_human
133252,0,1,1.1,direct_human
133252,0,1,1.2,direct_human
133252,0,1,1.3,direct_human
133252,0,1,4.3,shipping
133252,0,1,6.1,direct_human
133529,0.4,1,1.1,direct_human
133529,0.4,1,1.2,direct_human
133529,0.4,1,1.3,direct_human
133529,0.4,1,4.3,shipping
133529,0.4,1,6.1,direct_human
133456,0.4,1,1.1,direct_human
133456,0.4,1,1.2,direct_human
133456,0.4,1,1.3,direct_human
133456,0.4,1,4.3,shipping
133456,0.4,1,6.1,direct_human
133251,0.2,1,1.1,direct_human
133251,0.2,1,1.2,direct_human
133251,0.2,1,1.3,direct_human
133251,0.2,1,4.3,shipping
133251,0.2,1,6.1,direct_human
133502,0,1,1.1,direct_human
133502,0,1,1.2,direct_human
133502,0,1,1.3,direct_human
133502,0,1,4.3,shipping
133502,0,1,6.1,direct_human
133048,0,1,1.1,direct_human
133048,0,1,1.2,direct_human
133048,0,1,1.3,direct_human
133048,0,1,4.3,shipping
133048,0,1,6.1,direct_human
132963,0,1,1.1,direct_human
132963,0,1,1.2,direct_human
132963,0,1,1.3,direct_human
132963,0,1,4.3,shipping
132963,0,1,6.1,direct_human
133050,NA,1,1.1,direct_human
133050,NA,1,1.2,direct_human
133050,NA,1,1.3,direct_human
133050,NA,1,4.3,shipping
133050,NA,1,6.1,direct_human
133303,0.2,1,1.1,direct_human
133303,0.2,1,1.2,direct_human
133303,0.2,1,1.3,direct_human
133303,0.2,1,4.3,shipping
133303,0.2,1,6.1,direct_human
133377,0,1,1.1,direct_human
133377,0,1,1.2,direct_human
133377,0,1,1.3,direct_human
133377,0,1,4.3,shipping
133377,0,1,6.1,direct_human
133556,0,1,1.1,direct_human
133556,0,1,1.2,direct_human
133556,0,1,1.3,direct_human
133556,0,1,4.3,shipping
133556,0,1,6.1,direct_human
132865,0.4,1,1.1,direct_human
132865,0.4,1,1.2,direct_human
132865,0.4,1,1.3,direct_human
132865,0.4,1,4.3,shipping
132865,0.4,1,6.1,direct_human
133291,0.4,1,1.1,direct_human
133291,0.4,1,1.2,direct_human
133291,0.4,1,1.3,direct_human
133291,0.4,1,4.3,shipping
133291,0.4,1,6.1,direct_human
133118,0.4,1,1.1,direct_human
133118,0.4,1,1.2,direct_human
133118,0.4,1,1.3,direct_human
133118,0.4,1,4.3,shipping
133118,0.4,1,6.1,direct_human
133624,0.4,1,1.1,direct_human
133624,0.4,1,1.2,direct_human
133624,0.4,1,1.3,direct_human
133624,0.4,1,4.3,shipping
133624,0.4,1,6.1,direct_human
133047,0,1,1.1,direct_human
133047,0,1,1.2,direct_human
133047,0,1,1.3,direct_human
133047,0,1,4.3,shipping
133047,0,1,6.1,direct_human
133358,0.4,1,1.1,direct_human
133358,0.4,1,1.2,direct_human
133358,0.4,1,1.3,direct_human
133358,0.4,1,4.3,shipping
133358,0.4,1,6.1,direct_human
133562,NA,1,1.1,direct_human
133562,NA,1,1.2,direct_human
133562,NA,1,1.3,direct_human
133562,NA,1,4.3,shipping
133562,NA,1,6.1,direct_human
132970,0.4,1,1.1,direct_human
132970,0.4,1,1.2,direct_human
132970,0.4,1,1.3,direct_human
132970,0.4,1,4.3,shipping
132970,0.4,1,6.1,direct_human
133120,0,1,1.1,direct_human
133120,0,1,1.2,direct_human
133120,0,1,1.3,direct_human
133120,0,1,4.3,shipping
133120,0,1,6.1,direct_human
133337,0,1,1.1,direct_human
133337,0,1,1.2,direct_human
133337,0,1,1.3,direct_human
133337,0,1,4.3,shipping
133337,0,1,6.1,direct_human
133280,NA,1,1.1,direct_human
133280,NA,1,1.2,direct_human
133280,NA,1,1.3,direct_human
133280,NA,1,4.3,shipping
133280,NA,1,6.1,direct_human
133177,0.4,1,1.1,direct_human
133177,0.4,1,1.2,direct_human
133177,0.4,1,1.3,direct_human
133177,0.4,1,4.3,shipping
133177,0.4,1,6.1,direct_human
132882,NA,1,1.1,direct_human
132882,NA,1,1.2,direct_human
132882,NA,1,1.3,direct_human
132882,NA,1,4.3,shipping
132882,NA,1,6.1,direct_human
133642,0.4,1,1.1,direct_human
133642,0.4,1,1.2,direct_human
133642,0.4,1,1.3,direct_human
133642,0.4,1,4.3,shipping
133642,0.4,1,6.1,direct_human
133521,0,1,1.1,direct_human
133521,0,1,1.2,direct_human
133521,0,1,1.3,direct_human
133521,0,1,4.3,shipping
133521,0,1,6.1,direct_human
133072,NA,1,1.1,direct_human
133072,NA,1,1.2,direct_human
133072,NA,1,1.3,direct_human
133072,NA,1,4.3,shipping
133072,NA,1,6.1,direct_human
133117,0.4,1,1.1,direct_human
133117,0.4,1,1.2,direct_human
133117,0.4,1,1.3,direct_human
133117,0.4,1,4.3,shipping
133117,0.4,1,6.1,direct_human
133548,0,1,1.1,direct_human
133548,0,1,1.2,direct_human
133548,0,1,1.3,direct_human
133548,0,1,4.3,shipping
133548,0,1,6.1,direct_human
133190,0.4,1,1.1,direct_human
133190,0.4,1,1.2,direct_human
133190,0.4,1,1.3,direct_human
133190,0.4,1,4.3,shipping
133190,0.4,1,6.1,direct_human
133007,0.4,1,1.1,direct_human
133007,0.4,1,1.2,direct_human
133007,0.4,1,1.3,direct_human
133007,0.4,1,4.3,shipping
133007,0.4,1,6.1,direct_human
133163,0,1,1.1,direct_human
133163,0,1,1.2,direct_human
133163,0,1,1.3,direct_human
133163,0,1,4.3,shipping
133163,0,1,6.1,direct_human
133433,0.4,1,1.1,direct_human
133433,0.4,1,1.2,direct_human
133433,0.4,1,1.3,direct_human
133433,0.4,1,4.3,shipping
133433,0.4,1,6.1,direct_human
133651,0.2,1,1.1,direct_human
133651,0.2,1,1.2,direct_human
133651,0.2,1,1.3,direct_human
133651,0.2,1,4.3,shipping
133651,0.2,1,6.1,direct_human
133619,0.4,1,1.1,direct_human
133619,0.4,1,1.2,direct_human
133619,0.4,1,1.3,direct_human
133619,0.4,1,4.3,shipping
133619,0.4,1,6.1,direct_human
133422,0.4,1,1.1,direct_human
133422,0.4,1,1.2,direct_human
133422,0.4,1,1.3,direct_human
133422,0.4,1,4.3,shipping
133422,0.4,1,6.1,direct_human
133321,0.4,1,1.1,direct_human
133321,0.4,1,1.2,direct_human
133321,0.4,1,1.3,direct_human
133321,0.4,1,4.3,shipping
133321,0.4,1,6.1,direct_human
133380,0,1,1.1,direct_human
133380,0,1,1.2,direct_human
133380,0,1,1.3,direct_human
133380,0,1,4.3,shipping
133380,0,1,6.1,direct_human
133580,0.2,1,1.1,direct_human
133580,0.2,1,1.2,direct_human
133580,0.2,1,1.3,direct_human
133580,0.2,1,4.3,shipping
133580,0.2,1,6.1,direct_human
133113,0.4,1,1.1,direct_human
133113,0.4,1,1.2,direct_human
133113,0.4,1,1.3,direct_human
133113,0.4,1,4.3,shipping
133113,0.4,1,6.1,direct_human
132979,0.2,1,1.1,direct_human
132979,0.2,1,1.2,direct_human
132979,0.2,1,1.3,direct_human
132979,0.2,1,4.3,shipping
132979,0.2,1,6.1,direct_human
133620,0.4,1,1.1,direct_human
133620,0.4,1,1.2,direct_human
133620,0.4,1,1.3,direct_human
133620,0.4,1,4.3,shipping
133620,0.4,1,6.1,direct_human
132899,0.4,1,1.1,direct_human
132899,0.4,1,1.2,direct_human
132899,0.4,1,1.3,direct_human
132899,0.4,1,4.3,shipping
132899,0.4,1,6.1,direct_human
133196,0.2,1,1.1,direct_human
133196,0.2,1,1.2,direct_human
133196,0.2,1,1.3,direct_human
133196,0.2,1,4.3,shipping
133196,0.2,1,6.1,direct_human
133075,0.2,1,1.1,direct_human
133075,0.2,1,1.2,direct_human
133075,0.2,1,1.3,direct_human
133075,0.2,1,4.3,shipping
133075,0.2,1,6.1,direct_human
133145,0.4,1,1.1,direct_human
133145,0.4,1,1.2,direct_human
133145,0.4,1,1.3,direct_human
133145,0.4,1,4.3,shipping
133145,0.4,1,6.1,direct_human
133002,0.2,1,1.1,direct_human
133002,0.2,1,1.2,direct_human
133002,0.2,1,1.3,direct_human
133002,0.2,1,4.3,shipping
133002,0.2,1,6.1,direct_human
133304,0,1,1.1,direct_human
133304,0,1,1.2,direct_human
133304,0,1,1.3,direct_human
133304,0,1,4.3,shipping
133304,0,1,6.1,direct_human
133298,0,1,1.1,direct_human
133298,0,1,1.2,direct_human
133298,0,1,1.3,direct_human
133298,0,1,4.3,shipping
133298,0,1,6.1,direct_human
132877,0,1,1.1,direct_human
132877,0,1,1.2,direct_human
132877,0,1,1.3,direct_human
132877,0,1,4.3,shipping
132877,0,1,6.1,direct_human
132951,NA,1,1.1,direct_human
132951,NA,1,1.2,direct_human
132951,NA,1,1.3,direct_human
132951,NA,1,4.3,shipping
132951,NA,1,6.1,direct_human
133507,NA,1,1.1,direct_human
133507,NA,1,1.2,direct_human
133507,NA,1,1.3,direct_human
133507,NA,1,4.3,shipping
133507,NA,1,6.1,direct_human
133239,0.2,1,1.1,direct_human
133239,0.2,1,1.2,direct_human
133239,0.2,1,1.3,direct_human
133239,0.2,1,4.3,shipping
133239,0.2,1,6.1,direct_human
133568,0.4,1,1.1,direct_human
133568,0.4,1,1.2,direct_human
133568,0.4,1,1.3,direct_human
133568,0.4,1,4.3,shipping
133568,0.4,1,6.1,direct_human
133331,0.6,1,1.1,direct_human
133331,0.6,1,1.2,direct_human
133331,0.6,1,1.3,direct_human
133331,0.6,1,4.3,shipping
133331,0.6,1,6.1,direct_human
133322,0.4,1,1.1,direct_human
133322,0.4,1,1.2,direct_human
133322,0.4,1,1.3,direct_human
133322,0.4,1,4.3,shipping
133322,0.4,1,6.1,direct_human
133614,0,1,1.1,direct_human
133614,0,1,1.2,direct_human
133614,0,1,1.3,direct_human
133614,0,1,4.3,shipping
133614,0,1,6.1,direct_human
133343,0.2,1,1.1,direct_human
133343,0.2,1,1.2,direct_human
133343,0.2,1,1.3,direct_human
133343,0.2,1,4.3,shipping
133343,0.2,1,6.1,direct_human
133010,0,1,1.1,direct_human
133010,0,1,1.2,direct_human
133010,0,1,1.3,direct_human
133010,0,1,4.3,shipping
133010,0,1,6.1,direct_human
133275,NA,1,1.1,direct_human
133275,NA,1,1.2,direct_human
133275,NA,1,1.3,direct_human
133275,NA,1,4.3,shipping
133275,NA,1,6.1,direct_human
133430,0,1,1.1,direct_human
133430,0,1,1.2,direct_human
133430,0,1,1.3,direct_human
133430,0,1,4.3,shipping
133430,0,1,6.1,direct_human
133388,0,1,1.1,direct_human
133388,0,1,1.2,direct_human
133388,0,1,1.3,direct_human
133388,0,1,4.3,shipping
133388,0,1,6.1,direct_human
133534,0,1,1.1,direct_human
133534,0,1,1.2,direct_human
133534,0,1,1.3,direct_human
133534,0,1,4.3,shipping
133534,0,1,6.1,direct_human
132960,0,1,1.1,direct_human
132960,0,1,1.2,direct_human
132960,0,1,1.3,direct_human
132960,0,1,4.3,shipping
132960,0,1,6.1,direct_human
133493,0.2,1,1.1,direct_human
133493,0.2,1,1.2,direct_human
133493,0.2,1,1.3,direct_human
133493,0.2,1,4.3,shipping
133493,0.2,1,6.1,direct_human
132975,0,1,1.1,direct_human
132975,0,1,1.2,direct_human
132975,0,1,1.3,direct_human
132975,0,1,4.3,shipping
132975,0,1,6.1,direct_human
132915,NA,1,1.1,direct_human
132915,NA,1,1.2,direct_human
132915,NA,1,1.3,direct_human
132915,NA,1,4.3,shipping
132915,NA,1,6.1,direct_human
133324,0,1,1.1,direct_human
133324,0,1,1.2,direct_human
133324,0,1,1.3,direct_human
133324,0,1,4.3,shipping
133324,0,1,6.1,direct_human
133302,0,1,1.1,direct_human
133302,0,1,1.2,direct_human
133302,0,1,1.3,direct_human
133302,0,1,4.3,shipping
133302,0,1,6.1,direct_human
133451,0,1,1.1,direct_human
133451,0,1,1.2,direct_human
133451,0,1,1.3,direct_human
133451,0,1,4.3,shipping
133451,0,1,6.1,direct_human
132931,0.4,1,1.1,direct_human
132931,0.4,1,1.2,direct_human
132931,0.4,1,1.3,direct_human
132931,0.4,1,4.3,shipping
132931,0.4,1,6.1,direct_human
133008,0,1,1.1,direct_human
133008,0,1,1.2,direct_human
133008,0,1,1.3,direct_human
133008,0,1,4.3,shipping
133008,0,1,6.1,direct_human
133017,NA,1,1.1,direct_human
133017,NA,1,1.2,direct_human
133017,NA,1,1.3,direct_human
133017,NA,1,4.3,shipping
133017,NA,1,6.1,direct_human
133701,0.6,1,1.1,direct_human
133701,0.6,1,1.2,direct_human
133701,0.6,1,1.3,direct_human
133701,0.6,1,4.3,shipping
133701,0.6,1,6.1,direct_human
133201,0,1,1.1,direct_human
133201,0,1,1.2,direct_human
133201,0,1,1.3,direct_human
133201,0,1,4.3,shipping
133201,0,1,6.1,direct_human
133675,0,1,1.1,direct_human
133675,0,1,1.2,direct_human
133675,0,1,1.3,direct_human
133675,0,1,4.3,shipping
133675,0,1,6.1,direct_human
133082,0,1,1.1,direct_human
133082,0,1,1.2,direct_human
133082,0,1,1.3,direct_human
133082,0,1,4.3,shipping
133082,0,1,6.1,direct_human
133672,NA,1,1.1,direct_human
133672,NA,1,1.2,direct_human
133672,NA,1,1.3,direct_human
133672,NA,1,4.3,shipping
133672,NA,1,6.1,direct_human
133367,0.2,1,1.1,direct_human
133367,0.2,1,1.2,direct_human
133367,0.2,1,1.3,direct_human
133367,0.2,1,4.3,shipping
133367,0.2,1,6.1,direct_human
132889,0,1,1.1,direct_human
132889,0,1,1.2,direct_human
132889,0,1,1.3,direct_human
132889,0,1,4.3,shipping
132889,0,1,6.1,direct_human
133574,0.8,1,1.1,direct_human
133574,0.8,1,1.2,direct_human
133574,0.8,1,1.3,direct_human
133574,0.8,1,4.3,shipping
133574,0.8,1,6.1,direct_human
133307,0.2,1,1.1,direct_human
133307,0.2,1,1.2,direct_human
133307,0.2,1,1.3,direct_human
133307,0.2,1,4.3,shipping
133307,0.2,1,6.1,direct_human
133474,0,1,1.1,direct_human
133474,0,1,1.2,direct_human
133474,0,1,1.3,direct_human
133474,0,1,4.3,shipping
133474,0,1,6.1,direct_human
133013,0,1,1.1,direct_human
133013,0,1,1.2,direct_human
133013,0,1,1.3,direct_human
133013,0,1,4.3,shipping
133013,0,1,6.1,direct_human
133195,0.2,1,1.1,direct_human
133195,0.2,1,1.2,direct_human
133195,0.2,1,1.3,direct_human
133195,0.2,1,4.3,shipping
133195,0.2,1,6.1,direct_human
133690,0,1,1.1,direct_human
133690,0,1,1.2,direct_human
133690,0,1,1.3,direct_human
133690,0,1,4.3,shipping
133690,0,1,6.1,direct_human
133409,0.4,1,1.1,direct_human
133409,0.4,1,1.2,direct_human
133409,0.4,1,1.3,direct_human
133409,0.4,1,4.3,shipping
133409,0.4,1,6.1,direct_human
133622,0.2,1,1.1,direct_human
133622,0.2,1,1.2,direct_human
133622,0.2,1,1.3,direct_human
133622,0.2,1,4.3,shipping
133622,0.2,1,6.1,direct_human
132953,0,1,1.1,direct_human
132953,0,1,1.2,direct_human
132953,0,1,1.3,direct_human
132953,0,1,4.3,shipping
132953,0,1,6.1,direct_human
133031,0.2,1,1.1,direct_human
133031,0.2,1,1.2,direct_human
133031,0.2,1,1.3,direct_human
133031,0.2,1,4.3,shipping
133031,0.2,1,6.1,direct_human
133537,0,1,1.1,direct_human
133537,0,1,1.2,direct_human
133537,0,1,1.3,direct_human
133537,0,1,4.3,shipping
133537,0,1,6.1,direct_human
133102,0.4,1,1.1,direct_human
133102,0.4,1,1.2,direct_human
133102,0.4,1,1.3,direct_human
133102,0.4,1,4.3,shipping
133102,0.4,1,6.1,direct_human
132907,0.2,1,1.1,direct_human
132907,0.2,1,1.2,direct_human
132907,0.2,1,1.3,direct_human
132907,0.2,1,4.3,shipping
132907,0.2,1,6.1,direct_human
133191,0.2,1,1.1,direct_human
133191,0.2,1,1.2,direct_human
133191,0.2,1,1.3,direct_human
133191,0.2,1,4.3,shipping
133191,0.2,1,6.1,direct_human
133123,0.4,1,1.1,direct_human
133123,0.4,1,1.2,direct_human
133123,0.4,1,1.3,direct_human
133123,0.4,1,4.3,shipping
133123,0.4,1,6.1,direct_human
133555,0.2,1,1.1,direct_human
133555,0.2,1,1.2,direct_human
133555,0.2,1,1.3,direct_human
133555,0.2,1,4.3,shipping
133555,0.2,1,6.1,direct_human
133696,0.4,1,1.1,direct_human
133696,0.4,1,1.2,direct_human
133696,0.4,1,1.3,direct_human
133696,0.4,1,4.3,shipping
133696,0.4,1,6.1,direct_human
132985,0.2,1,1.1,direct_human
132985,0.2,1,1.2,direct_human
132985,0.2,1,1.3,direct_human
132985,0.2,1,4.3,shipping
132985,0.2,1,6.1,direct_human
133440,0,1,1.1,direct_human
133440,0,1,1.2,direct_human
133440,0,1,1.3,direct_human
133440,0,1,4.3,shipping
133440,0,1,6.1,direct_human
132912,NA,1,1.1,direct_human
132912,NA,1,1.2,direct_human
132912,NA,1,1.3,direct_human
132912,NA,1,4.3,shipping
132912,NA,1,6.1,direct_human
133215,0,1,1.1,direct_human
133215,0,1,1.2,direct_human
133215,0,1,1.3,direct_human
133215,0,1,4.3,shipping
133215,0,1,6.1,direct_human
133336,NA,1,1.1,direct_human
133336,NA,1,1.2,direct_human
133336,NA,1,1.3,direct_human
133336,NA,1,4.3,shipping
133336,NA,1,6.1,direct_human
133142,0.6,1,1.1,direct_human
133142,0.6,1,1.2,direct_human
133142,0.6,1,1.3,direct_human
133142,0.6,0,4.3,shipping
133142,0.6,1,6.1,direct_human
133059,0.2,1,1.1,direct_human
133059,0.2,1,1.2,direct_human
133059,0.2,1,1.3,direct_human
133059,0.2,1,4.3,shipping
133059,0.2,1,6.1,direct_human
133429,0.2,1,1.1,direct_human
133429,0.2,1,1.2,direct_human
133429,0.2,1,1.3,direct_human
133429,0.2,1,4.3,shipping
133429,0.2,1,6.1,direct_human
133314,0,1,1.1,direct_human
133314,0,1,1.2,direct_human
133314,0,1,1.3,direct_human
133314,0,1,4.3,shipping
133314,0,1,6.1,direct_human
133518,NA,1,1.1,direct_human
133518,NA,1,1.2,direct_human
133518,NA,1,1.3,direct_human
133518,NA,1,4.3,shipping
133518,NA,1,6.1,direct_human
133411,0.4,1,1.1,direct_human
133411,0.4,1,1.2,direct_human
133411,0.4,1,1.3,direct_human
133411,0.4,1,4.3,shipping
133411,0.4,1,6.1,direct_human
133499,0.4,1,1.1,direct_human
133499,0.4,1,1.2,direct_human
133499,0.4,1,1.3,direct_human
133499,0.4,1,4.3,shipping
133499,0.4,1,6.1,direct_human
133485,0,1,1.1,direct_human
133485,0,1,1.2,direct_human
133485,0,1,1.3,direct_human
133485,0,1,4.3,shipping
133485,0,1,6.1,direct_human
133576,0,1,1.1,direct_human
133576,0,1,1.2,direct_human
133576,0,1,1.3,direct_human
133576,0,1,4.3,shipping
133576,0,1,6.1,direct_human
133603,0.2,1,1.1,direct_human
133603,0.2,1,1.2,direct_human
133603,0.2,1,1.3,direct_human
133603,0.2,1,4.3,shipping
133603,0.2,1,6.1,direct_human
132896,0.4,1,1.1,direct_human
132896,0.4,1,1.2,direct_human
132896,0.4,1,1.3,direct_human
132896,0.4,1,4.3,shipping
132896,0.4,1,6.1,direct_human
133092,0.4,1,1.1,direct_human
133092,0.4,1,1.2,direct_human
133092,0.4,1,1.3,direct_human
133092,0.4,1,4.3,shipping
133092,0.4,1,6.1,direct_human
133695,0.4,1,1.1,direct_human
133695,0.4,1,1.2,direct_human
133695,0.4,1,1.3,direct_human
133695,0.4,1,4.3,shipping
133695,0.4,1,6.1,direct_human
133434,0.4,1,1.1,direct_human
133434,0.4,1,1.2,direct_human
133434,0.4,1,1.3,direct_human
133434,0.4,1,4.3,shipping
133434,0.4,1,6.1,direct_human
133475,NA,1,1.1,direct_human
133475,NA,1,1.2,direct_human
133475,NA,1,1.3,direct_human
133475,NA,1,4.3,shipping
133475,NA,1,6.1,direct_human
133206,0.6,1,1.1,direct_human
133206,0.6,1,1.2,direct_human
133206,0.6,1,1.3,direct_human
133206,0.6,1,4.3,shipping
133206,0.6,1,6.1,direct_human
132934,NA,1,1.1,direct_human
132934,NA,1,1.2,direct_human
132934,NA,1,1.3,direct_human
132934,NA,1,4.3,shipping
132934,NA,1,6.1,direct_human
133135,0,1,1.1,direct_human
133135,0,1,1.2,direct_human
133135,0,1,1.3,direct_human
133135,0,1,4.3,shipping
133135,0,1,6.1,direct_human
133312,NA,1,1.1,direct_human
133312,NA,1,1.2,direct_human
133312,NA,1,1.3,direct_human
133312,NA,1,4.3,shipping
133312,NA,1,6.1,direct_human
133579,NA,1,1.1,direct_human
133579,NA,1,1.2,direct_human
133579,NA,1,1.3,direct_human
133579,NA,1,4.3,shipping
133579,NA,1,6.1,direct_human
133037,NA,1,1.1,direct_human
133037,NA,1,1.2,direct_human
133037,NA,1,1.3,direct_human
133037,NA,1,4.3,shipping
133037,NA,1,6.1,direct_human
132984,0.4,1,1.1,direct_human
132984,0.4,1,1.2,direct_human
132984,0.4,1,1.3,direct_human
132984,0.4,1,4.3,shipping
132984,0.4,1,6.1,direct_human
133364,NA,1,1.1,direct_human
133364,NA,1,1.2,direct_human
133364,NA,1,1.3,direct_human
133364,NA,1,4.3,shipping
133364,NA,1,6.1,direct_human
133591,0,1,1.1,direct_human
133591,0,1,1.2,direct_human
133591,0,1,1.3,direct_human
133591,0,1,4.3,shipping
133591,0,1,6.1,direct_human
133139,0.2,1,1.1,direct_human
133139,0.2,1,1.2,direct_human
133139,0.2,1,1.3,direct_human
133139,0.2,1,4.3,shipping
133139,0.2,1,6.1,direct_human
133018,NA,1,1.1,direct_human
133018,NA,1,1.2,direct_human
133018,NA,1,1.3,direct_human
133018,NA,1,4.3,shipping
133018,NA,1,6.1,direct_human
132916,0,1,1.1,direct_human
132916,0,1,1.2,direct_human
132916,0,1,1.3,direct_human
132916,0,1,4.3,shipping
132916,0,1,6.1,direct_human
133559,0,1,1.1,direct_human
133559,0,1,1.2,direct_human
133559,0,1,1.3,direct_human
133559,0,1,4.3,shipping
133559,0,1,6.1,direct_human
132945,NA,1,1.1,direct_human
132945,NA,1,1.2,direct_human
132945,NA,1,1.3,direct_human
132945,NA,1,4.3,shipping
132945,NA,1,6.1,direct_human
133425,0,1,1.1,direct_human
133425,0,1,1.2,direct_human
133425,0,1,1.3,direct_human
133425,0,1,4.3,shipping
133425,0,1,6.1,direct_human
133283,0.4,1,1.1,direct_human
133283,0.4,1,1.2,direct_human
133283,0.4,1,1.3,direct_human
133283,0.4,1,4.3,shipping
133283,0.4,1,6.1,direct_human
132955,0,1,1.1,direct_human
132955,0,1,1.2,direct_human
132955,0,1,1.3,direct_human
132955,0,1,4.3,shipping
132955,0,1,6.1,direct_human
133609,0,1,1.1,direct_human
133609,0,1,1.2,direct_human
133609,0,1,1.3,direct_human
133609,0,1,4.3,shipping
133609,0,1,6.1,direct_human
133512,0.4,1,1.1,direct_human
133512,0.4,1,1.2,direct_human
133512,0.4,1,1.3,direct_human
133512,0.4,1,4.3,shipping
133512,0.4,1,6.1,direct_human
133604,0.2,1,1.1,direct_human
133604,0.2,1,1.2,direct_human
133604,0.2,1,1.3,direct_human
133604,0.2,1,4.3,shipping
133604,0.2,1,6.1,direct_human
133598,NA,1,1.1,direct_human
133598,NA,1,1.2,direct_human
133598,NA,1,1.3,direct_human
133598,NA,1,4.3,shipping
133598,NA,1,6.1,direct_human
133198,0,1,1.1,direct_human
133198,0,1,1.2,direct_human
133198,0,1,1.3,direct_human
133198,0,1,4.3,shipping
133198,0,1,6.1,direct_human
133111,0.2,1,1.1,direct_human
133111,0.2,1,1.2,direct_human
133111,0.2,1,1.3,direct_human
133111,0.2,1,4.3,shipping
133111,0.2,1,6.1,direct_human
133491,0,1,1.1,direct_human
133491,0,1,1.2,direct_human
133491,0,1,1.3,direct_human
133491,0,1,4.3,shipping
133491,0,1,6.1,direct_human
133621,0,1,1.1,direct_human
133621,0,1,1.2,direct_human
133621,0,1,1.3,direct_human
133621,0,1,4.3,shipping
133621,0,1,6.1,direct_human
133653,NA,1,1.1,direct_human
133653,NA,1,1.2,direct_human
133653,NA,1,1.3,direct_human
133653,NA,1,4.3,shipping
133653,NA,1,6.1,direct_human
133000,NA,1,1.1,direct_human
133000,NA,1,1.2,direct_human
133000,NA,1,1.3,direct_human
133000,NA,1,4.3,shipping
133000,NA,1,6.1,direct_human
133699,NA,1,1.1,direct_human
133699,NA,1,1.2,direct_human
133699,NA,1,1.3,direct_human
133699,NA,1,4.3,shipping
133699,NA,1,6.1,direct_human
132870,0.4,1,1.1,direct_human
132870,0.4,1,1.2,direct_human
132870,0.4,1,1.3,direct_human
132870,0.4,1,4.3,shipping
132870,0.4,1,6.1,direct_human
133288,0,1,1.1,direct_human
133288,0,1,1.2,direct_human
133288,0,1,1.3,direct_human
133288,0,1,4.3,shipping
133288,0,1,6.1,direct_human
132893,0.2,1,1.1,direct_human
132893,0.2,1,1.2,direct_human
132893,0.2,1,1.3,direct_human
132893,0.2,1,4.3,shipping
132893,0.2,1,6.1,direct_human
133104,NA,1,1.1,direct_human
133104,NA,1,1.2,direct_human
133104,NA,1,1.3,direct_human
133104,NA,1,4.3,shipping
133104,NA,1,6.1,direct_human
133293,0,1,1.1,direct_human
133293,0,1,1.2,direct_human
133293,0,1,1.3,direct_human
133293,0,1,4.3,shipping
133293,0,1,6.1,direct_human
133341,0,1,1.1,direct_human
133341,0,1,1.2,direct_human
133341,0,1,1.3,direct_human
133341,0,1,4.3,shipping
133341,0,1,6.1,direct_human
133249,0,1,1.1,direct_human
133249,0,1,1.2,direct_human
133249,0,1,1.3,direct_human
133249,0,1,4.3,shipping
133249,0,1,6.1,direct_human
133234,0,1,1.1,direct_human
133234,0,1,1.2,direct_human
133234,0,1,1.3,direct_human
133234,0,1,4.3,shipping
133234,0,1,6.1,direct_human
133149,0,1,1.1,direct_human
133149,0,1,1.2,direct_human
133149,0,1,1.3,direct_human
133149,0,1,4.3,shipping
133149,0,1,6.1,direct_human
133585,0.2,1,1.1,direct_human
133585,0.2,1,1.2,direct_human
133585,0.2,1,1.3,direct_human
133585,0.2,1,4.3,shipping
133585,0.2,1,6.1,direct_human
133670,0.2,1,1.1,direct_human
133670,0.2,1,1.2,direct_human
133670,0.2,1,1.3,direct_human
133670,0.2,1,4.3,shipping
133670,0.2,1,6.1,direct_human
133386,0.2,1,1.1,direct_human
133386,0.2,1,1.2,direct_human
133386,0.2,1,1.3,direct_human
133386,0.2,1,4.3,shipping
133386,0.2,1,6.1,direct_human
133325,0,1,1.1,direct_human
133325,0,1,1.2,direct_human
133325,0,1,1.3,direct_human
133325,0,1,4.3,shipping
133325,0,1,6.1,direct_human
133684,0.4,1,1.1,direct_human
133684,0.4,1,1.2,direct_human
133684,0.4,1,1.3,direct_human
133684,0.4,1,4.3,shipping
133684,0.4,1,6.1,direct_human
