eez,stressor,n_spp,n_imp,mean_imp_pct,a_wt_mean_imp_pct,med_imp_pct,sd_imp_pct
20,cumulative,100,80,0.6611574985378184,0.6324226579060505,0.9597483254861843,0.4317770729350062
20,fishing,100,69,0.5649238053801346,0.538285111574966,0.8205518575496856,0.45048866801187126
20,land-based,100,27,0.055745394716980555,0.022366881491225846,0,0.15667573221055264
20,ocean,100,9,0.08558443432616805,0.10042859213959407,0,0.2748473067218228
21,climate,59,6,0.0558958218676747,0.07184859836291721,0,0.1698299781235853
21,cumulative,59,45,0.5500840286129499,0.5220352094725237,0.6333432967022599,0.3931081464534777
21,fishing,59,36,0.46596472645140086,0.4214784566237262,0.49730776690898004,0.41787910222712243
21,land-based,59,19,0.05346291112114642,0.023388387255143202,0,0.1452933159960352
21,ocean,59,7,0.070931688836623,0.07444165347141757,0,0.2133538017602457
24,climate,266,166,0.6238331055624329,0.48555529835539296,1,0.485108586039021
24,cumulative,266,244,0.8710100096219362,0.80618238959217,1,0.3107659652326637
24,fishing,266,237,0.6042367400377487,0.43261221658482635,0.8981581771223702,0.3844415806811026
24,land-based,266,182,0.1438165360947202,0.029217920511652673,0.04121354075843092,0.1943331907298
24,ocean,266,167,0.43516808928585304,0.45329454034813565,0.4189071975706986,0.38499916709649334
25,climate,427,309,0.7233932597746631,0.548545487853766,1,0.44755936624070664
25,cumulative,427,401,0.9102286820186806,0.8424984385295464,1,0.2556666918243498
25,fishing,427,390,0.5678369360811055,0.5516346423170144,0.5207976425065397,0.26506910270855055
25,land-based,427,255,0.062329705176503214,0.045032304221279955,0.05301049514792315,0.11882844064891415
25,ocean,427,307,0.6409548621833704,0.4833685788802462,0.8557172947268015,0.40903651050241113
26,climate,210,142,0.6761312571487099,0.26140345045834745,1,0.46900548512347956
26,cumulative,210,189,0.7895135722589687,0.4748801954218071,1,0.36271883435751
26,fishing,210,183,0.7204498289663741,0.4110447179404576,0.944391291644762,0.3645219796014117
26,land-based,210,147,0.0938122031200888,0.034199407050525855,0.1327345504858254,0.07242987209907713
26,ocean,210,139,0.18987113790325563,0.0990743535483295,0.28282729666963907,0.1387748153891233
28,climate,200,150,0.7499999207456285,0.15691972609332536,1,0.4340992642590117
28,cumulative,200,188,0.8131603847029767,0.33479190019947064,1,0.3593370292357158
28,fishing,200,188,0.7423441004937167,0.23536681550913083,0.9304097772249277,0.3485698106362255
28,land-based,200,155,0.21722717449996512,0.039824162891606944,0.2869877790910256,0.1274475465116799
28,ocean,200,153,0.6656345169782287,0.18974473962461483,0.8730409772454841,0.3703318505819166
29,climate,199,150,0.7537688442211056,0.16653031567063498,1,0.4319013248161556
29,cumulative,199,189,0.8928804989384148,0.720489577621339,1,0.2884288262640185
29,fishing,199,189,0.21725934716040238,0.524905609553293,0.12144529960803793,0.2780424042566459
29,land-based,199,155,0.17754604269706867,0.03510846464458458,0.23519571697662664,0.10113263644780197
29,ocean,199,153,0.7060702077659525,0.20724790888201836,0.9213783879242724,0.3884673554120525
30,climate,216,157,0.7268518518518519,0.14475794596572966,1,0.44661131979977725
30,cumulative,216,185,0.7490817906311998,0.24743132088082867,1,0.4207649313581486
30,fishing,216,27,0.009545698242825943,0.047902795319920796,0,0.027104454577692966
30,land-based,216,0,0,0,0,0
30,ocean,216,146,0.14694910254234922,0.08144047519742806,0.20044174512322147,0.12477400196928141
31,climate,216,148,0.6851777725910139,0.18573229369223154,1,0.4655158982633264
31,cumulative,216,190,0.7238551646565977,0.2909071427125359,1,0.4250120772881629
31,fishing,216,38,0.028080583944532677,0.06678239411728933,0,0.1041571772981564
31,land-based,216,156,0.009174945699039328,0.0019135344014860746,0.011456318651054339,0.00956940847985004
31,ocean,216,148,0.3823672331958197,0.13028112987168183,0.5747365857398318,0.27270856751121636
32,climate,201,141,0.7014925373134329,0.059294271303043836,1,0.458745856868517
32,cumulative,201,171,0.7298411864894184,0.17734117510412586,1,0.43694137498746355
32,fishing,201,23,0.00707935953440983,0.01948339754653957,0,0.04381746935905118
32,land-based,201,147,0.2614287352605678,0.012206870435912058,0.3723515122995658,0.1704774794226694
32,ocean,201,143,0.6811325817062721,0.12822165361960067,0.9579715178820648,0.43488209684735263
33,climate,196,137,0.6989795918367347,0.14259419930399092,1,0.4598762147738284
33,cumulative,196,163,0.7273556804807614,0.25634990867085866,1,0.4368309854213697
33,fishing,196,23,0.009565689729746772,0.028703349717078767,0,0.04453376106542513
33,land-based,196,0,0,0,0,0
33,ocean,196,140,0.5328609061132498,0.17424270870184322,0.7384726223043099,0.3394557753333564
34,climate,46,1,0.02134659239597742,0.02818222200286264,0,0.14477963364479152
34,cumulative,46,6,0.11902934803298633,0.15176940920981194,0,0.3109427734597169
34,fishing,46,0,0,0,0,0
34,land-based,46,0,0,0,0,0
34,ocean,46,5,0.0976827556370089,0.12358718720694929,0,0.28282031269588237
35,climate,167,114,0.682071941337036,0.03993105612929827,1,0.46652241709949893
35,cumulative,167,119,0.698667980862692,0.11320973694747749,1,0.4515177554089551
35,fishing,167,0,0,0,0,0
35,land-based,167,0,0,0,0,0
35,ocean,167,118,0.2552964809382689,0.07852447805128294,0.35276967890182614,0.16859002497594652
36,climate,174,135,0.7758620689655172,0.03588393802708024,1,0.41821683599004145
36,cumulative,174,138,0.7862416309576326,0.08961438105275608,1,0.40605715683038573
36,fishing,174,0,0,0,0,0
36,land-based,174,0,0,0,0,0
36,ocean,174,137,0.39141764647912447,0.05676522233133892,0.49478079627417604,0.20447859704713992
37,climate,223,158,0.7085201793721974,0.10232504442251578,1,0.45546635668118907
37,cumulative,223,205,0.7409790060200175,0.180444571390095,1,0.42424125387147
37,fishing,223,202,0.1321064918221868,0.021002077675628828,0.13011464280719812,0.12878078044580613
37,land-based,223,165,0.05147377241465969,0.003650092507070272,0.0564358282146564,0.04928156848241291
37,ocean,223,160,0.5765093754191464,0.11263840965479838,0.8125640786251698,0.3677957904597278
38,climate,203,162,0.7978579293706661,0.22821403391470024,1,0.40237992078044243
38,cumulative,203,185,0.8068107184577678,0.27402779300479774,1,0.3910243005580146
38,fishing,203,19,1.588553981886719e-5,8.071538760478353e-5,0,4.9927954455728494e-5
38,land-based,203,3,7.520419996012834e-6,2.2013287804807676e-5,0,6.479707746701591e-5
38,ocean,203,162,0.10783227635130287,0.06798064812206772,0.12627046202749473,0.07931926573244369
39,climate,173,113,0.6531169280615723,0.20259457870498124,1,0.47729456352457833
39,cumulative,173,151,0.7058593168561983,0.33417090651546594,1,0.4239490363217614
39,fishing,173,33,0.031325299161296775,0.09328779495415204,0,0.07893206599157006
39,land-based,173,120,0.21161242579508427,0.053633267272067804,0.3248199868062589,0.15501237216068922
39,ocean,173,114,0.48137798305044077,0.1497009899272527,0.7288462190586968,0.3479939440902594
40,climate,256,147,0.5739658701199092,0.19529679209838452,1,0.4952242897215518
40,cumulative,256,228,0.7735487005866951,0.424178980779843,1,0.37360576534483453
40,fishing,256,222,0.6342341877089087,0.3310687110005898,0.8135479388637834,0.32923403568363474
40,land-based,256,160,0.12051186694486724,0.03658321835969555,0.18958634186602358,0.1116371837231372
40,ocean,256,151,0.41005467730255757,0.16896269590501445,0.5734214994192764,0.34840148718914626
41,climate,267,157,0.5810221761059013,0.2824462794279723,1,0.49152518594206535
41,cumulative,267,241,0.7245739046492647,0.48859341828522274,1,0.39242745647876015
41,fishing,267,237,0.5637318371432836,0.3593620989666671,0.7555619378638085,0.31962884869349506
41,land-based,267,164,0.07616395751153852,0.029766913696217787,0.09126788345575984,0.0872090959927994
41,ocean,267,159,0.3662119943349126,0.21670033491550986,0.5631688121889317,0.312454157127772
42,climate,262,172,0.6549297891875451,0.3060353302101783,1,0.47517263932833775
42,cumulative,262,241,0.7257791442794129,0.42439461339240353,1,0.40130753354861465
42,fishing,262,232,0.32747542265227875,0.19929930465751985,0.4194269220582827,0.17699781075255389
42,land-based,262,177,0.07248849332099386,0.032453952803731506,0.10399548424143124,0.05576463143459568
42,ocean,262,177,0.34447164395824237,0.1968026466434511,0.5156548999202641,0.2482884530898587
43,climate,209,131,0.626793889087375,0.2588271756067813,1,0.484817047920224
43,cumulative,209,189,0.7766263066044226,0.42946030844976807,1,0.3729428135752899
43,fishing,209,188,0.7244145856891193,0.36952314649486456,0.9331597222253563,0.36360726239848445
43,land-based,209,141,0.13702482084579212,0.05150411462650873,0.186395202025426,0.12759148156724504
43,ocean,209,133,0.05141120347880188,0.04172553104657375,0.06376262650422623,0.06393300324892423
44,climate,229,142,0.5372192202113694,0.1920236812952632,0.8177814435534629,0.430437189200194
44,cumulative,229,209,0.6450178943690611,0.28482821493017046,0.905116872588009,0.39206039203068577
44,fishing,229,201,0.21532556657713245,0.09115196551904618,0.21342787042863282,0.1812347081737611
44,land-based,229,152,0.04931645134378163,0.014106913715569597,0.06229359834022061,0.04767436886530919
44,ocean,229,137,0.10802635304973798,0.0611405223041176,0.017529457205571478,0.1379281386717165
45,climate,216,150,0.6870645985680878,0.6640082822063765,0.9904968022317606,0.45690974012012164
45,cumulative,216,198,0.7657422935451887,0.75123058504701,0.9968230185681427,0.3679856149643669
45,fishing,216,197,0.16163615074468649,0.13636028163038044,0.09548979613380298,0.18142483833620537
45,land-based,216,156,0.03727150211522352,0.034774969147347956,0.04802930054738398,0.03209087167674119
45,ocean,216,152,0.528714319305054,0.49743757221003526,0.7319543289604667,0.3485163904753017
46,climate,218,144,0.6355713158478691,0.4945234589255272,0.9406571856630399,0.4572724978416482
46,cumulative,218,198,0.842951509298108,0.797572469634603,1,0.32050510435650365
46,fishing,218,196,0.6064673479289368,0.5548811705549819,0.5461010306168048,0.28319834196905586
46,land-based,218,155,0.10952612509186128,0.0697750985171827,0.11770475606776828,0.15186593778378782
46,ocean,218,147,0.46151210920392843,0.291275347439194,0.501716527723973,0.3763147662224925
47,climate,250,160,0.622030553947574,0.3109966183338045,0.9581875974897952,0.46755621985076834
47,cumulative,250,228,0.7924429581823987,0.5447090473920047,1,0.35822628769943105
47,fishing,250,219,0.5138668833877059,0.3500847301239748,0.4710626555792475,0.30678272952142066
47,land-based,250,175,0.06783205411788584,0.031436683683682805,0.08547715045973646,0.05603276686706431
47,ocean,250,163,0.5912288018117954,0.32230127269845504,0.8980118773174788,0.43481944810467205
48,climate,161,74,0.45923826162394615,0.15255895908802555,0,0.4994994077686176
48,cumulative,161,142,0.7870169985190694,0.7109705425525497,0.9985487107170807,0.36693232046541163
48,fishing,161,137,0.6993915242902515,0.6226630614410594,0.7771639286345968,0.348451099691105
48,land-based,161,92,0.026887800741615016,0.010534559156719773,0.011301128958902304,0.03491117918929522
48,ocean,161,77,0.42183286001270487,0.17848970946350923,0,0.44412183351626666
49,climate,195,131,0.6717948717948717,0.5397230912679911,1,0.4707685742368854
49,cumulative,195,179,0.8926617270548571,0.8522011315664579,1,0.2813466982183888
49,fishing,195,178,0.8304807252336635,0.7986364932767698,0.9124728177920922,0.26173467407766915
49,land-based,195,141,0.04252987600859891,0.03445696715266823,0.05952935738947472,0.027623675645609663
49,ocean,195,133,0.5081007028444197,0.4150866919623171,0.7441363781300921,0.3483029376978596
50,climate,230,148,0.6244641189436517,0.5561954817346308,0.973547064952635,0.4660303224786099
50,cumulative,230,209,0.8868286077658586,0.86641421574133,1,0.29775979069159686
50,fishing,230,207,0.8178146922130447,0.8024518446142125,0.8849198507799129,0.27841422313169023
50,land-based,230,163,0.053297399522044556,0.04764286895373177,0.07009039578324298,0.0368852653900974
50,ocean,230,150,0.5099594093034578,0.46208836866608727,0.7705054455277616,0.37526666542318854
51,climate,94,41,0.42691808750593757,0.44148685631745704,0,0.4879974315795214
51,cumulative,94,84,0.8752156634037168,0.879300699041441,1,0.3281789049036153
51,fishing,94,82,0.8721053154298908,0.8760851118768864,1,0.335414078231162
51,land-based,94,55,0.08516864171928853,0.08609645355786347,0.13981739322505313,0.07358468483108495
51,ocean,94,44,0.4599983998825992,0.46515738701316117,0,0.4929945542667098
52,climate,98,44,0.43786729350971365,0.4550353467474359,0,0.4875802679057889
52,cumulative,98,88,0.8789350879845659,0.8820837092638958,1,0.3242263509145827
52,fishing,98,86,0.8769496840505412,0.8800211164039564,1,0.3293169687569062
52,land-based,98,58,0.0643140750111933,0.0661694761529426,0.09728479276720943,0.06271871451562328
52,ocean,98,47,0.3830235750716895,0.395311795997168,0,0.40108312127013757
53,climate,131,39,0.2976949513761533,0.13414590040916366,0,0.45898347675243845
53,cumulative,131,114,0.7459022253470978,0.6003653223674345,0.9813937753737542,0.3663668365373682
53,fishing,131,111,0.6730431832346163,0.5286885229190683,0.8020011803329717,0.3398178653642269
53,land-based,131,56,0.028928946609144655,0.012908622216980971,0,0.04433971121628424
53,ocean,131,43,0.3156293330917732,0.17193877144199135,0,0.453624133303344
54,climate,116,45,0.3819527620683237,0.45273021009030273,0,0.4818563331976306
54,cumulative,116,102,0.8335243510238975,0.8540538727615015,1,0.35843849553127427
54,fishing,116,99,0.8208477704435659,0.8398988396140885,0.9898238945075721,0.3653229699123257
54,land-based,116,61,0.04414133383382721,0.050230886328861926,0.07773059897753912,0.04398772726058022
54,ocean,116,48,0.4049533315878312,0.4708971205849783,0,0.4841223906504415
55,climate,57,5,0.06884420414626624,0.086129196363837,0,0.22418365079559235
55,cumulative,57,44,0.2465846202438334,0.2698295725555716,0.17144028876579195,0.3089115412853372
55,fishing,57,40,0.11443845019376493,0.09139618958366007,0.04439585044332582,0.1322373451249337
55,land-based,57,11,8.754367161531457e-4,0.001027121548470917,0,0.0020493915153542
55,ocean,57,4,0.07017543859649122,0.09998574728343888,0,0.2577130964857056
56,climate,79,5,0.06329057094488283,0.10587299035465242,0,0.24503951010407948
56,cumulative,79,43,0.2558812541945339,0.2729530276045024,0.007200688641770088,0.3771545305418149
56,fishing,79,29,0.06854983727901036,0.09118070577320257,0,0.14053386792707
56,land-based,79,17,0.09275442281140996,0.0013934323841783463,0,0.2754734467069153
56,ocean,79,3,0.036935864178958194,0.07989233644529103,0,0.18709435217541187
57,climate,81,6,0.07257888293672178,0.11276854987625659,0,0.2582541458537197
57,cumulative,81,61,0.3170874215467301,0.38726511606635466,0.3807359201258067,0.32701397598442805
57,fishing,81,56,0.2071840588901531,0.20087547512980197,0.11235864415060842,0.22625397498694202
57,land-based,81,8,0.001954696984323327,5.961104198852342e-4,0,0.015263136847042022
57,ocean,81,4,0.04938271604938271,0.07794477169851459,0,0.21801574300387316
58,climate,82,6,0.07316733280363327,0.0961667697860559,0,0.2620069509303524
58,cumulative,82,69,0.5643837979193908,0.5540976570544122,0.706202467249007,0.3555386071261334
58,fishing,82,66,0.4680687901615382,0.4241526078488947,0.5093529754138215,0.33806621849906643
58,land-based,82,9,0.004695339490272694,0.002186795253224964,0,0.03095767642958809
58,ocean,82,4,0.04858347417124758,0.05656851598139246,0,0.21586080789524292
59,climate,32,6,0.17896048001472592,0.15124090974027382,0,0.37877231832391023
59,cumulative,32,28,0.875,0.8644915753840331,1,0.3360107525161235
59,fishing,32,25,0.78125,0.7866421284190488,1,0.42001344064515445
59,land-based,32,8,0.055405741762673925,0.04156913860535267,0,0.12026453565432707
59,ocean,32,3,0.09375,0.10163131846197525,0,0.29614458108029906
60,climate,65,6,0.09230769230769231,0.09823546853737543,0,0.2917124506190194
60,cumulative,65,54,0.6917331638417719,0.7136714124161124,1,0.3824381706607748
60,fishing,65,51,0.6069581879858538,0.6241844613110458,0.4979253138730649,0.3904423671238769
60,land-based,65,10,0.045642622214024674,0.044113286565614154,0,0.11483136943769749
60,ocean,65,2,0.03076923076923077,0.03573546853737543,0,0.17403580533459642
61,climate,69,5,0.07245756883624697,0.05270985663186018,0,0.2611312446649447
61,cumulative,69,59,0.7885015207708038,0.7879112310386103,0.9075365364245683,0.3390886260646352
61,fishing,69,59,0.7554756229667495,0.7603851493849476,0.8601315317004757,0.33291257609923847
61,land-based,69,11,0.0260649708590853,0.010478869204953292,0,0.12202466429028291
61,ocean,69,3,0.042498256425815936,0.03410421765632831,0,0.2008204406248419
62,climate,95,8,0.08397402149139652,0.099576773120847,0,0.2783932102133485
62,cumulative,95,82,0.7402160270445081,0.740252383864687,0.9554896142433235,0.3663828897906605
62,fishing,95,79,0.6503989398262906,0.6309812399594624,0.8400094643926941,0.3926244161169668
62,land-based,95,14,0.022355838677230195,0.007108390294756888,0,0.11015240464848612
62,ocean,95,4,0.04181435220630678,0.05587032054861871,0,0.20050202036880654
63,climate,84,4,0.04755400069460029,0.0870483022495588,0,0.21394531731776262
63,cumulative,84,73,0.4137405796185993,0.3866342445811115,0.3696099367333894,0.34209254761434116
63,fishing,84,71,0.3238754474481781,0.25333783273007393,0.21991484432648606,0.28802080391803897
63,land-based,84,11,0.0022426064317841907,8.034608122969523e-4,0,0.011116735424462901
63,ocean,84,5,0.05930720603376688,0.056964315324043384,0,0.23716296351914673
64,climate,83,4,0.04815680626788819,0.08757129576289034,0,0.2153145384263646
64,cumulative,83,77,0.677714416565589,0.5325989857048353,0.7896144715637307,0.3406419322795622
64,fishing,83,75,0.6205339668265376,0.4287638795106166,0.684058108659005,0.3391955375939895
64,land-based,83,14,0.014936842804239486,0.0012967161749275324,0,0.10393789100807188
64,ocean,83,6,0.06924475555175276,0.06757945700169521,0,0.24987163259397455
65,climate,85,4,0.047058823529411764,0.08246382219175556,0,0.2130214807490179
65,cumulative,85,73,0.5860825545317475,0.4601460010056657,0.6677535606616987,0.37498576280090495
65,fishing,85,71,0.5267201376065114,0.35619685735314444,0.4085057843895603,0.3630560273328004
65,land-based,85,15,0.027343066536495993,0.009285437821023382,0,0.12066561731064782
65,ocean,85,5,0.05846182972205555,0.0656769985393328,0,0.23523833801721786
66,climate,102,5,0.049018467839036184,0.08794740495718131,0,0.21697015383964868
66,cumulative,102,82,0.5259917389470662,0.4589258433748324,0.5158695237564044,0.3681218515533258
66,fishing,102,79,0.4625666322081827,0.33990102726827465,0.4162103615976328,0.35157186585849126
66,land-based,102,16,0.021666697253378248,0.0059364489356872226,0,0.10793582703940555
66,ocean,102,5,0.048493986920205956,0.0680610621021661,0,0.2146574856640156
67,climate,66,3,0.04545450842494058,0.055042888705033106,0,0.20989490769327807
67,cumulative,66,56,0.39889338681634,0.3649382812885863,0.3029009756349002,0.3023878313947552
67,fishing,66,56,0.34518090344804286,0.26932987587324486,0.2861544959026994,0.26619888194110797
67,land-based,66,8,0.003186966412521526,0.0033042988388489597,0,0.010155460131173107
67,ocean,66,2,0.02926582861586663,0.052899579720665856,0,0.16682114726205166
68,climate,61,2,0.03278688524590164,0.052662934695918345,0,0.1795562228341584
68,cumulative,61,52,0.3866112473125734,0.4338948039093021,0.32661717935978296,0.289673962871635
68,fishing,61,50,0.3255308328243036,0.3357921482826101,0.2916224815712348,0.24925580283444454
68,land-based,61,7,0.003022618589744582,0.0031856160269353425,0,0.0112094354404698
68,ocean,61,2,0.03278688524590164,0.0526570733968238,0,0.1795562228341584
69,climate,9,4,0.4428217898057032,0.22164036560011183,0,0.5251393412520918
69,cumulative,9,8,0.8888888888888888,0.806506215288259,1,0.3333333333333333
69,fishing,9,6,0.6666666666666666,0.7900790502137901,1,0.5
69,land-based,9,6,0.2734789808100102,0.037027241508869865,0.07228621190160461,0.4181975170554762
69,ocean,9,1,0.11076060288855905,0.0037144788239998226,0,0.33228180866567714
70,climate,10,4,0.3980213796686324,0.26592300188976,0,0.5138716766668482
70,cumulative,10,9,0.8898409229573029,0.8365696797482988,0.9998509353838851,0.31312166059544466
70,fishing,10,7,0.6622885934299956,0.7968420118442561,0.9416293817901809,0.46069752666699265
70,land-based,10,6,0.2400944647222051,0.04212720666069744,0.03300615612694669,0.38375220080006295
70,ocean,10,1,0.09454314732601239,0.003304355555337837,0,0.29897168271105684
71,climate,8,2,0.25,0.10729861179560989,0,0.4629100498862757
71,cumulative,8,6,0.45664321419919573,0.20529844443651213,0.2679743774712421,0.4681190234163715
71,fishing,8,4,0.1268175348492573,0.07959754881049474,0.038150128631768344,0.1804959292346057
71,land-based,8,4,0.2051676433689156,0.055346333154609524,0.02560157399733008,0.34752163921897733
71,ocean,8,1,0.11998087951391795,0.004667987094888146,0,0.33935717406807
72,climate,8,2,0.25,0.1834949338717774,0,0.4629100498862757
72,cumulative,8,5,0.4135141777028611,0.25417290377137464,0.15543792623419095,0.48914702307089986
72,fishing,8,4,0.1098527860269701,0.09177003329376884,0.06888217519064412,0.14150104778433867
72,land-based,8,4,0.17853910598850406,0.03832527209532144,0.02320241692352408,0.346012718695752
72,ocean,8,1,0.12465469614431336,0.0027154903084526372,0,0.35257672380157024
73,climate,79,21,0.22794242726934585,0.3626983812074457,0,0.3908794321728668
73,cumulative,79,68,0.6437847686807014,0.6434863517430601,0.8792170512341431,0.4074250754000974
73,fishing,79,55,0.44666014258948306,0.30558044009256946,0.3766077586830758,0.41157557610121936
73,land-based,79,32,0.01270383765802023,0.0016989462697780105,0,0.04256410737254991
73,ocean,79,8,0.06202779583874088,0.1164105002988405,0,0.20244274114556798
74,climate,4,2,0.5,0.2346747008666,0.5,0.5773502691896257
74,cumulative,4,4,0.778972765989671,0.32503057600829355,1,0.44205446802065784
74,fishing,4,1,0.014369163451929446,0.04388032100124938,0,0.028738326903858892
74,land-based,4,4,0.3797226464734945,0.10300390774958455,0.2284797945870135,0.421083863367622
74,ocean,4,1,0.25,0.001879306817172437,0,0.5
75,climate,8,2,0.24813804450624388,0.221254060563713,0,0.4594796248020343
75,cumulative,8,5,0.5124289023399654,0.5237108618499093,0.5540818228047368,0.46588370672194535
75,fishing,8,4,0.3654736014383637,0.3244833893059711,0.2158631446947186,0.42173167281632234
75,land-based,8,4,0.20194971277885626,0.11579723208297668,0.06637591715597131,0.3405751519480864
75,ocean,8,1,0.07728215690559537,4.067370861648151e-4,0,0.21858694885067703
76,climate,61,5,0.08176550475378613,0.05848992241403469,0,0.2759123144493735
76,cumulative,61,51,0.7576818608779619,0.7186400151341875,0.962752942383053,0.3597932550400919
76,fishing,61,50,0.7033246225680991,0.6728776877812408,0.9,0.36730304225134436
76,land-based,61,11,0.07663340496707599,0.04627535424627851,0,0.20959661657269812
76,ocean,61,4,0.06440003828515103,0.05488229749338119,0,0.24514928920029425
77,climate,50,3,0.0599866119993605,0.06464743352712979,0,0.23984442096247247
77,cumulative,50,40,0.540011654898845,0.5445288865475012,0.5998810433877018,0.31977692383184814
77,fishing,50,40,0.48113945107609984,0.48377972887310156,0.5690373013405788,0.27077976259649933
77,land-based,50,8,0.04316390938241943,0.025143264621593348,0,0.14551556067906457
77,ocean,50,3,0.058929400124956205,0.05725915544278878,0,0.23561747923775958
78,climate,54,3,0.05555555555555555,0.06252376262877374,0,0.23121228232266414
78,cumulative,54,44,0.5947560553373649,0.5761539400960746,0.6653144015266158,0.34712269968817555
78,fishing,54,44,0.5520156236525914,0.5091631388100718,0.5829292576859813,0.32896288606133894
78,land-based,54,8,0.03904465873971462,0.01694653387118103,0,0.14836066836773187
78,ocean,54,3,0.0508576423843498,0.05862501193075833,0,0.21356416740626064
79,climate,231,132,0.5714285714285714,0.0706503895482912,1,0.4959463004391248
79,cumulative,231,207,0.8030243023123003,0.4315462945751945,1,0.34717624314656576
79,fishing,231,206,0.7848007984128282,0.33916043418354075,1,0.3578371838597412
79,land-based,231,146,0.6053036334587161,0.021864327087644908,1,0.486793197369912
79,ocean,231,134,0.5799260531619443,0.06723708640507081,1,0.4944823275488454
80,climate,68,4,0.05848229093318902,0.05943873105064646,0,0.23567768901431618
80,cumulative,68,56,0.4729190992068452,0.49786899147272895,0.46072200919674583,0.3277974240860216
80,fishing,68,56,0.3939398367835927,0.3958973751329542,0.3659636590306958,0.2835821251554528
80,land-based,68,11,0.03691276588448409,0.014362783477587356,0,0.14099011007991666
80,ocean,68,4,0.057948382777906496,0.06672496911978544,0,0.23358688509755213
81,climate,52,3,0.05769196594564107,0.07056085522335287,0,0.23543408327978696
81,cumulative,52,42,0.4191656801219893,0.4110060353562253,0.4485822901432661,0.35249017363776375
81,fishing,52,42,0.3299981684113656,0.28233431926631936,0.23911709671489711,0.3045340465716223
81,land-based,52,8,0.025082228033583235,0.0075155998433914665,0,0.0928790197029052
81,ocean,52,3,0.05604798588389074,0.07051648449826811,0,0.2288578352091643
82,climate,62,4,0.06394307385502776,0.04986246731885241,0,0.24549652404793584
82,cumulative,62,53,0.6433991360388603,0.6286005009259058,0.7505219200587864,0.3266379500357554
82,fishing,62,53,0.561838943118302,0.5627405247385228,0.6255984585206433,0.319764094083234
82,land-based,62,11,0.06399005210765572,0.035096382804919085,0,0.1732907523495185
82,ocean,62,4,0.06310870907322036,0.04100816388125875,0,0.24246569036456342
84,climate,67,5,0.07452933003421867,0.0907778444017134,0,0.264426021238336
84,cumulative,67,58,0.5814992932334143,0.5895264462482278,0.7593063701659202,0.34727071630013606
84,fishing,67,58,0.4997864478200257,0.48416815812424346,0.39954929974409,0.33267446795621103
84,land-based,67,11,0.035681292490820075,0.016420726180175375,0,0.13734097555201807
84,ocean,67,3,0.04283600557392632,0.043930167237352255,0,0.19976675869940222
85,climate,38,3,0.07894736842105263,0.06881460860444794,0,0.2732763127330939
85,cumulative,38,26,0.13788637262854037,0.13749297620469084,0.06918685345852,0.2732517257897091
85,fishing,38,23,0.03203380105074682,0.03732738309929766,0.006896551724137931,0.03395681248520561
85,land-based,38,4,9.516622539873347e-6,1.1092187777528893e-5,0,2.8117923385971013e-5
85,ocean,38,3,0.027794062777544294,0.032386777846486,0,0.09620914722844623
86,climate,34,2,0.03381161288152598,0.03957760688573127,0,0.1372803468811502
86,cumulative,34,25,0.07328307472079088,0.0825424652520674,0.018887841732207162,0.15927517759767745
86,fishing,34,18,0.009728015214037497,0.01111918617821675,0.014069682041328304,0.009452194808183352
86,land-based,34,6,7.840660563402086e-5,7.993711967982259e-5,0,1.735088742572281e-4
86,ocean,34,3,0.02971658737887436,0.03181799647948472,0,0.0970002606421887
88,climate,38,6,0.15736536232804565,0.20180526932734053,0,0.368298072762904
88,cumulative,38,24,0.18667479050032762,0.2363880696328895,0.010827142711320473,0.36401248551967386
88,fishing,38,21,0.007424920615956419,0.006513352699837727,0.004190696370027815,0.011661396824968778
88,land-based,38,0,0,0,0,0
88,ocean,38,3,0.023013580285356494,0.029517500021116787,0,0.07966150726681043
89,climate,23,5,0.18868289951830708,0.21542151801978227,0,0.36632452560004325
89,cumulative,23,17,0.22784480002645352,0.26430437748124286,0.05394455651800918,0.3491449893940964
89,fishing,23,14,0.0304956702685207,0.03691225225180342,0.05226410715929562,0.026795403973073388
89,land-based,23,0,0,0,0,0
89,ocean,23,3,0.018445030563827007,0.024534819330189247,0,0.048695220029906505
90,climate,28,7,0.19409729060790423,0.2040199791589814,0,0.3428406147187388
90,cumulative,28,10,0.21299192669680841,0.22764220343884273,0,0.3361822135506943
90,fishing,28,0,0,0,0,0
90,land-based,28,1,1.180675409960159e-4,1.1035844093867764e-4,0,6.247547027687627e-4
90,ocean,28,3,0.018894636088904175,0.023622224279861277,0,0.05554500911589617
91,climate,27,7,0.21180158881727296,0.22857492113669214,0,0.3649285768711024
91,cumulative,27,10,0.225256069817945,0.24475682154411174,0,0.35882890490865155
91,fishing,27,0,0,0,0,0
91,land-based,27,0,0,0,0,0
91,ocean,27,3,0.013454481000672036,0.016181900407419566,0,0.03877994165477822
92,climate,35,6,0.15695878843251693,0.1593176478877447,0,0.350119364194279
92,cumulative,35,9,0.1751459602103222,0.18060616946246327,0,0.34689825041205563
92,fishing,35,0,0,0,0,0
92,land-based,35,0,0,0,0,0
92,ocean,35,3,0.018187171777805256,0.02128852157471859,0,0.06026623964269726
93,climate,27,7,0.25757437129744154,0.2522812743445927,0,0.4436792634598112
93,cumulative,27,19,0.27888408980785734,0.27671620588287743,0.006485200166040885,0.43348893407852485
