stressor,impact_km2,coastal_km2,iucn_sid
direct_human,523915.534,5305447.289,133303
oa,4412388.57,5305447.289,133303
shipping,3845127.488,5305447.289,133303
sst,4848995.617,5305447.289,133303
cum_all,5262272.897,5305447.289,133303
oa,4412388.57,5305447.289,133303
sst,4848995.617,5305447.289,133303
cum_climate,5162652.449,5305447.289,133303
art_fish,2329516.069,5305447.289,133303
cum_fishing,2329516.069,5305447.289,133303
direct_human,523915.534,5305447.289,133303
cum_land-based,523915.534,5305447.289,133303
shipping,3845127.488,5305447.289,133303
cum_ocean,3845127.488,5305447.289,133303
art_fish,1933668.001,3121606.914,133306
direct_human,474321.002,3121606.914,133306
oa,2978817.314,3121606.914,133306
shipping,1974310.838,3121606.914,133306
sst,2919545.418,3121606.914,133306
cum_all,3120583.464,3121606.914,133306
oa,2978817.314,3121606.914,133306
sst,2919545.418,3121606.914,133306
cum_climate,3114305.664,3121606.914,133306
art_fish,1933668.001,3121606.914,133306
cum_fishing,1933668.001,3121606.914,133306
direct_human,474321.002,3121606.914,133306
cum_land-based,474321.002,3121606.914,133306
shipping,1974310.838,3121606.914,133306
cum_ocean,1974310.838,3121606.914,133306
art_fish,2660343.631,6267943.416,133307
direct_human,551039.576,6267943.416,133307
oa,4324897.575,6267943.416,133307
shipping,4508428.689,6267943.416,133307
sst,5240635.49,6267943.416,133307
cum_all,6064779.004,6267943.416,133307
oa,4324897.575,6267943.416,133307
sst,5240635.49,6267943.416,133307
cum_climate,5556048.429,6267943.416,133307
art_fish,2660343.631,6267943.416,133307
cum_fishing,2660343.631,6267943.416,133307
direct_human,551039.576,6267943.416,133307
cum_land-based,551039.576,6267943.416,133307
shipping,4508428.689,6267943.416,133307
cum_ocean,4508428.689,6267943.416,133307
art_fish,38153.199,80807.133,133309
direct_human,4161.04,80807.133,133309
oa,34861.917,80807.133,133309
shipping,55298.605,80807.133,133309
sst,58736.593,80807.133,133309
cum_all,76188.51,80807.133,133309
oa,34861.917,80807.133,133309
sst,58736.593,80807.133,133309
cum_climate,60227.232,80807.133,133309
art_fish,38153.199,80807.133,133309
cum_fishing,38153.199,80807.133,133309
direct_human,4161.04,80807.133,133309
cum_land-based,4161.04,80807.133,133309
shipping,55298.605,80807.133,133309
cum_ocean,55298.605,80807.133,133309
art_fish,1712778.345,2945407.613,133310
direct_human,375902.147,2945407.613,133310
oa,2723153.939,2945407.613,133310
shipping,2166767.449,2945407.613,133310
sst,2665036.48,2945407.613,133310
cum_all,2914808.032,2945407.613,133310
oa,2723153.939,2945407.613,133310
sst,2665036.48,2945407.613,133310
cum_climate,2879668.421,2945407.613,133310
art_fish,1712778.345,2945407.613,133310
cum_fishing,1712778.345,2945407.613,133310
direct_human,375902.147,2945407.613,133310
cum_land-based,375902.147,2945407.613,133310
shipping,2166767.449,2945407.613,133310
cum_ocean,2166767.449,2945407.613,133310
art_fish,2779511.797,6598688.892,133315
direct_human,574291.624,6598688.892,133315
oa,4780477.742,6598688.892,133315
shipping,4642229.919,6598688.892,133315
sst,5521589.953,6598688.892,133315
cum_all,6395724.455,6598688.892,133315
oa,4780477.742,6598688.892,133315
sst,5521589.953,6598688.892,133315
cum_climate,5886634.974,6598688.892,133315
art_fish,2779511.797,6598688.892,133315
cum_fishing,2779511.797,6598688.892,133315
direct_human,574291.624,6598688.892,133315
cum_land-based,574291.624,6598688.892,133315
shipping,4642229.919,6598688.892,133315
cum_ocean,4642229.919,6598688.892,133315
art_fish,3129942.092,7249568.101,133319
direct_human,617627.567,7249568.101,133319
oa,4837686.147,7249568.101,133319
shipping,5177509.938,7249568.101,133319
sst,6155752.523,7249568.101,133319
cum_all,7039048.298,7249568.101,133319
oa,4837686.147,7249568.101,133319
sst,6155752.523,7249568.101,133319
cum_climate,6519065.014,7249568.101,133319
art_fish,3129942.092,7249568.101,133319
cum_fishing,3129942.092,7249568.101,133319
direct_human,617627.567,7249568.101,133319
cum_land-based,617627.567,7249568.101,133319
shipping,5177509.938,7249568.101,133319
cum_ocean,5177509.938,7249568.101,133319
art_fish,2113985.553,5283837.825,133320
direct_human,493482.744,5283837.825,133320
oa,3605921.397,5283837.825,133320
shipping,3767919.021,5283837.825,133320
sst,4252455.311,5283837.825,133320
cum_all,5080873.388,5283837.825,133320
oa,3605921.397,5283837.825,133320
sst,4252455.311,5283837.825,133320
cum_climate,4575843.649,5283837.825,133320
art_fish,2113985.553,5283837.825,133320
cum_fishing,2113985.553,5283837.825,133320
direct_human,493482.744,5283837.825,133320
cum_land-based,493482.744,5283837.825,133320
shipping,3767919.021,5283837.825,133320
cum_ocean,3767919.021,5283837.825,133320
art_fish,1659397.399,3153542.568,133321
direct_human,427797.694,3153542.568,133321
oa,2931695.829,3153542.568,133321
shipping,2182887.658,3153542.568,133321
sst,2848151.928,3153542.568,133321
cum_all,3127607.893,3153542.568,133321
oa,2931695.829,3153542.568,133321
sst,2848151.928,3153542.568,133321
cum_climate,3093292.631,3153542.568,133321
art_fish,1659397.399,3153542.568,133321
cum_fishing,1659397.399,3153542.568,133321
direct_human,427797.694,3153542.568,133321
cum_land-based,427797.694,3153542.568,133321
shipping,2182887.658,3153542.568,133321
cum_ocean,2182887.658,3153542.568,133321
art_fish,2530280.788,6018523.784,133322
direct_human,523221.299,6018523.784,133322
oa,4340607.356,6018523.784,133322
shipping,4316327.492,6018523.784,133322
sst,4995214.473,6018523.784,133322
cum_all,5815559.347,6018523.784,133322
oa,4340607.356,6018523.784,133322
sst,4995214.473,6018523.784,133322
cum_climate,5310529.608,6018523.784,133322
art_fish,2530280.788,6018523.784,133322
cum_fishing,2530280.788,6018523.784,133322
direct_human,523221.299,6018523.784,133322
cum_land-based,523221.299,6018523.784,133322
shipping,4316327.492,6018523.784,133322
cum_ocean,4316327.492,6018523.784,133322
art_fish,1668969.974,2919887.732,133326
direct_human,385171.704,2919887.732,133326
oa,2705867.94,2919887.732,133326
shipping,2055176.48,2919887.732,133326
sst,2670115.307,2919887.732,133326
cum_all,2893953.057,2919887.732,133326
oa,2705867.94,2919887.732,133326
sst,2670115.307,2919887.732,133326
cum_climate,2859725.993,2919887.732,133326
art_fish,1668969.974,2919887.732,133326
cum_fishing,1668969.974,2919887.732,133326
direct_human,385171.704,2919887.732,133326
cum_land-based,385171.704,2919887.732,133326
shipping,2055176.48,2919887.732,133326
cum_ocean,2055176.48,2919887.732,133326
art_fish,626557.429,3149287.216,133327
direct_human,163297.021,3149287.216,133327
oa,1421194.673,3149287.216,133327
shipping,2004444.103,3149287.216,133327
sst,2276992.654,3149287.216,133327
cum_all,2946122.805,3149287.216,133327
oa,1421194.673,3149287.216,133327
sst,2276992.654,3149287.216,133327
cum_climate,2438381.623,3149287.216,133327
art_fish,626557.429,3149287.216,133327
cum_fishing,626557.429,3149287.216,133327
direct_human,163297.021,3149287.216,133327
cum_land-based,163297.021,3149287.216,133327
shipping,2004444.103,3149287.216,133327
cum_ocean,2004444.103,3149287.216,133327
art_fish,2705337.003,6291277.55,133329
direct_human,512242.79,6291277.55,133329
oa,4385593.743,6291277.55,133329
shipping,4523299.277,6291277.55,133329
sst,5281246.89,6291277.55,133329
cum_all,6088113.138,6291277.55,133329
oa,4385593.743,6291277.55,133329
sst,5281246.89,6291277.55,133329
cum_climate,5579247.209,6291277.55,133329
art_fish,2705337.003,6291277.55,133329
cum_fishing,2705337.003,6291277.55,133329
direct_human,512242.79,6291277.55,133329
cum_land-based,512242.79,6291277.55,133329
shipping,4523299.277,6291277.55,133329
cum_ocean,4523299.277,6291277.55,133329
art_fish,10969.776,55974.501,133331
direct_human,9134.203,55974.501,133331
oa,55974.501,55974.501,133331
shipping,53052.604,55974.501,133331
sst,53109.365,55974.501,133331
cum_all,55974.501,55974.501,133331
oa,55974.501,55974.501,133331
sst,53109.365,55974.501,133331
cum_climate,55974.501,55974.501,133331
art_fish,10969.776,55974.501,133331
cum_fishing,10969.776,55974.501,133331
direct_human,9134.203,55974.501,133331
cum_land-based,9134.203,55974.501,133331
shipping,53052.604,55974.501,133331
cum_ocean,53052.604,55974.501,133331
art_fish,2963363.395,7025257.049,133332
direct_human,596489.659,7025257.049,133332
oa,4993272.363,7025257.049,133332
shipping,4988788.22,7025257.049,133332
sst,5951747.171,7025257.049,133332
cum_all,6815026.292,7025257.049,133332
oa,4993272.363,7025257.049,133332
sst,5951747.171,7025257.049,133332
cum_climate,6300149.778,7025257.049,133332
art_fish,2963363.395,7025257.049,133332
cum_fishing,2963363.395,7025257.049,133332
direct_human,596489.659,7025257.049,133332
cum_land-based,596489.659,7025257.049,133332
shipping,4988788.22,7025257.049,133332
cum_ocean,4988788.22,7025257.049,133332
art_fish,2595442.76,6217528.029,133333
direct_human,515852.809,6217528.029,133333
oa,4373656.405,6217528.029,133333
shipping,4415706.049,6217528.029,133333
sst,5195512.876,6217528.029,133333
cum_all,6009239.382,6217528.029,133333
oa,4373656.405,6217528.029,133333
sst,5195512.876,6217528.029,133333
cum_climate,5495085.919,6217528.029,133333
art_fish,2595442.76,6217528.029,133333
cum_fishing,2595442.76,6217528.029,133333
direct_human,515852.809,6217528.029,133333
cum_land-based,515852.809,6217528.029,133333
shipping,4415706.049,6217528.029,133333
cum_ocean,4415706.049,6217528.029,133333
art_fish,1554286.823,2107430.933,133335
direct_human,311681.539,2107430.933,133335
oa,2019096.378,2107430.933,133335
shipping,1520518.216,2107430.933,133335
sst,2010784.777,2107430.933,133335
cum_all,2107430.933,2107430.933,133335
oa,2019096.378,2107430.933,133335
sst,2010784.777,2107430.933,133335
cum_climate,2106381.285,2107430.933,133335
art_fish,1554286.823,2107430.933,133335
cum_fishing,1554286.823,2107430.933,133335
direct_human,311681.539,2107430.933,133335
cum_land-based,311681.539,2107430.933,133335
shipping,1520518.216,2107430.933,133335
cum_ocean,1520518.216,2107430.933,133335
art_fish,1670673.686,2909057.676,133338
direct_human,427285.969,2909057.676,133338
oa,2754797.054,2909057.676,133338
shipping,1958356.547,2909057.676,133338
sst,2676345.078,2909057.676,133338
cum_all,2906161.977,2909057.676,133338
oa,2754797.054,2909057.676,133338
sst,2676345.078,2909057.676,133338
cum_climate,2899334.902,2909057.676,133338
art_fish,1670673.686,2909057.676,133338
cum_fishing,1670673.686,2909057.676,133338
direct_human,427285.969,2909057.676,133338
cum_land-based,427285.969,2909057.676,133338
shipping,1958356.547,2909057.676,133338
cum_ocean,1958356.547,2909057.676,133338
art_fish,174988.976,311197.758,133342
direct_human,26954.632,311197.758,133342
oa,73772.225,311197.758,133342
shipping,207817.965,311197.758,133342
sst,305478.838,311197.758,133342
cum_all,310997.783,311197.758,133342
oa,73772.225,311197.758,133342
sst,305478.838,311197.758,133342
cum_climate,306954.632,311197.758,133342
art_fish,174988.976,311197.758,133342
cum_fishing,174988.976,311197.758,133342
direct_human,26954.632,311197.758,133342
cum_land-based,26954.632,311197.758,133342
shipping,207817.965,311197.758,133342
cum_ocean,207817.965,311197.758,133342
art_fish,2913664.074,6937962.535,133343
direct_human,624122.806,6937962.535,133343
oa,4969951.328,6937962.535,133343
shipping,4908475.347,6937962.535,133343
sst,5855045.127,6937962.535,133343
cum_all,6733055.988,6937962.535,133343
oa,4969951.328,6937962.535,133343
sst,5855045.127,6937962.535,133343
cum_climate,6223804.956,6937962.535,133343
art_fish,2913664.074,6937962.535,133343
cum_fishing,2913664.074,6937962.535,133343
direct_human,624122.806,6937962.535,133343
cum_land-based,624122.806,6937962.535,133343
shipping,4908475.347,6937962.535,133343
cum_ocean,4908475.347,6937962.535,133343
art_fish,1873922.803,3603710.327,133353
direct_human,437894.22,3603710.327,133353
oa,3286325.587,3603710.327,133353
shipping,2488096.662,3603710.327,133353
sst,3298074.303,3603710.327,133353
cum_all,3577697.933,3603710.327,133353
oa,3286325.587,3603710.327,133353
sst,3298074.303,3603710.327,133353
cum_climate,3541349.742,3603710.327,133353
art_fish,1873922.803,3603710.327,133353
cum_fishing,1873922.803,3603710.327,133353
direct_human,437894.22,3603710.327,133353
cum_land-based,437894.22,3603710.327,133353
shipping,2488096.662,3603710.327,133353
cum_ocean,2488096.662,3603710.327,133353
art_fish,3340130.933,7487352.54,133354
direct_human,650935.098,7487352.54,133354
oa,5392510.391,7487352.54,133354
shipping,5415770.298,7487352.54,133354
sst,6393538.708,7487352.54,133354
cum_all,7277438.773,7487352.54,133354
oa,5392510.391,7487352.54,133354
sst,6393538.708,7487352.54,133354
cum_climate,6762471.441,7487352.54,133354
art_fish,3340130.933,7487352.54,133354
cum_fishing,3340130.933,7487352.54,133354
direct_human,650935.098,7487352.54,133354
cum_land-based,650935.098,7487352.54,133354
shipping,5415770.298,7487352.54,133354
cum_ocean,5415770.298,7487352.54,133354
art_fish,258181.83,891588.165,133356
direct_human,92772.416,891588.165,133356
oa,827644.377,891588.165,133356
shipping,764419.275,891588.165,133356
sst,815550.727,891588.165,133356
cum_all,890425.868,891588.165,133356
oa,827644.377,891588.165,133356
sst,815550.727,891588.165,133356
cum_climate,881527.443,891588.165,133356
art_fish,258181.83,891588.165,133356
cum_fishing,258181.83,891588.165,133356
direct_human,92772.416,891588.165,133356
cum_land-based,92772.416,891588.165,133356
shipping,764419.275,891588.165,133356
cum_ocean,764419.275,891588.165,133356
art_fish,1949205.752,2960816.122,133358
direct_human,349864.429,2960816.122,133358
oa,2868627.038,2960816.122,133358
shipping,2330219.909,2960816.122,133358
sst,2816321.937,2960816.122,133358
cum_all,2960816.122,2960816.122,133358
oa,2868627.038,2960816.122,133358
sst,2816321.937,2960816.122,133358
cum_climate,2959685.263,2960816.122,133358
art_fish,1949205.752,2960816.122,133358
cum_fishing,1949205.752,2960816.122,133358
direct_human,349864.429,2960816.122,133358
cum_land-based,349864.429,2960816.122,133358
shipping,2330219.909,2960816.122,133358
cum_ocean,2330219.909,2960816.122,133358
art_fish,2299282.381,5779475.751,133359
direct_human,468740.93,5779475.751,133359
oa,3875898.226,5779475.751,133359
shipping,4238864.909,5779475.751,133359
sst,4797389.99,5779475.751,133359
cum_all,5576311.34,5779475.751,133359
oa,3875898.226,5779475.751,133359
sst,4797389.99,5779475.751,133359
cum_climate,5067445.411,5779475.751,133359
art_fish,2299282.381,5779475.751,133359
cum_fishing,2299282.381,5779475.751,133359
direct_human,468740.93,5779475.751,133359
cum_land-based,468740.93,5779475.751,133359
shipping,4238864.909,5779475.751,133359
cum_ocean,4238864.909,5779475.751,133359
art_fish,2316156.205,4400239.905,133360
direct_human,492423.491,4400239.905,133360
oa,3985499.93,4400239.905,133360
shipping,3222417.602,4400239.905,133360
sst,4102609.845,4400239.905,133360
cum_all,4394875.526,4400239.905,133360
oa,3985499.93,4400239.905,133360
sst,4102609.845,4400239.905,133360
cum_climate,4366769.076,4400239.905,133360
art_fish,2316156.205,4400239.905,133360
cum_fishing,2316156.205,4400239.905,133360
direct_human,492423.491,4400239.905,133360
cum_land-based,492423.491,4400239.905,133360
shipping,3222417.602,4400239.905,133360
cum_ocean,3222417.602,4400239.905,133360
art_fish,1532326.313,2093604.753,133361
direct_human,318757.49,2093604.753,133361
oa,2003390.089,2093604.753,133361
shipping,1481915.292,2093604.753,133361
sst,1996345.575,2093604.753,133361
cum_all,2093604.753,2093604.753,133361
oa,2003390.089,2093604.753,133361
sst,1996345.575,2093604.753,133361
cum_climate,2092555.106,2093604.753,133361
art_fish,1532326.313,2093604.753,133361
cum_fishing,1532326.313,2093604.753,133361
direct_human,318757.49,2093604.753,133361
cum_land-based,318757.49,2093604.753,133361
shipping,1481915.292,2093604.753,133361
cum_ocean,1481915.292,2093604.753,133361
art_fish,2401216.07,5641813.88,133366
direct_human,496498.079,5641813.88,133366
oa,3782884.793,5641813.88,133366
shipping,4045556.878,5641813.88,133366
sst,4641158.441,5641813.88,133366
cum_all,5433325.258,5641813.88,133366
oa,3782884.793,5641813.88,133366
sst,4641158.441,5641813.88,133366
cum_climate,4919148.218,5641813.88,133366
art_fish,2401216.07,5641813.88,133366
cum_fishing,2401216.07,5641813.88,133366
direct_human,496498.079,5641813.88,133366
cum_land-based,496498.079,5641813.88,133366
shipping,4045556.878,5641813.88,133366
cum_ocean,4045556.878,5641813.88,133366
art_fish,1993402.72,3395088.971,133367
direct_human,377334.279,3395088.971,133367
oa,3212961.17,3395088.971,133367
shipping,2601970.309,3395088.971,133367
sst,3157589.212,3395088.971,133367
cum_all,3370104.393,3395088.971,133367
oa,3212961.17,3395088.971,133367
sst,3157589.212,3395088.971,133367
cum_climate,3341494.078,3395088.971,133367
art_fish,1993402.72,3395088.971,133367
cum_fishing,1993402.72,3395088.971,133367
direct_human,377334.279,3395088.971,133367
cum_land-based,377334.279,3395088.971,133367
shipping,2601970.309,3395088.971,133367
cum_ocean,2601970.309,3395088.971,133367
art_fish,1679605.295,2446412.037,133368
direct_human,356088.96,2446412.037,133368
oa,2229381.276,2446412.037,133368
shipping,1688322.957,2446412.037,133368
sst,2329110.88,2446412.037,133368
cum_all,2441087.827,2446412.037,133368
oa,2229381.276,2446412.037,133368
sst,2329110.88,2446412.037,133368
cum_climate,2434412.698,2446412.037,133368
art_fish,1679605.295,2446412.037,133368
cum_fishing,1679605.295,2446412.037,133368
direct_human,356088.96,2446412.037,133368
cum_land-based,356088.96,2446412.037,133368
shipping,1688322.957,2446412.037,133368
cum_ocean,1688322.957,2446412.037,133368
art_fish,45983.639,53528.526,133369
direct_human,13368.596,53528.526,133369
oa,53528.526,53528.526,133369
shipping,20820.045,53528.526,133369
sst,52032.647,53528.526,133369
cum_all,53528.526,53528.526,133369
oa,53528.526,53528.526,133369
sst,52032.647,53528.526,133369
cum_climate,53528.526,53528.526,133369
art_fish,45983.639,53528.526,133369
cum_fishing,45983.639,53528.526,133369
direct_human,13368.596,53528.526,133369
cum_land-based,13368.596,53528.526,133369
shipping,20820.045,53528.526,133369
cum_ocean,20820.045,53528.526,133369
art_fish,129830.559,694930.344,133372
direct_human,102132.791,694930.344,133372
oa,629209.491,694930.344,133372
shipping,347106.703,694930.344,133372
sst,646581.942,694930.344,133372
cum_all,692351.635,694930.344,133372
oa,629209.491,694930.344,133372
sst,646581.942,694930.344,133372
cum_climate,687356.64,694930.344,133372
art_fish,129830.559,694930.344,133372
cum_fishing,129830.559,694930.344,133372
direct_human,102132.791,694930.344,133372
cum_land-based,102132.791,694930.344,133372
shipping,347106.703,694930.344,133372
cum_ocean,347106.703,694930.344,133372
art_fish,324259.843,966722.661,133373
direct_human,98527.138,966722.661,133373
oa,902560.561,966722.661,133373
shipping,829042.451,966722.661,133373
sst,894142.423,966722.661,133373
cum_all,965560.364,966722.661,133373
oa,902560.561,966722.661,133373
sst,894142.423,966722.661,133373
cum_climate,956612.164,966722.661,133373
art_fish,324259.843,966722.661,133373
cum_fishing,324259.843,966722.661,133373
direct_human,98527.138,966722.661,133373
cum_land-based,98527.138,966722.661,133373
shipping,829042.451,966722.661,133373
cum_ocean,829042.451,966722.661,133373
art_fish,2115488.418,3620447.924,133374
direct_human,466777.862,3620447.924,133374
oa,3479126.259,3620447.924,133374
shipping,2686210.192,3620447.924,133374
sst,3419723.375,3620447.924,133374
cum_all,3619530.137,3620447.924,133374
oa,3479126.259,3620447.924,133374
sst,3419723.375,3620447.924,133374
cum_climate,3613961.417,3620447.924,133374
art_fish,2115488.418,3620447.924,133374
cum_fishing,2115488.418,3620447.924,133374
direct_human,466777.862,3620447.924,133374
cum_land-based,466777.862,3620447.924,133374
shipping,2686210.192,3620447.924,133374
cum_ocean,2686210.192,3620447.924,133374
art_fish,1705558.308,3201790.546,133375
direct_human,420550.586,3201790.546,133375
oa,2992608.563,3201790.546,133375
shipping,2219879.434,3201790.546,133375
sst,2927222.165,3201790.546,133375
cum_all,3175750.208,3201790.546,133375
oa,2992608.563,3201790.546,133375
sst,2927222.165,3201790.546,133375
cum_climate,3140421.102,3201790.546,133375
art_fish,1705558.308,3201790.546,133375
cum_fishing,1705558.308,3201790.546,133375
direct_human,420550.586,3201790.546,133375
cum_land-based,420550.586,3201790.546,133375
shipping,2219879.434,3201790.546,133375
cum_ocean,2219879.434,3201790.546,133375
art_fish,2052193.455,3670187.415,133376
direct_human,515635.37,3670187.415,133376
oa,3203392.088,3670187.415,133376
shipping,2426324.649,3670187.415,133376
sst,3451044.26,3670187.415,133376
cum_all,3662084.521,3670187.415,133376
oa,3203392.088,3670187.415,133376
sst,3451044.26,3670187.415,133376
cum_climate,3645974.791,3670187.415,133376
art_fish,2052193.455,3670187.415,133376
cum_fishing,2052193.455,3670187.415,133376
direct_human,515635.37,3670187.415,133376
cum_land-based,515635.37,3670187.415,133376
shipping,2426324.649,3670187.415,133376
cum_ocean,2426324.649,3670187.415,133376
art_fish,291527.784,908992.926,133381
direct_human,95730.989,908992.926,133381
oa,844830.825,908992.926,133381
shipping,780267.03,908992.926,133381
sst,842856.405,908992.926,133381
cum_all,907830.629,908992.926,133381
oa,844830.825,908992.926,133381
sst,842856.405,908992.926,133381
cum_climate,898882.428,908992.926,133381
art_fish,291527.784,908992.926,133381
cum_fishing,291527.784,908992.926,133381
direct_human,95730.989,908992.926,133381
cum_land-based,95730.989,908992.926,133381
shipping,780267.03,908992.926,133381
cum_ocean,780267.03,908992.926,133381
art_fish,1691414.265,3232011.136,133383
direct_human,428877.905,3232011.136,133383
oa,3009506.839,3232011.136,133383
shipping,2227605.084,3232011.136,133383
sst,2938908.007,3232011.136,133383
cum_all,3206076.461,3232011.136,133383
oa,3009506.839,3232011.136,133383
sst,2938908.007,3232011.136,133383
cum_climate,3171103.641,3232011.136,133383
art_fish,1691414.265,3232011.136,133383
cum_fishing,1691414.265,3232011.136,133383
direct_human,428877.905,3232011.136,133383
cum_land-based,428877.905,3232011.136,133383
shipping,2227605.084,3232011.136,133383
cum_ocean,2227605.084,3232011.136,133383
art_fish,172793.623,1201731.909,133384
direct_human,46470.913,1201731.909,133384
oa,388902.231,1201731.909,133384
shipping,854123.087,1201731.909,133384
sst,1045175.51,1201731.909,133384
cum_all,1159298.907,1201731.909,133384
oa,388902.231,1201731.909,133384
sst,1045175.51,1201731.909,133384
cum_climate,1063503.297,1201731.909,133384
art_fish,172793.623,1201731.909,133384
cum_fishing,172793.623,1201731.909,133384
direct_human,46470.913,1201731.909,133384
cum_land-based,46470.913,1201731.909,133384
shipping,854123.087,1201731.909,133384
cum_ocean,854123.087,1201731.909,133384
art_fish,2320300.653,4510975.089,133386
direct_human,487674.753,4510975.089,133386
oa,3828540.09,4510975.089,133386
shipping,3351395.868,4510975.089,133386
sst,4048428.127,4510975.089,133386
cum_all,4407271.32,4510975.089,133386
oa,3828540.09,4510975.089,133386
sst,4048428.127,4510975.089,133386
cum_climate,4307142.64,4510975.089,133386
art_fish,2320300.653,4510975.089,133386
cum_fishing,2320300.653,4510975.089,133386
direct_human,487674.753,4510975.089,133386
cum_land-based,487674.753,4510975.089,133386
shipping,3351395.868,4510975.089,133386
cum_ocean,3351395.868,4510975.089,133386
art_fish,1804671.397,2992891.497,133387
direct_human,437536.187,2992891.497,133387
oa,2843863.393,2992891.497,133387
shipping,2010784.777,2992891.497,133387
sst,2807335.313,2992891.497,133387
cum_all,2990125.911,2992891.497,133387
oa,2843863.393,2992891.497,133387
sst,2807335.313,2992891.497,133387
cum_climate,2983298.837,2992891.497,133387
art_fish,1804671.397,2992891.497,133387
cum_fishing,1804671.397,2992891.497,133387
direct_human,437536.187,2992891.497,133387
cum_land-based,437536.187,2992891.497,133387
shipping,2010784.777,2992891.497,133387
cum_ocean,2010784.777,2992891.497,133387
art_fish,1931389.69,2800850.553,133391
direct_human,389449.76,2800850.553,133391
oa,2484165.288,2800850.553,133391
shipping,1871781.592,2800850.553,133391
sst,2646437.985,2800850.553,133391
cum_all,2800650.579,2800850.553,133391
oa,2484165.288,2800850.553,133391
sst,2646437.985,2800850.553,133391
cum_climate,2795663.444,2800850.553,133391
art_fish,1931389.69,2800850.553,133391
cum_fishing,1931389.69,2800850.553,133391
direct_human,389449.76,2800850.553,133391
cum_land-based,389449.76,2800850.553,133391
shipping,1871781.592,2800850.553,133391
cum_ocean,1871781.592,2800850.553,133391
art_fish,2926047.643,6664723.242,133392
direct_human,560243.639,6664723.242,133392
oa,4757574.994,6664723.242,133392
shipping,4779662.999,6664723.242,133392
sst,5654608.75,6664723.242,133392
cum_all,6461558.831,6664723.242,133392
oa,4757574.994,6664723.242,133392
sst,5654608.75,6664723.242,133392
cum_climate,5952591.604,6664723.242,133392
art_fish,2926047.643,6664723.242,133392
cum_fishing,2926047.643,6664723.242,133392
direct_human,560243.639,6664723.242,133392
cum_land-based,560243.639,6664723.242,133392
shipping,4779662.999,6664723.242,133392
cum_ocean,4779662.999,6664723.242,133392
art_fish,1573799.612,2890818.96,133394
direct_human,327663.775,2890818.96,133394
oa,2185145.012,2890818.96,133394
shipping,2137811.327,2890818.96,133394
sst,2712623.408,2890818.96,133394
cum_all,2874323.253,2890818.96,133394
oa,2185145.012,2890818.96,133394
sst,2712623.408,2890818.96,133394
cum_climate,2812304.11,2890818.96,133394
art_fish,1573799.612,2890818.96,133394
cum_fishing,1573799.612,2890818.96,133394
direct_human,327663.775,2890818.96,133394
cum_land-based,327663.775,2890818.96,133394
shipping,2137811.327,2890818.96,133394
cum_ocean,2137811.327,2890818.96,133394
art_fish,1652780.778,2459755.309,133396
direct_human,365100.908,2459755.309,133396
oa,2307725.842,2459755.309,133396
shipping,1690445.83,2459755.309,133396
sst,2346346.231,2459755.309,133396
cum_all,2458601.744,2459755.309,133396
oa,2307725.842,2459755.309,133396
sst,2346346.231,2459755.309,133396
cum_climate,2452159.773,2459755.309,133396
art_fish,1652780.778,2459755.309,133396
cum_fishing,1652780.778,2459755.309,133396
direct_human,365100.908,2459755.309,133396
cum_land-based,365100.908,2459755.309,133396
shipping,1690445.83,2459755.309,133396
cum_ocean,1690445.83,2459755.309,133396
art_fish,84318.475,130830.431,133399
direct_human,35576.236,130830.431,133399
oa,130830.431,130830.431,133399
shipping,126957.563,130830.431,133399
sst,88657.658,130830.431,133399
cum_all,130830.431,130830.431,133399
oa,130830.431,130830.431,133399
sst,88657.658,130830.431,133399
cum_climate,130830.431,130830.431,133399
art_fish,84318.475,130830.431,133399
cum_fishing,84318.475,130830.431,133399
direct_human,35576.236,130830.431,133399
cum_land-based,35576.236,130830.431,133399
shipping,126957.563,130830.431,133399
cum_ocean,126957.563,130830.431,133399
art_fish,1547784.598,2189773.241,133401
direct_human,338271.152,2189773.241,133401
oa,2102319.796,2189773.241,133401
shipping,1435487.168,2189773.241,133401
sst,2075056.034,2189773.241,133401
cum_all,2189773.241,2189773.241,133401
oa,2102319.796,2189773.241,133401
sst,2075056.034,2189773.241,133401
cum_climate,2188723.593,2189773.241,133401
art_fish,1547784.598,2189773.241,133401
cum_fishing,1547784.598,2189773.241,133401
direct_human,338271.152,2189773.241,133401
cum_land-based,338271.152,2189773.241,133401
shipping,1435487.168,2189773.241,133401
cum_ocean,1435487.168,2189773.241,133401
art_fish,3029696.397,7060518.915,133403
direct_human,618052.84,7060518.915,133403
oa,5026688.177,7060518.915,133403
shipping,5023760.167,7060518.915,133403
sst,6009126.732,7060518.915,133403
cum_all,6852030.293,7060518.915,133403
oa,5026688.177,7060518.915,133403
sst,6009126.732,7060518.915,133403
cum_climate,6337399.162,7060518.915,133403
art_fish,3029696.397,7060518.915,133403
cum_fishing,3029696.397,7060518.915,133403
direct_human,618052.84,7060518.915,133403
cum_land-based,618052.84,7060518.915,133403
shipping,5023760.167,7060518.915,133403
cum_ocean,5023760.167,7060518.915,133403
art_fish,1752215.223,2926189.11,133404
direct_human,421744.32,2926189.11,133404
oa,2769732.262,2926189.11,133404
shipping,1991604.697,2926189.11,133404
sst,2751671.689,2926189.11,133404
cum_all,2924239.141,2926189.11,133404
oa,2769732.262,2926189.11,133404
