stressor,impact_km2,coastal_km2,iucn_sid
cum_land-based,52830.799,216585.403,178815
cum_ocean,0,216585.403,178815
direct_human,74123.272,431562.278,178816
nutrient,112802.169,431562.278,178816
sst,392078.244,431562.278,178816
cum_all,406769.815,431562.278,178816
sst,392078.244,431562.278,178816
cum_climate,392078.244,431562.278,178816
cum_fishing,0,431562.278,178816
direct_human,74123.272,431562.278,178816
nutrient,112802.169,431562.278,178816
cum_land-based,135198.431,431562.278,178816
cum_ocean,0,431562.278,178816
direct_human,40792.163,306496.176,178831
nutrient,76462.711,306496.176,178831
sst,253187.709,306496.176,178831
cum_all,274010.374,306496.176,178831
sst,253187.709,306496.176,178831
cum_climate,253187.709,306496.176,178831
cum_fishing,0,306496.176,178831
direct_human,40792.163,306496.176,178831
nutrient,76462.711,306496.176,178831
cum_land-based,94895.288,306496.176,178831
cum_ocean,0,306496.176,178831
direct_human,14710.782,102292.595,178833
nutrient,31910.33,102292.595,178833
sst,92637.935,102292.595,178833
cum_all,98709.647,102292.595,178833
sst,92637.935,102292.595,178833
cum_climate,92637.935,102292.595,178833
cum_fishing,0,102292.595,178833
direct_human,14710.782,102292.595,178833
nutrient,31910.33,102292.595,178833
cum_land-based,36110.666,102292.595,178833
cum_ocean,0,102292.595,178833
direct_human,29916.698,283448.468,178834
nutrient,43025.066,283448.468,178834
sst,192812.024,283448.468,178834
cum_all,205792.023,283448.468,178834
sst,192812.024,283448.468,178834
cum_climate,192812.024,283448.468,178834
cum_fishing,0,283448.468,178834
direct_human,29916.698,283448.468,178834
nutrient,43025.066,283448.468,178834
cum_land-based,57224.123,283448.468,178834
cum_ocean,0,283448.468,178834
direct_human,217366.089,1298776.267,178835
nutrient,218572.922,1298776.267,178835
sst,1174429.723,1298776.267,178835
cum_all,1219141.909,1298776.267,178835
sst,1174429.723,1298776.267,178835
cum_climate,1174429.723,1298776.267,178835
cum_fishing,0,1298776.267,178835
direct_human,217366.089,1298776.267,178835
nutrient,218572.922,1298776.267,178835
cum_land-based,332622.966,1298776.267,178835
cum_ocean,0,1298776.267,178835
direct_human,43750.737,259620.947,178839
nutrient,50208.426,259620.947,178839
sst,228467.726,259620.947,178839
cum_all,243050.141,259620.947,178839
sst,228467.726,259620.947,178839
cum_climate,228467.726,259620.947,178839
cum_fishing,0,259620.947,178839
direct_human,43750.737,259620.947,178839
nutrient,50208.426,259620.947,178839
cum_land-based,69756.145,259620.947,178839
cum_ocean,0,259620.947,178839
direct_human,716.066,83338.687,178844
sst,18641.284,83338.687,178844
cum_all,19310.194,83338.687,178844
sst,18641.284,83338.687,178844
cum_climate,18641.284,83338.687,178844
cum_fishing,0,83338.687,178844
direct_human,716.066,83338.687,178844
cum_land-based,716.066,83338.687,178844
cum_ocean,0,83338.687,178844
direct_human,8213.797,82995.5,178847
sst,75486.416,82995.5,178847
cum_all,77204.101,82995.5,178847
sst,75486.416,82995.5,178847
cum_climate,75486.416,82995.5,178847
cum_fishing,0,82995.5,178847
direct_human,8213.797,82995.5,178847
cum_land-based,8213.797,82995.5,178847
cum_ocean,0,82995.5,178847
direct_human,45342.673,282197.1,178853
nutrient,57742.834,282197.1,178853
sst,249975.893,282197.1,178853
cum_all,265520.63,282197.1,178853
sst,249975.893,282197.1,178853
cum_climate,249975.893,282197.1,178853
cum_fishing,0,282197.1,178853
direct_human,45342.673,282197.1,178853
nutrient,57742.834,282197.1,178853
cum_land-based,74415.811,282197.1,178853
cum_ocean,0,282197.1,178853
direct_human,209073.7,685095.794,178856
nutrient,175976.622,685095.794,178856
sst,668838.485,685095.794,178856
cum_all,681243.012,685095.794,178856
sst,668838.485,685095.794,178856
cum_climate,668838.485,685095.794,178856
cum_fishing,0,685095.794,178856
direct_human,209073.7,685095.794,178856
nutrient,175976.622,685095.794,178856
cum_land-based,292593.15,685095.794,178856
cum_ocean,0,685095.794,178856
direct_human,6903.047,53015.928,178858
nutrient,15968.264,53015.928,178858
sst,45726.03,53015.928,178858
cum_all,49749.97,53015.928,178858
sst,45726.03,53015.928,178858
cum_climate,45726.03,53015.928,178858
cum_fishing,0,53015.928,178858
direct_human,6903.047,53015.928,178858
nutrient,15968.264,53015.928,178858
cum_land-based,17547.974,53015.928,178858
cum_ocean,0,53015.928,178858
cum_all,0,0,178938
cum_climate,0,0,178938
cum_fishing,0,0,178938
cum_land-based,0,0,178938
cum_ocean,0,0,178938
cum_all,0,17443.184,178999
cum_climate,0,17443.184,178999
cum_fishing,0,17443.184,178999
cum_land-based,0,17443.184,178999
cum_ocean,0,17443.184,178999
cum_all,0,5733.765,179081
cum_climate,0,5733.765,179081
cum_fishing,0,5733.765,179081
cum_land-based,0,5733.765,179081
cum_ocean,0,5733.765,179081
art_fish,13345.018,17512.171,1793
dem_nondest_hb,1600.669,17512.171,1793
direct_human,14616.471,17512.171,1793
pel_hb,7437.477,17512.171,1793
cum_all,16795.232,17512.171,1793
cum_climate,0,17512.171,1793
art_fish,13345.018,17512.171,1793
dem_nondest_hb,1600.669,17512.171,1793
pel_hb,7437.477,17512.171,1793
cum_fishing,13718.77,17512.171,1793
direct_human,14616.471,17512.171,1793
cum_land-based,14616.471,17512.171,1793
cum_ocean,0,17512.171,1793
art_fish,68163.335,274673.171,17978
dem_dest,201031.06,274673.171,17978
pel_hb,26821.897,274673.171,17978
cum_all,227177.935,274673.171,17978
cum_climate,0,274673.171,17978
art_fish,68163.335,274673.171,17978
dem_dest,201031.06,274673.171,17978
pel_hb,26821.897,274673.171,17978
cum_fishing,227177.935,274673.171,17978
cum_land-based,0,274673.171,17978
cum_ocean,0,274673.171,17978
cum_all,0,15780.515,180123
cum_climate,0,15780.515,180123
cum_fishing,0,15780.515,180123
cum_land-based,0,15780.515,180123
cum_ocean,0,15780.515,180123
art_fish,419599.616,1012872.218,181359
dem_dest,256658.008,1012872.218,181359
dem_nondest_hb,82536.17,1012872.218,181359
pel_hb,144678.441,1012872.218,181359
pel_lb,697882.805,1012872.218,181359
cum_all,817791.488,1012872.218,181359
cum_climate,0,1012872.218,181359
art_fish,419599.616,1012872.218,181359
dem_dest,256658.008,1012872.218,181359
dem_nondest_hb,82536.17,1012872.218,181359
pel_hb,144678.441,1012872.218,181359
pel_lb,697882.805,1012872.218,181359
cum_fishing,817791.488,1012872.218,181359
cum_land-based,0,1012872.218,181359
cum_ocean,0,1012872.218,181359
sst,1734.276,21667.971,183221
cum_all,1734.276,21667.971,183221
sst,1734.276,21667.971,183221
cum_climate,1734.276,21667.971,183221
cum_fishing,0,21667.971,183221
cum_land-based,0,21667.971,183221
cum_ocean,0,21667.971,183221
sst,1417.286,11293.752,183305
cum_all,1417.286,11293.752,183305
sst,1417.286,11293.752,183305
cum_climate,1417.286,11293.752,183305
cum_fishing,0,11293.752,183305
cum_land-based,0,11293.752,183305
cum_ocean,0,11293.752,183305
sst,1734.276,21667.971,183360
cum_all,1734.276,21667.971,183360
sst,1734.276,21667.971,183360
cum_climate,1734.276,21667.971,183360
cum_fishing,0,21667.971,183360
cum_land-based,0,21667.971,183360
cum_ocean,0,21667.971,183360
sst,1073.225,1136.099,183373
cum_all,1073.225,1136.099,183373
sst,1073.225,1136.099,183373
cum_climate,1073.225,1136.099,183373
cum_fishing,0,1136.099,183373
cum_land-based,0,1136.099,183373
cum_ocean,0,1136.099,183373
cum_all,0,633.98,183393
cum_climate,0,633.98,183393
cum_fishing,0,633.98,183393
cum_land-based,0,633.98,183393
cum_ocean,0,633.98,183393
sst,211.327,416.541,183427
cum_all,211.327,416.541,183427
sst,211.327,416.541,183427
cum_climate,211.327,416.541,183427
cum_fishing,0,416.541,183427
cum_land-based,0,416.541,183427
cum_ocean,0,416.541,183427
cum_all,0,633.98,183433
cum_climate,0,633.98,183433
cum_fishing,0,633.98,183433
cum_land-based,0,633.98,183433
cum_ocean,0,633.98,183433
sst,2283.551,2283.551,183473
cum_all,2283.551,2283.551,183473
sst,2283.551,2283.551,183473
cum_climate,2283.551,2283.551,183473
cum_fishing,0,2283.551,183473
cum_land-based,0,2283.551,183473
cum_ocean,0,2283.551,183473
sst,1734.276,22301.951,183482
cum_all,1734.276,22301.951,183482
sst,1734.276,22301.951,183482
cum_climate,1734.276,22301.951,183482
cum_fishing,0,22301.951,183482
cum_land-based,0,22301.951,183482
cum_ocean,0,22301.951,183482
direct_human,3998.615,21371.066,183513
sst,1525.569,21371.066,183513
cum_all,4835.19,21371.066,183513
sst,1525.569,21371.066,183513
cum_climate,1525.569,21371.066,183513
cum_fishing,0,21371.066,183513
direct_human,3998.615,21371.066,183513
cum_land-based,3998.615,21371.066,183513
cum_ocean,0,21371.066,183513
sst,211.327,416.541,183519
cum_all,211.327,416.541,183519
sst,211.327,416.541,183519
cum_climate,211.327,416.541,183519
cum_fishing,0,416.541,183519
cum_land-based,0,416.541,183519
cum_ocean,0,416.541,183519
sst,1687.12,2239.888,183525
cum_all,1687.12,2239.888,183525
sst,1687.12,2239.888,183525
cum_climate,1687.12,2239.888,183525
cum_fishing,0,2239.888,183525
cum_land-based,0,2239.888,183525
cum_ocean,0,2239.888,183525
direct_human,1784.925,27698.641,183535
cum_all,1784.925,27698.641,183535
cum_climate,0,27698.641,183535
cum_fishing,0,27698.641,183535
direct_human,1784.925,27698.641,183535
cum_land-based,1784.925,27698.641,183535
cum_ocean,0,27698.641,183535
sst,1417.286,11293.752,183572
cum_all,1417.286,11293.752,183572
sst,1417.286,11293.752,183572
cum_climate,1417.286,11293.752,183572
cum_fishing,0,11293.752,183572
cum_land-based,0,11293.752,183572
cum_ocean,0,11293.752,183572
sst,211.327,1050.521,183582
cum_all,211.327,1050.521,183582
sst,211.327,1050.521,183582
cum_climate,211.327,1050.521,183582
cum_fishing,0,1050.521,183582
cum_land-based,0,1050.521,183582
cum_ocean,0,1050.521,183582
cum_all,0,633.98,183583
cum_climate,0,633.98,183583
cum_fishing,0,633.98,183583
cum_land-based,0,633.98,183583
cum_ocean,0,633.98,183583
sst,211.327,416.541,183612
cum_all,211.327,416.541,183612
sst,211.327,416.541,183612
cum_climate,211.327,416.541,183612
cum_fishing,0,416.541,183612
cum_land-based,0,416.541,183612
cum_ocean,0,416.541,183612
cum_all,0,0,183625
cum_climate,0,0,183625
cum_fishing,0,0,183625
cum_land-based,0,0,183625
cum_ocean,0,0,183625
sst,59973.99,61896.015,183694
cum_all,59973.99,61896.015,183694
sst,59973.99,61896.015,183694
cum_climate,59973.99,61896.015,183694
cum_fishing,0,61896.015,183694
cum_land-based,0,61896.015,183694
cum_ocean,0,61896.015,183694
sst,408.681,408.681,183703
cum_all,408.681,408.681,183703
sst,408.681,408.681,183703
cum_climate,408.681,408.681,183703
cum_fishing,0,408.681,183703
cum_land-based,0,408.681,183703
cum_ocean,0,408.681,183703
sst,33529.337,35451.362,183705
cum_all,33529.337,35451.362,183705
sst,33529.337,35451.362,183705
cum_climate,33529.337,35451.362,183705
cum_fishing,0,35451.362,183705
cum_land-based,0,35451.362,183705
cum_ocean,0,35451.362,183705
sst,1417.286,10659.772,183720
cum_all,1417.286,10659.772,183720
sst,1417.286,10659.772,183720
cum_climate,1417.286,10659.772,183720
cum_fishing,0,10659.772,183720
cum_land-based,0,10659.772,183720
cum_ocean,0,10659.772,183720
sst,408.681,408.681,183739
cum_all,408.681,408.681,183739
sst,408.681,408.681,183739
cum_climate,408.681,408.681,183739
cum_fishing,0,408.681,183739
cum_land-based,0,408.681,183739
cum_ocean,0,408.681,183739
sst,23231.964,34089.09,183771
cum_all,23231.964,34089.09,183771
sst,23231.964,34089.09,183771
cum_climate,23231.964,34089.09,183771
cum_fishing,0,34089.09,183771
cum_land-based,0,34089.09,183771
cum_ocean,0,34089.09,183771
sst,1734.276,21667.971,183794
cum_all,1734.276,21667.971,183794
sst,1734.276,21667.971,183794
cum_climate,1734.276,21667.971,183794
cum_fishing,0,21667.971,183794
cum_land-based,0,21667.971,183794
cum_ocean,0,21667.971,183794
sst,1734.276,21667.971,183853
cum_all,1734.276,21667.971,183853
sst,1734.276,21667.971,183853
cum_climate,1734.276,21667.971,183853
cum_fishing,0,21667.971,183853
cum_land-based,0,21667.971,183853
cum_ocean,0,21667.971,183853
cum_all,0,633.98,183855
cum_climate,0,633.98,183855
cum_fishing,0,633.98,183855
cum_land-based,0,633.98,183855
cum_ocean,0,633.98,183855
sst,1734.276,21667.971,183873
cum_all,1734.276,21667.971,183873
sst,1734.276,21667.971,183873
cum_climate,1734.276,21667.971,183873
cum_fishing,0,21667.971,183873
cum_land-based,0,21667.971,183873
cum_ocean,0,21667.971,183873
direct_human,509.978,4112.138,183896
cum_all,509.978,4112.138,183896
cum_climate,0,4112.138,183896
cum_fishing,0,4112.138,183896
direct_human,509.978,4112.138,183896
cum_land-based,509.978,4112.138,183896
cum_ocean,0,4112.138,183896
sst,1945.603,22084.512,183943
cum_all,1945.603,22084.512,183943
sst,1945.603,22084.512,183943
cum_climate,1945.603,22084.512,183943
cum_fishing,0,22084.512,183943
cum_land-based,0,22084.512,183943
cum_ocean,0,22084.512,183943
sst,211.327,416.541,183968
cum_all,211.327,416.541,183968
sst,211.327,416.541,183968
cum_climate,211.327,416.541,183968
cum_fishing,0,416.541,183968
cum_land-based,0,416.541,183968
cum_ocean,0,416.541,183968
cum_all,0,0,184001
cum_climate,0,0,184001
cum_fishing,0,0,184001
cum_land-based,0,0,184001
cum_ocean,0,0,184001
sst,1417.286,10659.772,184004
cum_all,1417.286,10659.772,184004
sst,1417.286,10659.772,184004
cum_climate,1417.286,10659.772,184004
cum_fishing,0,10659.772,184004
cum_land-based,0,10659.772,184004
cum_ocean,0,10659.772,184004
cum_all,0,795.531,185144
cum_climate,0,795.531,185144
cum_fishing,0,795.531,185144
cum_land-based,0,795.531,185144
cum_ocean,0,795.531,185144
cum_all,0,1042.661,185147
cum_climate,0,1042.661,185147
cum_fishing,0,1042.661,185147
cum_land-based,0,1042.661,185147
cum_ocean,0,1042.661,185147
direct_human,10749.717,124880.1,185152
nutrient,28756.148,124880.1,185152
cum_all,29852.078,124880.1,185152
cum_climate,0,124880.1,185152
cum_fishing,0,124880.1,185152
direct_human,10749.717,124880.1,185152
nutrient,28756.148,124880.1,185152
cum_land-based,29852.078,124880.1,185152
cum_ocean,0,124880.1,185152
cum_all,0,829.588,185163
cum_climate,0,829.588,185163
cum_fishing,0,829.588,185163
cum_land-based,0,829.588,185163
cum_ocean,0,829.588,185163
art_fish,6891015.701,18144356.504,18596
dem_dest,10048740.266,18144356.504,18596
pel_hb,9723961.712,18144356.504,18596
pel_lb,13657721.534,18144356.504,18596
cum_all,14419923.625,18144356.504,18596
cum_climate,0,18144356.504,18596
art_fish,6891015.701,18144356.504,18596
dem_dest,10048740.266,18144356.504,18596
pel_hb,9723961.712,18144356.504,18596
pel_lb,13657721.534,18144356.504,18596
cum_fishing,14419923.625,18144356.504,18596
cum_land-based,0,18144356.504,18596
cum_ocean,0,18144356.504,18596
cum_all,0,33335.475,187392
cum_climate,0,33335.475,187392
cum_fishing,0,33335.475,187392
cum_land-based,0,33335.475,187392
cum_ocean,0,33335.475,187392
cum_all,0,33283.953,187425
cum_climate,0,33283.953,187425
cum_fishing,0,33283.953,187425
cum_land-based,0,33283.953,187425
cum_ocean,0,33283.953,187425
cum_all,0,13876.828,187435
cum_climate,0,13876.828,187435
cum_fishing,0,13876.828,187435
cum_land-based,0,13876.828,187435
cum_ocean,0,13876.828,187435
cum_all,0,367334.683,187479
cum_climate,0,367334.683,187479
cum_fishing,0,367334.683,187479
cum_land-based,0,367334.683,187479
cum_ocean,0,367334.683,187479
cum_all,0,48731.759,187495
cum_climate,0,48731.759,187495
cum_fishing,0,48731.759,187495
cum_land-based,0,48731.759,187495
cum_ocean,0,48731.759,187495
cum_all,0,407718.165,187506
cum_climate,0,407718.165,187506
cum_fishing,0,407718.165,187506
cum_land-based,0,407718.165,187506
cum_ocean,0,407718.165,187506
cum_all,0,435413.314,187520
cum_climate,0,435413.314,187520
cum_fishing,0,435413.314,187520
cum_land-based,0,435413.314,187520
cum_ocean,0,435413.314,187520
cum_all,0,82487.268,187572
cum_climate,0,82487.268,187572
cum_fishing,0,82487.268,187572
cum_land-based,0,82487.268,187572
cum_ocean,0,82487.268,187572
cum_all,0,14023.534,187608
cum_climate,0,14023.534,187608
cum_fishing,0,14023.534,187608
cum_land-based,0,14023.534,187608
cum_ocean,0,14023.534,187608
cum_all,0,823624.804,187654
cum_climate,0,823624.804,187654
cum_fishing,0,823624.804,187654
cum_land-based,0,823624.804,187654
cum_ocean,0,823624.804,187654
art_fish,31451,37156.82,187944
dem_nondest_hb,35043.553,37156.82,187944
cum_all,37156.82,37156.82,187944
cum_climate,0,37156.82,187944
art_fish,31451,37156.82,187944
dem_nondest_hb,35043.553,37156.82,187944
cum_fishing,37156.82,37156.82,187944
cum_land-based,0,37156.82,187944
cum_ocean,0,37156.82,187944
cum_all,0,74309.274,189747
cum_climate,0,74309.274,189747
cum_fishing,0,74309.274,189747
cum_land-based,0,74309.274,189747
cum_ocean,0,74309.274,189747
cum_all,0,737923.1,190711
cum_climate,0,737923.1,190711
cum_fishing,0,737923.1,190711
cum_land-based,0,737923.1,190711
cum_ocean,0,737923.1,190711
cum_all,0,338766.285,190748
cum_climate,0,338766.285,190748
cum_fishing,0,338766.285,190748
cum_land-based,0,338766.285,190748
cum_ocean,0,338766.285,190748
cum_all,0,2260676.837,190761
cum_climate,0,2260676.837,190761
cum_fishing,0,2260676.837,190761
cum_land-based,0,2260676.837,190761
cum_ocean,0,2260676.837,190761
cum_all,0,19577.409,192256
cum_climate,0,19577.409,192256
cum_fishing,0,19577.409,192256
cum_land-based,0,19577.409,192256
cum_ocean,0,19577.409,192256
cum_all,0,9000.596,192272
cum_climate,0,9000.596,192272
cum_fishing,0,9000.596,192272
cum_land-based,0,9000.596,192272
cum_ocean,0,9000.596,192272
cum_all,0,103.044,192284
cum_climate,0,103.044,192284
cum_fishing,0,103.044,192284
cum_land-based,0,103.044,192284
cum_ocean,0,103.044,192284
direct_human,144.086,144.086,192286
cum_all,144.086,144.086,192286
cum_climate,0,144.086,192286
cum_fishing,0,144.086,192286
direct_human,144.086,144.086,192286
cum_land-based,144.086,144.086,192286
cum_ocean,0,144.086,192286
cum_all,0,1190.241,192314
cum_climate,0,1190.241,192314
cum_fishing,0,1190.241,192314
cum_land-based,0,1190.241,192314
cum_ocean,0,1190.241,192314
cum_all,0,406.062,192343
cum_climate,0,406.062,192343
cum_fishing,0,406.062,192343
cum_land-based,0,406.062,192343
cum_ocean,0,406.062,192343
cum_all,0,276.82,192348
cum_climate,0,276.82,192348
cum_fishing,0,276.82,192348
cum_land-based,0,276.82,192348
cum_ocean,0,276.82,192348
cum_all,0,1243.509,192349
cum_climate,0,1243.509,192349
cum_fishing,0,1243.509,192349
cum_land-based,0,1243.509,192349
cum_ocean,0,1243.509,192349
direct_human,224.425,497.753,192350
cum_all,224.425,497.753,192350
cum_climate,0,497.753,192350
cum_fishing,0,497.753,192350
direct_human,224.425,497.753,192350
cum_land-based,224.425,497.753,192350
cum_ocean,0,497.753,192350
cum_all,0,58.508,192354
cum_climate,0,58.508,192354
cum_fishing,0,58.508,192354
cum_land-based,0,58.508,192354
cum_ocean,0,58.508,192354
cum_all,0,164.171,192358
cum_climate,0,164.171,192358
cum_fishing,0,164.171,192358
cum_land-based,0,164.171,192358
cum_ocean,0,164.171,192358
cum_all,0,229.665,192368
cum_climate,0,229.665,192368
cum_fishing,0,229.665,192368
cum_land-based,0,229.665,192368
cum_ocean,0,229.665,192368
cum_all,0,3135.844,192388
cum_climate,0,3135.844,192388
cum_fishing,0,3135.844,192388
cum_land-based,0,3135.844,192388
cum_ocean,0,3135.844,192388
cum_all,0,105.663,192403
cum_climate,0,105.663,192403
cum_fishing,0,105.663,192403
cum_land-based,0,105.663,192403
cum_ocean,0,105.663,192403
art_fish,1909.799,17984.6,192406
cum_all,1909.799,17984.6,192406
cum_climate,0,17984.6,192406
art_fish,1909.799,17984.6,192406
cum_fishing,1909.799,17984.6,192406
cum_land-based,0,17984.6,192406
cum_ocean,0,17984.6,192406
cum_all,0,144.96,192412
cum_climate,0,144.96,192412
cum_fishing,0,144.96,192412
cum_land-based,0,144.96,192412
cum_ocean,0,144.96,192412
cum_all,0,25953.886,192429
cum_climate,0,25953.886,192429
cum_fishing,0,25953.886,192429
cum_land-based,0,25953.886,192429
cum_ocean,0,25953.886,192429
cum_all,0,50831.927,192435
cum_climate,0,50831.927,192435
cum_fishing,0,50831.927,192435
cum_land-based,0,50831.927,192435
cum_ocean,0,50831.927,192435
cum_all,0,861.025,192437
cum_climate,0,861.025,192437
cum_fishing,0,861.025,192437
cum_land-based,0,861.025,192437
cum_ocean,0,861.025,192437
direct_human,82.959,82.959,192438
cum_all,82.959,82.959,192438
cum_climate,0,82.959,192438
cum_fishing,0,82.959,192438
direct_human,82.959,82.959,192438
cum_land-based,82.959,82.959,192438
cum_ocean,0,82.959,192438
direct_human,38.423,38.423,192469
cum_all,38.423,38.423,192469
cum_climate,0,38.423,192469
cum_fishing,0,38.423,192469
direct_human,38.423,38.423,192469
cum_land-based,38.423,38.423,192469
cum_ocean,0,38.423,192469
cum_all,0,88.198,192475
cum_climate,0,88.198,192475
cum_fishing,0,88.198,192475
cum_land-based,0,88.198,192475
cum_ocean,0,88.198,192475
cum_all,0,92.565,192485
cum_climate,0,92.565,192485
cum_fishing,0,92.565,192485
cum_land-based,0,92.565,192485
cum_ocean,0,92.565,192485
cum_all,0,6643.692,192487
cum_climate,0,6643.692,192487
cum_fishing,0,6643.692,192487
cum_land-based,0,6643.692,192487
cum_ocean,0,6643.692,192487
nutrient,213.946,635.727,192492
organic,0,635.727,192492
cum_all,213.946,635.727,192492
cum_climate,0,635.727,192492
cum_fishing,0,635.727,192492
nutrient,213.946,635.727,192492
organic,0,635.727,192492
cum_land-based,213.946,635.727,192492
cum_ocean,0,635.727,192492
cum_all,0,156.312,192497
cum_climate,0,156.312,192497
cum_fishing,0,156.312,192497
cum_land-based,0,156.312,192497
cum_ocean,0,156.312,192497
cum_all,0,102901.251,192499
cum_climate,0,102901.251,192499
cum_fishing,0,102901.251,192499
cum_land-based,0,102901.251,192499
cum_ocean,0,102901.251,192499
cum_all,0,2050.393,192503
cum_climate,0,2050.393,192503
cum_fishing,0,2050.393,192503
cum_land-based,0,2050.393,192503
cum_ocean,0,2050.393,192503
art_fish,150.199,150.199,192514
cum_all,150.199,150.199,192514
cum_climate,0,150.199,192514
art_fish,150.199,150.199,192514
cum_fishing,150.199,150.199,192514
cum_land-based,0,150.199,192514
cum_ocean,0,150.199,192514
cum_all,0,160.678,192522
cum_climate,0,160.678,192522
cum_fishing,0,160.678,192522
cum_land-based,0,160.678,192522
cum_ocean,0,160.678,192522
cum_all,0,422.653,192523
cum_climate,0,422.653,192523
cum_fishing,0,422.653,192523
cum_land-based,0,422.653,192523
cum_ocean,0,422.653,192523
cum_all,0,141.467,192530
cum_climate,0,141.467,192530
cum_fishing,0,141.467,192530
cum_land-based,0,141.467,192530
cum_ocean,0,141.467,192530
cum_all,0,123709.071,192532
cum_climate,0,123709.071,192532
cum_fishing,0,123709.071,192532
cum_land-based,0,123709.071,192532
cum_ocean,0,123709.071,192532
cum_all,0,2073.971,192535
cum_climate,0,2073.971,192535
cum_fishing,0,2073.971,192535
cum_land-based,0,2073.971,192535
cum_ocean,0,2073.971,192535
cum_all,0,4032.672,192541
cum_climate,0,4032.672,192541
cum_fishing,0,4032.672,192541
cum_land-based,0,4032.672,192541
cum_ocean,0,4032.672,192541
direct_human,142.34,142.34,192544
cum_all,142.34,142.34,192544
cum_climate,0,142.34,192544
cum_fishing,0,142.34,192544
direct_human,142.34,142.34,192544
cum_land-based,142.34,142.34,192544
cum_ocean,0,142.34,192544
cum_all,0,58.508,192556
cum_climate,0,58.508,192556
cum_fishing,0,58.508,192556
cum_land-based,0,58.508,192556
cum_ocean,0,58.508,192556
cum_all,0,82.959,192572
cum_climate,0,82.959,192572
cum_fishing,0,82.959,192572
cum_land-based,0,82.959,192572
cum_ocean,0,82.959,192572
cum_all,0,142.34,192584
cum_climate,0,142.34,192584
cum_fishing,0,142.34,192584
cum_land-based,0,142.34,192584
cum_ocean,0,142.34,192584
cum_all,0,2537.667,192594
cum_climate,0,2537.667,192594
cum_fishing,0,2537.667,192594
cum_land-based,0,2537.667,192594
cum_ocean,0,2537.667,192594
direct_human,229.665,229.665,192602
cum_all,229.665,229.665,192602
cum_climate,0,229.665,192602
cum_fishing,0,229.665,192602
direct_human,229.665,229.665,192602
cum_land-based,229.665,229.665,192602
cum_ocean,0,229.665,192602
cum_all,0,287.3,192610
cum_climate,0,287.3,192610
cum_fishing,0,287.3,192610
cum_land-based,0,287.3,192610
cum_ocean,0,287.3,192610
cum_all,0,3995.122,192613
cum_climate,0,3995.122,192613
cum_fishing,0,3995.122,192613
cum_land-based,0,3995.122,192613
cum_ocean,0,3995.122,192613
direct_human,143.213,248.876,192626
cum_all,143.213,248.876,192626
cum_climate,0,248.876,192626
cum_fishing,0,248.876,192626
direct_human,143.213,248.876,192626
cum_land-based,143.213,248.876,192626
cum_ocean,0,248.876,192626
cum_all,0,2537.667,192643
cum_climate,0,2537.667,192643
cum_fishing,0,2537.667,192643
cum_land-based,0,2537.667,192643
cum_ocean,0,2537.667,192643
cum_all,0,3571.596,192658
cum_climate,0,3571.596,192658
cum_fishing,0,3571.596,192658
cum_land-based,0,3571.596,192658
cum_ocean,0,3571.596,192658
cum_all,0,97446.927,192684
cum_climate,0,97446.927,192684
cum_fishing,0,97446.927,192684
cum_land-based,0,97446.927,192684
cum_ocean,0,97446.927,192684
cum_all,0,2777.811,192687
cum_climate,0,2777.811,192687
cum_fishing,0,2777.811,192687
cum_land-based,0,2777.811,192687
cum_ocean,0,2777.811,192687
cum_all,0,205.214,192698
cum_climate,0,205.214,192698
cum_fishing,0,205.214,192698
cum_land-based,0,205.214,192698
cum_ocean,0,205.214,192698
direct_human,88.198,88.198,192703
cum_all,88.198,88.198,192703
cum_climate,0,88.198,192703
cum_fishing,0,88.198,192703
direct_human,88.198,88.198,192703
cum_land-based,88.198,88.198,192703
cum_ocean,0,88.198,192703
cum_all,0,156.312,192709
cum_climate,0,156.312,192709
cum_fishing,0,156.312,192709
cum_land-based,0,156.312,192709
cum_ocean,0,156.312,192709
cum_all,0,21663.605,192715
cum_climate,0,21663.605,192715
cum_fishing,0,21663.605,192715
cum_land-based,0,21663.605,192715
cum_ocean,0,21663.605,192715
cum_all,0,3064.237,192716
cum_climate,0,3064.237,192716
cum_fishing,0,3064.237,192716
cum_land-based,0,3064.237,192716
cum_ocean,0,3064.237,192716
cum_all,0,248.876,192744
cum_climate,0,248.876,192744
cum_fishing,0,248.876,192744
cum_land-based,0,248.876,192744
cum_ocean,0,248.876,192744
cum_all,0,3209.197,192748
cum_climate,0,3209.197,192748
cum_fishing,0,3209.197,192748
cum_land-based,0,3209.197,192748
cum_ocean,0,3209.197,192748
cum_all,0,1439.991,192768
cum_climate,0,1439.991,192768
cum_fishing,0,1439.991,192768
cum_land-based,0,1439.991,192768
cum_ocean,0,1439.991,192768
cum_all,0,157.185,192785
cum_climate,0,157.185,192785
cum_fishing,0,157.185,192785
cum_land-based,0,157.185,192785
cum_ocean,0,157.185,192785
cum_all,0,14233.988,192795
cum_climate,0,14233.988,192795
cum_fishing,0,14233.988,192795
cum_land-based,0,14233.988,192795
cum_ocean,0,14233.988,192795
cum_all,0,105.663,192823
cum_climate,0,105.663,192823
cum_fishing,0,105.663,192823
cum_land-based,0,105.663,192823
cum_ocean,0,105.663,192823
cum_all,0,6942.344,192852
cum_climate,0,6942.344,192852
cum_fishing,0,6942.344,192852
cum_land-based,0,6942.344,192852
