iucn_sid,sens,stressor,code,score_num,category
161583,FALSE,dem_nondest_hb,5.4.2,NA,fishing
161583,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161583,FALSE,pel_hb,5.4.2,NA,fishing
161583,FALSE,pel_lb,5.4.2,NA,fishing
161584,FALSE,art_fish,NA,NA,fishing
161584,FALSE,dem_dest,5.4.4,NA,fishing
161584,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161584,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161584,FALSE,pel_hb,NA,NA,fishing
161584,FALSE,pel_lb,NA,NA,fishing
161585,FALSE,art_fish,NA,NA,fishing
161585,FALSE,dem_dest,5.4.4,NA,fishing
161585,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161585,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161585,FALSE,pel_hb,NA,NA,fishing
161585,FALSE,pel_lb,NA,NA,fishing
161586,FALSE,art_fish,NA,NA,fishing
161586,FALSE,dem_dest,5.4.4,NA,fishing
161586,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161586,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161586,FALSE,pel_hb,NA,NA,fishing
161586,FALSE,pel_lb,NA,NA,fishing
161587,FALSE,art_fish,NA,NA,fishing
161587,FALSE,dem_dest,5.4.4,NA,fishing
161587,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161587,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161587,FALSE,pel_hb,NA,NA,fishing
161587,FALSE,pel_lb,NA,NA,fishing
161589,TRUE,art_fish,5.4.3,NA,fishing
161589,TRUE,dem_dest,5.4.4,3,fishing
161589,TRUE,dem_nondest_hb,5.4.4,3,fishing
161589,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161589,FALSE,pel_hb,NA,NA,fishing
161589,FALSE,pel_lb,NA,NA,fishing
161591,FALSE,art_fish,NA,NA,fishing
161591,FALSE,dem_dest,5.4.4,NA,fishing
161591,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161591,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161591,FALSE,pel_hb,NA,NA,fishing
161591,FALSE,pel_lb,NA,NA,fishing
161592,FALSE,art_fish,NA,NA,fishing
161592,FALSE,dem_dest,5.4.4,NA,fishing
161592,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161592,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161592,FALSE,pel_hb,NA,NA,fishing
161592,FALSE,pel_lb,NA,NA,fishing
161593,TRUE,art_fish,5.4.3,NA,fishing
161593,TRUE,dem_dest,5.4.4,3,fishing
161593,TRUE,dem_nondest_hb,5.4.4,3,fishing
161593,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161593,TRUE,pel_hb,5.4.4,3,fishing
161593,FALSE,pel_lb,5.4.4,NA,fishing
161594,TRUE,art_fish,5.4.3,NA,fishing
161594,TRUE,dem_dest,5.4.4,3,fishing
161594,TRUE,dem_nondest_hb,5.4.4,3,fishing
161594,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161594,FALSE,pel_hb,NA,NA,fishing
161594,FALSE,pel_lb,NA,NA,fishing
161595,FALSE,art_fish,NA,NA,fishing
161595,TRUE,dem_dest,5.4.2,3,fishing
161595,TRUE,dem_dest,5.4.4,3,fishing
161595,TRUE,dem_nondest_hb,5.4.2,3,fishing
161595,TRUE,dem_nondest_hb,5.4.4,3,fishing
161595,TRUE,dem_nondest_lb,5.4.2,3,fishing
161595,TRUE,dem_nondest_lb,5.4.4,3,fishing
161595,FALSE,pel_hb,NA,NA,fishing
161595,FALSE,pel_lb,NA,NA,fishing
161596,FALSE,art_fish,5.4.3,NA,fishing
161596,FALSE,dem_dest,5.4.4,NA,fishing
161596,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161596,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161596,FALSE,pel_hb,NA,NA,fishing
161596,FALSE,pel_lb,NA,NA,fishing
161597,TRUE,art_fish,5.4.1,NA,fishing
161597,TRUE,art_fish,5.4.3,NA,fishing
161597,TRUE,dem_dest,5.4.2,6,fishing
161597,TRUE,dem_dest,5.4.4,6,fishing
161597,FALSE,dem_nondest_hb,NA,NA,fishing
161597,FALSE,dem_nondest_lb,NA,NA,fishing
161597,TRUE,pel_hb,5.4.2,6,fishing
161597,TRUE,pel_hb,5.4.4,6,fishing
161597,TRUE,pel_lb,5.4.2,6,fishing
161597,TRUE,pel_lb,5.4.4,6,fishing
161598,FALSE,art_fish,NA,NA,fishing
161598,FALSE,dem_dest,5.4.4,NA,fishing
161598,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161598,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161598,FALSE,pel_hb,NA,NA,fishing
161598,FALSE,pel_lb,NA,NA,fishing
161600,FALSE,art_fish,NA,NA,fishing
161600,TRUE,dem_dest,5.4.4,3,fishing
161600,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161600,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161600,FALSE,pel_hb,5.4.4,NA,fishing
161600,FALSE,pel_lb,5.4.4,NA,fishing
161601,FALSE,art_fish,NA,NA,fishing
161601,TRUE,dem_dest,5.4.4,3,fishing
161601,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161601,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161601,FALSE,pel_hb,NA,NA,fishing
161601,FALSE,pel_lb,NA,NA,fishing
161602,FALSE,art_fish,NA,NA,fishing
161602,FALSE,dem_dest,5.4.4,NA,fishing
161602,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161602,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161602,FALSE,pel_hb,NA,NA,fishing
161602,FALSE,pel_lb,NA,NA,fishing
161604,FALSE,art_fish,NA,NA,fishing
161604,FALSE,dem_dest,5.4.4,1,fishing
161604,FALSE,dem_nondest_hb,5.4.4,1,fishing
161604,FALSE,dem_nondest_lb,5.4.4,1,fishing
161604,FALSE,pel_hb,NA,NA,fishing
161604,FALSE,pel_lb,NA,NA,fishing
161605,TRUE,art_fish,5.4.3,NA,fishing
161605,TRUE,dem_dest,5.4.4,3,fishing
161605,FALSE,dem_nondest_hb,NA,NA,fishing
161605,FALSE,dem_nondest_lb,NA,NA,fishing
161605,FALSE,pel_hb,5.4.4,NA,fishing
161605,FALSE,pel_lb,5.4.4,NA,fishing
161606,FALSE,art_fish,NA,NA,fishing
161606,FALSE,dem_dest,5.4.4,NA,fishing
161606,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161606,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161606,FALSE,pel_hb,NA,NA,fishing
161606,FALSE,pel_lb,NA,NA,fishing
161607,FALSE,art_fish,NA,NA,fishing
161607,TRUE,dem_dest,5.4.4,3,fishing
161607,TRUE,dem_nondest_hb,5.4.4,3,fishing
161607,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161607,FALSE,pel_hb,NA,NA,fishing
161607,FALSE,pel_lb,NA,NA,fishing
161608,FALSE,art_fish,5.4.3,NA,fishing
161608,FALSE,dem_dest,NA,NA,fishing
161608,FALSE,dem_nondest_hb,NA,NA,fishing
161608,FALSE,dem_nondest_lb,NA,NA,fishing
161608,FALSE,pel_hb,NA,NA,fishing
161608,FALSE,pel_lb,NA,NA,fishing
161610,FALSE,art_fish,NA,NA,fishing
161610,FALSE,dem_dest,5.4.4,NA,fishing
161610,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161610,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161610,FALSE,pel_hb,NA,NA,fishing
161610,FALSE,pel_lb,NA,NA,fishing
161611,TRUE,art_fish,5.4.3,NA,fishing
161611,FALSE,dem_dest,5.4.4,NA,fishing
161611,TRUE,dem_nondest_hb,5.4.4,3,fishing
161611,TRUE,dem_nondest_lb,5.4.4,3,fishing
161611,FALSE,pel_hb,NA,NA,fishing
161611,FALSE,pel_lb,NA,NA,fishing
161612,FALSE,art_fish,5.4.3,NA,fishing
161612,FALSE,dem_dest,5.4.4,NA,fishing
161612,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161612,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161612,FALSE,pel_hb,NA,NA,fishing
161612,FALSE,pel_lb,NA,NA,fishing
161613,FALSE,art_fish,5.4.3,NA,fishing
161613,FALSE,dem_dest,5.4.4,NA,fishing
161613,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161613,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161613,FALSE,pel_hb,5.4.4,NA,fishing
161613,FALSE,pel_lb,5.4.4,NA,fishing
161614,TRUE,art_fish,5.4.3,NA,fishing
161614,TRUE,dem_dest,5.4.4,5,fishing
161614,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161614,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161614,FALSE,pel_hb,NA,NA,fishing
161614,FALSE,pel_lb,NA,NA,fishing
161615,FALSE,art_fish,5.4.3,NA,fishing
161615,FALSE,dem_dest,5.4.2,NA,fishing
161615,FALSE,dem_dest,5.4.4,NA,fishing
161615,FALSE,dem_nondest_hb,5.4.2,NA,fishing
161615,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161615,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161615,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161615,FALSE,pel_hb,NA,NA,fishing
161615,FALSE,pel_lb,NA,NA,fishing
161616,FALSE,art_fish,5.4.3,NA,fishing
161616,FALSE,dem_dest,NA,NA,fishing
161616,FALSE,dem_nondest_hb,NA,NA,fishing
161616,FALSE,dem_nondest_lb,NA,NA,fishing
161616,FALSE,pel_hb,NA,NA,fishing
161616,FALSE,pel_lb,NA,NA,fishing
161617,FALSE,art_fish,NA,NA,fishing
161617,FALSE,dem_dest,5.4.4,NA,fishing
161617,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161617,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161617,FALSE,pel_hb,NA,NA,fishing
161617,FALSE,pel_lb,NA,NA,fishing
161618,TRUE,art_fish,5.4.3,NA,fishing
161618,FALSE,dem_dest,5.4.4,NA,fishing
161618,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161618,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161618,FALSE,pel_hb,NA,NA,fishing
161618,FALSE,pel_lb,NA,NA,fishing
161619,FALSE,art_fish,NA,NA,fishing
161619,TRUE,dem_dest,5.4.4,3,fishing
161619,FALSE,dem_nondest_hb,NA,NA,fishing
161619,FALSE,dem_nondest_lb,NA,NA,fishing
161619,TRUE,pel_hb,5.4.4,3,fishing
161619,FALSE,pel_lb,5.4.4,NA,fishing
161620,TRUE,art_fish,5.4.3,NA,fishing
161620,FALSE,dem_dest,NA,NA,fishing
161620,FALSE,dem_nondest_hb,NA,NA,fishing
161620,FALSE,dem_nondest_lb,NA,NA,fishing
161620,FALSE,pel_hb,NA,NA,fishing
161620,FALSE,pel_lb,NA,NA,fishing
161621,TRUE,art_fish,5.4.3,NA,fishing
161621,TRUE,dem_dest,5.4.2,NA,fishing
161621,TRUE,dem_dest,5.4.4,NA,fishing
161621,TRUE,dem_nondest_hb,5.4.2,NA,fishing
161621,TRUE,dem_nondest_hb,5.4.4,NA,fishing
161621,TRUE,dem_nondest_lb,5.4.2,NA,fishing
161621,TRUE,dem_nondest_lb,5.4.4,NA,fishing
161621,FALSE,pel_hb,NA,NA,fishing
161621,FALSE,pel_lb,NA,NA,fishing
161622,FALSE,art_fish,NA,NA,fishing
161622,FALSE,dem_dest,5.4.4,NA,fishing
161622,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161622,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161622,FALSE,pel_hb,NA,NA,fishing
161622,FALSE,pel_lb,NA,NA,fishing
161623,FALSE,art_fish,NA,NA,fishing
161623,TRUE,dem_dest,5.4.4,3,fishing
161623,TRUE,dem_nondest_hb,5.4.4,3,fishing
161623,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161623,TRUE,pel_hb,5.4.4,3,fishing
161623,FALSE,pel_lb,5.4.4,NA,fishing
161624,FALSE,art_fish,NA,NA,fishing
161624,TRUE,dem_dest,5.4.4,3,fishing
161624,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161624,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161624,FALSE,pel_hb,NA,NA,fishing
161624,FALSE,pel_lb,NA,NA,fishing
161625,TRUE,art_fish,5.4.3,NA,fishing
161625,TRUE,dem_dest,5.4.4,NA,fishing
161625,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161625,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161625,FALSE,pel_hb,NA,NA,fishing
161625,FALSE,pel_lb,NA,NA,fishing
161626,TRUE,art_fish,5.4.1,NA,fishing
161626,TRUE,art_fish,5.4.3,NA,fishing
161626,TRUE,dem_dest,5.4.2,5,fishing
161626,TRUE,dem_dest,5.4.4,5,fishing
161626,TRUE,dem_nondest_hb,5.4.2,5,fishing
161626,TRUE,dem_nondest_hb,5.4.4,5,fishing
161626,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161626,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161626,FALSE,pel_hb,NA,NA,fishing
161626,FALSE,pel_lb,NA,NA,fishing
161628,FALSE,art_fish,NA,NA,fishing
161628,FALSE,dem_dest,5.4.4,NA,fishing
161628,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161628,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161628,FALSE,pel_hb,NA,NA,fishing
161628,FALSE,pel_lb,NA,NA,fishing
161629,FALSE,art_fish,NA,NA,fishing
161629,FALSE,dem_dest,5.4.4,NA,fishing
161629,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161629,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161629,FALSE,pel_hb,NA,NA,fishing
161629,FALSE,pel_lb,NA,NA,fishing
161630,TRUE,art_fish,5.4.3,NA,fishing
161630,TRUE,dem_dest,5.4.4,3,fishing
161630,TRUE,dem_nondest_hb,5.4.4,3,fishing
161630,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161630,FALSE,pel_hb,NA,NA,fishing
161630,FALSE,pel_lb,NA,NA,fishing
161631,TRUE,art_fish,5.4.3,NA,fishing
161631,TRUE,dem_dest,5.4.2,3,fishing
161631,TRUE,dem_dest,5.4.4,3,fishing
161631,TRUE,dem_nondest_hb,5.4.2,3,fishing
161631,TRUE,dem_nondest_hb,5.4.4,3,fishing
161631,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161631,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161631,FALSE,pel_hb,NA,NA,fishing
161631,FALSE,pel_lb,NA,NA,fishing
161632,FALSE,art_fish,5.4.3,NA,fishing
161632,FALSE,dem_dest,5.4.4,NA,fishing
161632,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161632,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161632,FALSE,pel_hb,NA,NA,fishing
161632,FALSE,pel_lb,NA,NA,fishing
161633,TRUE,art_fish,5.4.3,NA,fishing
161633,TRUE,dem_dest,5.4.4,3,fishing
161633,TRUE,dem_nondest_hb,5.4.4,3,fishing
161633,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161633,FALSE,pel_hb,NA,NA,fishing
161633,FALSE,pel_lb,NA,NA,fishing
161634,TRUE,art_fish,5.4.3,NA,fishing
161634,TRUE,dem_dest,5.4.4,3,fishing
161634,TRUE,dem_nondest_hb,5.4.4,3,fishing
161634,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161634,FALSE,pel_hb,NA,NA,fishing
161634,FALSE,pel_lb,NA,NA,fishing
161635,FALSE,art_fish,NA,NA,fishing
161635,TRUE,dem_dest,5.4.2,3,fishing
161635,TRUE,dem_dest,5.4.4,3,fishing
161635,TRUE,dem_nondest_hb,5.4.2,3,fishing
161635,TRUE,dem_nondest_hb,5.4.4,3,fishing
161635,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161635,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161635,FALSE,pel_hb,NA,NA,fishing
161635,FALSE,pel_lb,NA,NA,fishing
161636,FALSE,art_fish,NA,NA,fishing
161636,TRUE,dem_dest,5.4.4,3,fishing
161636,TRUE,dem_nondest_hb,5.4.4,3,fishing
161636,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161636,TRUE,pel_hb,5.4.4,3,fishing
161636,FALSE,pel_lb,5.4.4,NA,fishing
161637,TRUE,art_fish,5.4.3,NA,fishing
161637,TRUE,dem_dest,5.4.4,3,fishing
161637,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161637,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161637,FALSE,pel_hb,5.4.4,NA,fishing
161637,FALSE,pel_lb,5.4.4,NA,fishing
161638,TRUE,art_fish,5.4.3,NA,fishing
161638,TRUE,dem_dest,5.4.4,3,fishing
161638,TRUE,dem_nondest_hb,5.4.4,3,fishing
161638,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161638,FALSE,pel_hb,NA,NA,fishing
161638,FALSE,pel_lb,NA,NA,fishing
161639,TRUE,art_fish,5.4.3,NA,fishing
161639,FALSE,dem_dest,5.4.4,NA,fishing
161639,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161639,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161639,FALSE,pel_hb,NA,NA,fishing
161639,FALSE,pel_lb,NA,NA,fishing
161640,TRUE,art_fish,5.4.1,NA,fishing
161640,TRUE,art_fish,5.4.3,NA,fishing
161640,TRUE,dem_dest,5.4.4,3,fishing
161640,TRUE,dem_nondest_hb,5.4.4,3,fishing
161640,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161640,FALSE,pel_hb,NA,NA,fishing
161640,FALSE,pel_lb,NA,NA,fishing
161642,FALSE,art_fish,NA,NA,fishing
161642,FALSE,dem_dest,5.4.4,NA,fishing
161642,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161642,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161642,FALSE,pel_hb,NA,NA,fishing
161642,FALSE,pel_lb,NA,NA,fishing
161643,TRUE,art_fish,5.4.3,NA,fishing
161643,TRUE,dem_dest,5.4.4,3,fishing
161643,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161643,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161643,FALSE,pel_hb,5.4.4,NA,fishing
161643,FALSE,pel_lb,5.4.4,NA,fishing
161644,FALSE,art_fish,NA,NA,fishing
161644,FALSE,dem_dest,5.4.4,NA,fishing
161644,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161644,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161644,FALSE,pel_hb,NA,NA,fishing
161644,FALSE,pel_lb,NA,NA,fishing
161645,TRUE,art_fish,5.4.3,NA,fishing
161645,TRUE,dem_dest,5.4.2,3,fishing
161645,TRUE,dem_dest,5.4.4,3,fishing
161645,TRUE,dem_nondest_hb,5.4.2,3,fishing
161645,TRUE,dem_nondest_hb,5.4.4,3,fishing
161645,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161645,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161645,FALSE,pel_hb,NA,NA,fishing
161645,FALSE,pel_lb,NA,NA,fishing
161646,FALSE,art_fish,5.4.3,NA,fishing
161646,FALSE,dem_dest,5.4.4,NA,fishing
161646,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161646,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161646,FALSE,pel_hb,NA,NA,fishing
161646,FALSE,pel_lb,NA,NA,fishing
161647,FALSE,art_fish,NA,NA,fishing
161647,FALSE,dem_dest,5.4.4,NA,fishing
161647,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161647,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161647,FALSE,pel_hb,NA,NA,fishing
161647,FALSE,pel_lb,NA,NA,fishing
161648,TRUE,art_fish,5.4.1,NA,fishing
161648,TRUE,art_fish,5.4.3,NA,fishing
161648,TRUE,dem_dest,5.4.4,3,fishing
161648,TRUE,dem_nondest_hb,5.4.4,3,fishing
161648,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161648,FALSE,pel_hb,NA,NA,fishing
161648,FALSE,pel_lb,NA,NA,fishing
161649,FALSE,art_fish,NA,NA,fishing
161649,FALSE,dem_dest,5.4.4,NA,fishing
161649,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161649,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161649,FALSE,pel_hb,NA,NA,fishing
161649,FALSE,pel_lb,NA,NA,fishing
161650,TRUE,art_fish,5.4.3,NA,fishing
161650,TRUE,dem_dest,5.4.4,4,fishing
161650,TRUE,dem_nondest_hb,5.4.4,4,fishing
161650,TRUE,dem_nondest_lb,5.4.4,4,fishing
161650,FALSE,pel_hb,NA,NA,fishing
161650,FALSE,pel_lb,NA,NA,fishing
161651,FALSE,art_fish,5.4.1,NA,fishing
161651,FALSE,art_fish,5.4.3,NA,fishing
161651,FALSE,dem_dest,5.4.4,NA,fishing
161651,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161651,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161651,FALSE,pel_hb,NA,NA,fishing
161651,FALSE,pel_lb,NA,NA,fishing
161652,TRUE,art_fish,5.4.3,NA,fishing
161652,TRUE,dem_dest,5.4.4,3,fishing
161652,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161652,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161652,FALSE,pel_hb,NA,NA,fishing
161652,FALSE,pel_lb,NA,NA,fishing
161653,FALSE,art_fish,NA,NA,fishing
161653,FALSE,dem_dest,5.4.4,NA,fishing
161653,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161653,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161653,FALSE,pel_hb,NA,NA,fishing
161653,FALSE,pel_lb,NA,NA,fishing
161655,FALSE,art_fish,NA,NA,fishing
161655,FALSE,dem_dest,5.4.4,NA,fishing
161655,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161655,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161655,FALSE,pel_hb,NA,NA,fishing
161655,FALSE,pel_lb,NA,NA,fishing
161656,FALSE,art_fish,NA,NA,fishing
161656,FALSE,dem_dest,5.4.4,NA,fishing
161656,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161656,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161656,FALSE,pel_hb,5.4.4,NA,fishing
161656,FALSE,pel_lb,5.4.4,NA,fishing
161658,FALSE,art_fish,NA,NA,fishing
161658,FALSE,dem_dest,5.4.4,NA,fishing
161658,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161658,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161658,FALSE,pel_hb,NA,NA,fishing
161658,FALSE,pel_lb,NA,NA,fishing
161659,TRUE,art_fish,5.4.3,NA,fishing
161659,TRUE,dem_dest,5.4.4,3,fishing
161659,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161659,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161659,FALSE,pel_hb,NA,NA,fishing
161659,FALSE,pel_lb,NA,NA,fishing
161660,TRUE,art_fish,5.4.3,NA,fishing
161660,TRUE,dem_dest,5.4.4,3,fishing
161660,FALSE,dem_nondest_hb,NA,NA,fishing
161660,FALSE,dem_nondest_lb,NA,NA,fishing
161660,FALSE,pel_hb,5.4.4,NA,fishing
161660,FALSE,pel_lb,5.4.4,NA,fishing
161661,TRUE,art_fish,5.4.3,NA,fishing
161661,TRUE,dem_dest,5.4.4,3,fishing
161661,TRUE,dem_nondest_hb,5.4.4,3,fishing
161661,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161661,FALSE,pel_hb,NA,NA,fishing
161661,FALSE,pel_lb,NA,NA,fishing
161662,TRUE,art_fish,5.4.3,NA,fishing
161662,TRUE,dem_dest,5.4.4,3,fishing
161662,TRUE,dem_nondest_hb,5.4.4,3,fishing
161662,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161662,FALSE,pel_hb,NA,NA,fishing
161662,FALSE,pel_lb,NA,NA,fishing
161663,FALSE,art_fish,5.4.3,NA,fishing
161663,FALSE,dem_dest,5.4.4,NA,fishing
161663,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161663,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161663,FALSE,pel_hb,NA,NA,fishing
161663,FALSE,pel_lb,NA,NA,fishing
161664,FALSE,art_fish,5.4.1,NA,fishing
161664,FALSE,art_fish,5.4.3,NA,fishing
161664,FALSE,dem_dest,5.4.4,NA,fishing
161664,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161664,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161664,FALSE,pel_hb,NA,NA,fishing
161664,FALSE,pel_lb,NA,NA,fishing
161665,TRUE,art_fish,5.4.3,NA,fishing
161665,TRUE,dem_dest,5.4.4,3,fishing
161665,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161665,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161665,FALSE,pel_hb,5.4.4,NA,fishing
161665,FALSE,pel_lb,5.4.4,NA,fishing
161666,FALSE,art_fish,NA,NA,fishing
161666,FALSE,dem_dest,5.4.4,NA,fishing
161666,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161666,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161666,FALSE,pel_hb,NA,NA,fishing
161666,FALSE,pel_lb,NA,NA,fishing
161667,FALSE,art_fish,5.4.3,NA,fishing
161667,FALSE,dem_dest,5.4.4,NA,fishing
161667,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161667,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161667,FALSE,pel_hb,NA,NA,fishing
161667,FALSE,pel_lb,NA,NA,fishing
161669,TRUE,art_fish,5.4.1,NA,fishing
161669,TRUE,art_fish,5.4.3,NA,fishing
161669,TRUE,dem_dest,5.4.4,3,fishing
161669,TRUE,dem_nondest_hb,5.4.4,3,fishing
161669,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161669,TRUE,pel_hb,5.4.4,3,fishing
161669,FALSE,pel_lb,5.4.4,NA,fishing
161672,FALSE,art_fish,NA,NA,fishing
161672,FALSE,dem_dest,5.4.4,1,fishing
161672,FALSE,dem_nondest_hb,5.4.4,1,fishing
161672,FALSE,dem_nondest_lb,5.4.4,1,fishing
161672,FALSE,pel_hb,NA,NA,fishing
161672,FALSE,pel_lb,NA,NA,fishing
161673,TRUE,art_fish,5.4.1,NA,fishing
161673,TRUE,art_fish,5.4.3,NA,fishing
161673,TRUE,dem_dest,5.4.2,6,fishing
161673,TRUE,dem_dest,5.4.4,6,fishing
161673,TRUE,dem_nondest_hb,5.4.2,6,fishing
161673,TRUE,dem_nondest_hb,5.4.4,6,fishing
161673,FALSE,dem_nondest_lb,5.4.2,NA,fishing
161673,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161673,FALSE,pel_hb,NA,NA,fishing
161673,FALSE,pel_lb,NA,NA,fishing
161674,FALSE,art_fish,NA,NA,fishing
161674,FALSE,dem_dest,5.4.4,NA,fishing
161674,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161674,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161674,FALSE,pel_hb,NA,NA,fishing
161674,FALSE,pel_lb,NA,NA,fishing
161675,TRUE,art_fish,5.4.3,NA,fishing
161675,TRUE,dem_dest,5.4.4,3,fishing
161675,FALSE,dem_nondest_hb,5.4.4,NA,fishing
161675,FALSE,dem_nondest_lb,5.4.4,NA,fishing
161675,FALSE,pel_hb,NA,NA,fishing
