iucn_sid,sens,stressor,code,score_num,category
16476,FALSE,dem_nondest_lb,5.4.2,NA,fishing
16476,FALSE,dem_nondest_lb,5.4.4,NA,fishing
16476,FALSE,pel_hb,NA,NA,fishing
16476,FALSE,pel_lb,NA,NA,fishing
16564,TRUE,art_fish,5.4.3,NA,fishing
16564,FALSE,dem_dest,NA,NA,fishing
16564,FALSE,dem_nondest_hb,NA,NA,fishing
16564,FALSE,dem_nondest_lb,NA,NA,fishing
16564,FALSE,pel_hb,NA,NA,fishing
16564,FALSE,pel_lb,NA,NA,fishing
17013,TRUE,art_fish,5.4.1,NA,fishing
17013,FALSE,dem_dest,5.4.2,NA,fishing
17013,TRUE,dem_dest,5.4.4,3,fishing
17013,FALSE,dem_nondest_hb,5.4.2,NA,fishing
17013,FALSE,dem_nondest_hb,5.4.4,NA,fishing
17013,FALSE,dem_nondest_lb,5.4.2,NA,fishing
17013,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17013,FALSE,pel_hb,5.4.2,NA,fishing
17013,TRUE,pel_hb,5.4.4,3,fishing
17013,FALSE,pel_lb,5.4.2,NA,fishing
17013,FALSE,pel_lb,5.4.4,NA,fishing
17014,TRUE,art_fish,5.4.1,NA,fishing
17014,FALSE,dem_dest,5.4.2,NA,fishing
17014,TRUE,dem_dest,5.4.4,3,fishing
17014,FALSE,dem_nondest_hb,5.4.2,NA,fishing
17014,TRUE,dem_nondest_hb,5.4.4,3,fishing
17014,FALSE,dem_nondest_lb,5.4.2,NA,fishing
17014,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17014,FALSE,pel_hb,5.4.2,NA,fishing
17014,TRUE,pel_hb,5.4.4,3,fishing
17014,FALSE,pel_lb,5.4.2,NA,fishing
17014,FALSE,pel_lb,5.4.4,NA,fishing
17020,FALSE,art_fish,NA,NA,fishing
17020,TRUE,dem_dest,5.4.4,3,fishing
17020,FALSE,dem_nondest_hb,5.4.4,NA,fishing
17020,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17020,TRUE,pel_hb,5.4.4,3,fishing
17020,FALSE,pel_lb,5.4.4,NA,fishing
17021,FALSE,art_fish,NA,NA,fishing
17021,TRUE,dem_dest,5.4.4,3,fishing
17021,TRUE,dem_nondest_hb,5.4.4,3,fishing
17021,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17021,TRUE,pel_hb,5.4.4,3,fishing
17021,FALSE,pel_lb,5.4.4,NA,fishing
17022,TRUE,art_fish,5.4.1,NA,fishing
17022,FALSE,dem_dest,5.4.2,NA,fishing
17022,TRUE,dem_dest,5.4.4,3,fishing
17022,FALSE,dem_nondest_hb,5.4.2,NA,fishing
17022,FALSE,dem_nondest_hb,5.4.4,NA,fishing
17022,FALSE,dem_nondest_lb,5.4.2,NA,fishing
17022,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17022,FALSE,pel_hb,5.4.2,NA,fishing
17022,TRUE,pel_hb,5.4.4,3,fishing
17022,FALSE,pel_lb,5.4.2,NA,fishing
17022,FALSE,pel_lb,5.4.4,NA,fishing
17023,TRUE,art_fish,5.4.1,NA,fishing
17023,FALSE,dem_dest,5.4.2,NA,fishing
17023,TRUE,dem_dest,5.4.4,3,fishing
17023,FALSE,dem_nondest_hb,5.4.2,NA,fishing
17023,FALSE,dem_nondest_hb,5.4.4,NA,fishing
17023,FALSE,dem_nondest_lb,5.4.2,NA,fishing
17023,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17023,FALSE,pel_hb,5.4.2,NA,fishing
17023,TRUE,pel_hb,5.4.4,3,fishing
17023,FALSE,pel_lb,5.4.2,NA,fishing
17023,FALSE,pel_lb,5.4.4,NA,fishing
17026,FALSE,art_fish,NA,NA,fishing
17026,TRUE,dem_dest,5.4.4,6,fishing
17026,FALSE,dem_nondest_hb,5.4.4,NA,fishing
17026,FALSE,dem_nondest_lb,5.4.4,NA,fishing
17026,FALSE,pel_hb,5.4.4,NA,fishing
17026,FALSE,pel_lb,5.4.4,NA,fishing
17027,TRUE,art_fish,5.4.1,NA,fishing
17027,FALSE,dem_dest,5.4.2,NA,fishing
17027,FALSE,dem_dest,5.4.4,NA,fishing
17027,FALSE,dem_nondest_hb,NA,NA,fishing
17027,FALSE,dem_nondest_lb,NA,NA,fishing
17027,FALSE,pel_hb,5.4.2,NA,fishing
17027,TRUE,pel_hb,5.4.4,3,fishing
17027,FALSE,pel_lb,5.4.2,NA,fishing
17027,FALSE,pel_lb,5.4.4,NA,fishing
17028,FALSE,art_fish,NA,NA,fishing
17028,TRUE,dem_dest,5.4.4,3,fishing
17028,FALSE,dem_nondest_hb,NA,NA,fishing
17028,FALSE,dem_nondest_lb,NA,NA,fishing
17028,TRUE,pel_hb,5.4.4,3,fishing
17028,FALSE,pel_lb,5.4.4,NA,fishing
17029,TRUE,art_fish,5.4.1,NA,fishing
17029,TRUE,dem_dest,5.4.4,3,fishing
17029,FALSE,dem_nondest_hb,NA,NA,fishing
17029,FALSE,dem_nondest_lb,NA,NA,fishing
17029,TRUE,pel_hb,5.4.4,3,fishing
17029,TRUE,pel_lb,5.4.4,3,fishing
17030,FALSE,art_fish,5.4.3,NA,fishing
17030,FALSE,dem_dest,5.4.2,NA,fishing
17030,FALSE,dem_dest,5.4.4,NA,fishing
17030,FALSE,dem_nondest_hb,NA,NA,fishing
17030,FALSE,dem_nondest_lb,NA,NA,fishing
17030,FALSE,pel_hb,5.4.2,NA,fishing
17030,FALSE,pel_hb,5.4.4,NA,fishing
17030,FALSE,pel_lb,5.4.2,NA,fishing
17030,FALSE,pel_lb,5.4.4,NA,fishing
17031,TRUE,art_fish,5.4.3,NA,fishing
17031,FALSE,dem_dest,5.4.4,NA,fishing
17031,FALSE,dem_nondest_hb,NA,NA,fishing
17031,FALSE,dem_nondest_lb,NA,NA,fishing
17031,FALSE,pel_hb,5.4.4,NA,fishing
17031,FALSE,pel_lb,5.4.4,NA,fishing
17032,TRUE,art_fish,5.4.1,NA,fishing
17032,TRUE,dem_dest,5.4.4,3,fishing
17032,FALSE,dem_nondest_hb,NA,NA,fishing
17032,FALSE,dem_nondest_lb,NA,NA,fishing
17032,TRUE,pel_hb,5.4.4,3,fishing
17032,FALSE,pel_lb,5.4.4,NA,fishing
17096,FALSE,art_fish,5.4.1,NA,fishing
17096,FALSE,dem_dest,NA,NA,fishing
17096,FALSE,dem_nondest_hb,NA,NA,fishing
17096,FALSE,dem_nondest_lb,NA,NA,fishing
17096,FALSE,pel_hb,NA,NA,fishing
17096,FALSE,pel_lb,NA,NA,fishing
17245,TRUE,art_fish,5.4.1,NA,fishing
17245,TRUE,art_fish,5.4.3,NA,fishing
17245,FALSE,dem_dest,NA,NA,fishing
17245,FALSE,dem_nondest_hb,NA,NA,fishing
17245,FALSE,dem_nondest_lb,NA,NA,fishing
17245,FALSE,pel_hb,NA,NA,fishing
17245,FALSE,pel_lb,NA,NA,fishing
17978,TRUE,art_fish,5.4.3,NA,fishing
17978,TRUE,dem_dest,5.4.4,8,fishing
17978,FALSE,dem_nondest_hb,NA,NA,fishing
17978,FALSE,dem_nondest_lb,NA,NA,fishing
17978,TRUE,pel_hb,5.4.4,8,fishing
17978,FALSE,pel_lb,5.4.4,NA,fishing
18175,FALSE,art_fish,5.4.1,NA,fishing
18175,TRUE,art_fish,5.4.3,NA,fishing
18175,FALSE,dem_dest,5.4.2,NA,fishing
18175,TRUE,dem_dest,5.4.4,8,fishing
18175,FALSE,dem_nondest_hb,5.4.2,NA,fishing
18175,TRUE,dem_nondest_hb,5.4.4,8,fishing
18175,FALSE,dem_nondest_lb,5.4.2,NA,fishing
18175,FALSE,dem_nondest_lb,5.4.4,NA,fishing
18175,FALSE,pel_hb,NA,NA,fishing
18175,FALSE,pel_lb,NA,NA,fishing
18383,TRUE,art_fish,5.4.3,NA,fishing
18383,FALSE,dem_dest,5.4.4,NA,fishing
18383,FALSE,dem_nondest_hb,5.4.4,NA,fishing
18383,FALSE,dem_nondest_lb,5.4.4,NA,fishing
18383,FALSE,pel_hb,5.4.4,NA,fishing
18383,FALSE,pel_lb,5.4.4,NA,fishing
18428,FALSE,art_fish,5.4.1,NA,fishing
18428,TRUE,art_fish,5.4.3,NA,fishing
18428,FALSE,dem_dest,5.4.2,NA,fishing
18428,FALSE,dem_dest,5.4.4,NA,fishing
18428,FALSE,dem_nondest_hb,5.4.2,NA,fishing
18428,TRUE,dem_nondest_hb,5.4.4,3,fishing
18428,FALSE,dem_nondest_lb,5.4.2,NA,fishing
18428,FALSE,dem_nondest_lb,5.4.4,NA,fishing
18428,FALSE,pel_hb,NA,NA,fishing
18428,FALSE,pel_lb,NA,NA,fishing
18596,TRUE,art_fish,5.4.1,NA,fishing
18596,TRUE,art_fish,5.4.3,NA,fishing
18596,TRUE,dem_dest,5.4.4,3,fishing
18596,FALSE,dem_nondest_hb,NA,NA,fishing
18596,FALSE,dem_nondest_lb,NA,NA,fishing
18596,TRUE,pel_hb,5.4.4,3,fishing
18596,TRUE,pel_lb,5.4.4,3,fishing
19488,TRUE,art_fish,5.4.1,NA,fishing
19488,TRUE,art_fish,5.4.3,NA,fishing
19488,TRUE,dem_dest,5.4.2,7,fishing
19488,TRUE,dem_dest,5.4.4,5,fishing
19488,FALSE,dem_nondest_hb,NA,NA,fishing
19488,FALSE,dem_nondest_lb,NA,NA,fishing
19488,TRUE,pel_hb,5.4.2,7,fishing
19488,TRUE,pel_hb,5.4.4,5,fishing
19488,TRUE,pel_lb,5.4.2,7,fishing
19488,TRUE,pel_lb,5.4.4,5,fishing
19950,FALSE,art_fish,5.4.1,NA,fishing
19950,FALSE,dem_dest,5.4.2,NA,fishing
19950,FALSE,dem_nondest_hb,5.4.2,NA,fishing
19950,FALSE,dem_nondest_lb,5.4.2,NA,fishing
19950,FALSE,pel_hb,NA,NA,fishing
19950,FALSE,pel_lb,NA,NA,fishing
20047,FALSE,art_fish,NA,NA,fishing
20047,FALSE,dem_dest,5.4.2,NA,fishing
20047,FALSE,dem_nondest_hb,NA,NA,fishing
20047,FALSE,dem_nondest_lb,NA,NA,fishing
20047,TRUE,pel_hb,5.4.2,3,fishing
20047,FALSE,pel_lb,5.4.2,NA,fishing
20314,TRUE,art_fish,5.4.1,NA,fishing
20314,TRUE,dem_dest,5.4.4,3,fishing
20314,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20314,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20314,FALSE,pel_hb,5.4.4,NA,fishing
20314,FALSE,pel_lb,5.4.4,NA,fishing
20315,FALSE,art_fish,5.4.1,NA,fishing
20315,FALSE,dem_dest,5.4.4,NA,fishing
20315,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20315,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20315,FALSE,pel_hb,5.4.4,NA,fishing
20315,FALSE,pel_lb,5.4.4,NA,fishing
20316,FALSE,art_fish,NA,NA,fishing
20316,FALSE,dem_dest,5.4.4,NA,fishing
20316,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20316,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20316,FALSE,pel_hb,NA,NA,fishing
20316,FALSE,pel_lb,NA,NA,fishing
20317,FALSE,art_fish,NA,NA,fishing
20317,FALSE,dem_dest,5.4.4,NA,fishing
20317,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20317,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20317,FALSE,pel_hb,5.4.4,NA,fishing
20317,FALSE,pel_lb,5.4.4,NA,fishing
20318,FALSE,art_fish,NA,NA,fishing
20318,FALSE,dem_dest,5.4.2,NA,fishing
20318,FALSE,dem_dest,5.4.4,NA,fishing
20318,FALSE,dem_nondest_hb,5.4.2,NA,fishing
20318,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20318,FALSE,dem_nondest_lb,5.4.2,NA,fishing
20318,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20318,FALSE,pel_hb,NA,NA,fishing
20318,FALSE,pel_lb,NA,NA,fishing
20425,TRUE,art_fish,5.4.1,NA,fishing
20425,TRUE,dem_dest,5.4.4,3,fishing
20425,TRUE,dem_nondest_hb,5.4.4,3,fishing
20425,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20425,TRUE,pel_hb,5.4.4,3,fishing
20425,FALSE,pel_lb,5.4.4,NA,fishing
20729,TRUE,art_fish,5.4.1,NA,fishing
20729,TRUE,art_fish,5.4.3,NA,fishing
20729,FALSE,dem_dest,5.4.2,NA,fishing
20729,FALSE,dem_nondest_hb,NA,NA,fishing
20729,FALSE,dem_nondest_lb,NA,NA,fishing
20729,FALSE,pel_hb,5.4.2,NA,fishing
20729,FALSE,pel_lb,5.4.2,NA,fishing
20730,TRUE,art_fish,5.4.1,NA,fishing
20730,TRUE,art_fish,5.4.3,NA,fishing
20730,FALSE,dem_dest,5.4.4,NA,fishing
20730,FALSE,dem_nondest_hb,NA,NA,fishing
20730,FALSE,dem_nondest_lb,NA,NA,fishing
20730,TRUE,pel_hb,5.4.4,3,fishing
20730,TRUE,pel_lb,5.4.4,3,fishing
20731,TRUE,art_fish,5.4.1,NA,fishing
20731,FALSE,dem_dest,5.4.4,NA,fishing
20731,FALSE,dem_nondest_hb,NA,NA,fishing
20731,FALSE,dem_nondest_lb,NA,NA,fishing
20731,TRUE,pel_hb,5.4.4,3,fishing
20731,TRUE,pel_lb,5.4.4,3,fishing
20732,TRUE,art_fish,5.4.1,NA,fishing
20732,TRUE,art_fish,5.4.3,NA,fishing
20732,FALSE,dem_dest,NA,NA,fishing
20732,FALSE,dem_nondest_hb,NA,NA,fishing
20732,FALSE,dem_nondest_lb,NA,NA,fishing
20732,FALSE,pel_hb,NA,NA,fishing
20732,FALSE,pel_lb,NA,NA,fishing
20733,FALSE,art_fish,5.4.1,NA,fishing
20733,FALSE,art_fish,5.4.3,NA,fishing
20733,FALSE,dem_dest,5.4.4,NA,fishing
20733,FALSE,dem_nondest_hb,5.4.4,NA,fishing
20733,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20733,FALSE,pel_hb,5.4.4,NA,fishing
20733,FALSE,pel_lb,5.4.4,NA,fishing
20738,FALSE,art_fish,5.4.3,NA,fishing
20738,FALSE,dem_dest,5.4.4,NA,fishing
20738,FALSE,dem_nondest_hb,NA,NA,fishing
20738,FALSE,dem_nondest_lb,NA,NA,fishing
20738,FALSE,pel_hb,5.4.4,NA,fishing
20738,FALSE,pel_lb,5.4.4,NA,fishing
20795,TRUE,art_fish,5.4.1,NA,fishing
20795,FALSE,dem_dest,5.4.2,NA,fishing
20795,FALSE,dem_dest,5.4.4,NA,fishing
20795,FALSE,dem_nondest_hb,5.4.2,NA,fishing
20795,TRUE,dem_nondest_hb,5.4.4,3,fishing
20795,FALSE,dem_nondest_lb,5.4.2,NA,fishing
20795,FALSE,dem_nondest_lb,5.4.4,NA,fishing
20795,FALSE,pel_hb,NA,NA,fishing
20795,FALSE,pel_lb,NA,NA,fishing
21309,TRUE,art_fish,5.4.1,NA,fishing
21309,TRUE,dem_dest,5.4.2,7,fishing
21309,TRUE,dem_nondest_hb,5.4.2,7,fishing
21309,FALSE,dem_nondest_lb,5.4.2,NA,fishing
21309,TRUE,pel_hb,5.4.2,7,fishing
21309,FALSE,pel_lb,5.4.2,NA,fishing
21341,FALSE,art_fish,5.4.1,NA,fishing
21341,FALSE,art_fish,5.4.3,NA,fishing
21341,FALSE,dem_dest,5.4.2,NA,fishing
21341,FALSE,dem_dest,5.4.4,NA,fishing
21341,FALSE,dem_nondest_hb,5.4.2,NA,fishing
21341,FALSE,dem_nondest_hb,5.4.4,NA,fishing
21341,FALSE,dem_nondest_lb,5.4.2,NA,fishing
21341,FALSE,dem_nondest_lb,5.4.4,NA,fishing
21341,FALSE,pel_hb,5.4.2,NA,fishing
21341,FALSE,pel_hb,5.4.4,NA,fishing
21341,FALSE,pel_lb,5.4.2,NA,fishing
21341,FALSE,pel_lb,5.4.4,NA,fishing
21342,FALSE,art_fish,5.4.1,NA,fishing
21342,FALSE,art_fish,5.4.3,NA,fishing
21342,FALSE,dem_dest,5.4.2,NA,fishing
21342,FALSE,dem_dest,5.4.4,NA,fishing
21342,FALSE,dem_nondest_hb,5.4.2,NA,fishing
21342,FALSE,dem_nondest_hb,5.4.4,NA,fishing
21342,FALSE,dem_nondest_lb,5.4.2,NA,fishing
21342,FALSE,dem_nondest_lb,5.4.4,NA,fishing
21342,FALSE,pel_hb,NA,NA,fishing
21342,FALSE,pel_lb,NA,NA,fishing
21343,FALSE,art_fish,5.4.1,NA,fishing
21343,FALSE,art_fish,5.4.3,NA,fishing
21343,FALSE,dem_dest,5.4.2,NA,fishing
21343,FALSE,dem_dest,5.4.4,NA,fishing
21343,FALSE,dem_nondest_hb,5.4.2,NA,fishing
21343,FALSE,dem_nondest_hb,5.4.4,NA,fishing
21343,FALSE,dem_nondest_lb,5.4.2,NA,fishing
21343,FALSE,dem_nondest_lb,5.4.4,NA,fishing
21343,FALSE,pel_hb,5.4.2,NA,fishing
21343,FALSE,pel_hb,5.4.4,NA,fishing
21343,FALSE,pel_lb,5.4.2,NA,fishing
21343,FALSE,pel_lb,5.4.4,NA,fishing
21856,TRUE,art_fish,5.4.1,NA,fishing
21856,TRUE,art_fish,5.4.3,NA,fishing
21856,TRUE,dem_dest,5.4.2,3,fishing
21856,TRUE,dem_dest,5.4.4,3,fishing
21856,FALSE,dem_nondest_hb,NA,NA,fishing
21856,FALSE,dem_nondest_lb,NA,NA,fishing
21856,TRUE,pel_hb,5.4.2,3,fishing
21856,TRUE,pel_hb,5.4.4,3,fishing
21856,TRUE,pel_lb,5.4.2,3,fishing
21856,TRUE,pel_lb,5.4.4,3,fishing
21857,FALSE,art_fish,NA,NA,fishing
21857,FALSE,dem_dest,5.4.2,NA,fishing
21857,FALSE,dem_nondest_hb,NA,NA,fishing
21857,FALSE,dem_nondest_lb,NA,NA,fishing
21857,TRUE,pel_hb,5.4.2,3,fishing
21857,TRUE,pel_lb,5.4.2,3,fishing
21858,FALSE,art_fish,NA,NA,fishing
21858,FALSE,dem_dest,5.4.2,NA,fishing
21858,FALSE,dem_nondest_hb,NA,NA,fishing
21858,FALSE,dem_nondest_lb,NA,NA,fishing
21858,TRUE,pel_hb,5.4.2,3,fishing
21858,FALSE,pel_lb,5.4.2,NA,fishing
21859,FALSE,art_fish,NA,NA,fishing
21859,FALSE,dem_dest,5.4.2,NA,fishing
21859,FALSE,dem_dest,5.4.4,NA,fishing
21859,FALSE,dem_nondest_hb,NA,NA,fishing
21859,FALSE,dem_nondest_lb,NA,NA,fishing
21859,TRUE,pel_hb,5.4.2,3,fishing
21859,TRUE,pel_hb,5.4.4,3,fishing
21859,TRUE,pel_lb,5.4.2,3,fishing
21859,TRUE,pel_lb,5.4.4,3,fishing
21860,FALSE,art_fish,NA,NA,fishing
21860,FALSE,dem_dest,5.4.2,NA,fishing
21860,FALSE,dem_nondest_hb,NA,NA,fishing
21860,FALSE,dem_nondest_lb,NA,NA,fishing
21860,TRUE,pel_hb,5.4.2,8,fishing
21860,TRUE,pel_lb,5.4.2,8,fishing
22003,FALSE,art_fish,NA,NA,fishing
22003,TRUE,dem_dest,5.4.2,3,fishing
22003,TRUE,dem_dest,5.4.4,3,fishing
22003,TRUE,dem_nondest_hb,5.4.2,3,fishing
22003,TRUE,dem_nondest_hb,5.4.4,3,fishing
22003,FALSE,dem_nondest_lb,5.4.2,NA,fishing
22003,FALSE,dem_nondest_lb,5.4.4,NA,fishing
22003,TRUE,pel_hb,5.4.2,3,fishing
22003,TRUE,pel_hb,5.4.4,3,fishing
22003,FALSE,pel_lb,5.4.2,NA,fishing
22003,FALSE,pel_lb,5.4.4,NA,fishing
22103,TRUE,art_fish,5.4.1,NA,fishing
22103,FALSE,dem_dest,5.4.2,NA,fishing
22103,TRUE,dem_dest,5.4.4,3,fishing
22103,FALSE,dem_nondest_hb,5.4.2,NA,fishing
22103,TRUE,dem_nondest_hb,5.4.4,3,fishing
22103,FALSE,dem_nondest_lb,5.4.2,NA,fishing
22103,FALSE,dem_nondest_lb,5.4.4,NA,fishing
22103,FALSE,pel_hb,5.4.2,NA,fishing
22103,TRUE,pel_hb,5.4.4,3,fishing
22103,FALSE,pel_lb,5.4.2,NA,fishing
22103,FALSE,pel_lb,5.4.4,NA,fishing
22104,TRUE,art_fish,5.4.1,NA,fishing
22104,TRUE,art_fish,5.4.3,NA,fishing
22104,TRUE,dem_dest,5.4.4,3,fishing
22104,TRUE,dem_nondest_hb,5.4.4,3,fishing
22104,FALSE,dem_nondest_lb,5.4.4,NA,fishing
22104,TRUE,pel_hb,5.4.4,3,fishing
22104,FALSE,pel_lb,5.4.4,NA,fishing
22563,TRUE,art_fish,5.4.1,NA,fishing
22563,TRUE,art_fish,5.4.3,NA,fishing
22563,FALSE,dem_dest,NA,NA,fishing
22563,FALSE,dem_nondest_hb,NA,NA,fishing
22563,FALSE,dem_nondest_lb,NA,NA,fishing
22563,FALSE,pel_hb,NA,NA,fishing
22563,FALSE,pel_lb,NA,NA,fishing
23211,FALSE,art_fish,NA,NA,fishing
23211,TRUE,dem_dest,5.4.4,3,fishing
23211,FALSE,dem_nondest_hb,NA,NA,fishing
23211,FALSE,dem_nondest_lb,NA,NA,fishing
23211,TRUE,pel_hb,5.4.4,3,fishing
23211,FALSE,pel_lb,5.4.4,NA,fishing
39303,FALSE,art_fish,5.4.1,NA,fishing
39303,FALSE,dem_dest,5.4.2,NA,fishing
39303,FALSE,dem_nondest_hb,5.4.2,NA,fishing
39303,FALSE,dem_nondest_lb,5.4.2,NA,fishing
39303,FALSE,pel_hb,NA,NA,fishing
39303,FALSE,pel_lb,NA,NA,fishing
39324,TRUE,art_fish,5.4.1,NA,fishing
39324,TRUE,art_fish,5.4.3,NA,fishing
39324,FALSE,dem_dest,5.4.2,NA,fishing
39324,FALSE,dem_dest,5.4.4,NA,fishing
39324,FALSE,dem_nondest_hb,NA,NA,fishing
39324,FALSE,dem_nondest_lb,NA,NA,fishing
39324,FALSE,pel_hb,5.4.2,NA,fishing
39324,FALSE,pel_hb,5.4.4,NA,fishing
39324,FALSE,pel_lb,5.4.2,NA,fishing
39324,FALSE,pel_lb,5.4.4,NA,fishing
39328,FALSE,art_fish,NA,NA,fishing
39328,FALSE,dem_dest,5.4.2,NA,fishing
39328,FALSE,dem_dest,5.4.4,NA,fishing
39328,FALSE,dem_nondest_hb,5.4.2,NA,fishing
39328,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39328,FALSE,dem_nondest_lb,5.4.2,NA,fishing
39328,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39328,FALSE,pel_hb,NA,NA,fishing
39328,FALSE,pel_lb,NA,NA,fishing
39329,FALSE,art_fish,5.4.3,NA,fishing
39329,FALSE,dem_dest,5.4.4,NA,fishing
39329,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39329,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39329,FALSE,pel_hb,NA,NA,fishing
39329,FALSE,pel_lb,NA,NA,fishing
39331,FALSE,art_fish,5.4.3,NA,fishing
39331,FALSE,dem_dest,5.4.2,NA,fishing
39331,FALSE,dem_dest,5.4.4,NA,fishing
39331,FALSE,dem_nondest_hb,5.4.2,NA,fishing
39331,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39331,FALSE,dem_nondest_lb,5.4.2,NA,fishing
39331,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39331,FALSE,pel_hb,NA,NA,fishing
39331,FALSE,pel_lb,NA,NA,fishing
39332,FALSE,art_fish,5.4.1,NA,fishing
39332,FALSE,art_fish,5.4.3,NA,fishing
39332,FALSE,dem_dest,5.4.4,NA,fishing
39332,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39332,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39332,FALSE,pel_hb,NA,NA,fishing
39332,FALSE,pel_lb,NA,NA,fishing
39333,FALSE,art_fish,5.4.1,NA,fishing
39333,FALSE,dem_dest,5.4.4,NA,fishing
39333,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39333,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39333,FALSE,pel_hb,5.4.4,NA,fishing
39333,FALSE,pel_lb,5.4.4,NA,fishing
39334,FALSE,art_fish,5.4.1,NA,fishing
39334,FALSE,art_fish,5.4.3,NA,fishing
39334,FALSE,dem_dest,5.4.4,NA,fishing
39334,FALSE,dem_nondest_hb,5.4.4,NA,fishing
39334,FALSE,dem_nondest_lb,5.4.4,NA,fishing
39334,FALSE,pel_hb,NA,NA,fishing
39334,FALSE,pel_lb,NA,NA,fishing
39335,FALSE,art_fish,5.4.1,NA,fishing
39335,FALSE,art_fish,5.4.3,NA,fishing
39335,FALSE,dem_dest,NA,NA,fishing
39335,FALSE,dem_nondest_hb,NA,NA,fishing
39335,FALSE,dem_nondest_lb,NA,NA,fishing
39335,FALSE,pel_hb,NA,NA,fishing
39335,FALSE,pel_lb,NA,NA,fishing
39336,TRUE,art_fish,5.4.3,NA,fishing
39336,FALSE,dem_dest,5.4.4,NA,fishing
39336,FALSE,dem_nondest_hb,NA,NA,fishing
39336,FALSE,dem_nondest_lb,NA,NA,fishing
39336,TRUE,pel_hb,5.4.4,4,fishing
39336,TRUE,pel_lb,5.4.4,4,fishing
39337,TRUE,art_fish,5.4.3,NA,fishing
39337,FALSE,dem_dest,5.4.4,NA,fishing
39337,FALSE,dem_nondest_hb,NA,NA,fishing
39337,FALSE,dem_nondest_lb,NA,NA,fishing
39337,TRUE,pel_hb,5.4.4,5,fishing
39337,FALSE,pel_lb,5.4.4,NA,fishing
39338,FALSE,art_fish,5.4.3,NA,fishing
39338,FALSE,dem_dest,5.4.4,NA,fishing
39338,FALSE,dem_nondest_hb,NA,NA,fishing
39338,FALSE,dem_nondest_lb,NA,NA,fishing
39338,FALSE,pel_hb,5.4.4,NA,fishing
39338,FALSE,pel_lb,5.4.4,NA,fishing
39339,TRUE,art_fish,5.4.1,NA,fishing
39339,TRUE,art_fish,5.4.3,NA,fishing
39339,TRUE,dem_dest,5.4.2,6,fishing
39339,TRUE,dem_dest,5.4.4,6,fishing
39339,FALSE,dem_nondest_hb,NA,NA,fishing
39339,FALSE,dem_nondest_lb,NA,NA,fishing
39339,TRUE,pel_hb,5.4.2,6,fishing
39339,TRUE,pel_hb,5.4.4,6,fishing
39339,TRUE,pel_lb,5.4.2,6,fishing
39339,TRUE,pel_lb,5.4.4,6,fishing
39341,TRUE,art_fish,5.4.1,NA,fishing
39341,TRUE,art_fish,5.4.3,NA,fishing
39341,TRUE,dem_dest,5.4.2,5,fishing
39341,TRUE,dem_dest,5.4.4,5,fishing
39341,FALSE,dem_nondest_hb,NA,NA,fishing
39341,FALSE,dem_nondest_lb,NA,NA,fishing
39341,TRUE,pel_hb,5.4.2,5,fishing
39341,TRUE,pel_hb,5.4.4,5,fishing
39341,TRUE,pel_lb,5.4.2,5,fishing
39341,TRUE,pel_lb,5.4.4,5,fishing
39342,TRUE,art_fish,5.4.1,NA,fishing
39342,TRUE,art_fish,5.4.3,NA,fishing
39342,TRUE,dem_dest,5.4.2,5,fishing
39342,TRUE,dem_dest,5.4.4,5,fishing
39342,FALSE,dem_nondest_hb,NA,NA,fishing
39342,FALSE,dem_nondest_lb,NA,NA,fishing
39342,TRUE,pel_hb,5.4.2,5,fishing
39342,TRUE,pel_hb,5.4.4,5,fishing
39342,TRUE,pel_lb,5.4.2,5,fishing
39342,TRUE,pel_lb,5.4.4,5,fishing
39345,TRUE,art_fish,5.4.1,NA,fishing
39345,TRUE,art_fish,5.4.3,NA,fishing
39345,FALSE,dem_dest,NA,NA,fishing
39345,FALSE,dem_nondest_hb,NA,NA,fishing
