iucn_sid,subpop,poly_km2
22696686,NA,912459.6578835216
22728328,NA,29134435.658216126
22728372,NA,35282964.89234873
22729604,NA,23868566.635333296
22698375,NA,109982294.50971155
22729609,NA,54804690.58251988
22694542,NA,5211221.663761854
22694841,NA,20362643.30839787
22697875,NA,58581482.54521775
22721043,NA,29206718.112337045
22696753,NA,702773.8665103213
22727668,NA,8893572.8319003
22727683,NA,5417681.01136963
22698182,NA,109799820.89543828
22694299,NA,720417.091512724
22683093,NA,572332.9685386269
22698567,NA,1596075.91629271
22702107,NA,74685.21021754146
22705993,NA,970986.529991123
22698124,NA,21293229.158711392
22697987,NA,34420908.166237436
22698230,NA,2989517.104389645
22693216,NA,33190531.40977615
22694887,NA,744430.3199101218
22696641,NA,117597770.83347382
22696894,NA,2002487.0857013767
22728011,NA,12674661.910355214
22711374,NA,10354698.062674865
22718588,NA,608.3319227077412
22696898,NA,529277.901705515
22704600,NA,197682.9275287734
22705986,NA,396973.07796094514
22694918,NA,1883339.1691720989
22724332,NA,10214123.728651451
22721836,NA,15147172.919831296
22683045,NA,3398489.468142983
22696931,NA,2501649.917094038
22680364,NA,10989351.95693381
22718414,NA,815796.0996682104
22693852,NA,1010983.2020123707
22721058,NA,13004434.270696988
22693862,NA,8934356.96333941
22693828,NA,4442943.796594758
22693879,NA,1462237.2792539033
22718371,NA,3891210.1739503643
22718375,NA,591120.5063336373
22700142,NA,2835657.0860599806
22693644,NA,1821882.1061111193
22683265,NA,193724.20754445306
22725846,NA,6823580.45452155
22695137,NA,23277040.44395077
22695144,NA,15549097.843289645
22695097,NA,5127370.702111547
22695147,NA,1505404.0758993519
22710333,NA,23687917.95884466
22718187,NA,712666.8438131959
22718194,NA,1319875.0496284137
22695163,NA,3707887.547828758
22712198,NA,624323.0772114741
22679946,NA,4854974.902869044
22727969,NA,59217620.31401226
22694875,NA,2263571.942179884
22694870,NA,2519525.410682804
22729000,NA,1281170.482569033
22721046,NA,77792.42841824576
22713615,NA,7403210.360679832
22693427,NA,21933209.69888818
22693404,NA,12751931.91915777
22693399,NA,27065094.845501453
22694343,NA,8106311.378472375
22694379,NA,5985921.7337776655
22693396,NA,25809606.72335951
22693468,NA,28953892.614399172
22694393,NA,69935.22852798605
22732425,NA,6240988.2228448205
22693373,NA,16118059.528927483
22693383,NA,9990778.433629045
22693392,NA,3687288.1201199004
22734194,NA,6916128.342431114
22693356,NA,2292415.8982456294
22724836,NA,5830953.158632178
22724879,NA,5162178.690305217
22696756,NA,91.21057112871526
22712065,NA,11742614.014663555
22720722,NA,1.553986508842826
22696901,NA,88194.52926950414
22683649,NA,14157184.625476448
22683652,NA,16946715.06028316
22697017,NA,17921027.029420536
22696998,NA,15354740.955991529
22697012,NA,147621.16581466465
22697008,NA,19067243.575412568
22697031,NA,35092270.18339703
22697028,NA,1764501.955117209
22697133,NA,7868535.624373879
22697128,NA,3991850.348250367
22697143,NA,3860423.236369709
22694279,NA,392125.029413529
22728990,NA,1390871.9411420056
22694896,NA,5455056.899799984
22693264,NA,61230798.006879985
22680455,NA,37078063.754506335
22697043,NA,76286461.10406265
22693528,NA,16988448.659022883
22693277,NA,34169893.893326364
22727677,NA,13576924.119738415
22683027,NA,28202475.90424045
22683117,NA,218566.248753948
22683042,NA,3655192.838668808
22683037,NA,4674328.275141587
22683033,NA,3463736.1961045065
22679859,NA,1613516.682382029
22680301,NA,52926537.16185018
22680252,NA,53437.43365628986
22680145,NA,4317287.048164114
22680178,NA,1483223.1410785313
22680310,NA,4166039.587795645
22680287,NA,2991584.6977118836
22680306,NA,7506.026019343174
22680214,NA,279937.11167878914
22680174,NA,6575066.183291624
22680170,NA,9213622.593861608
22680217,NA,8845309.636686664
22680221,NA,8476793.264153177
22696719,NA,6824500.202503274
22696712,NA,6866922.35461045
22694794,NA,168965335.42048582
22694805,NA,5483959.416494057
22679881,NA,10569154.373232124
22679872,NA,245976.492306126
22693855,NA,8331285.3515860615
22694799,NA,84112719.53220756
22679919,NA,255440.52216871816
22679869,NA,7102576.31271943
22697752,NA,12371332.109093627
22697888,NA,60101972.00606448
22686831,NA,214046.12630289138
22686806,NA,16132.272247126873
22686839,NA,592893.1919863487
22696993,NA,51692018.94520677
22693336,NA,13072011.997395221
22693341,NA,1074815.5558653295
22689535,NA,7713158.3875508895
22680402,NA,16198604.218271958
22680367,NA,11782106.490290027
22680387,NA,6825013.889103884
22680358,NA,27586612.216047872
22680391,NA,33316871.99131185
22680398,NA,16793613.177016903
22679830,NA,2736871.3910451727
22680462,NA,15692216.241947183
22693584,NA,5802844.890681906
22697353,NA,1425382.9256418045
22698136,NA,8090659.1772432625
22695909,NA,6389.677468308129
22728182,NA,53954119.649845146
22693567,NA,8219.09274247862
22693414,NA,12246444.715881955
22693369,NA,13217166.750246488
22693363,NA,6898574.120492164
22693464,NA,3247714.5208240035
22693376,NA,4634457.922736012
22693408,NA,33471993.171087712
22693379,NA,22098804.74776186
22693388,NA,17584358.862799723
22693359,NA,3575663.8613292123
22689906,NA,2105064.1071491013
22692667,NA,24088916.573154222
22694210,NA,1879641.3746614866
22689985,NA,5312716.765107959
22694864,NA,6817083.863818763
22694861,NA,6808696.1993787605
22694218,NA,17885700.619254623
22694867,NA,2647371.739651557
22683982,NA,8599616.12436504
22697728,NA,2548973.327277663
22697738,NA,94658392.51916741
22697724,NA,11561729.2877018
22696645,NA,103035196.38539147
22718560,NA,15216063.427824587
22698335,NA,48012515.04132816
22721033,NA,27580105.03637412
22736215,NA,2507401.9014888396
22713491,NA,18929196.597029477
22717383,NA,24411300.774341706
22696705,NA,17976599.625720184
22697748,NA,21657131.923779543
22698188,NA,117409861.41602199
22698195,NA,14595563.54690466
22698201,NA,63607169.788459286
22698175,NA,119963361.11054116
22698216,NA,112949642.37683257
22698132,NA,117388743.86941198
22693431,NA,17940136.44331315
22693452,NA,537342.4835954226
22732244,NA,58806208.55946531
45061132,NA,46036415.89565776
22729421,NA,14809976.515787346
22728364,NA,38674167.21452736
22698172,NA,32884751.33421361
62289571,NA,87993078.92526148
22694160,NA,20146857.630848095
22683645,NA,23875911.228501536
22698314,NA,56488370.782150835
22698305,NA,97772350.41328406
22698310,NA,11232098.416200731
22728323,NA,65315175.79032693
22735250,NA,11153673.199138666
22697793,NA,20777681.316049557
22728318,NA,41292113.51181352
22697870,NA,97371253.89474487
22734408,NA,7013286.514915479
22696500,NA,26161382.702505887
22694927,NA,19147343.239878103
22697733,NA,108234403.4561302
22697866,NA,29451058.18137775
22694313,NA,1457966.7788962496
22694428,NA,5025790.919140484
22694271,NA,498432.40619845595
22694740,NA,173979002.94975483
22698365,NA,45350856.10631554
22698431,NA,61331496.40693599
22698448,NA,74642416.66162844
22697817,NA,885813.3035412781
22698388,NA,66986728.98488908
22698209,NA,210160168.5078646
22693556,NA,2171631.6038023154
22696944,NA,8484025.791933434
22735929,NA,7447018.481286255
22694447,NA,1443958.5523809213
22724845,NA,8591644.13587153
22698020,NA,15494657.472043836
22694585,NA,63.919750746505386
22678625,NA,75.19627217391107
22693199,NA,6598584.262970787
22694473,NA,17367390.801619295
22698350,NA,84627263.8554181
22694601,NA,34903349.02923818
22694479,NA,60417079.62386627
22717336,NA,1260034.4030779186
103727557,NA,5394057.719770864
22715501,NA,3277909.05420336
22713519,NA,702791.5559081929
22712294,NA,6029453.127249252
22705499,NA,524241.75694888254
22712077,NA,6579515.804420134
22717434,NA,41732092.08448143
22706016,NA,34118979.81586492
22693868,NA,18276902.144833196
22694750,NA,147188.04306495123
22694915,NA,8096953.437408198
22694906,NA,19779444.558972016
22694921,NA,4834932.3507897705
22693424,NA,977273.686154529
22697123,NA,34078005.99455075
22693928,NA,34959.31476756008
22686815,NA,9742777.723139752
22718556,NA,16554270.53955573
22694852,NA,9319340.638209533
22694837,NA,14713484.655189713
22694924,NA,5458736.832696069
104007058,NA,17209554.64225402
102998555,NA,37785365.70775419
22721123,NA,211096.75015688196
22728393,NA,2904622.437645591
22717629,NA,1342362.4010742067
103817982,NA,83399.73196781053
22718567,NA,497601.29516858316
22724178,NA,2816597.8329205094
22710051,NA,24974957.387861565
22718770,NA,559286.2074706177
22724326,NA,918524.9527640161
22724323,NA,207006.00620850263
22718575,NA,30542460.763251387
103773898,NA,39231050.59092761
22716364,NA,1273158.3218108783
22721016,NA,511190.3046925584
22679896,NA,9421501.325377291
22679943,NA,259364.592559676
22693420,NA,3299407.8744050586
22679958,NA,595801.4666938193
22705929,NA,15225068.80467703
22697789,NA,384824.1033241816
22692384,NA,42528.43165083221
22697829,NA,23359436.370656446
132434704,NA,39186045.96457
132341128,NA,86645652.28582777
132441735,NA,6006364.395850759
132438298,NA,110025337.72990818
132450926,NA,4224560.111229229
22729877,NA,3261696.4949072283
22678611,NA,84419.94707869887
22680492,NA,35370520.54414937
22680485,NA,37225501.11428478
22697203,NA,5236165.088702795
22710259,NA,1288299.839297309
22697365,NA,3679115.3500545924
22697360,NA,8269177.99486824
22696606,NA,23714941.919763498
22696628,NA,106791.02499810739
22696610,NA,23643743.27890897
22698049,NA,1846626.6067719872
22698252,NA,4009124.2349983067
132468585,NA,125602.72974726984
132467692,NA,12465671.938860934
22694476,NA,3404341.738290441
22694629,NA,61272189.473983854
22680021,NA,340.92872561915556
22694591,NA,7944007.774130342
22694847,NA,22204345.26928486
104062579,NA,3955555.3357629543
99008295,NA,71391.61860067966
191214,NA,3468141.382061181
190092,NA,161549.47695252553
97756224,NA,1088987.1748210592
98842673,NA,51139.43615826154
63245,NA,220260.6434604326
201948,NA,1136415.335188756
172314,NA,122625.1546941578
191208,NA,466770.95366140996
98471256,NA,19623.312911582816
99087971,NA,1262413.432679859
98891738,NA,186.29288080556373
98835748,NA,302569.77777763165
98893303,NA,352703.44016612007
167997,NA,689874.680532039
99092808,NA,686764.3320028305
201947,NA,255437.2869726681
98470734,NA,13587834.206746066
195080,NA,359147.2071546399
135559,NA,493188.81882531167
98832271,NA,6749099.545619238
98471684,NA,630483.6040906161
16406635,NA,289579.30773844506
98472446,NA,3911992.612111937
98472718,NA,573708.5463013909
155123,NA,4918525.0330563355
98940490,NA,445273.4750151822
129294973,NA,1336737.1204264697
98470668,NA,3586505.5934097744
97758877,NA,281899.50832688133
16466332,NA,1468095.0614136772
49830716,NA,1526844.8309919692
99008356,NA,15398.35882942986
190104,NA,2110080.249358443
46075359,NA,233205.10966464382
195023,NA,878196.0148933732
182512,NA,678302.1295526867
16440016,NA,1434878.475348079
190383,NA,2382095.5227103415
49829560,NA,3196757.3681904846
201998,NA,453151.4195562625
98471289,NA,205415.23013920963
195021,NA,1154991.9313243115
181746,NA,226398.5745696706
98841657,NA,56594.19830126518
191206,NA,3940611.1644076016
19926,NA,21042.8618279335
91350773,NA,118775.3044697074
98472093,NA,395464.1579073913
98987864,NA,33922.50815335977
135611,NA,1037.1789485911518
16405644,NA,2193017.8945924477
167761,NA,4110453.9257022855
49830042,NA,12808095.581157593
135537,NA,555572.3783685181
98983227,NA,541912.2358516313
16466246,NA,788146.8733844524
98472694,NA,336562.6628480976
181159,NA,70367.83214085172
99004333,NA,933754.4899764769
98798304,NA,126551.10795570644
98990237,NA,62393.058778581486
134554100,NA,14073.176916995211
98839225,NA,290036.64917811967
98807658,NA,828065.2471837304
15522042,NA,757626.9869250975
75153777,NA,1463335.3253190378
98892186,NA,3347305.656208846
60752,NA,34377.190771488335
75153576,NA,1945754.6722225724
904,NA,1061630.9294376024
182611,NA,836571.8020933948
98798114,NA,190645.90819104458
907,NA,136669.364807818
21627,NA,90847.43107154053
198583,NA,3859637.5044400045
99167321,NA,51223.53513502455
97755641,NA,9834525.98183013
182664,NA,10711.140805859106
155181,NA,2554295.187615292
99167483,NA,335928.3398472196
18124888,NA,57726.34553586404
155235,NA,703148.2401430309
196674,NA,51937.15528780809
198581,NA,8228201.014858966
196319,NA,10334729.634190865
186512,NA,1555722.3147017315
155311,NA,1176628.0292140222
183245,NA,917294.9364585177
183382,NA,223495.21608255352
154743,NA,1371182.5972467335
183309,NA,865195.7641847361
183437,NA,899002.5861699306
154793,NA,2486968.747010878
183387,NA,272336.31180196366
183720,NA,29450.856802965125
183910,NA,737391.6559125808
154774,NA,3908388.9661514643
183379,NA,392621.40781470056
183416,NA,767623.4451148738
183922,NA,859980.6419730153
135707,NA,416576.2144384234
183876,NA,355927.0551318159
154814,NA,521068.82071192656
155240,NA,1937400.8644391214
183235,NA,1163819.7044497246
154975,NA,171812.72329268526
154968,NA,360908.58982496447
183635,NA,571512.0441421628
183414,NA,260773.8154258537
159099284,NA,256048.3039261243
167802,NA,141364.01747229765
183709,NA,319871.5614538104
154989,NA,1361656.7338107696
91350886,NA,2180617.3903793497
183619,NA,814985.9403766763
75155263,NA,12352957.05680913
91351350,NA,7244.280602788444
56852265,NA,2919330.727412648
166863,NA,9263811.647119207
191212,NA,323293.377898904
99005308,NA,1838314.877026272
98471539,NA,162.08034739925944
183757,NA,385549.64259744535
16405685,NA,3138968.7262932668
188076,NA,317373.74871967756
184000,NA,436726.9905389207
183516,NA,617427.2001077562
91351277,NA,8581.120770491765
183604,NA,360339.4643570918
183917,NA,936698.7145254782
183657,NA,1150678.6448339096
183244,NA,438241.03687659715
155294,NA,941184.0858252143
155020,NA,750397.7931888109
155253,NA,1448103.3885588408
98472935,NA,240113.3618122234
903,NA,606572.6825391834
98888849,NA,187290.51243066805
180980,NA,1045961.4121715326
91350867,NA,172692.440077015
182663,NA,275932.99492459564
91351321,NA,4335.572879248355
183670,NA,128548.88338182961
16465921,NA,1155776.31720882
98890443,NA,625464.3850420434
99093073,NA,1240296.4604897532
180141,NA,327896.6606253659
4987,NA,132779.99431909632
196318,NA,13558886.750221107
44664,NA,8274.208187059761
98831444,NA,128284.02970115047
191211,NA,333016.6122658916
99086401,NA,36934.24629198704
99092571,NA,99602.62469476614
167944,NA,180561.91309749545
46075339,NA,1118786.570795998
97755938,NA,1829091.7865651369
183464,NA,811569.9304372797
114164251,NA,1158076.9256543964
135533,NA,376.0994067202519
98468550,NA,372394.8553788086
99167147,NA,759535.1832633761
61207,NA,5851616.359000143
183470,NA,906420.8861195071
99000675,NA,13420.752728396108
