stressor,desc,mean_pct_imp,mean_pct_incr1,mean_pct_decr1,mean_pct_incr2,mean_pct_decr2,mean_pct_incr3,mean_pct_decr3,mean_range_km2,sd_pct_imp,sd_pct_incr2,sd_pct_decr2,sd_pct_incr3,sd_pct_decr3,sd_range_km2
dem_nondest_lb,bony fishes,0.010590343166804645,4.0045204110025783e-4,3.70072236188716e-5,3.0471196218356534e-4,5.287973656717596e-5,1.8303188482530982e-5,2.434770015364939e-5,6851864.5622825,0.05678377043126673,0.001432686180072394,4.443478566110735e-4,1.1912487154694733e-4,2.3232524647596406e-4,32006205.96244186
direct_human,bony fishes,0.010320214558475722,0.00938853092171409,3.157480778487e-4,5.501401390493266e-4,2.974931293390922e-5,0,0,6851864.5622825,0.04442851348943021,0.0032431175951373025,2.9418349336428915e-4,0,0,32006205.96244186
light,bony fishes,0,0,0,0,0,0,0,6851864.5622825,0,0,0,0,0,32006205.96244186
nutrient,bony fishes,0.009137866897729075,5.335070391159081e-7,0,0.001138277109343574,0.0010744129331613332,1.0798608122985389e-4,3.752300840419527e-5,6851864.5622825,0.07056036633975407,0.007410585443120667,0.013781077037485068,9.33595611032473e-4,4.171404086365306e-4,32006205.96244186
oa,bony fishes,0,0,0,0,0,0,0,6851864.5622825,0,0,0,0,0,32006205.96244186
organic,bony fishes,0.0030107294045311453,0,9.153080506295165e-6,1.0392547012501774e-4,7.340054375898143e-5,8.511673809646351e-5,6.872663063792209e-6,6851864.5622825,0.037763510874048306,0.0014437787727890478,0.001019712942966809,0.0011824795165697875,9.547808667209376e-5,32006205.96244186
pel_hb,bony fishes,0.01152789355016489,0.0015347774721010678,1.1557622404903271e-4,0.0021180276199933984,3.054108715069505e-4,7.289433119687882e-5,1.6214671991858644e-5,6851864.5622825,0.064566161739909,0.01803941332964602,0.0020566565131576345,6.113552225967574e-4,1.716108552126283e-4,32006205.96244186
pel_lb,bony fishes,0.02907583747854306,0.0032249034015725585,8.813651478964802e-4,2.7284960037021055e-4,2.1889763399935425e-4,4.170627121282211e-6,1.7506410094672672e-6,6851864.5622825,0.12549843432457836,0.0018400546839431949,0.0020849867282271327,3.81429008085945e-5,1.3553214438866309e-5,32006205.96244186
shipping,bony fishes,0,0,0,0,0,0,0,6851864.5622825,0,0,0,0,0,32006205.96244186
slr,bony fishes,0,0,0,0,0,0,0,6851864.5622825,0,0,0,0,0,32006205.96244186
sst,bony fishes,0.09237004037306507,0,0,0.00932379285662122,2.7855143900821926e-5,0.07746262506639397,8.982089263084454e-5,6851864.5622825,0.2570842072576933,0.0408065930314099,2.8363806553546357e-4,0.2253931359350659,0.0010625927345914775,32006205.96244186
art_fish,cone snails,0.016510310794839254,0,0,0,0.0015849376605108973,0,0,11170.897576487412,0.12266071316990526,0,0.012973273872707908,0,0,28546.47653056174
cumulative,cone snails,0.126403657755998,0.021654883418210383,0.023514008880324736,0.06162866988840217,0.0015849376605108973,0.003095784774221449,0,11170.897576487412,0.31595061393150764,0.23875307310429597,0.012973273872707908,0.025340090482794064,0,28546.47653056174
dem_dest,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
dem_nondest_hb,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
dem_nondest_lb,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
direct_human,cone snails,0.10487038483584855,0.021654883418210383,0.023514008880324736,0.05970149253731343,0,0,0,11170.897576487412,0.2963813926991443,0.23872115183006284,0,0,0,28546.47653056174
light,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
nutrient,cone snails,0.005022962125310181,0,0,0.0019271773510887323,0,0.003095784774221449,0,11170.897576487412,0.041114716955418025,0.01577462647262396,0,0.025340090482794064,0,28546.47653056174
oa,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
organic,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
pel_hb,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
pel_lb,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
shipping,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
slr,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
sst,cone snails,0,0,0,0,0,0,0,11170.897576487412,0,0,0,0,0,28546.47653056174
art_fish,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
cumulative,hagfishes,0.1806260696385143,0,0,0,0.058080331948322225,0,0,155050.67583212472,0.38270511651190275,0,0.19263066877187623,0,0,330573.6108446822
dem_dest,hagfishes,0.09495975976392258,0,0,0,0.058080331948322225,0,0,155050.67583212472,0.23297830730516356,0,0.19263066877187623,0,0,330573.6108446822
dem_nondest_hb,hagfishes,0.1547788060412078,0,0,0,0,0,0,155050.67583212472,0.3357051432800328,0,0,0,0,330573.6108446822
dem_nondest_lb,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
direct_human,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
light,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
nutrient,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
oa,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
organic,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
pel_hb,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
pel_lb,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
shipping,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
slr,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
sst,hagfishes,0,0,0,0,0,0,0,155050.67583212472,0,0,0,0,0,330573.6108446822
art_fish,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
cumulative,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
dem_dest,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
dem_nondest_hb,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
dem_nondest_lb,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
direct_human,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
light,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
nutrient,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
oa,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
organic,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
pel_hb,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
pel_lb,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
shipping,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
slr,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
sst,lobsters,0,0,0,0,0,0,0,230426.42759621012,NA,NA,NA,NA,NA,NA
art_fish,mammals,0.21588276472852522,0.016074392820569206,0.00588844070106384,0.043657376160136575,0.02886811564545153,0.013294109902150209,0.003432905007806831,28474895.04017209,0.31532975837982774,0.08426842640024454,0.09864848704343222,0.045646532932068655,0.008926895134112286,82518376.13649221
cumulative,mammals,0.6961051740090433,0.04736882013791381,0.011424259834570032,0.21941149348605615,0.04780009101451458,0.12047076789340604,0.01985905135960328,28474895.04017209,0.3442351189832613,0.23104683430343684,0.10503055000157331,0.16678287757747384,0.04420747841596829,82518376.13649221
dem_dest,mammals,0.2261880823773739,0.0023083571991239045,0.0017960097347478156,0.022150196633664083,0.009593531517378991,9.984424955323636e-4,0.001415829631008583,28474895.04017209,0.3322072314272374,0.09181132955756524,0.032127270642142325,0.0025430200999966893,0.003982380010538219,82518376.13649221
dem_nondest_hb,mammals,0.10224163241479313,5.320878453528436e-4,3.4962073075906874e-4,0.0026727075636623636,0.0032189443395539167,0.0011821137319468068,0.002340978881841481,28474895.04017209,0.20641405346337452,0.007253107824965262,0.00737787728864197,0.0033421736731189446,0.011410539028650812,82518376.13649221
dem_nondest_lb,mammals,0.0015231442918543158,0,0,0,0,0,0,28474895.04017209,0.01179822495244531,0,0,0,0,82518376.13649221
direct_human,mammals,0.10999290709535282,0.07068325666323952,0.016120642628381702,0.017317143844460897,5.72486019134128e-4,1.8324259684242157e-5,2.75359201380816e-6,28474895.04017209,0.24699775560046378,0.053445638129686175,0.00249145862478732,7.503477398105333e-5,2.1329232023457493e-5,82518376.13649221
light,mammals,0,0,0,0,0,0,0,28474895.04017209,0,0,0,0,0,82518376.13649221
nutrient,mammals,0.09234748350964285,1.229152600661573e-4,6.576623424084236e-6,0.01593230731219309,0.005713155692351954,0.009616162822176715,0.003046947605423954,28474895.04017209,0.21538741457118374,0.047736846216503474,0.01680438053500292,0.028109051889157976,0.009485834389958696,82518376.13649221
oa,mammals,0,0,0,0,0,0,0,28474895.04017209,0,0,0,0,0,82518376.13649221
organic,mammals,0.030873667389085084,1.2861174784189905e-4,3.6896124547436794e-4,0.006110103216427857,0.002670071377473996,0.003986767770863996,0.0012046959234643117,28474895.04017209,0.07336922405279438,0.015518869497496382,0.009715774283342745,0.011126117980514938,0.00564579262948727,82518376.13649221
pel_hb,mammals,0.23999001994410674,0.017022071358887603,0.0028976164914544865,0.018467995359364747,0.03261591361914127,0.002246776919454027,0.009228570146517507,28474895.04017209,0.3407741657364769,0.04484680309775547,0.0797225043033916,0.007187335767068675,0.03804924986995526,82518376.13649221
pel_lb,mammals,0.08044149031259769,0.006069499465469493,0.0036952791305500665,4.0132573613765567e-4,7.979305555893955e-4,6.298065550629132e-5,9.783957933938412e-5,28474895.04017209,0.22780276413813674,0.0016191377262963708,0.003767522964835358,3.612759139858173e-4,4.6970187819197703e-4,82518376.13649221
shipping,mammals,0.3037707068042124,4.492110492588954e-5,1.9501549850823696e-4,0.1980079393700463,0.008751175697633567,0.03664027163152212,0.005249210553775302,28474895.04017209,0.38057624656682276,0.2630261845357681,0.018729568128240302,0.07297747647830471,0.024439056936691284,82518376.13649221
slr,mammals,0,0,0,0,0,0,0,28474895.04017209,0,0,0,0,0,82518376.13649221
sst,mammals,0.12914229685515088,0,0,0.004721804411403218,3.9806376680434006e-4,0.06941558977635946,0.00408346143737357,28474895.04017209,0.28987078735492117,0.013602880190538033,0.001368071116679705,0.1772286316361149,0.016005397733451922,82518376.13649221
art_fish,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
cumulative,mangrove plants,0.891972502666052,0.01702866265560741,0.00220574473223866,0.05247558595259282,0.0016290998493091074,0.7454531307788531,0.001646886479726283,370246.9749432994,0.18015519548035902,0.028338102664383358,0.001748767219596022,0.18769818223511125,0.002622124286653997,394871.2418794229
dem_dest,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
dem_nondest_hb,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
dem_nondest_lb,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
direct_human,mangrove plants,0.15157328378688253,0.11906755147120963,0.014430293261907704,0.014208119812679337,0.0015584667753233592,0,0,370246.9749432994,0.07173433973196273,0.016128272837371616,0.0034453155554391534,0,0,394871.2418794229
light,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
nutrient,mangrove plants,0.19120199649006922,1.902401551819587e-4,0,0.050676124408810586,0.011598077880884862,0.023651038263185892,0.0043052134272151725,370246.9749432994,0.09272752637299168,0.028229255418252133,0.013107351360579618,0.018605358942358305,0.005113930310348296,394871.2418794229
oa,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
organic,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
pel_hb,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
pel_lb,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
shipping,mangrove plants,0,0,0,0,0,0,0,370246.9749432994,0,0,0,0,0,394871.2418794229
slr,mangrove plants,0.057891485580398465,0,0,5.626778618297632e-4,1.3927859822549027e-5,0.05271391288008276,0,370246.9749432994,0.1638233262309961,0.0023199802575208134,5.742603718716608e-5,0.14989677960827738,0,394871.2418794229
sst,mangrove plants,0.8484872358043876,0,0,0.04561013282144235,1.1053582493668131e-4,0.7535230657736094,1.695075144707952e-4,370246.9749432994,0.17435172546072167,0.029498163399681015,1.755415543289429e-4,0.19318333358598305,6.593286835343561e-4,394871.2418794229
art_fish,marine reptiles,0.04264766247848748,0.005043620034274785,6.950030813826641e-4,0.015949180660219248,0.0044062210871591975,8.96200019988801e-4,3.2881135840491055e-4,38473096.57660515,0.06227146170322605,0.026514569947343667,0.009013367767171244,0.0014498533038114587,5.764936757658481e-4,66108270.80380166
cumulative,marine reptiles,0.3260214609666037,0.011551410479576212,0.005162513565465963,0.01894319952303995,0.005391728824364244,0.22491435092274875,0.0030157842180764277,38473096.57660515,0.3825989737841644,0.025752256369645527,0.008748453810892502,0.3714791461710268,0.007628982077528358,66108270.80380166
dem_dest,marine reptiles,0.01490540467394668,2.740759011386056e-4,1.197743132467897e-4,5.429253223402865e-4,6.004449875803848e-4,4.156509771387559e-5,5.767670245427916e-5,38473096.57660515,0.023895610841135465,8.522482547634561e-4,0.0013694950972169514,9.31008356581586e-5,1.309119504011019e-4,66108270.80380166
dem_nondest_hb,marine reptiles,0.004234975098301887,5.3184340642466557e-5,1.3356456976810561e-5,1.2322182468075713e-4,6.814483077431562e-5,9.35324117045652e-6,1.7713244987014654e-5,38473096.57660515,0.01339672241396284,3.930454426389368e-4,1.8870802544412673e-4,4.015276747279245e-5,8.388293972640756e-5,66108270.80380166
dem_nondest_lb,marine reptiles,0,0,0,0,0,0,0,38473096.57660515,0,0,0,0,0,66108270.80380166
direct_human,marine reptiles,0.017004780157189505,0.010957853392432878,0.004628149516974564,0.0010568758176452888,2.829126734954934e-4,3.2115218791671746e-6,1.412736230701402e-7,38473096.57660515,0.03623403498829724,0.002641344116589791,0.0012956423457636842,1.45761557143838e-5,7.076876403074342e-7,66108270.80380166
light,marine reptiles,2.3906769079950292e-4,0,0,8.863378759705693e-5,4.8971829002651476e-8,8.716386212707828e-5,1.3312658245847613e-7,38473096.57660515,9.712588872018674e-4,3.639517331060595e-4,2.497083117008489e-7,3.6586251700423006e-4,5.185131091803335e-7,66108270.80380166
nutrient,marine reptiles,5.958913119594647e-4,6.577423086370734e-7,1.2918430328930547e-7,1.4874137275986055e-4,4.298206669279176e-5,6.123336032374429e-5,1.0516700023320324e-5,38473096.57660515,0.003038461427661716,7.584351621811073e-4,2.1916639680109165e-4,3.122300991736303e-4,5.362485863751202e-5,66108270.80380166
oa,marine reptiles,0,0,0,0,0,0,0,38473096.57660515,0,0,0,0,0,66108270.80380166
organic,marine reptiles,1.630837802623984e-4,5.7000946922050585e-07,8.479071523973803e-7,3.4652648683776886e-5,2.395208211819646e-5,2.317717279887536e-5,1.0609138614009407e-5,38473096.57660515,8.315673779084473e-4,1.766945318362537e-4,1.2213213411186056e-4,1.1818085637137735e-4,5.409620481524468e-5,66108270.80380166
pel_hb,marine reptiles,0.013259843225752988,9.562999466696495e-4,1.5760492182854104e-4,6.53221321909804e-4,6.835629791881512e-4,5.606832634618079e-5,7.03170491846619e-5,38473096.57660515,0.023350479739903528,0.0011130087656650066,0.0013304497017059358,1.4043416737852184e-4,2.3055352979933064e-4,66108270.80380166
pel_lb,marine reptiles,0,0,0,0,0,0,0,38473096.57660515,0,0,0,0,0,66108270.80380166
shipping,marine reptiles,0,0,0,0,0,0,0,38473096.57660515,0,0,0,0,0,66108270.80380166
slr,marine reptiles,0.0014052705122485608,0,0,1.8215799375244146e-4,1.3435581062756787e-5,9.406372953293569e-4,1.7325383440503179e-6,38473096.57660515,0.004984659961556832,6.891342205716331e-4,4.779802550438454e-5,0.0033235699554791734,6.656666358903166e-6,66108270.80380166
sst,marine reptiles,0.2643007062020161,0,0,0.002022797087422228,1.7102862929369042e-4,0.22431359702922057,0.0027057234315780282,38473096.57660515,0.41470356324724966,0.00510485903009316,4.599888838806751e-4,0.3720969499933447,0.007733099002917191,66108270.80380166
art_fish,reef-building corals,0.5028043042177021,0.07361333811248769,0.010838441490509719,0.22813503166793853,0.0405041499343082,0.003986185278079136,0.0026382103066330126,3597988.941887384,0.1482147765048245,0.1135341559994523,0.03739859462855418,0.017164291666768333,0.004686664968772378,2379840.4059115816
cumulative,reef-building corals,0.9857481586666171,0.004603436211511803,5.196817019600419e-4,0.13804019488097466,0.006200615789807321,0.7093152392665287,0.002282799594063257,3597988.941887384,0.01597757326791716,0.10225840554588622,0.010251613302515889,0.16416205042135218,0.004919134964427861,2379840.4059115816
dem_dest,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
dem_nondest_hb,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
dem_nondest_lb,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
direct_human,reef-building corals,0.11570019498227947,0.0885020239348447,0.01218975143047461,0.012039145586332595,0.0017968500849533757,7.974459301969937e-6,0,3597988.941887384,0.04407663584833991,0.005979835390684402,0.0019031103131140967,4.930209829855622e-5,0,2379840.4059115816
light,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
nutrient,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
oa,reef-building corals,0.7889505715977004,0,0,0.6401264837809418,0,0.03341299379610216,0,3597988.941887384,0.19883183610471633,0.19470516862870596,0,0.02557947148767792,0,2379840.4059115816
organic,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
pel_hb,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
pel_lb,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
shipping,reef-building corals,0.7080491054962053,2.716925356061212e-4,7.639841636118936e-4,0.4031331759488589,0.02787799661522348,0.10018396707291888,0.008894357025436714,3597988.941887384,0.09116799963326193,0.08054298964962982,0.03339364102309315,0.041842145549777415,0.013631187569567797,2379840.4059115816
slr,reef-building corals,0,0,0,0,0,0,0,3597988.941887384,0,0,0,0,0,2379840.4059115816
sst,reef-building corals,0.8940727659774946,0,0,0.03176698557004366,0.0014852958256653865,0.7614589475150086,0.007703566804046863,3597988.941887384,0.09475360596029173,0.0145802114665597,0.003077337408384519,0.16465245325378314,0.018644930052941364,2379840.4059115816
art_fish,sea birds,0.050506678601585114,7.505117986486764e-4,0.007333120317199186,0.0157744007513185,0.0029205598273185267,0.005466413400451818,0.0010122969302734158,21280777.582833763,0.16251824101349524,0.06784273118411499,0.01490104003183987,0.030383556918450818,0.007186940236954065,33976031.73005564
cumulative,sea birds,0.31157660850465185,0.013593783002757178,0.009121319440699481,0.034598488660955114,0.012453877906277342,0.07622759687931804,0.010609141243133403,21280777.582833763,0.3685144983750733,0.07621386190916829,0.037958736142852445,0.149836030980841,0.02626489406979317,33976031.73005564
dem_dest,sea birds,0.05062394113594079,9.069066111975286e-4,4.0426931640076585e-4,0.0029110932527404276,0.0018410952066001923,1.0386269953637779e-4,3.94427999709998e-4,21280777.582833763,0.1672738513156364,0.012951386891903024,0.008040965667250311,7.079740181975561e-4,0.003850778880288194,33976031.73005564
dem_nondest_hb,sea birds,0.041622457498580685,5.572458242714448e-4,6.497038554859897e-5,0.0033211972632775904,7.773707293448245e-4,1.758340558189572e-4,3.852891182094386e-4,21280777.582833763,0.12622262512019855,0.011909704665735299,0.0035581018951171923,8.959077686378736e-4,0.0031748049996961477,33976031.73005564
dem_nondest_lb,sea birds,0,0,0,0,0,0,0,21280777.582833763,0,0,0,0,0,33976031.73005564
direct_human,sea birds,0.024580475796728545,0.015331596967874651,0.005874555699320739,0.002589406877662438,2.880985239406525e-4,4.666465011074323e-6,0,21280777.582833763,0.10425900922605191,0.013922043610816434,0.0033612668367720665,4.540659064250536e-5,0,33976031.73005564
light,sea birds,6.154477876730805e-4,0,0,2.366134262952709e-4,0,1.816326575434799e-4,8.182699346418349e-8,21280777.582833763,0.003391831273816839,0.001332696896499259,0,0.0010811281253036004,1.0121440112386635e-6,33976031.73005564
nutrient,sea birds,0.008048782433007825,2.1547915977346465e-6,1.0346187061587565e-6,0.002263096941240901,0.0020620832122743384,2.1035353013195885e-4,1.5639046922424947e-4,21280777.582833763,0.07882482912466016,0.025273709594049162,0.01917008503899886,0.002106575296399878,0.0014501668867211884,33976031.73005564
oa,sea birds,0.019194679459131322,0,0,0.006450584263527625,0,0.009804720873910912,0,21280777.582833763,0.13623695651245207,0.06388242017309785,0,0.08192090879190077,0,33976031.73005564
organic,sea birds,0.008042683993532073,4.73107429871979e-5,5.783026711080054e-5,0.0011257590605173156,0.0017092787684532295,4.992582460235956e-4,6.357180773488662e-4,21280777.582833763,0.026115701865080235,0.00504488341667804,0.007228404485505113,0.0017532873284643498,0.0028484005276342814,33976031.73005564
