range_km2,eez,iucn_sid
0,NA,104061138
29560018.032606926,0,104062546
475274.5916851704,4,104062546
2377686.327567479,16,104062546
4807.245493384718,41,104062546
473534.20289585623,90,104062546
575481.8642266805,91,104062546
509323.512528336,92,104062546
565566.1017039662,93,104062546
361070.8557827596,94,104062546
645778.5513595459,102,104062546
1925830.5751056776,162,104062546
4010240.870587532,213,104062546
471892.49145110865,267,104062546
4918311.643433666,269,104062546
10851731.026538366,270,104062546
1393488.172247474,276,104062546
3960960.709794013,0,104062579
697799.8463045476,88,104062579
486222.5366138319,92,104062579
1460584.3952818348,266,104062579
1017221.0065382497,267,104062579
158917.66841524123,269,104062579
140215.25664030926,270,104062579
774225.8806705062,0,104176764
16001.447135806075,44,104176764
62944.78887709484,45,104176764
3561.116639555186,46,104176764
60789.60598246426,47,104176764
66071.02662366525,48,104176764
22487.953871189307,49,104176764
116500.385439923,50,104176764
11285.892963001288,51,104176764
7172.008594326759,52,104176764
50843.279681171836,53,104176764
51917.37813637193,54,104176764
63.74730335851192,79,104176764
31748.77831727765,190,104176764
116604.30229263897,191,104176764
437.4986364315285,192,104176764
126994.23994958938,203,104176764
23195.287009233725,214,104176764
103.0435912546564,215,104176764
5504.099626151985,255,104176764
0,NA,104176764
24323374.172778923,0,10707
956066.3817444296,55,10707
557977.5525085607,56,10707
455229.1202253179,57,10707
448325.19964274607,58,10707
3311.3669208871815,59,10707
256266.7911613172,62,10707
216578.41686202763,63,10707
36982.170176419175,64,10707
98055.5826391914,108,10707
265490.9390794885,141,10707
748469.3490988066,143,10707
291063.21467850136,144,10707
1152494.5370540768,145,10707
390642.619902885,163,10707
81763.34298964363,175,10707
41500.36968685734,176,10707
62487.20545614392,177,10707
252179.97755824347,179,10707
713445.0071404808,180,10707
422379.17271695816,181,10707
293434.0905092978,182,10707
310328.8732059367,183,10707
1920772.7067621588,218,10707
12485.739528565588,219,10707
12892.674368902546,222,10707
826539.7145362492,223,10707
2882.600796725812,227,10707
8679.239415455932,228,10707
42582.32737456264,255,10707
2626896.3793027336,261,10707
5096777.030370729,262,10707
2150566.0274304547,263,10707
3567828.451934198,264,10707
91634082.44214682,0,10708
475274.5916851704,4,10708
3065932.8104045265,16,10708
11668.376808344463,41,10708
645876.3554276935,88,10708
1445195.0969412655,89,10708
473437.2720608289,90,10708
575338.6511010261,91,10708
509257.14546657295,92,10708
565566.1017039662,93,10708
416121.4576739436,94,10708
545959.002154209,95,10708
953202.1192502377,102,10708
439745.5108010407,105,10708
3209710.9301975714,162,10708
162798.39484013556,171,10708
1076243.1529850867,172,10708
128531.16129728245,173,10708
30940031.945864625,213,10708
1094563.0809028666,224,10708
4980864.342703495,266,10708
5955608.685210545,267,10708
6110405.483234699,269,10708
13008002.874510331,270,10708
9634698.891217383,276,10708
5209942.471110571,277,10708
106.53659301370703,NA,10708
5108609.578672794,0,107259870
3058.1242004601263,8,107259870
79384.60789268692,14,107259870
351468.59038008493,15,107259870
570306.1069154573,16,107259870
28350.086305179007,17,107259870
46974.77873192812,24,107259870
234985.6698765299,25,107259870
44723.53828577463,26,107259870
35942.12852084402,40,107259870
159715.81956595634,203,107259870
60147.76665574316,204,107259870
220045.22246816062,205,107259870
382354.5969099908,206,107259870
386238.8162733687,207,107259870
623.5010517410209,208,107259870
329588.4189309919,209,107259870
2118546.5415797844,216,107259870
7419.138567186248,231,107259870
544.908482246758,237,107259870
8867.86158916999,247,107259870
39323.35548950826,255,107259870
0,NA,107259870
1442525.569305375,0,107261083
1376168.9896745428,16,107261083
17328.78831123641,17,107261083
5283.167168059882,216,107261083
43744.62415153582,255,107261083
2101464.8832503622,0,107261198
62164.97592578351,7,107261198
346250.04376188706,15,107261198
14419.116734345638,16,107261198
263625.67542897054,17,107261198
67094.47654253438,18,107261198
37631.868785439256,206,107261198
1298820.8026812337,216,107261198
7419.138567186248,231,107261198
544.908482246758,237,107261198
3493.876340735649,255,107261198
0,NA,107261198
66161.8447008907,0,107604242
62257.54050073947,48,107604242
3587.314170067637,54,107604242
316.9900300835929,191,107604242
106251.91438275209,0,107604828
22299.331706922287,44,107604828
83952.5826758298,47,107604828
306067.4094137483,0,107604987
50440.71107807588,53,107604987
255626.69833567244,203,107604987
0,NA,107604987
173148.1630112992,0,107605014
4216.92797095073,43,107605014
20635.789012202164,44,107605014
43068.728057663975,45,107605014
1074.0984455562425,46,107605014
22480.967880267257,47,107605014
12757.320520036457,49,107605014
46184.48677376513,50,107605014
6715.298438773413,202,107605014
11660.517558322865,214,107605014
4354.028353760981,255,107605014
185326.5182661931,0,10939
2218.9302105851502,125,10939
2922.7703311254527,132,10939
176486.60070684057,139,10939
2007.603523862755,244,10939
1162.296776973174,245,10939
528.3167168059881,250,10939
253815574.51846611,0,11047
470276.10427541216,1,11047
330148.1727074203,2,11047
432762.99763008044,3,11047
1369895.556112591,5,11047
618735.7214925131,6,11047
1602883.2282582773,7,11047
608017.4414728081,8,11047
3010694.459632285,9,11047
309784.8379646826,10,11047
2003739.389228493,11,11047
409538.02010746935,12,11047
975731.9891299396,13,11047
340795.71936828987,14,11047
1810468.0355115014,15,11047
6754196.515735536,16,11047
2393562.02662943,17,11047
1286372.6128479696,18,11047
747753.2834461302,19,11047
320114.52131275146,20,11047
113798.54757397494,21,11047
46974.77873192812,24,11047
302821.5363144188,25,11047
661903.12685853,26,11047
164885.46419574117,28,11047
63577.895671864455,29,11047
43846.794489988955,30,11047
1340341.257067587,31,11047
316334.21875377186,32,11047
62757.913199536786,33,11047
122886.46832907284,34,11047
125915.77525636103,35,11047
271867.41621694993,36,11047
1279935.881423473,37,11047
642857.5275151294,38,11047
921589.5679763709,39,11047
531503.208884861,40,11047
569800.4946982764,41,11047
1197926.281759432,42,11047
112291.31671800981,43,11047
778782.5031270793,44,11047
1536.0481005991514,45,11047
6625.353597029917,46,11047
512612.174964556,47,11047
534793.617773938,48,11047
221172.58917942242,53,11047
4257.097513222904,54,11047
956066.3817444296,55,11047
799523.9554322584,56,11047
455229.1202253179,57,11047
448325.19964274607,58,11047
3311.3669208871815,59,11047
256203.0438579587,62,11047
251994.84841817222,63,11047
155360.04478059412,64,11047
20620.943714773097,65,11047
159638.10029177528,66,11047
322044.4055624332,73,11047
444192.9769778356,85,11047
447540.1471880089,86,11047
252570.3206634489,88,11047
93512.05887465991,92,11047
159542.91596471277,96,11047
248502.71856729453,97,11047
15398.0308575629,98,11047
30288.703015172145,99,11047
39804.51667469453,100,11047
559807.0128923276,101,11047
867309.1733651097,102,11047
131322.07077027933,103,11047
309567.39852409466,104,11047
226461.86911020448,106,11047
434156.70585782686,107,11047
451530.90320767596,108,11047
591898.9787213916,110,11047
153813.51765897276,111,11047
359326.9740294745,112,11047
118718.44239377037,113,11047
122358.15165635305,114,11047
269844.094193044,115,11047
211079.5567337907,116,11047
80504.11539260096,117,11047
92944.44587625579,118,11047
10320.07761921081,119,11047
108227.20762538582,120,11047
7782.410879237048,121,11047
15144.788133986833,122,11047
29107.19472065166,123,11047
184517.88803462454,124,11047
26204.509150428,125,11047
74995.64951503741,126,11047
36596.193341913,127,11047
327055.99173429864,129,11047
574542.2463882103,130,11047
220513.28483465585,131,11047
727715.6712599169,132,11047
218136.29625747274,133,11047
93470.14283465722,134,11047
3266139.5219062055,135,11047
118398.83261158023,136,11047
1075016.235613378,137,11047
834175.4192788226,138,11047
469444.76956862345,139,11047
137747.44994181453,140,11047
839965.0719223757,146,11047
4794907.33750013,147,11047
1654811.9586318654,148,11047
318676.27731966245,149,11047
353477.9403205911,150,11047
406684.2365776174,151,11047
131614.60980064562,152,11047
1971701.5648889062,153,11047
318154.94662526867,154,11047
667846.4715905029,155,11047
322216.4359581104,156,11047
746719.3545349736,157,11047
438123.0108746276,158,11047
444836.56279362744,159,11047
262003.1755083635,161,11047
3039090.82819975,162,11047
4883887.2246858915,163,11047
35378.881767553445,164,11047
245110.13933110458,166,11047
135791.36822774966,167,11047
128580.93661879687,168,11047
135263.0515156672,169,11047
3643145.457731124,171,11047
355325.73896438035,172,11047
128632.45838608308,173,11047
7831.312922757835,175,11047
38177.65049844445,176,11047
61430.572022531946,177,11047
252179.97755824347,179,11047
276411.8132271977,180,11047
405578.70112252777,181,11047
293328.42716593656,182,11047
310328.8732059367,183,11047
66386.27015680559,191,11047
104545.58237161017,193,11047
109013.13332347746,194,11047
172979.6255961252,195,11047
181260.66266147123,196,11047
13966.77283650188,197,11047
192518.6116088256,198,11047
13066.451300098452,199,11047
492323.0665052619,200,11047
241197.97585888868,202,11047
1628404.855244989,203,11047
80646.4552678155,204,11047
507660.84309734055,205,11047
442899.6926559571,206,11047
641202.7173046336,207,11047
623.5010517410209,208,11047
862959.5111800003,209,11047
3993335.6089119893,210,11047
1055031.8917339058,212,11047
5868289.721009121,216,11047
1224176.1999989555,218,11047
12485.739528565588,219,11047
419.1603685367269,220,11047
5418.521043692581,221,11047
2471407.093433437,224,11047
2882.600796725812,227,11047
8679.239415455932,228,11047
39435.13160562913,231,11047
2129.8586326647223,237,11047
30641.49633139283,244,11047
13237.608452421206,245,11047
25140.016466794426,247,11047
9404.037559146589,248,11047
2090.562344768578,249,11047
24791.589408283326,250,11047
1374432.093887775,255,11047
2309272.3691589735,261,11047
3650034.5330692097,262,11047
7356176.301463221,263,11047
9123078.72914917,264,11047
8635548.062880604,266,11047
9631002.42068645,267,11047
13536213.92797296,269,11047
13575203.701673241,270,11047
9730470.922976464,272,11047
3221041.3590227473,273,11047
6369059.742058777,274,11047
30577492.28192346,275,11047
12165393.599232923,276,11047
18128659.820480686,277,11047
238416131.61674815,0,11048
470276.10427541216,1,11048
330148.1727074203,2,11048
432762.99763008044,3,11048
1369895.556112591,5,11048
618735.7214925131,6,11048
1602883.2282582773,7,11048
608017.4414728081,8,11048
3010694.459632285,9,11048
309784.8379646826,10,11048
2003739.389228493,11,11048
409538.02010746935,12,11048
975731.9891299396,13,11048
340795.71936828987,14,11048
1810468.0355115014,15,11048
6068478.093888641,16,11048
2393562.02662943,17,11048
1286372.6128479696,18,11048
747753.2834461302,19,11048
320114.52131275146,20,11048
107875.28758243524,21,11048
46974.77873192812,24,11048
302821.5363144188,25,11048
661903.12685853,26,11048
164885.46419574117,28,11048
63577.895671864455,29,11048
43846.794489988955,30,11048
1340341.257067587,31,11048
316334.21875377186,32,11048
62757.913199536786,33,11048
122886.46832907284,34,11048
125915.77525636103,35,11048
271867.41621694993,36,11048
1279935.881423473,37,11048
642857.5275151294,38,11048
921589.5679763709,39,11048
531503.208884861,40,11048
569800.4946982764,41,11048
1197926.281759432,42,11048
112291.31671800981,43,11048
778782.5031270793,44,11048
76998.01354413413,45,11048
6414.026913456535,46,11048
546157.2300874839,47,11048
535850.2512075499,48,11048
66232.57802272512,49,11048
215718.2648560876,50,11048
11285.892963001288,51,11048
7172.008594326759,52,11048
221172.58917942242,53,11048
52445.69485317792,54,11048
874705.6073563073,55,11048
799523.9554322584,56,11048
455229.1202253179,57,11048
448325.19964274607,58,11048
256203.0438579587,62,11048
251994.84841817222,63,11048
155360.04478059412,64,11048
20620.943714773097,65,11048
159638.10029177528,66,11048
40363.3971639775,73,11048
63.74730335851192,79,11048
444192.9769778356,85,11048
447540.1471880089,86,11048
387815.9071608738,88,11048
167899.05260094305,92,11048
159542.91596471277,96,11048
248502.71856729453,97,11048
15398.0308575629,98,11048
30288.703015172145,99,11048
39804.51667469453,100,11048
559807.0128923276,101,11048
1065850.5955408001,102,11048
131322.07077027933,103,11048
309567.39852409466,104,11048
226461.86911020448,106,11048
434156.70585782686,107,11048
451530.90320767596,108,11048
591898.9787213916,110,11048
153813.51765897276,111,11048
359326.9740294745,112,11048
118718.44239377037,113,11048
122358.15165635305,114,11048
269844.094193044,115,11048
211079.5567337907,116,11048
80504.11539260096,117,11048
92944.44587625579,118,11048
10320.07761921081,119,11048
108227.20762538582,120,11048
7782.410879237048,121,11048
15144.788133986833,122,11048
29107.19472065166,123,11048
184517.88803462454,124,11048
26204.509150428,125,11048
74995.64951503741,126,11048
36596.193341913,127,11048
327055.99173429864,129,11048
574542.2463882103,130,11048
220513.28483465585,131,11048
727715.6712599169,132,11048
218136.29625747274,133,11048
93470.14283465722,134,11048
3266139.5219062055,135,11048
118398.83261158023,136,11048
1075016.235613378,137,11048
834175.4192788226,138,11048
469444.76956862345,139,11048
137747.44994181453,140,11048
839965.0719223757,146,11048
4794907.33750013,147,11048
1654811.9586318654,148,11048
318676.27731966245,149,11048
353477.9403205911,150,11048
406684.2365776174,151,11048
131614.60980064562,152,11048
1971701.5648889062,153,11048
318154.94662526867,154,11048
667846.4715905029,155,11048
322216.4359581104,156,11048
746719.3545349736,157,11048
438123.0108746276,158,11048
444836.56279362744,159,11048
262003.1755083635,161,11048
1605220.04733137,162,11048
4666336.006467108,163,11048
35378.881767553445,164,11048
245110.13933110458,166,11048
135791.36822774966,167,11048
128580.93661879687,168,11048
135263.0515156672,169,11048
3643145.457731124,171,11048
120774.94796430293,172,11048
128632.45838608308,173,11048
36566.50279822632,182,11048
310328.8732059367,183,11048
31748.77831727765,190,11048
161771.45195139115,191,11048
437.4986364315285,192,11048
104545.58237161017,193,11048
109013.13332347746,194,11048
172979.6255961252,195,11048
181260.66266147123,196,11048
13798.235437860172,197,11048
192518.6116088256,198,11048
13066.451300098452,199,11048
492323.0665052619,200,11048
241197.97585888868,202,11048
1628404.855244989,203,11048
80646.4552678155,204,11048
507660.84309734055,205,11048
442899.6926559571,206,11048
641202.7173046336,207,11048
623.5010517410209,208,11048
862959.5111800003,209,11048
3779393.5361045864,210,11048
1055031.8917339058,212,11048
63558.68417321122,214,11048
103.0435912546564,215,11048
5868289.721009121,216,11048
279731.0394282189,218,11048
419.1603685367269,220,11048
5418.521043692581,221,11048
2475582.1053722575,224,11048
39435.13160562913,231,11048
2129.8586326647223,237,11048
30641.49633139283,244,11048
13237.608452421206,245,11048
25140.016466794426,247,11048
9404.037559146589,248,11048
2090.562344768578,249,11048
24791.589408283326,250,11048
1239131.4926055598,255,11048
1634611.921797727,261,11048
841608.5298719391,262,11048
7356176.301463221,263,11048
9123078.72914917,264,11048
8149074.03004565,266,11048
10477471.464353004,267,11048
14510535.617106564,269,11048
12552171.211250123,270,11048
7911151.617745934,272,11048
175612.47666631045,273,11048
6369059.742058777,274,11048
