iucn_sid,sciname,assess_gp
22732420,Megapodius tenimberensis,birds
22700533,Megarynchus pitangua,birds
22688903,Megascops albogularis,birds
155660662,Megascops asio,birds
22731897,Megascops atricapilla,birds
22688807,Megascops barbarus,birds
22688774,Megascops choliba,birds
22688799,Megascops clarkii,birds
22688829,Megascops colombianus,birds
155658784,Megascops cooperi,birds
155254743,Megascops gilesi,birds
61767847,Megascops guatemalae,birds
22733712,Megascops hoyi,birds
22688820,Megascops ingens,birds
22688747,Megascops kennicottii,birds
22688782,Megascops koepckeae,birds
22688847,Megascops marshalli,birds
22688891,Megascops nudipes,birds
22688840,Megascops petersoni,birds
22688790,Megascops roboratus,birds
22688874,Megascops sanctaecatarinae,birds
22724664,Megascops seductus,birds
22688766,Megascops trichopsis,birds
61769583,Megascops vermiculatus,birds
22688856,Megascops watsonii,birds
22701352,Megastictus margaritatus,birds
22695706,Megatriorchis doriae,birds
22703001,Megaxenops parnaguae,birds
22714341,Megazosterops palauensis,birds
22727206,Meiglyptes grammithorax,birds
22681559,Meiglyptes jugularis,birds
22727198,Meiglyptes tristis,birds
22681562,Meiglyptes tukki,birds
22709095,Melaenornis annamarulae,birds
22709090,Melaenornis ardesiacus,birds
22709073,Melaenornis brunneus,birds
22709061,Melaenornis chocolatinus,birds
22709079,Melaenornis edolioides,birds
22709067,Melaenornis fischeri,birds
22709974,Melaenornis herero,birds
22709085,Melaenornis pammelaina,birds
22709031,Melaenornis semipartitus,birds
22709113,Melaenornis silens,birds
22706085,Melampitta lugubris,birds
22720863,Melamprosops phaeosoma,birds
22680862,Melanerpes aurifrons,birds
22680831,Melanerpes cactorum,birds
22680798,Melanerpes candidus,birds
22680856,Melanerpes carolinus,birds
22733729,Melanerpes chrysauchen,birds
22680840,Melanerpes chrysogenys,birds
22680824,Melanerpes cruentatus,birds
22680810,Melanerpes erythrocephalus,birds
22680828,Melanerpes flavifrons,birds
22680813,Melanerpes formicivorus,birds
22680804,Melanerpes herminieri,birds
22680865,Melanerpes hoffmannii,birds
22680843,Melanerpes hypopolius,birds
22680801,Melanerpes lewis,birds
22680807,Melanerpes portoricensis,birds
22680816,Melanerpes pucherani,birds
22733737,Melanerpes pulcher,birds
22680847,Melanerpes pygmaeus,birds
22680837,Melanerpes radiolatus,birds
22680850,Melanerpes rubricapillus,birds
22680834,Melanerpes striatus,birds
22680859,Melanerpes superciliaris,birds
22680853,Melanerpes uropygialis,birds
22711902,Melaniparus afer,birds
22711839,Melaniparus albiventris,birds
22732625,Melaniparus carpi,birds
22711896,Melaniparus cinerascens,birds
22711875,Melaniparus fasciiventer,birds
22711869,Melaniparus fringillinus,birds
22711852,Melaniparus funereus,birds
22711889,Melaniparus griseiventris,birds
22711820,Melaniparus guineensis,birds
22731092,Melaniparus leucomelas,birds
22711845,Melaniparus leuconotus,birds
103762456,Melaniparus niger,birds
22711864,Melaniparus pallidiventris,birds
103762287,Melaniparus rufiventris,birds
22711881,Melaniparus thruppi,birds
22732425,Melanitta americana,birds
22734194,Melanitta deglandi,birds
22724836,Melanitta fusca,birds
22724879,Melanitta nigra,birds
22680441,Melanitta perspicillata,birds
22724845,Melanitta stejnegeri,birds
22718134,Melanocharis arfakiana,birds
22718140,Melanocharis longicauda,birds
22718137,Melanocharis nigra,birds
22718146,Melanocharis striativentris,birds
22718143,Melanocharis versteri,birds
22712001,Melanochlora sultanea,birds
22717288,Melanocorypha bimaculata,birds
22717285,Melanocorypha calandra,birds
22717292,Melanocorypha maxima,birds
22717295,Melanocorypha mongolica,birds
22717301,Melanocorypha yeltoniensis,birds
22723115,Melanodera melanodera,birds
22723119,Melanodera xanthogramma,birds
22704837,Melanodryas cucullata,birds
22704840,Melanodryas vittata,birds
22703457,Melanopareia elegans,birds
22703463,Melanopareia maranonica,birds
22703453,Melanopareia maximiliani,birds
22703449,Melanopareia torquata,birds
22678934,Melanoperdix niger,birds
22711017,Melanoptila glabrirostris,birds
22705589,Melanorectes nigrescens,birds
22723611,Melanospiza bicolor,birds
22723725,Melanospiza richardsoni,birds
22711020,Melanotis caerulescens,birds
22711023,Melanotis hypoleucus,birds
22679525,Meleagris gallopavo,birds
22679529,Meleagris ocellata,birds
22704292,Meliarchus sclateri,birds
22680655,Melichneutes robustus,birds
22704276,Melidectes belfordi,birds
22704284,Melidectes foersteri,birds
22704252,Melidectes fuscus,birds
22704272,Melidectes leucostephes,birds
22704260,Melidectes nouhuysi,birds
22704268,Melidectes ochromelas,birds
22704264,Melidectes princeps,birds
22704280,Melidectes rufocrissalis,birds
22704288,Melidectes torquatus,birds
22683516,Melidora macrorrhina,birds
22695438,Melierax canorus,birds
22695425,Melierax metabates,birds
22695431,Melierax poliopterus,birds
22680659,Melignomon eisentrauti,birds
22680663,Melignomon zenkeri,birds
22703934,Melilestes megarhynchus,birds
22704119,Meliphacator provocator,birds
22703996,Meliphaga aruensis,birds
22704016,Meliphaga lewinii,birds
22704010,Meliphaga notata,birds
22704304,Melipotes ater,birds
22735330,Melipotes carolae,birds
103688019,Melipotes fumigatus,birds
22704295,Melipotes gymnops,birds
22704132,Melithreptus affinis,birds
22704135,Melithreptus albogularis,birds
22704151,Melithreptus brevirostris,birds
103685491,Melithreptus chloropsis,birds
22704143,Melithreptus gularis,birds
22704138,Melithreptus laetior,birds
103685459,Melithreptus lunatus,birds
22704148,Melithreptus validirostris,birds
22704170,Melitograis gilolensis,birds
22688214,Mellisuga helenae,birds
22688229,Mellisuga minima,birds
22706285,Melloria quoyi,birds
22714634,Melocichla mentalis,birds
22685223,Melopsittacus undulatus,birds
22721070,Melospiza georgiana,birds
22721064,Melospiza lincolnii,birds
22721058,Melospiza melodia,birds
22721315,Melozone aberti,birds
22721339,Melozone albicollis,birds
103776515,Melozone biarcuata,birds
103776650,Melozone cabanisi,birds
22721323,Melozone crissalis,birds
22721331,Melozone fusca,birds
22721347,Melozone kieneri,birds
103776706,Melozone leucotis,birds
103776727,Melozone occipitalis,birds
22724980,Mentocrex beankaensis,birds
22692264,Mentocrex kioloides,birds
22703602,Menura alberti,birds
22703605,Menura novaehollandiae,birds
22680118,Merganetta armata,birds
22680465,Mergellus albellus,birds
22680496,Mergus australis,birds
22680492,Mergus merganser,birds
22680482,Mergus octosetaceus,birds
22680485,Mergus serrator,birds
22680488,Mergus squamatus,birds
22683667,Meropogon forsteni,birds
22683714,Merops albicollis,birds
22725908,Merops americanus,birds
22683756,Merops apiaster,birds
22683728,Merops boehmi,birds
22683706,Merops breweri,birds
22683684,Merops bullockoides,birds
22683680,Merops bulocki,birds
22725894,Merops cyanophrys,birds
22683670,Merops gularis,birds
22683702,Merops hirundineus,birds
61627085,Merops lafresnayii,birds
22683761,Merops leschenaulti,birds
22683764,Merops malimbicus,birds
22736513,Merops mentalis,birds
22736507,Merops muelleri,birds
22683772,Merops nubicoides,birds
22683768,Merops nubicus,birds
22683697,Merops oreobates,birds
22725876,Merops orientalis,birds
22683753,Merops ornatus,birds
22683740,Merops persicus,birds
22683750,Merops philippinus,birds
22683688,Merops pusillus,birds
22683710,Merops revoilii,birds
22683744,Merops superciliosus,birds
61627052,Merops variegatus,birds
22725900,Merops viridis,birds
22725888,Merops viridissimus,birds
22703474,Merulaxis ater,birds
22703477,Merulaxis stresemanni,birds
22697460,Mesembrinibis cayennensis,birds
22692966,Mesitornis unicolor,birds
22692949,Mesitornis variegatus,birds
22707333,Metabolus godeffroyi,birds
22707227,Metabolus rugensis,birds
22707336,Metabolus takatsukasae,birds
22688009,Metallura aeneocauda,birds
22687993,Metallura baroni,birds
22688005,Metallura eupogon,birds
22688018,Metallura iracunda,birds
22687998,Metallura odomae,birds
22688012,Metallura phoebe,birds
22688002,Metallura theresiae,birds
22688015,Metallura tyrianthina,birds
22687990,Metallura williami,birds
22693547,Metopidius indicus,birds
22702679,Metopothrix aurantiaca,birds
22690844,Metriopelia aymara,birds
22690829,Metriopelia ceciliae,birds
22690839,Metriopelia melanoptera,birds
22690834,Metriopelia morenoi,birds
22696296,Micrastur buckleyi,birds
22696281,Micrastur gilvicollis,birds
22733700,Micrastur mintoni,birds
22696286,Micrastur mirandollei,birds
22696275,Micrastur plumbeus,birds
22696270,Micrastur ruficollis,birds
22696291,Micrastur semitorquatus,birds
22689325,Micrathene whitneyi,birds
22711574,Microbates cinereiventris,birds
22711571,Microbates collaris,birds
22696725,Microcarbo africanus,birds
22696730,Microcarbo coronatus,birds
22696743,Microcarbo melanoleucos,birds
22696740,Microcarbo niger,birds
22696734,Microcarbo pygmaeus,birds
22711551,Microcerculus bambla,birds
22711542,Microcerculus marginatus,birds
22711537,Microcerculus philomela,birds
22711547,Microcerculus ustulatus,birds
22687649,Microchera albocoronata,birds
22684046,Microdynamis parva,birds
22704769,Microeca fascinans,birds
103736933,Microeca flavigaster,birds
22704773,Microeca hemixantha,birds
22724769,Microeca tormenti,birds
22691086,Microgoura meeki,birds
22696324,Microhierax caerulescens,birds
22696336,Microhierax erythrogenys,birds
22696327,Microhierax fringillarius,birds
22696330,Microhierax latifrons,birds
22696339,Microhierax melanoleucos,birds
22721864,Microligea palustris,birds
22735027,Micromacronus leytensis,birds
22734573,Micromacronus sordidus,birds
22682298,Micromonacha lanceolata,birds
22695445,Micronisus gabar,birds
22693536,Microparra capensis,birds
22684871,Micropsitta bruijnii,birds
22684866,Micropsitta finschii,birds
22684850,Micropsitta geelvinkiana,birds
22684845,Micropsitta keiensis,birds
22684861,Micropsitta meeki,birds
22684856,Micropsitta pusio,birds
22681314,Micropternus brachyurus,birds
22735776,Microptilotis albilineatus,birds
22703993,Microptilotis albonotatus,birds
22703999,Microptilotis analogus,birds
22734941,Microptilotis cinereifrons,birds
22704013,Microptilotis flavirictus,birds
22735687,Microptilotis fordianus,birds
155108940,Microptilotis gracilis,birds
155109013,Microptilotis imitatrix,birds
22703987,Microptilotis mimikae,birds
22703984,Microptilotis montanus,birds
22703990,Microptilotis orientalis,birds
22704024,Microptilotis reticulatus,birds
22704002,Microptilotis vicina,birds
22692282,Micropygia schomburgkii,birds
22701589,Microrhopias quixensis,birds
22723224,Microspingus alticola,birds
22736278,Microspingus cabanisi,birds
22723301,Microspingus cinereus,birds
22723242,Microspingus erythrophrys,birds
22736273,Microspingus lateralis,birds
22723296,Microspingus melanoleucus,birds
103827182,Microspingus pectoralis,birds
103827064,Microspingus torquatus,birds
22722248,Microspingus trifasciatus,birds
22688182,Microstilbon burmeisteri,birds
22712616,Microtarsus melanoleucos,birds
22702984,Microxenops milleri,birds
22696261,Milvago chimachima,birds
22734972,Milvus migrans,birds
22695072,Milvus milvus,birds
22711041,Mimus dorsalis,birds
22711029,Mimus gilvus,birds
22711084,Mimus graysoni,birds
22711032,Mimus gundlachii,birds
22711047,Mimus longicaudatus,birds
22711070,Mimus macdonaldi,birds
22711078,Mimus melanotis,birds
22711053,Mimus parvulus,birds
22711038,Mimus patagonicus,birds
22711026,Mimus polyglottos,birds
22711035,Mimus saturninus,birds
22711050,Mimus thenca,birds
22711063,Mimus trifasciatus,birds
22711044,Mimus triurus,birds
22716582,Minla ignotincta,birds
22710952,Mino anais,birds
103878613,Mino dumontii,birds
103878667,Mino kreffti,birds
103680162,Mionectes galbinus,birds
103680198,Mionectes macconnelli,birds
22698796,Mionectes oleagineus,birds
103680120,Mionectes olivaceus,birds
103680258,Mionectes roraimae,birds
22698803,Mionectes rufiventris,birds
22698790,Mionectes striaticollis,birds
22732442,Mirafra affinis,birds
22730499,Mirafra africana,birds
22717013,Mirafra albicauda,birds
22717064,Mirafra angolensis,birds
103765237,Mirafra apiata,birds
22717049,Mirafra ashi,birds
22734352,Mirafra assamica,birds
22717008,Mirafra cheniana,birds
22717076,Mirafra collaris,birds
22717023,Mirafra cordofanica,birds
22734290,Mirafra erythrocephala,birds
22717092,Mirafra erythroptera,birds
103765243,Mirafra fasciolata,birds
22735646,Mirafra gilletti,birds
22717038,Mirafra hypermetra,birds
103765775,Mirafra javanica,birds
22732451,Mirafra microptera,birds
22716992,Mirafra passerina,birds
22717033,Mirafra pulpa,birds
22717101,Mirafra rufa,birds
22717068,Mirafra rufocinnamomea,birds
22717059,Mirafra sharpii,birds
22717043,Mirafra somalica,birds
22717028,Mirafra williamsi,birds
22699783,Mitrephanes olivaceus,birds
22699779,Mitrephanes phaeocercus,birds
22722317,Mitrospingus cassinii,birds
22722320,Mitrospingus oleagineus,birds
22678486,Mitu mitu,birds
22678472,Mitu salvini,birds
22678464,Mitu tomentosum,birds
22678478,Mitu tuberosum,birds
22734568,Mixornis bornensis,birds
103894706,Mixornis flavicollis,birds
22735162,Mixornis gularis,birds
22716302,Mixornis kelleyi,birds
103894733,Mixornis prillwitzi,birds
22721758,Mniotilta varia,birds
22715779,Modulatrix stictigula,birds
22704329,Moho apicalis,birds
22704335,Moho bishopi,birds
22704323,Moho braccatus,birds
22704342,Moho nobilis,birds
22705394,Mohoua albicilla,birds
22705400,Mohoua novaeseelandiae,birds
22705397,Mohoua ochrocephala,birds
22732035,Molothrus aeneus,birds
22724722,Molothrus armenti,birds
22724354,Molothrus ater,birds
22724345,Molothrus bonariensis,birds
22724358,Molothrus oryzivorus,birds
22724342,Molothrus rufoaxillaris,birds
22729189,Momotus aequatorialis,birds
61634940,Momotus bahamensis,birds
61634591,Momotus coeruliceps,birds
61634649,Momotus lessonii,birds
22683001,Momotus mexicanus,birds
61634607,Momotus momota,birds
61634657,Momotus subrufescens,birds
103735485,Monachella coultasi,birds
103735468,Monachella muelleriana,birds
103715139,Monarcha castaneiventris,birds
22707237,Monarcha cinerascens,birds
22707240,Monarcha frater,birds
103715221,Monarcha megarhynchus,birds
22707243,Monarcha melanopsis,birds
22707252,Monarcha richardsii,birds
103715229,Monarcha ugiensis,birds
22682325,Monasa atra,birds
22682334,Monasa flavirostris,birds
22682331,Monasa morphoeus,birds
22682328,Monasa nigrifrons,birds
22692971,Monias benschi,birds
103874076,Montecincla cachinnans,birds
103874452,Montecincla fairbanki,birds
103874145,Montecincla jerdoni,birds
103874754,Montecincla meridionalis,birds
22708251,Monticola angolensis,birds
22708239,Monticola brevipes,birds
22708271,Monticola cinclorhyncha,birds
22730713,Monticola erythronotus,birds
22708233,Monticola explorator,birds
22708276,Monticola gularis,birds
22708218,Monticola imerina,birds
22708281,Monticola rufiventris,birds
22708265,Monticola rufocinereus,birds
22708227,Monticola rupestris,birds
22708257,Monticola saxatilis,birds
22710457,Monticola semirufus,birds
22708202,Monticola sharpei,birds
22708286,Monticola solitarius,birds
22718326,Montifringilla adamsi,birds
22734959,Montifringilla henrici,birds
103819582,Montifringilla nivalis,birds
22684447,Morococcyx erythropygus,birds
22695754,Morphnarchus princeps,birds
22695991,Morphnus guianensis,birds
22696657,Morus bassanus,birds
22696668,Morus capensis,birds
22696675,Morus serrator,birds
22718366,Motacilla aguimp,birds
22718348,Motacilla alba,birds
22718371,Motacilla capensis,birds
22718392,Motacilla cinerea,birds
22718379,Motacilla citreola,birds
22718397,Motacilla clara,birds
103822349,Motacilla flava,birds
22718375,Motacilla flaviventris,birds
22718360,Motacilla grandis,birds
22718363,Motacilla maderaspatensis,birds
22729485,Motacilla samveasnae,birds
103822471,Motacilla tschutschensis,birds
22716332,Moupinia poecilotis,birds
22727234,Mulleripicus fuliginosus,birds
22681575,Mulleripicus fulvus,birds
22727226,Mulleripicus funebris,birds
22681585,Mulleripicus pulverulentus,birds
22728746,Mundia elpenor,birds
22709255,Muscicapa adusta,birds
22709239,Muscicapa aquatica,birds
22709280,Muscicapa cassini,birds
22709207,Muscicapa dauurica,birds
22709261,Muscicapa epulata,birds
22709223,Muscicapa ferruginea,birds
22709196,Muscicapa gambagae,birds
22709200,Muscicapa griseisticta,birds
22709220,Muscicapa muttui,birds
22709211,Muscicapa randi,birds
22709214,Muscicapa segregata,birds
22709266,Muscicapa sethsmithi,birds
22709204,Muscicapa sibirica,birds
22709192,Muscicapa striata,birds
22700208,Muscigralla brevicauda,birds
22700329,Muscipipra vetula,birds
22700193,Muscisaxicola albifrons,birds
22700173,Muscisaxicola albilora,birds
22733758,Muscisaxicola alpinus,birds
22700152,Muscisaxicola capistratus,birds
22700183,Muscisaxicola cinereus,birds
22700198,Muscisaxicola flavinucha,birds
22700137,Muscisaxicola fluviatilis,birds
22700203,Muscisaxicola frontalis,birds
22733765,Muscisaxicola griseus,birds
22700168,Muscisaxicola juninensis,birds
22700142,Muscisaxicola maclovianus,birds
22700132,Muscisaxicola maculirostris,birds
103683347,Muscisaxicola occipitalis,birds
103683296,Muscisaxicola rufivertex,birds
22688391,Musophaga rossae,birds
22688387,Musophaga violacea,birds
22708602,Myadestes coloratus,birds
22708593,Myadestes elisabeth,birds
22708596,Myadestes genibarbis,birds
22708574,Myadestes lanaiensis,birds
22708599,Myadestes melanops,birds
22708559,Myadestes myadestinus,birds
22708579,Myadestes obscurus,birds
22708590,Myadestes occidentalis,birds
22708583,Myadestes palmeri,birds
22708605,Myadestes ralloides,birds
22708587,Myadestes townsendi,birds
22708608,Myadestes unicolor,birds
22708564,Myadestes woahensis,birds
22720693,Mycerobas affinis,birds
22720699,Mycerobas carnipes,birds
22720690,Mycerobas icterioides,birds
22720696,Mycerobas melanozanthos,birds
22697648,Mycteria americana,birds
22697651,Mycteria cinerea,birds
22697654,Mycteria ibis,birds
22697658,Mycteria leucocephala,birds
22707393,Myiagra albiventris,birds
22707409,Myiagra alecto,birds
22707368,Myiagra atra,birds
103711173,Myiagra azureocapilla,birds
22707387,Myiagra caledonica,birds
103711188,Myiagra castaneigularis,birds
22707383,Myiagra cervinicauda,birds
103711391,Myiagra cervinicolor,birds
22707403,Myiagra cyanoleuca,birds
103711426,Myiagra eichhorni,birds
22707358,Myiagra erythrops,birds
22707380,Myiagra ferrocyanea,birds
22707354,Myiagra freycineti,birds
22707373,Myiagra galeata,birds
103711371,Myiagra hebetior,birds
103711768,Myiagra inquieta,birds
103712761,Myiagra nana,birds
22707362,Myiagra oceanica,birds
22707365,Myiagra pluto,birds
22707377,Myiagra rubecula,birds
22707400,Myiagra ruficollis,birds
22707390,Myiagra vanikorensis,birds
22700455,Myiarchus antillarum,birds
22700424,Myiarchus apicalis,birds
22700402,Myiarchus barbirostris,birds
22700418,Myiarchus cephalotes,birds
22700427,Myiarchus cinerascens,birds
22700433,Myiarchus crinitus,birds
22700415,Myiarchus ferox,birds
22700442,Myiarchus magnirostris,birds
22700439,Myiarchus nugator,birds
22700430,Myiarchus nuttingi,birds
22700458,Myiarchus oberi,birds
22700411,Myiarchus panamensis,birds
22700421,Myiarchus phaeocephalus,birds
22700449,Myiarchus sagrae,birds
22700393,Myiarchus semirufus,birds
22700452,Myiarchus stolidus,birds
22700405,Myiarchus swainsoni,birds
22700399,Myiarchus tuberculifer,birds
22700436,Myiarchus tyrannulus,birds
22700446,Myiarchus validus,birds
22700408,Myiarchus venezuelensis,birds
22700396,Myiarchus yucatanensis,birds
22699726,Myiobius atricaudus,birds
22731980,Myiobius barbatus,birds
22731699,Myiobius sulphureipygius,birds
22699717,Myiobius villosus,birds
22721925,Myioborus albifacies,birds
22721947,Myioborus albifrons,birds
22721915,Myioborus brunniceps,birds
22721929,Myioborus cardonai,birds
22721902,Myioborus castaneocapilla,birds
103804115,Myioborus chrysops,birds
22721951,Myioborus flavivertex,birds
22721938,Myioborus melanocephalus,birds
22721898,Myioborus miniatus,birds
103804095,Myioborus ornatus,birds
22721919,Myioborus pariae,birds
22721894,Myioborus pictus,birds
22721934,Myioborus torquatus,birds
22700569,Myiodynastes bairdii,birds
131366585,Myiodynastes chrysocephalus,birds
131358269,Myiodynastes hemichrysus,birds
22700580,Myiodynastes luteiventris,birds
103682222,Myiodynastes maculatus,birds
22731714,Myiodynastes solitarius,birds
22734062,Myiomela cambodiana,birds
22710114,Myiomela diana,birds
103768823,Myiomela leucura,birds
103681536,Myiopagis caniceps,birds
103681580,Myiopagis cinerea,birds
22699245,Myiopagis cotta,birds
22699242,Myiopagis flavivertex,birds
22699230,Myiopagis gaimardii,birds
22729451,Myiopagis olallai,birds
103681584,Myiopagis parambae,birds
22699239,Myiopagis subplacens,birds
22699248,Myiopagis viridicata,birds
103682414,Myiophobus crypterythrus,birds
22699708,Myiophobus cryptoxanthus,birds
103682408,Myiophobus fasciatus,birds
22699668,Myiophobus flavicans,birds
22699674,Myiophobus inornatus,birds
22699671,Myiophobus phoenicomitra,birds
22699677,Myiophobus roraimae,birds
103682419,Myiophobus rufescens,birds
45427286,Myiopsitta luchsi,birds
45427277,Myiopsitta monachus,birds
22699534,Myiornis albiventris,birds
22699544,Myiornis atricapillus,birds
22699539,Myiornis auricularis,birds
22699549,Myiornis ecaudatus,birds
22699997,Myiotheretes fumigatus,birds
22700002,Myiotheretes fuscorufus,birds
22699992,Myiotheretes pernix,birds
22699987,Myiotheretes striaticollis,birds
22721982,Myiothlypis basilica,birds
103799746,Myiothlypis bivittata,birds
103800433,Myiothlypis chlorophrys,birds
103799796,Myiothlypis chrysogaster,birds
22721985,Myiothlypis cinereicollis,birds
22721989,Myiothlypis conspicillata,birds
22721992,Myiothlypis coronata,birds
105296143,Myiothlypis euophrys,birds
22722038,Myiothlypis flaveola,birds
22721958,Myiothlypis fraseri,birds
22722041,Myiothlypis fulvicauda,birds
22722031,Myiothlypis leucoblephara,birds
22722035,Myiothlypis leucophrys,birds
105296047,Myiothlypis luteoviridis,birds
103799622,Myiothlypis mesoleuca,birds
22721975,Myiothlypis nigrocristata,birds
103799599,Myiothlypis rivularis,birds
103799761,Myiothlypis roraimae,birds
22721969,Myiothlypis signata,birds
105296089,Myiothlypis striaticeps,birds
103680660,Myiotriccus ornatus,birds
103680670,Myiotriccus phoenicurus,birds
22700583,Myiozetetes cayanensis,birds
22700589,Myiozetetes granadensis,birds
22700593,Myiozetetes luteiventris,birds
22700586,Myiozetetes similis,birds
22708292,Myophonus blighi,birds
22732973,Myophonus borneensis,birds
22708329,Myophonus caeruleus,birds
22732967,Myophonus castaneus,birds
22733656,Myophonus glaucinus,birds
22708324,Myophonus horsfieldii,birds
22708334,Myophonus insularis,birds
22708303,Myophonus melanurus,birds
22708313,Myophonus robinsoni,birds
22703483,Myornis senilis,birds
22701786,Myrmeciza longipes,birds
22710400,Myrmecocichla aethiops,birds
22710432,Myrmecocichla arnotti,birds
22710409,Myrmecocichla formicivora,birds
22710420,Myrmecocichla melaena,birds
22710263,Myrmecocichla monticola,birds
22710416,Myrmecocichla nigra,birds
22710394,Myrmecocichla tholloni,birds
22736163,Myrmelastes brunneiceps,birds
22701770,Myrmelastes caurensis,birds
22736158,Myrmelastes humaythae,birds
22701832,Myrmelastes hyperythrus,birds
22736153,Myrmelastes leucostigma,birds
22736168,Myrmelastes rufifacies,birds
22735305,Myrmelastes saturatus,birds
22701755,Myrmelastes schistaceus,birds
22688248,Myrmia micrura,birds
22701717,Myrmoborus leucophrys,birds
22701776,Myrmoborus lophotes,birds
22701720,Myrmoborus lugubris,birds
22701726,Myrmoborus melanurus,birds
22701723,Myrmoborus myotherinus,birds
22701743,Myrmochanes hemileucus,birds
155256702,Myrmoderus eowilsoni,birds
22701792,Myrmoderus ferrugineus,birds
22701798,Myrmoderus loricatus,birds
22701795,Myrmoderus ruficauda,birds
22701801,Myrmoderus squamosus,birds
22701851,Myrmophylax atrothorax,birds
22701546,Myrmorchilus strigilatus,birds
22724765,Myrmornis stictoptera,birds
103660209,Myrmornis torquata,birds
22703355,Myrmothera campanisona,birds
22703358,Myrmothera simplex,birds
22701442,Myrmotherula ambigua,birds
22701540,Myrmotherula assimilis,birds
103657467,Myrmotherula axillaris,birds
22701530,Myrmotherula behni,birds
22733626,Myrmotherula brachyura,birds
22701451,Myrmotherula cherriei,birds
22701520,Myrmotherula grisea,birds
22731673,Myrmotherula ignota,birds
22701517,Myrmotherula iheringi,birds
22701439,Myrmotherula klagesi,birds
22701454,Myrmotherula longicauda,birds
22701511,Myrmotherula longipennis,birds
103657471,Myrmotherula luctuosa,birds
22701536,Myrmotherula menetriesii,birds
22701514,Myrmotherula minor,birds
22733159,Myrmotherula multostriata,birds
22729067,Myrmotherula pacifica,birds
22701505,Myrmotherula schisticolor,birds
22701436,Myrmotherula sclateri,birds
22724407,Myrmotherula snowi,birds
22701508,Myrmotherula sunensis,birds
22701445,Myrmotherula surinamensis,birds
22701524,Myrmotherula unicolor,birds
22701533,Myrmotherula urosticta,birds
22688241,Myrtis fanny,birds
22716772,Mystacornis crossleyi,birds
22704307,Myza celebensis,birds
22704310,Myza sarasinorum,birds
22703834,Myzomela adolphinae,birds
22703813,Myzomela albigula,birds
103686945,Myzomela batjanensis,birds
22703810,Myzomela blasii,birds
22703855,Myzomela boiei,birds
22703862,Myzomela caledonica,birds
22703868,Myzomela cardinalis,birds
22703871,Myzomela chermesina,birds
103686853,Myzomela chloroptera,birds
103686550,Myzomela cineracea,birds
103686661,Myzomela cruentata,birds
22703842,Myzomela dammermani,birds
22703884,Myzomela eichhorni,birds
103686493,Myzomela eques,birds
103686707,Myzomela erythrina,birds
22703845,Myzomela erythrocephala,birds
22703902,Myzomela erythromelas,birds
22703898,Myzomela jugularis,birds
22703838,Myzomela kuehni,birds
22703880,Myzomela lafargei,birds
103687306,Myzomela longirostris,birds
22703891,Myzomela malaitae,birds
22703888,Myzomela melanocephala,birds
22703827,Myzomela nigrita,birds
103686571,Myzomela obscura,birds
22703877,Myzomela pammelaena,birds
22703830,Myzomela pulchella,birds
103687293,Myzomela rosenbergii,birds
22703865,Myzomela rubratra,birds
103686589,Myzomela rubrobrunnea,birds
103686620,Myzomela rubrotincta,birds
22703858,Myzomela sanguinolenta,birds
22703874,Myzomela sclateri,birds
103686603,Myzomela simplex,birds
22703895,Myzomela tristrami,birds
22703906,Myzomela vulnerata,birds
22703852,Myzomela wakoloensis,birds
22716760,Myzornis pyrrhoura,birds
22728841,Nannococcyx psix,birds
22686000,Nannopsittaca dachilleae,birds
22685997,Nannopsittaca panychlora,birds
22696776,Nannopterum auritus,birds
22696773,Nannopterum brasilianus,birds
22696756,Nannopterum harrisi,birds
22716094,Napothera epilepidota,birds
22703049,Nasica longirostris,birds
22686672,Neafrapus boehmi,birds
22686668,Neafrapus cassini,birds
22710836,Necropsar rodericanus,birds
22728851,Necropsittacus rodricanus,birds
22695185,Necrosyrtes monachus,birds
22717966,Nectarinia bocagii,birds
22717979,Nectarinia famosa,birds
22717984,Nectarinia johnstoni,birds
22717970,Nectarinia kilimensis,birds
22717962,Nectarinia purpureiventris,birds
22717958,Nectarinia tacazze,birds
22722290,Nemosia pileata,birds
22722293,Nemosia rourei,birds
22679987,Neochen jubata,birds
103817919,Neochmia evangelinae,birds
22719676,Neochmia modesta,birds
103817894,Neochmia phaeton,birds
22719673,Neochmia ruficauda,birds
22719666,Neochmia temporalis,birds
22710799,Neocichla gutturalis,birds
22708195,Neocossyphus poensis,birds
22708188,Neocossyphus rufus,birds
22692740,Neocrex colombiana,birds
22692760,Neocrex erythrops,birds
22701355,Neoctantes niger,birds
22698771,Neodrepanis coruscans,birds
22698777,Neodrepanis hypoxantha,birds
22707210,Neolalage banksiana,birds
22713256,Neolestes torquatus,birds
103771124,Neomixis pallidior,birds
103771036,Neomixis striatigula,birds
22716148,Neomixis tenella,birds
22716153,Neomixis viridis,birds
62144610,Neomorphus geoffroyi,birds
22684483,Neomorphus pucheranii,birds
22684473,Neomorphus radiolosus,birds
22684478,Neomorphus rufipennis,birds
22701188,Neopelma aurifrons,birds
22701173,Neopelma chrysocephalum,birds
22724481,Neopelma chrysolophum,birds
22701183,Neopelma pallescens,birds
22701178,Neopelma sulphureiventer,birds
22712194,Neophedina cincta,birds
22685203,Neophema chrysogaster,birds
22685194,Neophema chrysostoma,birds
22685197,Neophema elegans,birds
