iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
155323,Plectranthias bauchotae,NA,2010,LC,140,190,NA,NA,NA,NA,NA,LC,0,2020-1
155324,Paraliparis orcadensis,NA,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155325,Ogcocephalus pumilus,Dwarf Batfish,2010,LC,35,348,NA,NA,NA,NA,NA,LC,0,2020-1
155326,Acanthistius ocellatus,Eastern Wirrah,2010,LC,4,100,NA,NA,NA,NA,NA,LC,0,2020-1
155327,Crocodilichthys gracilis,Lizard Triplefin,2010,LC,3,40,NA,NA,NA,NA,NA,LC,0,2020-1
155328,Paratriacanthodes herrei,Banded Spikefish,2010,LC,183,194,NA,NA,NA,NA,NA,LC,0,2020-1
155329,Ophichthus altipennis,NA,2010,LC,1,40,NA,NA,NA,NA,NA,LC,0,2020-1
155330,Pomadasys maculatus,Saddle Grunt,2010,LC,20,110,NA,NA,NA,NA,NA,LC,0,2020-1
155474,Caspia gmelinii,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155535,Paludinella sicana,NA,2014,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155552,Heleobia maltzani,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155597,Hydrobia vitrea,Hydrobie méditerranéenne,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155610,Heleobia macei,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155630,Paludinella globularis,NA,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155835,Hydrobia acuta,NA,2011,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
155843,Heleobia dalmatica,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
155980,Potamopyrgus antipodarum,New Zealand Mudsnail,2013,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
156018,Heleobia rausiana,NA,2011,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
158616,Squalus altipinnis,Western Highfin Spurdog,2019,DD,130,300,NA,NA,NA,NA,NA,DD,NA,2020-1
158617,Squalus edmundsi,Edmunds’ Spurdog,2019,NT,204,850,NA,NA,NA,NA,NA,NT,0.2,2020-1
158624,Porocephalichthys dasyrhynchus,Shaggy Cusk,2010,LC,3,15,NA,NA,NA,NA,NA,LC,0,2020-1
158625,Odontanthias tapui,NA,2010,LC,120,350,NA,NA,NA,NA,NA,LC,0,2020-1
158626,Nectamia fusca,Ghost Cardinalfish,2010,LC,1,5,NA,NA,NA,NA,NA,LC,0,2020-1
158627,Pseudanthias pleurotaenia,Mirror Basslet,2010,LC,25,46,NA,NA,NA,NA,NA,LC,0,2020-1
158628,Nectamia zebrinus,NA,2010,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
158630,Cochlefelis insidiator,Flat Catfish,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
158632,Salarias sinuosus,Fringelip Blenny,2010,LC,0,5,NA,NA,NA,NA,NA,LC,0,2020-1
161317,Benthobatis marcida,Caribbean Blind Numbfish,2009,LC,275,922,NA,NA,NA,NA,NA,LC,0,2020-1
161318,Leucoraja lentiginosa,Freckle Skate,2009,DD,53,588,NA,NA,NA,NA,NA,DD,NA,2020-1
161319,Bathyraja mariposa,Butterfly Skate,2016,LC,90,448,NA,NA,NA,NA,NA,LC,0,2020-1
161320,Rhinobatos albomaculatus,White-spotted Guitarfish,2009,VU,1,35,NA,NA,NA,NA,A4bd,VU,0.4,2020-1
161321,Cirrhigaleus australis,Southern Mandarin Shark,2016,DD,18,1100,NA,NA,NA,NA,NA,DD,NA,2020-1
161322,Amblyraja robertsi,Bigmouth Skate,2009,LC,1150,1350,NA,NA,NA,NA,NA,LC,0,2020-1
161324,Hydrolagus alphus,Whitespot Ghostshark,2009,DD,630,907,NA,NA,NA,NA,NA,DD,NA,2020-1
161325,Squatina nebulosa,Clouded Angelshark,2009,VU,35,600,NA,NA,NA,NA,A2d+4d,VU,0.4,2020-1
161326,Crassinarke dormitor,Sleeper Torpedo,2009,DD,80,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161327,Etmopterus burgessi,Broadnose Lanternshark,2009,DD,300,600,NA,NA,NA,NA,NA,DD,NA,2020-1
161328,Torpedo marmorata,Spotted Torpedo,2009,DD,10,100,NA,NA,NA,NA,NA,DD,NA,2020-1
161329,Dipturus cerva,White-spotted Skate,2009,NT,20,470,NA,NA,NA,NA,NA,NT,0.2,2020-1
161330,Eridacnis barbouri,Cuban Ribbontail Catshark,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161331,Dactylobatus clarkii,Hook Skate,2009,DD,315,915,NA,NA,NA,NA,NA,DD,NA,2020-1
161333,Galeus schultzi,Dwarf Sawtail Catshark,2009,DD,329,431,NA,NA,NA,NA,NA,DD,NA,2020-1
161334,Mustelus californicus,Gray Smooth-hound,2015,LC,12,67,NA,NA,NA,NA,NA,LC,0,2020-1
161335,Urotrygon rogersi,Roger's Round Ray,2009,DD,2,30,NA,NA,NA,NA,NA,DD,NA,2020-1
161336,Scyliorhinus boa,Boa Catshark,2009,LC,329,676,NA,NA,NA,NA,NA,LC,0,2020-1
161337,Pavoraja alleni,Allens Skate,2015,LC,305,460,NA,NA,NA,NA,NA,LC,0,2020-1
161338,Beringraja cortezensis,Cortez Skate,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161339,Raja radula,Rough Skate,2016,EN,0,350,NA,NA,NA,NA,A4b,EN,0.6,2020-1
161340,Amblyraja reversa,Reverse Skate,2017,DD,1500,1500,NA,NA,NA,NA,NA,DD,NA,2020-1
161341,Cruriraja durbanensis,Smoothnose Pygmy Skate,2019,DD,860,860,NA,NA,NA,NA,NA,DD,NA,2020-1
161342,Gymnura australis,Australian Butterfly Ray,2015,LC,0,60,NA,NA,NA,NA,NA,LC,0,2020-1
161343,Raja herwigi,Cape Verde Skate,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161344,Rostroraja velezi,Rasptail Skate,2009,DD,35,140,NA,NA,NA,NA,NA,DD,NA,2020-1
161345,Rajella bathyphila,Deepwater Skate,2009,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161346,Narcine westraliensis,Banded Numbfish,2015,LC,10,70,NA,NA,NA,NA,NA,LC,0,2020-1
161347,Neoraja africana,West African Pygmy Skate,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161348,Fenestraja sibogae,Siboga Pygmy Skate,2009,DD,289,289,NA,NA,NA,NA,NA,DD,NA,2020-1
161349,Benthobatis moresbyi,Indian Blind Numbfish,2017,LC,787,1071,NA,NA,NA,NA,NA,LC,0,2020-1
161350,Bathyraja maculata,Whiteblotched Skate,2015,LC,73,1193,NA,NA,NA,NA,NA,LC,0,2020-1
161351,Cirrhoscyllium expolitum,Barbelthroat Carpetshark,2009,DD,183,190,NA,NA,NA,NA,NA,DD,NA,2020-1
161352,Hexanchus nakamurai,Bigeyed Sixgill Shark,2009,DD,NA,621,NA,NA,NA,NA,NA,DD,NA,2020-1
161354,Dipturus tengu,Acutenose Skate,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161355,Nasolamia velox,Whitenose Shark,2009,DD,15,192,NA,NA,NA,NA,NA,DD,NA,2020-1
161356,Anacanthobatis donghaiensis,East China Legskate,2009,DD,200,1000,NA,NA,NA,NA,NA,DD,NA,2020-1
161357,Myliobatis tobijei,Japanese Eagle Ray,2009,DD,0,220,NA,NA,NA,NA,NA,DD,NA,2020-1
161358,Sinobatis melanosoma,Blackbodied Legskate,2009,LC,575,1100,NA,NA,NA,NA,NA,LC,0,2020-1
161359,Fenestraja ishiyamai,Plain Pygmy Skate,2009,DD,503,950,NA,NA,NA,NA,NA,DD,NA,2020-1
161360,Squalus chloroculus,Greeneye Spurdog,2019,EN,216,1360,NA,NA,NA,NA,A2bd,EN,0.6,2020-1
161361,Oxynotus paradoxus,Sailfin Roughshark,2009,DD,265,720,NA,NA,NA,NA,NA,DD,NA,2020-1
161363,Zameus ichiharai,Japanese Velvet Dogfish,2009,DD,450,830,NA,NA,NA,NA,NA,DD,NA,2020-1
161364,Galeus eastmani,Gecko Catshark,2009,LC,100,900,NA,NA,NA,NA,NA,LC,0,2020-1
161366,Bathyraja spinicauda,Spinytail Skate,2009,NT,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
161367,Apristurus japonicus,Japanese Catshark,2009,DD,600,800,NA,NA,NA,NA,NA,DD,NA,2020-1
161368,Hemitriakis complicofasciata,Ocellate Topeshark,2009,DD,90,100,NA,NA,NA,NA,NA,DD,NA,2020-1
161370,Pavoraja nitida,Peacock Skate,2015,LC,75,450,NA,NA,NA,NA,NA,LC,0,2020-1
161371,Rajella bigelowi,Bigelow's Skate,2009,LC,367,4156,NA,NA,NA,NA,NA,LC,0,2020-1
161372,Bathyraja andriashevi,Little-eyed Skate,2009,LC,1200,2004,NA,NA,NA,NA,NA,LC,0,2020-1
161373,Pseudobatos percellens,Southern Guitarfish,2016,NT,0,110,NA,NA,NA,NA,NA,NT,0.2,2020-1
161374,Cruriraja cadenati,Broadfoot Pygmy Skate,2009,DD,457,896,NA,NA,NA,NA,NA,DD,NA,2020-1
161375,Bathyraja trachura,Roughtail Skate,2015,LC,213,2550,NA,NA,NA,NA,NA,LC,0,2020-1
161376,Carcharhinus sorrah,Spottail Shark,2009,NT,10,140,NA,NA,NA,NA,NA,NT,0.2,2020-1
161377,Rajella lintea,Sailray,2009,LC,196,1455,NA,NA,NA,NA,NA,LC,0,2020-1
161378,Carcharhinus acronotus,Blacknose Shark,2009,NT,18,64,NA,NA,NA,NA,NA,NT,0.2,2020-1
161379,Sinobatis borneensis,Borneo Legskate,2009,LC,475,835,NA,NA,NA,NA,NA,LC,0,2020-1
161380,Cephaloscyllium sarawakensis,Sarawak Pygmy Swell Shark,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161381,Bathyraja minispinosa,Whitebrow Skate,2015,LC,150,1420,NA,NA,NA,NA,NA,LC,0,2020-1
161382,Bathyraja shuntovi,Longnose Deepsea Skate,2018,DD,300,1485,NA,NA,NA,NA,NA,DD,NA,2020-1
161383,Neoraja iberica,Iberian Pygmy Skate,2015,LC,270,670,NA,NA,NA,NA,NA,LC,0,2020-1
161384,Centrophorus atromarginatus,Dwarf Gulper Shark,2009,DD,150,450,NA,NA,NA,NA,NA,DD,NA,2020-1
161386,Bathytoshia lata,Brown Stingray,2016,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161387,Bathyraja ishiharai,Abyssal Skate,2015,DD,2300,2300,NA,NA,NA,NA,NA,DD,NA,2020-1
161388,Etmopterus spinax,Velvet Belly Lanternshark,2009,LC,70,2000,NA,NA,NA,NA,NA,LC,0,2020-1
161390,Insentiraja laxipella,Eastern Looseskin Skate,2015,DD,800,880,NA,NA,NA,NA,NA,DD,NA,2020-1
161391,Bathyraja murrayi,Murray's Skate,2009,NT,30,650,NA,NA,NA,NA,NA,NT,0.2,2020-1
161392,Amblyraja taaf,Whiteleg Skate,2009,DD,150,600,NA,NA,NA,NA,NA,DD,NA,2020-1
161393,Dipturus gigas,Giant Skate,2009,DD,300,800,NA,NA,NA,NA,NA,DD,NA,2020-1
161394,Urotrygon simulatrix,Fake Round Ray,2009,VU,NA,NA,NA,NA,NA,NA,B1ab(v),VU,0.4,2020-1
161395,Triakis scyllium,Banded Houndshark,2009,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161396,Aetomylaeus asperrimus,Roughskin Bullray,2016,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161397,Torpedo torpedo,Common Torpedo Ray,2009,DD,NA,300,NA,NA,NA,NA,NA,DD,NA,2020-1
161398,Galeus melastomus,Blackmouth Catshark,2009,LC,55,2000,NA,NA,NA,NA,NA,LC,0,2020-1
161399,Scyliorhinus canicula,Small Spotted Catshark,2009,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161400,Dipturus kwangtungensis,Kwangtung Skate,2009,DD,50,240,NA,NA,NA,NA,NA,DD,NA,2020-1
161402,Bathyraja interrupta,Bering Skate,2016,LC,100,1372,NA,NA,NA,NA,NA,LC,0,2020-1
161403,Somniosus pacificus,Pacific Sleeper Shark,2009,DD,1,2000,NA,NA,NA,NA,NA,DD,NA,2020-1
161404,Squalus montalbani,Philippine Spurdog,2019,VU,154,1370,NA,NA,NA,NA,A2bd+3d,VU,0.4,2020-1
161405,Rhinobatos holcorhynchus,Slender Guitarfish,2019,DD,75,350,NA,NA,NA,NA,NA,DD,NA,2020-1
161406,Galeus sauteri,Blacktip Sawtail Catshark,2009,DD,60,200,NA,NA,NA,NA,NA,DD,NA,2020-1
161407,Etmopterus molleri,Slendertail Lanternshark,2015,DD,238,655,NA,NA,NA,NA,NA,DD,NA,2020-1
161408,Glaucostegus halavi,Halavi Guitarfish,2019,CR,0,100,NA,NA,NA,NA,A2bd,CR,0.8,2020-1
161409,Rhinobatos irvinei,Spineback Guitarfish,2009,VU,1,30,NA,NA,NA,NA,A4bd,VU,0.4,2020-1
161410,Squalus hemipinnis,Indonesian Shortsnout Spurdog,2009,NT,100,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
161411,Torpedo mackayana,West African Torpedo Ray,2009,DD,1,50,NA,NA,NA,NA,NA,DD,NA,2020-1
161412,Scyliorhinus tokubee,Izu Catshark,2009,DD,100,317,NA,NA,NA,NA,NA,DD,NA,2020-1
161413,Isistius labialis,South China Cookiecutter Shark,2009,DD,NA,520,NA,NA,NA,NA,NA,DD,NA,2020-1
161414,Brochiraja leviveneta,Blue Deepsea Skate,2018,DD,300,1200,NA,NA,NA,NA,NA,DD,NA,2020-1
161415,Breviraja mouldi,Mould's Skate,2009,DD,353,776,NA,NA,NA,NA,NA,DD,NA,2020-1
161416,Breviraja claramaculata,Brightspot Skate,2009,DD,293,896,NA,NA,NA,NA,NA,DD,NA,2020-1
161417,Centrophorus seychellorum,Seychelles Gulper Shark,2019,LC,1000,1000,NA,NA,NA,NA,NA,LC,0,2020-1
161418,Leucoraja erinacea,Little Skate,2009,NT,NA,90,NA,NA,NA,NA,NA,NT,0.2,2020-1
161419,Leucoraja garmani,Rosette Skate,2009,LC,33,530,NA,NA,NA,NA,NA,LC,0,2020-1
161420,Brochiraja spinifera,Prickly Deepsea Skate,2018,DD,125,1500,NA,NA,NA,NA,NA,DD,NA,2020-1
161421,Okamejei heemstrai,Narrow Skate,2019,LC,200,500,NA,NA,NA,NA,NA,LC,0,2020-1
161422,Breviraja nigriventralis,Blackbelly Skate,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161423,Narcine vermiculatus,Vermiculate Numbfish,2009,NT,0,100,NA,NA,NA,NA,NA,NT,0.2,2020-1
161424,Bathyraja matsubarai,Dusky Purple Skate,2009,DD,120,2000,NA,NA,NA,NA,NA,DD,NA,2020-1
161425,Raja undulata,Undulate Skate,2009,EN,1,200,NA,NA,NA,NA,A2bd+3d+4bd,EN,0.6,2020-1
161426,Chiloscyllium arabicum,Arabian Carpetshark,2017,NT,2,100,NA,NA,NA,NA,NA,NT,0.2,2020-1
161427,Dipturus bullisi,Tortugas Skate,2009,DD,183,549,NA,NA,NA,NA,NA,DD,NA,2020-1
161428,Electrolux addisoni,Ornate Sleeper Ray,2019,LC,0,50,NA,NA,NA,6300,NA,LC,0,2020-1
161429,Scyliorhinus comoroensis,Comoro Catshark,2019,DD,200,400,NA,NA,NA,NA,NA,DD,NA,2020-1
161430,Bathyraja lindbergi,Commander Skate,2015,LC,126,1193,NA,NA,NA,NA,NA,LC,0,2020-1
161431,Urogymnus granulatus,Mangrove Whipray,2016,VU,0,85,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
161432,Somniosus rostratus,Little Sleeper Shark,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161433,Squalus japonicus,Japanese Spurdog,2009,DD,52,400,NA,NA,NA,NA,NA,DD,NA,2020-1
161434,Atelomycterus marnkalha,Eastern Banded Catshark,2015,DD,11,74,NA,NA,NA,NA,NA,DD,NA,2020-1
161435,Scyliorhinus torazame,Cloudy Catshark,2009,LC,1,320,NA,NA,NA,NA,NA,LC,0,2020-1
161436,Myliobatis goodei,Southern Eagle Ray,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161437,Pentanchus profundicolus,Onefin Catshark,2009,DD,673,1070,NA,NA,NA,NA,NA,DD,NA,2020-1
161438,Squalus brevirostris,Japanese Shortnose Spurdog,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161439,Mobula kuhlii,Shortfin Devil Ray,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161440,Pseudoraja fischeri,Fanfin Skate,2009,DD,420,570,NA,NA,NA,NA,NA,DD,NA,2020-1
161441,Etmopterus villosus,Hawaiian Lanternshark,2009,LC,406,911,NA,NA,NA,NA,NA,LC,0,2020-1
161442,Centrophorus lusitanicus,Lowfin Gulper Shark,2009,VU,300,1400,NA,NA,NA,NA,A2bd+4bd,VU,0.4,2020-1
161443,Etmopterus pusillus,Smooth Lanternshark,2009,LC,150,1998,NA,NA,NA,NA,NA,LC,0,2020-1
161444,Bathyraja tzinovskii,Creamback Skate,2009,LC,1776,2500,NA,NA,NA,NA,NA,LC,0,2020-1
161445,Narcine timlei,Brown Numbfish,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161446,Rostroraja ackleyi,Ocellate Skate,2009,DD,32,384,NA,NA,NA,NA,NA,DD,NA,2020-1
161447,Rhinobatos punctifer,Spotted Guitarfish,2017,NT,0,70,NA,NA,NA,NA,NA,NT,0.2,2020-1
161448,Etmopterus splendidus,Splendid Lanternshark,2009,DD,120,793,NA,NA,NA,NA,NA,DD,NA,2020-1
161449,Scyliorhinus torrei,Dwarf Catshark,2009,LC,229,550,NA,NA,NA,NA,NA,LC,0,2020-1
161450,Parmaturus lanatus,Velvet Catshark,2009,DD,840,855,NA,NA,NA,NA,NA,DD,NA,2020-1
161451,Mustelus albipinnis,White-margin Fin Smoothhound,2009,DD,100,281,NA,NA,NA,NA,NA,DD,NA,2020-1
161452,Amblyraja badia,Broad Skate,2016,LC,846,2324,NA,NA,NA,NA,NA,LC,0,2020-1
161453,Dasyatis pastinaca,Common Stingray,2009,DD,1,200,NA,NA,NA,NA,NA,DD,NA,2020-1
161454,Bathyraja isotrachys,Raspback Skate,2009,LC,370,2000,NA,NA,NA,NA,NA,LC,0,2020-1
161455,Cephalurus cephalus,Lollipop Catshark,2009,DD,155,927,NA,NA,NA,NA,NA,DD,NA,2020-1
161456,Squatina formosa,Taiwan Angelshark,2009,EN,100,300,NA,NA,NA,NA,A2d+4d,EN,0.6,2020-1
161457,Pseudobatos glaucostigmus,Speckled Guitarfish,2016,DD,1,112,NA,NA,NA,NA,NA,DD,NA,2020-1
161458,Scyliorhinus garmani,Brownspotted Catshark,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161459,Raja maderensis,Madeira Skate,2015,VU,150,150,NA,NA,NA,NA,D2,VU,0.4,2020-1
161460,Galeus cadenati,Longfin Sawtail Catshark,2009,DD,431,549,NA,NA,NA,NA,NA,DD,NA,2020-1
161461,Leucoraja fullonica,Shagreen Skate,2015,VU,30,800,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
161462,Bathyraja diplotaenia,Duskypink Skate,2009,LC,100,1000,NA,NA,NA,NA,NA,LC,0,2020-1
161463,Rhinoptera marginata,Lusitanian Cownose Ray,2009,NT,0,100,NA,NA,NA,NA,NA,NT,0.2,2020-1
161464,Leucoraja circularis,Sandy Skate,2015,EN,50,800,NA,NA,NA,NA,A2bcd,EN,0.6,2020-1
161465,Pastinachus solocirostris,Roughnose Stingray,2009,EN,0,30,NA,NA,NA,NA,A4cd,EN,0.6,2020-1
161466,Raja inornata,California Skate,2016,LC,17,671,NA,NA,NA,NA,NA,LC,0,2020-1
161468,Eridacnis radcliffei,Pygmy Ribbontail Catshark,2019,LC,71,766,NA,NA,NA,NA,NA,LC,0,2020-1
161469,Squalus raoulensis,Kermadec Spiny Dogfish,2018,LC,210,500,NA,NA,NA,NA,NA,LC,0,2020-1
161470,Apristurus indicus,Smallbelly Catshark,2017,LC,1282,1840,NA,NA,NA,NA,NA,LC,0,2020-1
161471,Bathyraja parmifera,Alaska Skate,2015,LC,17,400,NA,NA,NA,NA,NA,LC,0,2020-1
161473,Galeus longirostris,Longnose Sawtail Catshark,2009,DD,350,550,NA,NA,NA,NA,NA,DD,NA,2020-1
161475,Hydrolagus lusitanicus,NA,2015,LC,1600,2410,NA,NA,NA,NA,NA,LC,0,2020-1
161476,Acroteriobatus variegatus,Stripenose Guitarfish,2017,CR,0,366,NA,NA,NA,NA,A2cd+3cd,CR,0.8,2020-1
161477,Malacoraja senta,Smooth Skate,2009,EN,70,480,NA,NA,NA,NA,A2bcd,EN,0.6,2020-1
161478,Rhinobatos annandalei,Bengal Guitarfish,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161479,Galeus arae,Roughtail Catshark,2009,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161480,Mustelus mosis,Arabian Smoothhound,2019,NT,20,250,NA,NA,NA,NA,NA,NT,0.2,2020-1
161481,Schroederobatis americana,American Legskate,2009,DD,183,915,NA,NA,NA,NA,NA,DD,NA,2020-1
161483,Hongeo koreana,Korean Skate,2009,DD,30,80,NA,NA,NA,NA,NA,DD,NA,2020-1
161484,Scyliorhinus stellaris,Nursehound,2009,NT,1,409,NA,NA,NA,NA,NA,NT,0.2,2020-1
161485,Mustelus punctulatus,Blackspotted Smoothhound,2009,DD,NA,200,NA,NA,NA,NA,NA,DD,NA,2020-1
161486,Bathyraja spinosissima,Pacific White Skate,2015,LC,800,2906,NA,NA,NA,NA,NA,LC,0,2020-1
161487,Okamejei meerdervoortii,Bigeye Skate,2009,DD,30,90,NA,NA,NA,NA,NA,DD,NA,2020-1
161488,Halaelurus boesemani,Speckled Catshark,2017,VU,29,91,NA,NA,NA,NA,A2d,VU,0.4,2020-1
161489,Dentiraja lemprieri,Thornback Skate,2015,LC,0,170,NA,NA,NA,NA,NA,LC,0,2020-1
161490,Amblyraja georgiana,Antarctic Starry Skate,2009,DD,150,800,NA,NA,NA,NA,NA,DD,NA,2020-1
161491,Amblyraja jenseni,Jensen's Skate,2009,LC,167,2548,NA,NA,NA,NA,NA,LC,0,2020-1
161492,Leucoraja wallacei,Yellowspotted Skate,2009,LC,70,500,NA,NA,NA,NA,NA,LC,0,2020-1
161493,Okamejei philipi,NA,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161494,Springeria longirostris,Longnose Legskate,2009,DD,520,1052,NA,NA,NA,NA,NA,DD,NA,2020-1
161495,Fontitrygon margarita,NA,2016,EN,NA,NA,NA,NA,NA,NA,A2bd+3bd+4bd,EN,0.6,2020-1
161496,Spiniraja whitleyi,Melbourne Skate,2009,VU,0,170,NA,NA,NA,NA,A2bd+4bd,VU,0.4,2020-1
161497,Parmaturus melanobranchus,Blackgill Catshark,2009,DD,540,835,NA,NA,NA,NA,NA,DD,NA,2020-1
161498,Galeus springeri,NA,2009,DD,457,699,NA,NA,NA,NA,NA,DD,NA,2020-1
161499,Ctenacis fehlmanni,Harlequin Catshark,2017,LC,70,300,NA,NA,NA,NA,NA,LC,0,2020-1
161500,Brochiraja microspinifera,Small Deepsea Skate,2018,DD,600,1200,NA,NA,NA,NA,NA,DD,NA,2020-1
161501,Iago omanensis,Bigeye Houndshark,2009,LC,110,2195,NA,NA,NA,NA,NA,LC,0,2020-1
161502,Fenestraja maceachrani,Madagascar Pygmy Skate,2019,DD,600,765,NA,NA,NA,NA,NA,DD,NA,2020-1
161504,Bathyraja tunae,Cristina's Skate,2019,LC,1700,2240,NA,NA,NA,NA,NA,LC,0,2020-1
161505,Maculabatis toshi,Brown Whipray,2016,LC,0,41,NA,NA,NA,NA,NA,LC,0,2020-1
161506,Paragaleus randalli,Slender Weasel Shark,2009,NT,NA,18,NA,NA,NA,NA,NA,NT,0.2,2020-1
161507,Hemitriakis japanica,Japanese Topeshark,2009,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
161508,Centroscyllium ritteri,Whitefin Dogfish,2009,DD,150,1100,NA,NA,NA,NA,NA,DD,NA,2020-1
161509,Parmaturus albimarginatus,Whitetip Catshark,2018,LC,590,732,NA,NA,NA,NA,NA,LC,0,2020-1
161512,Rajella fuliginea,Sooty Skate,2009,LC,731,1280,NA,NA,NA,NA,NA,LC,0,2020-1
161513,Taeniurops grabata,Round Fantail Stingray,2009,DD,NA,100,NA,NA,NA,NA,NA,DD,NA,2020-1
161514,Dipturus oregoni,Hooktail Skate,2009,DD,475,1079,NA,NA,NA,NA,NA,DD,NA,2020-1
161515,Poroderma pantherinum,Leopard Catshark,2009,DD,NA,50,NA,NA,NA,NA,NA,DD,NA,2020-1
161516,Gymnura tentaculata,Tentacled Butterfly Ray,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161517,Etmopterus lucifer,Blackbelly Lanternshark,2018,LC,158,1357,NA,NA,NA,NA,NA,LC,0,2020-1
161518,Mustelus norrisi,Narrowfin Smoothhound,2009,DD,1,84,NA,NA,NA,NA,NA,DD,NA,2020-1
161519,Zanobatus schoenleinii,Striped Panray,2009,DD,10,60,NA,NA,NA,NA,NA,DD,NA,2020-1
161520,Fontitrygon margaritella,NA,2016,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161521,Centroscyllium fabricii,Black Dogfish,2009,LC,180,2250,NA,NA,NA,NA,NA,LC,0,2020-1
161522,Neoraja carolinensis,Carolina Dwarf Skate,2009,DD,695,1010,NA,NA,NA,NA,NA,DD,NA,2020-1
161523,Narcine lingula,Chinese Numbfish,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161524,Carcharhinus isodon,Finetooth Shark,2009,LC,0,20,NA,NA,NA,NA,NA,LC,0,2020-1
161525,Squatina tergocellatoides,Ocellated Angelshark,2009,VU,100,300,NA,NA,NA,NA,A2d+4d,VU,0.4,2020-1
161526,Carcharhinus albimarginatus,Silvertip Shark,2016,VU,0,800,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
161527,Breviraja colesi,Lightnose Skate,2009,DD,366,522,NA,NA,NA,NA,NA,DD,NA,2020-1
161528,Rostroraja bahamensis,Bahama Skate,2009,DD,366,411,NA,NA,NA,NA,NA,DD,NA,2020-1
161529,Bathyraja maccaini,McCain's Skate,2009,NT,1,500,NA,NA,NA,NA,NA,NT,0.2,2020-1
161530,Rhinoptera neglecta,Australian Cownose Ray,2015,DD,0,50,NA,NA,NA,NA,NA,DD,NA,2020-1
161531,Holohalaelurus grennian,Grinning Izak Catshark,2019,DD,238,353,NA,NA,NA,NA,NA,DD,NA,2020-1
161532,Okamejei hollandi,Yellow Spotted Skate,2009,DD,67,87,NA,NA,NA,NA,NA,DD,NA,2020-1
161533,Hemitrygon bennetti,Bennett's Stingray,2016,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
161534,Rhinoraja kujiensis,Dapplebellied Softnose Skate,2009,LC,450,1000,NA,NA,NA,NA,NA,LC,0,2020-1
