iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
224,Acipenser naccarii,CR,europe,0.8,CR
225,Acipenser nudiventris,CR,europe,0.8,CR
229,Acipenser stellatus,CR,europe,0.8,CR
230,Acipenser sturio,CR,europe,0.8,CR
232,Acipenser gueldenstaedtii,CR,europe,0.8,CR
235,Acipenser persicus,CR,europe,0.8,CR
907,Alosa immaculata,VU,europe,0.4,VU
2352,Atherina boyeri,LC,mediterranean,0,LC
2352,Atherina boyeri,LC,europe,0,LC
2467,Balaena mysticetus,"NA",europe,NA,NA
2474,Balaenoptera acutorostrata,LC,europe,0,LC
2475,Balaenoptera borealis,EN,europe,0.6,EN
2477,Balaenoptera musculus,EN,europe,0.6,EN
2478,Balaenoptera physalus,VU,mediterranean,0.4,VU
2478,Balaenoptera physalus,NT,europe,0.2,NT
2539,Balistes vetula,DD,europe,NA,DD
3851,Carcharhinus limbatus,DD,mediterranean,NA,DD
3851,Carcharhinus limbatus,DD,europe,NA,DD
3852,Carcharhinus obscurus,DD,mediterranean,NA,DD
3852,Carcharhinus obscurus,DD,europe,NA,DD
3853,Carcharhinus plumbeus,EN,mediterranean,0.6,EN
3853,Carcharhinus plumbeus,EN,europe,0.6,EN
3854,Carcharias taurus,CR,mediterranean,0.8,CR
3854,Carcharias taurus,CR,europe,0.8,CR
3855,Carcharodon carcharias,CR,mediterranean,0.8,CR
3855,Carcharodon carcharias,CR,europe,0.8,CR
4292,Cetorhinus maximus,EN,mediterranean,0.6,EN
4292,Cetorhinus maximus,EN,europe,0.6,EN
5675,Croilia mossambica,LC,pan-africa,0,LC
5675,Croilia mossambica,LC,southern_africa,0,LC
6204,Cystophora cristata,"NA",europe,NA,NA
6229,Dalatias licha,VU,mediterranean,0.4,VU
6229,Dalatias licha,EN,europe,0.6,EN
6335,Delphinapterus leucas,"NA",europe,NA,NA
6336,Delphinus delphis,EN,mediterranean,0.6,EN
6336,Delphinus delphis,DD,europe,NA,DD
7135,Eleotris melanosoma,LC,eastern_africa,0,LC
7135,Eleotris melanosoma,LC,pan-africa,0,LC
7135,Eleotris melanosoma,LC,southern_africa,0,LC
7859,Epinephelus marginatus,EN,mediterranean,0.6,EN
7859,Epinephelus marginatus,EN,europe,0.6,EN
8010,Erignathus barbatus,"NA",europe,NA,NA
8097,Eschrichtius robustus,RE,europe,NA,NA
8262,Eunicella verrucosa,NT,mediterranean,0.2,NT
8784,Gadus morhua,LC,europe,0,LC
8951,Gasterosteus aculeatus,LC,europe,0,LC
9250,Globicephala melas,DD,mediterranean,NA,DD
9250,Globicephala melas,DD,europe,NA,DD
9266,Psammogobius biocellatus,LC,eastern_africa,0,LC
9266,Psammogobius biocellatus,LC,pan-africa,0,LC
9461,Grampus griseus,DD,mediterranean,NA,DD
9461,Grampus griseus,DD,europe,NA,DD
9660,Halichoerus grypus,LC,europe,0,LC
10030,Hexanchus griseus,LC,mediterranean,0,LC
10030,Hexanchus griseus,LC,europe,0,LC
10066,Hippocampus erectus,"NA",europe,NA,NA
10069,Hippocampus hippocampus,NT,mediterranean,0.2,NT
10069,Hippocampus hippocampus,DD,europe,NA,DD
10097,Hippoglossus hippoglossus,VU,europe,0.4,VU
10269,Huso huso,CR,europe,0.8,CR
10707,Hyperoodon ampullatus,DD,europe,NA,DD
11030,Knipowitschia caucasica,LC,mediterranean,0,LC
11030,Knipowitschia caucasica,LC,europe,0,LC
11047,Kogia breviceps,"NA",europe,NA,NA
11048,Kogia sima,"NA",europe,NA,NA
11140,Lagenodelphis hosei,"NA",europe,NA,NA
11141,Lagenorhynchus acutus,LC,europe,0,LC
11142,Lagenorhynchus albirostris,LC,europe,0,LC
11200,Lamna nasus,CR,mediterranean,0.8,CR
11200,Lamna nasus,CR,europe,0.8,CR
12419,Lutra lutra,NT,mediterranean,0.2,NT
12419,Lutra lutra,NT,europe,0.2,NT
13006,Megaptera novaeangliae,LC,europe,0,LC
13045,Melanogrammus aeglefinus,LC,europe,0,LC
13232,Mesogobius batrachocephalus,LC,mediterranean,0,LC
13232,Mesogobius batrachocephalus,LC,europe,0,LC
13241,Mesoplodon bidens,DD,europe,NA,DD
13244,Mesoplodon densirostris,DD,europe,NA,DD
13245,Mesoplodon europaeus,DD,europe,NA,DD
13250,Mesoplodon mirus,DD,europe,NA,DD
13653,Monachus monachus,CR,mediterranean,0.8,CR
13653,Monachus monachus,CR,europe,0.8,CR
13704,Monodon monoceros,"NA",europe,NA,NA
14054,Mycteroperca rubra,LC,mediterranean,0,LC
14054,Mycteroperca rubra,LC,europe,0,LC
14264,Myxus capensis,LC,pan-africa,0,LC
14264,Myxus capensis,LC,southern_africa,0,LC
15106,Odobenus rosmarus,"NA",europe,NA,NA
15421,Orcinus orca,DD,europe,NA,DD
15873,Pagrus pagrus,LC,mediterranean,0,LC
15873,Pagrus pagrus,LC,europe,0,LC
16012,Favonigobius reichei,LC,eastern_africa,0,LC
16564,Peponocephala electra,"NA",europe,NA,NA
16781,Petromyzon marinus,LC,europe,0,LC
17013,Phoca vitulina,LC,europe,0,LC
17027,Phocoena phocoena,VU,europe,0.4,VU
18175,Pristis pectinata,"NA",central_africa,NA,NA
18175,Pristis pectinata,CR,mediterranean,0.8,CR
18175,Pristis pectinata,CR,europe,0.8,CR
18376,Proterorhinus marmoratus,LC,europe,0,LC
18596,Pseudorca crassidens,"NA",europe,NA,NA
18878,Pungitius pungitius,LC,europe,0,LC
19387,Redigobius dewaali,LC,pan-africa,0,LC
19855,Salmo salar,VU,europe,0.4,VU
20731,Stenella coeruleoalba,VU,mediterranean,0.4,VU
20731,Stenella coeruleoalba,DD,europe,NA,DD
20738,Steno bredanensis,"NA",europe,NA,NA
21257,Syngnathus abaster,LC,mediterranean,0,LC
21257,Syngnathus abaster,LC,europe,0,LC
21856,Thunnus alalunga,LC,mediterranean,0,LC
21856,Thunnus alalunga,LC,europe,0,LC
21860,Thunnus thynnus,EN,mediterranean,0.6,EN
21860,Thunnus thynnus,NT,europe,0.2,NT
22563,Tursiops truncatus,VU,mediterranean,0.4,VU
22563,Tursiops truncatus,DD,europe,NA,DD
22823,Ursus maritimus,VU,europe,0.4,VU
23148,Xiphias gladius,NT,mediterranean,0.2,NT
23148,Xiphias gladius,LC,europe,0,LC
23211,Ziphius cavirostris,DD,mediterranean,NA,DD
23211,Ziphius cavirostris,DD,europe,NA,DD
23259,Gobius ophiocephalus,LC,mediterranean,0,LC
23259,Gobius ophiocephalus,LC,europe,0,LC
39332,Squatina squatina,CR,mediterranean,0.8,CR
39332,Squatina squatina,CR,europe,0.8,CR
39336,Odontaspis noronhai,DD,europe,NA,DD
39339,Alopias vulpinus,EN,mediterranean,0.6,EN
39339,Alopias vulpinus,EN,europe,0.6,EN
39341,Isurus oxyrinchus,CR,mediterranean,0.8,CR
39341,Isurus oxyrinchus,DD,europe,NA,DD
39352,Galeorhinus galeus,VU,mediterranean,0.4,VU
39352,Galeorhinus galeus,VU,europe,0.4,VU
39357,Mustelus asterias,VU,mediterranean,0.4,VU
39357,Mustelus asterias,NT,europe,0.2,NT
39358,Mustelus mustelus,VU,mediterranean,0.4,VU
39358,Mustelus mustelus,VU,europe,0.4,VU
39370,Carcharhinus falciformis,DD,europe,NA,DD
39374,Carcharhinus longimanus,EN,europe,0.6,EN
39378,Galeocerdo cuvier,DD,europe,NA,DD
39381,Prionace glauca,CR,mediterranean,0.8,CR
39381,Prionace glauca,NT,europe,0.2,NT
39385,Sphyrna lewini,DD,europe,NA,DD
39386,Sphyrna mokarran,DD,europe,NA,DD
39388,Sphyrna zygaena,CR,mediterranean,0.8,CR
39388,Sphyrna zygaena,DD,europe,NA,DD
39397,Dipturus batis,CR,mediterranean,0.8,CR
39397,Dipturus batis,CR,europe,0.8,CR
39399,Raja clavata,NT,mediterranean,0.2,NT
39399,Raja clavata,NT,europe,0.2,NT
39400,Raja microocellata,NT,europe,0.2,NT
40710,Percarina demidoffii,NT,europe,0.2,NT
41006,Hippocampus guttulatus,NT,mediterranean,0.2,NT
41006,Hippocampus guttulatus,DD,europe,NA,DD
41671,Pagophilus groenlandicus,"NA",europe,NA,NA
41672,Pusa hispida,LC,europe,0,LC
41712,Eubalaena glacialis,CR,europe,0.8,CR
41741,Carcharhinus brachyurus,DD,mediterranean,NA,DD
41741,Carcharhinus brachyurus,DD,europe,NA,DD
41745,Centrophorus uyato,VU,europe,0.4,VU
41747,Centroscymnus coelolepis,LC,mediterranean,0,LC
41747,Centroscymnus coelolepis,EN,europe,0.6,EN
41755,Physeter macrocephalus,EN,mediterranean,0.6,EN
41755,Physeter macrocephalus,VU,europe,0.4,VU
41762,Delphinus delphis,EN,mediterranean,0.6,EN
41794,Chlamydoselachus anguineus,LC,europe,0,LC
41798,Deania calcea,EN,europe,0.6,EN
41801,Echinorhinus brucus,EN,mediterranean,0.6,EN
41801,Echinorhinus brucus,EN,europe,0.6,EN
41823,Heptranchias perlo,DD,mediterranean,NA,DD
41823,Heptranchias perlo,DD,europe,NA,DD
41830,Isistius brasiliensis,"NA",europe,NA,NA
41859,Squalus megalops,DD,mediterranean,NA,DD
41859,Squalus megalops,DD,europe,NA,DD
41871,Centrophorus squamosus,EN,europe,0.6,EN
41876,Odontaspis ferox,CR,mediterranean,0.8,CR
41876,Odontaspis ferox,CR,europe,0.8,CR
42700,Apristurus melanoasper,LC,europe,0,LC
43972,Polyprion americanus,DD,mediterranean,NA,DD
43972,Polyprion americanus,NT,europe,0.2,NT
44207,Apristurus aphyodes,LC,europe,0,LC
44216,Apristurus laurussonii,LC,europe,0,LC
44565,Mitsukurina owstoni,LC,europe,0,LC
44566,Pseudotriakis microdon,DD,europe,NA,DD
44599,Apristurus manis,LC,europe,0,LC
44657,Apristurus microps,LC,europe,0,LC
46864,Centroselachus crepidater,LC,europe,0,LC
60127,Aetomylaeus bovinus,CR,mediterranean,0.8,CR
60127,Aetomylaeus bovinus,CR,europe,0.8,CR
60139,Harriotta haeckeli,LC,europe,0,LC
60140,Harriotta raleighana,LC,europe,0,LC
60145,Rhinochimaera atlantica,LC,europe,0,LC
60212,Isistius plutodus,LC,europe,0,LC
60213,Somniosus microcephalus,NT,europe,0.2,NT
60214,Squaliolus laticaudus,LC,europe,0,LC
60215,Zameus squamulosus,DD,europe,NA,DD
60225,Isurus paucus,DD,mediterranean,NA,DD
60225,Isurus paucus,DD,europe,NA,DD
60242,Etmopterus princeps,LC,europe,0,LC
60344,Anguilla anguilla,EN,northern_africa,0.6,EN
60344,Anguilla anguilla,CR,europe,0.8,CR
60447,Marcusenius livingstonii,LC,pan-africa,0,LC
60447,Marcusenius livingstonii,LC,southern_africa,0,LC
61213,Oligolepis acutipennis,LC,pan-africa,0,LC
61405,Leucoraja melitensis,CR,mediterranean,0.8,CR
61405,Leucoraja melitensis,CR,europe,0.8,CR
61408,Rostroraja alba,EN,mediterranean,0.6,EN
61408,Rostroraja alba,CR,europe,0.8,CR
61417,Squatina aculeata,CR,mediterranean,0.8,CR
61417,Squatina aculeata,CR,europe,0.8,CR
61418,Squatina oculata,CR,mediterranean,0.8,CR
61418,Squatina oculata,CR,europe,0.8,CR
62256,Trionyx triunguis,"NA",europe,NA,NA
63100,Dipturus oxyrinchus,NT,mediterranean,0.2,NT
63100,Dipturus oxyrinchus,NT,europe,0.2,NT
63103,Hydrolagus pallidus,LC,europe,0,LC
63104,Hydrolagus mirabilis,LC,europe,0,LC
63114,Chimaera monstrosa,NT,mediterranean,0.2,NT
63114,Chimaera monstrosa,NT,europe,0.2,NT
63115,Bathyraja pallida,LC,europe,0,LC
63119,Amblyraja hyperborea,LC,europe,0,LC
63120,Raja asterias,NT,mediterranean,0.2,NT
63120,Raja asterias,NT,europe,0.2,NT
63123,Hydrolagus affinis,LC,europe,0,LC
63125,Malacoraja kreffti,LC,europe,0,LC
63126,Malacoraja spinacidermis,LC,europe,0,LC
63127,Bathyraja richardsoni,LC,europe,0,LC
63131,Rhinobatos rhinobatos,EN,mediterranean,0.6,EN
63131,Rhinobatos rhinobatos,EN,europe,0.6,EN
63141,Oxynotus centrina,CR,mediterranean,0.8,CR
63141,Oxynotus centrina,VU,europe,0.4,VU
63146,Raja montagui,LC,mediterranean,0,LC
63146,Raja montagui,LC,europe,0,LC
63149,Galeus atlanticus,NT,mediterranean,0.2,NT
63149,Galeus atlanticus,NT,europe,0.2,NT
63152,Bathytoshia centroura,VU,mediterranean,0.4,VU
63152,Bathytoshia centroura,VU,europe,0.4,VU
63153,Gymnura altavela,CR,mediterranean,0.8,CR
63153,Gymnura altavela,CR,europe,0.8,CR
63442,Eussoia leptodonta,DD,pan-africa,NA,DD
63442,Eussoia leptodonta,DD,southern_africa,NA,DD
64409,Mycteroperca fusca,VU,europe,0.4,VU
132722,Epinephelus aeneus,NT,mediterranean,0.2,NT
132722,Epinephelus aeneus,DD,europe,NA,DD
132762,Epinephelus costae,DD,mediterranean,NA,DD
132762,Epinephelus costae,DD,europe,NA,DD
132796,Epinephelus caninus,DD,mediterranean,NA,DD
132796,Epinephelus caninus,LC,europe,0,LC
132828,Hyporthodus haifensis,DD,mediterranean,NA,DD
132828,Hyporthodus haifensis,DD,europe,NA,DD
133085,Balanophyllia europaea,LC,mediterranean,0,LC
133135,Madracis pharensis,DD,mediterranean,NA,DD
133142,Cladocora caespitosa,EN,mediterranean,0.6,EN
133511,Oculina patagonica,LC,mediterranean,0,LC
135509,Knipowitschia longecaudata,LC,europe,0,LC
135525,Pomatoschistus microps,CR,mediterranean,0.8,CR
135525,Pomatoschistus microps,LC,europe,0,LC
135526,Benthophilus magistri,LC,europe,0,LC
135548,Alosa caspia,LC,europe,0,LC
135567,Mugil cephalus,LC,eastern_africa,0,LC
135567,Mugil cephalus,LC,western_africa,0,LC
135567,Mugil cephalus,LC,mediterranean,0,LC
135567,Mugil cephalus,LC,europe,0,LC
135574,Liopsetta glacialis,LC,europe,0,LC
135579,Chelon auratus,LC,mediterranean,0,LC
135579,Chelon auratus,LC,europe,0,LC
135606,Dicentrarchus labrax,NT,mediterranean,0.2,NT
135606,Dicentrarchus labrax,LC,europe,0,LC
135608,Knipowitschia bergi,LC,europe,0,LC
135612,Coregonus widegreni,DD,europe,NA,DD
135622,Caspiosoma caspium,LC,europe,0,LC
135644,Alosa algeriensis,DD,europe,NA,DD
135654,Benthophilus mahmudbejovi,LC,europe,0,LC
135656,Benthophilus macrocephalus,LC,europe,0,LC
135681,Chelon saliens,LC,mediterranean,0,LC
135681,Chelon saliens,LC,europe,0,LC
135682,Benthophilus granulosus,LC,europe,0,LC
135689,Chelon labrosus,"NA",western_africa,NA,NA
135689,Chelon labrosus,LC,mediterranean,0,LC
135689,Chelon labrosus,LC,europe,0,LC
135690,Pleuronectes platessa,NT,mediterranean,0.2,NT
135690,Pleuronectes platessa,LC,europe,0,LC
135707,Clupeonella caspia,LC,europe,0,LC
135714,Chelon ramada,LC,mediterranean,0,LC
135714,Chelon ramada,LC,europe,0,LC
135717,Platichthys flesus,NT,mediterranean,0.2,NT
135717,Platichthys flesus,LC,europe,0,LC
135719,Lethenteron camtschaticum,LC,europe,0,LC
153534,Posidonia oceanica,LC,mediterranean,0,LC
153535,Cymodocea nodosa,LC,mediterranean,0,LC
153538,Zostera marina,LC,mediterranean,0,LC
154613,Synaphobranchus affinis,"NA",europe,NA,NA
154644,Liparis liparis,LC,europe,0,LC
154647,Coelorinchus occa,DD,mediterranean,NA,DD
154668,Linophryne lucifer,LC,europe,0,LC
154687,Arnoglossus imperialis,LC,mediterranean,0,LC
154687,Arnoglossus imperialis,LC,europe,0,LC
154708,Diplodus cervinus,DD,mediterranean,NA,DD
154708,Diplodus cervinus,LC,europe,0,LC
154712,Coryphaena hippurus,LC,mediterranean,0,LC
154712,Coryphaena hippurus,LC,europe,0,LC
154729,Diaphus rafinesquii,LC,mediterranean,0,LC
154729,Diaphus rafinesquii,LC,europe,0,LC
154753,Hypleurochilus bananensis,DD,mediterranean,NA,DD
154753,Hypleurochilus bananensis,LC,europe,0,LC
154798,Thalassobathia pelagica,DD,europe,NA,DD
154801,Talismania mekistonema,DD,europe,NA,DD
154807,Caranx crysos,LC,mediterranean,0,LC
154807,Caranx crysos,LC,europe,0,LC
154816,Sebastes mentella,EN,europe,0.6,EN
154820,Alepisaurus ferox,DD,mediterranean,NA,DD
154820,Alepisaurus ferox,LC,europe,0,LC
154838,Lepidion eques,LC,europe,0,LC
154844,Platybelone argalus,"NA",europe,NA,NA
154855,Hippichthys spicifer,LC,eastern_africa,0,LC
154855,Hippichthys spicifer,LC,pan-africa,0,LC
154880,Gaidropsarus macrophthalmus,LC,europe,0,LC
154916,Chaenophryne longiceps,LC,europe,0,LC
154929,Benthocometes robustus,DD,mediterranean,NA,DD
154929,Benthocometes robustus,LC,europe,0,LC
154972,Parablennius zvonimiri,LC,europe,0,LC
154981,Paraliparis copei,"NA",europe,NA,NA
154995,Diaphus holti,LC,mediterranean,0,LC
154995,Diaphus holti,LC,europe,0,LC
154997,Bregmaceros atlanticus,LC,europe,0,LC
154998,Argyropelecus hemigymnus,LC,mediterranean,0,LC
154998,Argyropelecus hemigymnus,LC,europe,0,LC
155013,Parablennius parvicornis,LC,europe,0,LC
155030,Macroramphosus scolopax,LC,mediterranean,0,LC
155030,Macroramphosus scolopax,LC,europe,0,LC
155044,Buglossidium luteum,LC,mediterranean,0,LC
155044,Buglossidium luteum,LC,europe,0,LC
155068,Remora brachyptera,DD,mediterranean,NA,DD
155068,Remora brachyptera,"NA",europe,NA,NA
155075,Remora albescens,"NA",europe,NA,NA
155081,Hyperoglyphe perciformis,DD,europe,NA,DD
155093,Derichthys serpentinus,LC,europe,0,LC
155096,Sarda sarda,LC,mediterranean,0,LC
155096,Sarda sarda,LC,europe,0,LC
155104,Cheilopogon pinnatibarbatus,LC,europe,0,LC
155106,Kali macrodon,"NA",europe,NA,NA
155123,Clupea harengus,LC,europe,0,LC
155125,Scorpaena azorica,DD,europe,NA,DD
155132,Eustomias monodactylus,"NA",europe,NA,NA
155169,Bathylychnops brachyrhynchus,"NA",europe,NA,NA
155182,Pomadasys incisus,LC,mediterranean,0,LC
155182,Pomadasys incisus,LC,europe,0,LC
155189,Scopeloberyx opisthopterus,"NA",europe,NA,NA
155190,Simenchelys parasitica,LC,europe,0,LC
155201,Ambassis urotaenia,LC,eastern_africa,0,LC
155204,Lycodes paamiuti,LC,europe,0,LC
155213,Synodus saurus,LC,mediterranean,0,LC
155213,Synodus saurus,LC,europe,0,LC
155214,Gobius fallax,DD,mediterranean,NA,DD
155214,Gobius fallax,LC,europe,0,LC
155215,Dicologlossa cuneata,DD,mediterranean,NA,DD
155215,Dicologlossa cuneata,LC,europe,0,LC
155225,Arnoglossus rueppelii,LC,mediterranean,0,LC
155225,Arnoglossus rueppelii,DD,europe,NA,DD
155226,Chromogobius quadrivittatus,LC,europe,0,LC
155227,Serrivomer lanceolatoides,LC,europe,0,LC
155246,Synaphobranchus kaupii,LC,europe,0,LC
155282,Gobius xanthocephalus,DD,mediterranean,NA,DD
155282,Gobius xanthocephalus,LC,europe,0,LC
155318,Serranus atricauda,LC,mediterranean,0,LC
155318,Serranus atricauda,DD,europe,NA,DD
155474,Caspia gmelinii,DD,europe,NA,DD
155535,Paludinella sicana,LC,mediterranean,0,LC
155552,Heleobia maltzani,DD,mediterranean,NA,DD
155552,Heleobia maltzani,DD,europe,NA,DD
155597,Hydrobia vitrea,LC,mediterranean,0,LC
155597,Hydrobia vitrea,LC,europe,0,LC
155610,Heleobia macei,DD,europe,NA,DD
155630,Paludinella globularis,LC,europe,0,LC
155835,Hydrobia acuta,LC,europe,0,LC
155843,Heleobia dalmatica,DD,mediterranean,NA,DD
155843,Heleobia dalmatica,DD,europe,NA,DD
155980,Potamopyrgus antipodarum,"NA",mediterranean,NA,NA
155980,Potamopyrgus antipodarum,"NA",europe,NA,NA
156018,Heleobia rausiana,DD,mediterranean,NA,DD
156018,Heleobia rausiana,DD,europe,NA,DD
161328,Torpedo marmorata,LC,mediterranean,0,LC
161328,Torpedo marmorata,LC,europe,0,LC
161339,Raja radula,EN,mediterranean,0.6,EN
161339,Raja radula,EN,europe,0.6,EN
161345,Rajella bathyphila,LC,europe,0,LC
161352,Hexanchus nakamurai,DD,mediterranean,NA,DD
161352,Hexanchus nakamurai,DD,europe,NA,DD
161361,Oxynotus paradoxus,DD,europe,NA,DD
161366,Bathyraja spinicauda,LC,europe,0,LC
161371,Rajella bigelowi,LC,europe,0,LC
161377,Rajella lintea,LC,europe,0,LC
161383,Neoraja iberica,LC,europe,0,LC
161388,Etmopterus spinax,LC,mediterranean,0,LC
161388,Etmopterus spinax,NT,europe,0.2,NT
161397,Torpedo torpedo,LC,mediterranean,0,LC
161397,Torpedo torpedo,LC,europe,0,LC
161398,Galeus melastomus,LC,mediterranean,0,LC
161398,Galeus melastomus,LC,europe,0,LC
161399,Scyliorhinus canicula,LC,mediterranean,0,LC
161399,Scyliorhinus canicula,LC,europe,0,LC
161425,Raja undulata,NT,mediterranean,0.2,NT
161425,Raja undulata,NT,europe,0.2,NT
161432,Somniosus rostratus,DD,mediterranean,NA,DD
161432,Somniosus rostratus,DD,europe,NA,DD
161442,Centrophorus lusitanicus,EN,europe,0.6,EN
161443,Etmopterus pusillus,DD,europe,NA,DD
161453,Dasyatis pastinaca,VU,mediterranean,0.4,VU
161453,Dasyatis pastinaca,VU,europe,0.4,VU
161459,Raja maderensis,VU,europe,0.4,VU
161461,Leucoraja fullonica,CR,mediterranean,0.8,CR
161461,Leucoraja fullonica,VU,europe,0.4,VU
161463,Rhinoptera marginata,DD,mediterranean,NA,DD
161463,Rhinoptera marginata,DD,europe,NA,DD
161464,Leucoraja circularis,CR,mediterranean,0.8,CR
161464,Leucoraja circularis,EN,europe,0.6,EN
161475,Hydrolagus lusitanicus,LC,europe,0,LC
161484,Scyliorhinus stellaris,NT,mediterranean,0.2,NT
161484,Scyliorhinus stellaris,NT,europe,0.2,NT
161485,Mustelus punctulatus,VU,mediterranean,0.4,VU
161485,Mustelus punctulatus,VU,europe,0.4,VU
161491,Amblyraja jenseni,LC,europe,0,LC
161513,Taeniurops grabata,DD,mediterranean,NA,DD
161513,Taeniurops grabata,DD,europe,NA,DD
161521,Centroscyllium fabricii,LC,europe,0,LC
161536,Squalus blainville,DD,mediterranean,NA,DD
161536,Squalus blainville,DD,europe,NA,DD
161542,Amblyraja radiata,LC,europe,0,LC
161549,Deania hystricosa,DD,europe,NA,DD
161551,Deania profundorum,DD,europe,NA,DD
161564,Carcharhinus altimus,DD,mediterranean,NA,DD
161564,Carcharhinus altimus,DD,europe,NA,DD
161569,Myliobatis aquila,VU,mediterranean,0.4,VU
161569,Myliobatis aquila,VU,europe,0.4,VU
161580,Tetronarce nobiliana,LC,mediterranean,0,LC
161580,Tetronarce nobiliana,LC,europe,0,LC
161583,Scymnodalatias garricki,DD,europe,NA,DD
161587,Rajella fyllae,LC,europe,0,LC
161622,Rajella kukujevi,LC,europe,0,LC
161626,Leucoraja naevus,NT,mediterranean,0.2,NT
161626,Leucoraja naevus,LC,europe,0,LC
161666,Neoraja caerulea,LC,europe,0,LC
161673,Raja polystigma,LC,mediterranean,0,LC
161673,Raja polystigma,LC,europe,0,LC
161691,Raja brachyura,NT,mediterranean,0.2,NT
161691,Raja brachyura,NT,europe,0.2,NT
161696,Alopias superciliosus,EN,mediterranean,0.6,EN
161696,Alopias superciliosus,EN,europe,0.6,EN
161705,Galeus murinus,LC,europe,0,LC
161717,Scymnodon ringens,LC,europe,0,LC
161729,Dipturus nidarosiensis,NT,europe,0.2,NT
161731,Pteroplatytrygon violacea,LC,mediterranean,0,LC
161731,Pteroplatytrygon violacea,LC,europe,0,LC
161748,Dasyatis marmorata,DD,mediterranean,NA,DD
161748,Dasyatis marmorata,DD,europe,NA,DD
164280,Ruppia cirrhosa,LC,pan-africa,0,LC
164280,Ruppia cirrhosa,LC,europe,0,LC
164508,Ruppia maritima,LC,pan-africa,0,LC
164508,Ruppia maritima,LC,mediterranean,0,LC
164508,Ruppia maritima,LC,europe,0,LC
164513,Ambrosia maritima,LC,pan-africa,0,LC
164513,Ambrosia maritima,LC,mediterranean,0,LC
165811,Septaria borbonica,EN,pan-africa,0.6,EN
165811,Septaria borbonica,EN,southern_africa,0.6,EN
166077,Eleotris fusca,LC,eastern_africa,0,LC
166077,Eleotris fusca,LC,pan-africa,0,LC
166077,Eleotris fusca,LC,southern_africa,0,LC
166189,Anguilla marmorata,LC,pan-africa,0,LC
166189,Anguilla marmorata,LC,southern_africa,0,LC
166533,Glossogobius giuris,LC,eastern_africa,0,LC
166533,Glossogobius giuris,LC,pan-africa,0,LC
166533,Glossogobius giuris,LC,southern_africa,0,LC
166552,Pisodonophis boro,LC,eastern_africa,0,LC
166552,Pisodonophis boro,LC,pan-africa,0,LC
166856,Planiliza macrolepis,LC,eastern_africa,0,LC
166856,Planiliza macrolepis,LC,pan-africa,0,LC
166868,Megalops cyprinoides,LC,eastern_africa,0,LC
166868,Megalops cyprinoides,LC,pan-africa,0,LC
166892,Terapon jarbua,LC,eastern_africa,0,LC
166925,Monodactylus argenteus,DD,northern_africa,NA,DD
167997,Pellonula vorax,LC,western_africa,0,LC
167997,Pellonula vorax,LC,central_africa,0,LC
167997,Pellonula vorax,LC,pan-africa,0,LC
167997,Pellonula vorax,LC,southern_africa,0,LC
168000,Enneacampus kaupi,LC,western_africa,0,LC
168000,Enneacampus kaupi,LC,central_africa,0,LC
168000,Enneacampus kaupi,LC,pan-africa,0,LC
169361,Hippichthys heptagonus,LC,eastern_africa,0,LC
169361,Hippichthys heptagonus,LC,southern_africa,0,LC
170155,Diplodus sargus,LC,europe,0,LC
170159,Pagrus caeruleostictus,DD,mediterranean,NA,DD
170159,Pagrus caeruleostictus,LC,europe,0,LC
170160,Lithognathus mormyrus,LC,mediterranean,0,LC
170160,Lithognathus mormyrus,LC,europe,0,LC
170162,Pagellus bellottii,LC,europe,0,LC
170166,Dentex maroccanus,DD,mediterranean,NA,DD
170166,Dentex maroccanus,LC,europe,0,LC
170169,Sarpa salpa,LC,mediterranean,0,LC
170169,Sarpa salpa,LC,europe,0,LC
170186,Dentex gibbosus,DD,mediterranean,NA,DD
170186,Dentex gibbosus,LC,europe,0,LC
170197,Oblada melanura,LC,mediterranean,0,LC
170197,Oblada melanura,LC,europe,0,LC
170220,Pagrus auriga,DD,mediterranean,NA,DD
170220,Pagrus auriga,LC,europe,0,LC
170222,Diplodus bellottii,LC,europe,0,LC
170224,Pagellus erythrinus,LC,mediterranean,0,LC
170224,Pagellus erythrinus,LC,europe,0,LC
170229,Pagellus acarne,LC,mediterranean,0,LC
170229,Pagellus acarne,LC,europe,0,LC
170232,Dentex macrophthalmus,DD,mediterranean,NA,DD
170232,Dentex macrophthalmus,LC,europe,0,LC
170244,Pagellus bogaraveo,LC,mediterranean,0,LC
170244,Pagellus bogaraveo,NT,europe,0.2,NT
170245,Dentex dentex,VU,mediterranean,0.4,VU
170245,Dentex dentex,VU,europe,0.4,VU
170251,Boops boops,LC,mediterranean,0,LC
170251,Boops boops,LC,europe,0,LC
170253,Sparus aurata,LC,mediterranean,0,LC
170253,Sparus aurata,LC,europe,0,LC
170258,Spondyliosoma cantharus,LC,mediterranean,0,LC
170258,Spondyliosoma cantharus,LC,europe,0,LC
170260,Diplodus annularis,LC,mediterranean,0,LC
170260,Diplodus annularis,LC,europe,0,LC
170261,Diplodus vulgaris,LC,mediterranean,0,LC
170261,Diplodus vulgaris,LC,europe,0,LC
170262,Diplodus puntazzo,LC,mediterranean,0,LC
170262,Diplodus puntazzo,LC,europe,0,LC
170280,Spicara maena,LC,mediterranean,0,LC
170280,Spicara maena,LC,europe,0,LC
